datetime,pred_OT,true_OT
2019-08-01 00:00:00,603.1090733900757,598.2884673534394
2019-08-01 01:00:00,575.700795489972,558.8594394372532
2019-08-01 02:00:00,532.7770464692068,522.6711530288908
2019-08-01 03:00:00,490.8727366494019,493.7345281475687
2019-08-01 04:00:00,470.1266334479124,464.60786017208227
2019-08-01 05:00:00,449.78738848216676,430.1299653075918
2019-08-01 06:00:00,430.56945899349313,406.5445631568321
2019-08-01 07:00:00,439.26963604898464,424.38864701962206
2019-08-01 08:00:00,479.1217752391232,532.1333197000457
2019-08-01 09:00:00,581.5607975511501,681.967624539055
2019-08-01 10:00:00,693.0883694950809,715.1752319124009
2019-08-01 11:00:00,736.0529451719781,722.5769180013032
2019-08-01 12:00:00,742.6632927501191,705.2429511011966
2019-08-01 13:00:00,734.4227768984878,722.8469912293364
2019-08-01 14:00:00,738.4746885253554,746.9325079044369
2019-08-01 15:00:00,744.4478815203563,772.9384631701606
2019-08-01 16:00:00,742.8505963553268,738.8906657616134
2019-08-01 17:00:00,704.355210671746,668.8946372305807
2019-08-01 18:00:00,639.764187845477,633.2064621122156
2019-08-01 19:00:00,599.9034508461792,574.5330274472494
2019-08-01 20:00:00,575.2904737343734,581.8547051185893
2019-08-01 21:00:00,592.2526648607868,550.5375327172317
2019-08-01 22:00:00,591.2898950545896,561.7000875698179
2019-08-01 23:00:00,592.9091220060202,565.2008892402038
2019-08-02 00:00:00,573.9245272994499,584.6353386210989
2019-08-02 01:00:00,560.2180337473196,560.609840272446
2019-08-02 02:00:00,517.5056527716067,511.12851013977945
2019-08-02 03:00:00,480.85273674569703,478.68108022563086
2019-08-02 04:00:00,453.6479378647653,466.1682146787673
2019-08-02 05:00:00,445.0322159871193,434.3409253147263
2019-08-02 06:00:00,427.881028307693,430.6400822702752
2019-08-02 07:00:00,453.1591195161727,446.1536349631838
2019-08-02 08:00:00,506.631259444182,500.92617412045576
2019-08-02 09:00:00,564.2887489232813,592.4471320748296
2019-08-02 10:00:00,633.4650321665157,639.3978827328135
2019-08-02 11:00:00,666.8721042766831,625.1046053393369
2019-08-02 12:00:00,668.8472938343164,626.2748758398415
2019-08-02 13:00:00,666.1482323234338,652.2308115210674
2019-08-02 14:00:00,679.1687604283024,663.6034286680243
2019-08-02 15:00:00,680.1033859013363,687.8889793244049
2019-08-02 16:00:00,672.1354420391276,667.6043300771807
2019-08-02 17:00:00,645.6552396043922,634.6367886168405
2019-08-02 18:00:00,600.2690388586806,592.127054047869
2019-08-02 19:00:00,574.0150704358874,569.2418151883005
2019-08-02 20:00:00,567.303526717871,535.5440994253489
2019-08-02 21:00:00,569.5606881912776,512.0187137528407
2019-08-02 22:00:00,568.4361346742987,538.724828613363
2019-08-02 23:00:00,584.044344588595,577.1236220140363
2019-08-03 00:00:00,591.8732597327923,590.6867251049016
