datetime,pred_OT,true_OT
2019-08-01 00:00:00,612.8033508753383,598.2884673534394
2019-08-01 01:00:00,567.506843095769,558.8594394372532
2019-08-01 02:00:00,519.8450136992822,522.6711530288908
2019-08-01 03:00:00,477.2295105528041,493.7345281475687
2019-08-01 04:00:00,443.8472929863968,464.60786017208227
2019-08-01 05:00:00,420.0598164456486,430.1299653075918
2019-08-01 06:00:00,409.9285957853702,406.5445631568321
2019-08-01 07:00:00,422.50201563560665,424.38864701962206
2019-08-01 08:00:00,460.26220731544186,532.1333197000457
2019-08-01 09:00:00,568.7709465221142,681.967624539055
2019-08-01 10:00:00,676.5795409195582,715.1752319124009
2019-08-01 11:00:00,718.8888644752058,722.5769180013032
2019-08-01 12:00:00,737.0775408405984,705.2429511011966
2019-08-01 13:00:00,731.41650080685,722.8469912293364
2019-08-01 14:00:00,732.4043247620071,746.9325079044369
2019-08-01 15:00:00,739.0132233542536,772.9384631701606
2019-08-01 16:00:00,745.1216008189747,738.8906657616134
2019-08-01 17:00:00,704.9201081725803,668.8946372305807
2019-08-01 18:00:00,632.5965869063733,633.2064621122156
2019-08-01 19:00:00,597.1915998169429,574.5330274472494
2019-08-01 20:00:00,574.1812972105597,581.8547051185893
2019-08-01 21:00:00,593.3740690512809,550.5375327172317
2019-08-01 22:00:00,593.3042146241571,561.7000875698179
2019-08-01 23:00:00,598.251266858436,565.2008892402038
2019-08-02 00:00:00,585.6647026361575,584.6353386210989
2019-08-02 01:00:00,548.5634742557302,560.609840272446
2019-08-02 02:00:00,515.7651573444508,511.12851013977945
2019-08-02 03:00:00,471.4426896720788,478.68108022563086
2019-08-02 04:00:00,433.2146271004459,466.1682146787673
2019-08-02 05:00:00,418.41848506654316,434.3409253147263
2019-08-02 06:00:00,413.6098775202468,430.6400822702752
2019-08-02 07:00:00,439.7473652198139,446.1536349631838
2019-08-02 08:00:00,490.1994091683979,500.92617412045576
2019-08-02 09:00:00,552.1346552409873,592.4471320748296
2019-08-02 10:00:00,625.4396685418484,639.3978827328135
2019-08-02 11:00:00,655.107713872133,625.1046053393369
2019-08-02 12:00:00,673.1450303538415,626.2748758398415
2019-08-02 13:00:00,673.4835755581707,652.2308115210674
2019-08-02 14:00:00,677.4813867831238,663.6034286680243
2019-08-02 15:00:00,679.0201063039925,687.8889793244049
2019-08-02 16:00:00,685.9335728599013,667.6043300771807
2019-08-02 17:00:00,652.4491943951532,634.6367886168405
2019-08-02 18:00:00,598.1162228516342,592.127054047869
2019-08-02 19:00:00,561.8749121536493,569.2418151883005
2019-08-02 20:00:00,562.3296054058716,535.5440994253489
2019-08-02 21:00:00,560.1425164467514,512.0187137528407
2019-08-02 22:00:00,557.6899340900143,538.724828613363
2019-08-02 23:00:00,571.4047297398967,577.1236220140363
2019-08-03 00:00:00,584.3949400327604,590.6867251049016
2019-08-03 01:00:00,547.3201038954098,554.8985329958965
2019-08-03 02:00:00,515.1783587175341,497.6754297122403
2019-08-03 03:00:00,464.8262578317384,465.067964943053
2019-08-03 04:00:00,423.72539590481233,454.7155965070332
2019-08-03 05:00:00,407.33556159947534,437.71170267944456
2019-08-03 06:00:00,406.72781551576367,417.7871412125511
2019-08-03 07:00:00,421.0866447353919,443.3429867528614
2019-08-03 08:00:00,471.3980853027221,457.616259269653
2019-08-03 09:00:00,504.55352918386933,454.36551116504495
2019-08-03 10:00:00,502.59973065014145,450.5046291071135
2019-08-03 11:00:00,498.620776571975,480.0714006732783
2019-08-03 12:00:00,513.281434728358,506.36742018224805
2019-08-03 13:00:00,528.3146393562889,520.2405963204615
2019-08-03 14:00:00,548.0483191099496,496.84524026718515
2019-08-03 15:00:00,547.9278869430474,530.6129712503382
2019-08-03 16:00:00,553.280658924153,536.1442383331149
2019-08-03 17:00:00,537.2247825999439,501.9864159509963
2019-08-03 18:00:00,502.4960754850969,484.7524715861186
2019-08-03 19:00:00,493.06121914852764,469.0288713844097
2019-08-03 20:00:00,495.2024358756335,459.6667258623364
2019-08-03 21:00:00,504.2085735106948,469.72903097920835
2019-08-03 22:00:00,519.2395482897971,507.3176379633153
2019-08-03 23:00:00,543.9940417918258,547.0667383618733
2019-08-04 00:00:00,556.8533184664453,551.3577215721406
2019-08-04 01:00:00,528.4723237676908,545.5964021038783
2019-08-04 02:00:00,514.0992338654589,511.9787049235687
2019-08-04 03:00:00,484.1226765206208,490.663823933126
2019-08-04 04:00:00,453.5952051281081,462.2073082374107
2019-08-04 05:00:00,428.8783519918007,449.4343829900342
2019-08-04 06:00:00,420.48526383971637,424.23861783726943
2019-08-04 07:00:00,418.30482838725425,413.2160934250859
2019-08-04 08:00:00,426.1679277701033,429.999933609139
2019-08-04 09:00:00,439.0415168768227,450.7146803123064
2019-08-04 10:00:00,456.2760803874588,440.29229480788894
2019-08-04 11:00:00,446.8942072181446,433.3907084577572
2019-08-04 12:00:00,443.2635660617205,465.368034396936
2019-08-04 13:00:00,460.8187990221313,504.5370007644131
2019-08-04 14:00:00,495.9884220099277,496.625188471846
2019-08-04 15:00:00,508.5597774249039,503.3267232828329
2019-08-04 16:00:00,524.872625113619,502.3965103784507
2019-08-04 17:00:00,504.9950198458662,490.2737343823566
2019-08-04 18:00:00,476.3286701080225,448.094078430492
2019-08-04 19:00:00,452.11086693499067,469.57899810046314
2019-08-04 20:00:00,482.1072147657437,454.6755867536631
2019-08-04 21:00:00,494.2853608746064,480.36146399242614
2019-08-04 22:00:00,522.6936903965475,521.810955806759
2019-08-04 23:00:00,557.581821999607,580.0442859569487
