date,time,KW,TEMPERATURE,DEW_POINT,PRESSURE,WIND_SPEED,RELATIVE HUMIDITY,PRECIPITABLE WATER,CLOUD_TYPE,OT
2019-03-28,11:00:00,541.35,27.8,21.9,1020,3.8,70.14,3.7,0,841
2019-03-28,12:00:00,567.16,28.3,21.9,1019,3.7,68.24,3.8,0,874
2019-03-28,13:00:00,631.66,28.4,22.0,1019,3.6,68.27,4.0,0,830
2019-03-28,14:00:00,598.52,28.2,22.1,1018,3.4,69.64,4.1,1,722
2019-03-28,15:00:00,613.7,27.6,22.3,1018,3.1,73.04,4.1,2,387
2019-03-28,16:00:00,584.26,26.7,22.7,1018,2.8,78.57,4.1,0,355
2019-03-28,17:00:00,575.28,25.4,23.0,1018,2.2,86.53,4.1,0,145
2019-03-28,18:00:00,563.28,24.3,22.8,1019,2.1,91.38,4.0,1,3
2019-03-28,19:00:00,547.93,23.9,22.7,1019,2.1,93.17,3.9,3,0
2019-03-28,20:00:00,527.54,23.6,22.6,1019,2.1,93.97,3.8,0,0
2019-03-28,21:00:00,558.7,23.5,22.4,1019,2.0,93.31,3.7,1,0
2019-03-28,22:00:00,539.83,23.4,22.0,1019,1.9,92.06,3.7,0,0
2019-03-28,23:00:00,537.16,23.1,21.6,1019,1.9,91.54,3.6,1,0
2019-03-29,00:00:00,533.64,22.8,21.2,1018,2.1,90.81,3.6,1,0
2019-03-29,01:00:00,462.39,22.5,20.8,1018,2.3,90.22,3.6,0,0
2019-03-29,02:00:00,414.14,22.3,20.4,1018,2.6,89.24,3.8,1,0
2019-03-29,03:00:00,358.66,22.1,20.2,1018,2.8,88.82,3.9,1,0
2019-03-29,04:00:00,358.88,22.0,20.0,1018,2.9,88.27,4.1,3,0
2019-03-29,05:00:00,349.36,21.9,19.8,1019,2.8,88.12,4.2,3,0
2019-03-29,06:00:00,350.11,22.5,20.3,1019,2.8,87.44,4.3,1,5
2019-03-29,07:00:00,357.25,23.7,20.5,1020,3.1,82.51,4.3,1,159
2019-03-29,08:00:00,411.08,24.4,20.6,1021,3.7,79.38,4.4,3,118
2019-03-29,09:00:00,454.78,24.6,20.8,1021,4.1,79.21,4.4,3,363
2019-03-29,10:00:00,526.2,24.7,20.8,1021,4.3,78.97,4.5,3,307
2019-03-29,11:00:00,584.49,24.5,20.6,1021,4.4,79.13,4.5,3,274
2019-03-29,12:00:00,570.44,24.2,20.3,1021,4.4,78.99,4.5,7,647
2019-03-29,13:00:00,606.96,23.7,20.0,1020,4.5,79.68,4.6,3,212
2019-03-29,14:00:00,607.59,23.2,19.7,1020,4.2,80.56,4.5,3,286
2019-03-29,15:00:00,581.34,22.7,19.4,1020,3.7,81.75,4.5,3,77
2019-03-29,16:00:00,557.54,22.3,19.2,1020,3.2,82.72,4.4,1,375
2019-03-29,17:00:00,550.79,21.8,19.1,1020,2.9,84.62,4.2,3,64
2019-03-29,18:00:00,523.98,21.1,19.0,1021,2.5,87.86,4.2,3,4
2019-03-29,19:00:00,503.46,21.0,18.9,1021,2.2,87.85,4.2,3,0
2019-03-29,20:00:00,497.93,20.9,18.9,1021,2.0,88.1,4.2,3,0
2019-03-29,21:00:00,472.27,20.8,18.8,1021,1.7,88.3,4.3,4,0
2019-03-29,22:00:00,505.54,20.9,18.8,1021,1.6,87.98,4.6,4,0
2019-03-29,23:00:00,502.71,20.8,19.1,1022,2.5,89.79,4.8,4,0
2019-03-30,00:00:00,465.67,20.8,19.2,1022,3.7,90.57,5.0,4,0
2019-03-30,01:00:00,406.84,20.8,19.1,1022,4.9,90.19,4.9,4,0
2019-03-30,02:00:00,367.27,20.7,18.8,1023,6.2,88.7,4.7,4,0
2019-03-30,03:00:00,343.26,20.2,18.1,1024,7.4,87.49,4.6,7,0
2019-03-30,04:00:00,306.4,19.7,17.3,1025,7.4,86.02,4.5,8,0
2019-03-30,05:00:00,318.13,19.4,17.0,1026,5.5,85.98,4.4,7,0
2019-03-30,06:00:00,331.63,19.7,17.0,1026,3.9,84.25,4.0,7,3
2019-03-30,07:00:00,313.58,20.4,17.0,1026,3.5,80.76,3.4,7,9
2019-03-30,08:00:00,350.34,21.3,17.2,1026,3.4,77.27,3.0,4,70
2019-03-30,09:00:00,371.33,22.1,17.4,1026,3.6,74.88,2.7,6,394
2019-03-30,10:00:00,396.98,22.7,17.7,1025,3.8,73.46,2.6,7,542
2019-03-30,11:00:00,412.63,23.1,18.0,1025,4.1,73.01,2.5,6,580
2019-03-30,12:00:00,436.35,23.3,18.2,1024,4.4,72.99,2.5,7,695
2019-03-30,13:00:00,429.98,23.3,18.3,1024,4.6,73.56,2.5,7,486
2019-03-30,14:00:00,434.18,23.1,18.3,1024,4.8,74.21,2.6,3,433
2019-03-30,15:00:00,440.84,22.7,18.1,1024,4.9,75.38,2.6,7,275
2019-03-30,16:00:00,444.68,22.3,18.0,1024,5.0,76.59,2.6,3,62
2019-03-30,17:00:00,428.28,21.8,17.9,1024,4.8,78.59,2.7,3,28
2019-03-30,18:00:00,447.67,21.4,17.9,1025,4.5,80.32,2.8,3,2
2019-03-30,19:00:00,424.6,21.3,17.8,1026,4.6,80.54,2.9,3,0
2019-03-30,20:00:00,405.73,21.3,17.7,1026,4.7,80.17,3.0,3,0
2019-03-30,21:00:00,432.77,21.3,17.7,1027,4.9,79.84,3.1,7,0
2019-03-30,22:00:00,433.88,21.3,17.6,1027,5.1,79.45,3.2,7,0
2019-03-30,23:00:00,444.39,21.3,17.5,1027,5.4,78.9,3.2,7,0
2019-03-31,00:00:00,414.96,21.2,17.3,1027,5.6,78.64,3.3,7,0
2019-03-31,01:00:00,378.27,21.1,17.2,1027,5.8,78.53,3.4,7,0
2019-03-31,02:00:00,337.78,21.0,17.2,1027,6.0,78.75,3.4,7,0
2019-03-31,03:00:00,300.83,20.8,17.1,1027,6.2,79.48,3.4,8,0
2019-03-31,04:00:00,292.88,20.6,17.1,1028,6.4,80.23,3.4,4,0
2019-03-31,05:00:00,290.87,20.4,17.0,1029,6.3,81.01,3.4,3,0
2019-03-31,06:00:00,275.72,20.5,17.1,1030,6.5,80.78,3.5,3,2
2019-03-31,07:00:00,296.75,20.7,17.0,1030,6.9,79.57,3.4,4,15
2019-03-31,08:00:00,311.63,20.9,17.0,1031,7.0,78.18,3.4,3,63
2019-03-31,09:00:00,311.07,21.2,17.0,1031,6.9,76.8,3.4,8,578
2019-03-31,10:00:00,350.0,21.4,16.9,1030,6.8,75.73,3.3,7,739
2019-03-31,11:00:00,345.62,21.5,16.9,1030,7.0,75.01,3.4,3,314
2019-03-31,12:00:00,380.29,21.5,16.8,1029,7.2,74.43,3.4,3,239
2019-03-31,13:00:00,398.13,21.4,16.6,1029,7.1,74.15,3.4,3,188
2019-03-31,14:00:00,403.71,21.2,16.4,1028,7.1,73.86,3.5,3,281
2019-03-31,15:00:00,402.14,20.8,16.1,1028,7.1,74.28,3.5,3,270
2019-03-31,16:00:00,396.62,20.3,15.8,1029,7.1,75.18,3.5,3,147
2019-03-31,17:00:00,413.63,19.7,15.5,1029,6.8,76.9,3.6,3,33
2019-03-31,18:00:00,386.99,19.3,15.5,1030,6.5,78.63,3.7,1,3
2019-03-31,19:00:00,392.78,19.1,15.5,1031,6.6,79.51,3.9,3,0
2019-03-31,20:00:00,426.86,19.0,15.5,1032,6.6,79.97,4.0,3,0
2019-03-31,21:00:00,427.83,18.9,15.5,1032,6.4,80.61,4.1,3,0
2019-03-31,22:00:00,424.44,18.8,15.6,1032,6.3,81.43,4.1,3,0
2019-03-31,23:00:00,428.22,18.8,15.6,1032,6.0,81.84,4.1,3,0
2019-04-01,00:00:00,425.03,18.6,15.6,1032,6.0,82.95,4.1,4,0
2019-04-01,01:00:00,372.93,18.3,15.5,1032,6.3,83.94,3.9,4,0
2019-04-01,02:00:00,299.1,18.0,15.2,1031,6.7,83.9,3.8,4,0
2019-04-01,03:00:00,298.19,17.6,15.0,1032,6.8,84.48,3.7,4,0
2019-04-01,04:00:00,257.6,17.4,14.7,1032,6.8,84.16,3.7,4,0
2019-04-01,05:00:00,267.22,17.2,14.6,1033,6.7,84.48,3.7,4,0
2019-04-01,06:00:00,261.05,17.3,14.5,1033,6.6,83.48,3.6,4,2
2019-04-01,07:00:00,289.04,17.5,14.5,1034,6.6,82.52,3.6,4,15
2019-04-01,08:00:00,369.22,17.8,14.6,1034,6.5,81.31,3.7,4,115
2019-04-01,09:00:00,394.14,18.0,14.7,1034,6.4,80.79,3.8,4,90
2019-04-01,10:00:00,399.26,18.4,14.8,1034,6.4,79.5,3.9,4,70
2019-04-01,11:00:00,454.31,18.6,14.9,1033,6.4,79.1,3.9,4,76
2019-04-01,12:00:00,474.55,18.9,15.0,1032,6.5,78.18,3.9,3,138
2019-04-01,13:00:00,507.87,19.0,15.1,1032,6.7,77.88,3.8,4,88
2019-04-01,14:00:00,514.45,19.0,15.0,1031,6.7,77.39,3.7,4,181
2019-04-01,15:00:00,486.29,19.0,14.8,1031,6.7,76.43,3.7,4,74
2019-04-01,16:00:00,478.1,19.0,14.5,1031,6.5,75.16,3.6,3,181
2019-04-01,17:00:00,476.76,18.9,14.3,1031,6.2,74.71,3.5,3,14
2019-04-01,18:00:00,421.11,18.8,14.3,1032,5.9,74.89,3.4,3,2
2019-04-01,19:00:00,464.64,18.8,14.2,1032,5.8,74.67,3.4,3,0
2019-04-01,20:00:00,449.28,18.8,14.2,1032,5.8,74.8,3.3,3,0
2019-04-01,21:00:00,406.57,18.9,14.3,1032,5.8,74.89,3.3,3,0
2019-04-01,22:00:00,369.44,18.9,14.5,1032,5.8,75.8,3.4,3,0
2019-04-01,23:00:00,423.49,19.0,14.7,1031,5.4,76.34,3.4,4,0
2019-04-02,00:00:00,392.83,19.1,14.9,1031,4.9,76.58,3.4,4,0
2019-04-02,01:00:00,336.64,19.1,15.0,1030,4.6,77.2,3.5,3,0
2019-04-02,02:00:00,289.41,19.1,15.2,1030,4.4,77.98,3.5,3,0
2019-04-02,03:00:00,276.36,19.2,15.3,1029,4.3,78.27,3.5,3,0
2019-04-02,04:00:00,260.17,19.2,15.5,1029,4.2,79.15,3.6,3,0
2019-04-02,05:00:00,265.31,19.3,15.7,1030,4.1,79.7,3.7,3,0
2019-04-02,06:00:00,243.59,20.1,16.2,1030,4.4,78.43,3.8,4,7
2019-04-02,07:00:00,288.73,21.1,16.6,1030,5.0,75.62,4.0,4,66
2019-04-02,08:00:00,341.83,21.8,16.9,1030,5.1,73.72,4.0,4,44
2019-04-02,09:00:00,365.51,22.5,17.2,1030,5.0,72.06,4.1,4,56
2019-04-02,10:00:00,334.48,23.1,17.5,1029,4.8,70.97,4.1,4,69
2019-04-02,11:00:00,412.49,23.7,17.8,1028,4.3,69.71,4.2,4,156
2019-04-02,12:00:00,416.08,24.2,18.1,1027,3.5,68.94,4.4,4,196
2019-04-02,13:00:00,479.35,24.5,18.4,1026,2.9,68.88,4.5,3,301
2019-04-02,14:00:00,421.55,24.4,18.6,1026,3.4,70.0,4.5,3,249
2019-04-02,15:00:00,363.02,24.0,18.8,1025,3.6,72.71,4.5,3,158
2019-04-02,16:00:00,435.35,23.4,19.0,1026,3.5,76.14,4.4,4,53
2019-04-02,17:00:00,382.34,22.7,19.2,1026,2.9,80.58,4.4,4,14
2019-04-02,18:00:00,371.34,22.0,19.2,1026,2.6,83.89,4.4,4,2
2019-04-02,19:00:00,345.52,21.8,19.1,1027,2.5,84.68,4.4,4,0
2019-04-02,20:00:00,338.7,21.7,19.1,1028,2.3,85.12,4.4,3,0
2019-04-02,21:00:00,350.38,21.5,19.1,1028,2.1,86.09,4.4,3,0
2019-04-02,22:00:00,377.44,21.5,19.1,1028,2.0,86.04,4.4,3,0
2019-04-02,23:00:00,376.9,21.4,19.0,1027,1.9,86.43,4.4,0,0
2019-04-03,00:00:00,345.22,21.3,19.0,1027,1.8,86.85,4.4,3,0
2019-04-03,01:00:00,335.63,21.2,18.9,1026,1.8,86.95,4.4,3,0
2019-04-03,02:00:00,289.53,21.1,18.9,1026,1.8,87.03,4.4,3,0
2019-04-03,03:00:00,279.73,20.9,18.7,1026,1.8,87.5,4.4,3,0
2019-04-03,04:00:00,269.15,20.8,18.6,1026,1.7,87.2,4.3,3,0
2019-04-03,05:00:00,246.53,20.7,18.5,1026,1.8,87.03,4.2,3,0
2019-04-03,06:00:00,272.36,21.1,18.8,1027,2.3,86.48,4.3,1,7
2019-04-03,07:00:00,263.14,21.5,18.8,1028,2.9,84.59,4.3,3,74
2019-04-03,08:00:00,278.97,21.8,18.8,1029,3.1,83.14,4.3,3,152
2019-04-03,09:00:00,268.89,22.2,18.9,1029,3.4,81.37,4.3,3,210
2019-04-03,10:00:00,334.97,22.5,18.9,1028,3.8,80.17,4.4,4,197
2019-04-03,11:00:00,420.07,22.7,19.0,1028,4.2,79.51,4.6,4,214
2019-04-03,12:00:00,364.99,22.6,18.9,1027,4.5,79.55,4.7,4,112
2019-04-03,13:00:00,446.42,22.2,18.8,1027,4.4,80.84,4.6,4,103
2019-04-03,14:00:00,358.96,22.0,18.7,1026,4.3,81.41,4.5,4,122
2019-04-03,15:00:00,449.89,21.8,18.7,1026,4.3,82.38,4.5,4,150
2019-04-03,16:00:00,339.93,21.6,18.7,1026,4.3,83.59,4.5,3,183
2019-04-03,17:00:00,340.32,21.4,18.9,1027,4.0,85.45,4.6,3,35
2019-04-03,18:00:00,359.19,21.3,19.1,1027,3.5,87.2,4.5,3,3
2019-04-03,19:00:00,334.65,21.4,19.2,1027,3.1,87.55,4.5,4,0
2019-04-03,20:00:00,322.85,21.5,19.4,1028,2.9,87.68,4.5,3,0
2019-04-03,21:00:00,382.83,21.5,19.5,1028,2.8,88.14,4.5,4,0
2019-04-03,22:00:00,330.44,21.5,19.6,1028,2.8,88.7,4.6,3,0
2019-04-03,23:00:00,377.01,21.5,19.7,1028,3.0,89.32,4.6,3,0
2019-04-04,00:00:00,338.39,21.3,19.7,1027,3.3,90.64,4.6,3,0
2019-04-04,01:00:00,345.74,21.3,19.7,1027,3.6,90.76,4.6,3,0
2019-04-04,02:00:00,313.81,21.4,19.8,1026,4.1,90.68,4.6,1,0
2019-04-04,03:00:00,263.18,21.6,20.0,1026,4.6,90.48,4.6,3,0
2019-04-04,04:00:00,292.42,21.8,20.1,1026,5.0,90.24,4.6,4,0
2019-04-04,05:00:00,277.76,22.0,20.2,1026,5.2,89.76,4.6,3,0
2019-04-04,06:00:00,284.34,22.6,20.6,1026,5.4,88.45,4.7,3,13
2019-04-04,07:00:00,273.82,23.4,20.9,1026,5.5,85.91,4.7,7,145
2019-04-04,08:00:00,265.78,24.3,21.0,1026,5.2,82.01,4.8,3,234
2019-04-04,09:00:00,266.93,25.2,21.3,1026,4.4,78.96,4.9,7,549
2019-04-04,10:00:00,290.06,26.0,21.5,1025,3.5,76.23,4.9,2,669
2019-04-04,11:00:00,315.22,26.5,21.6,1025,3.5,74.57,5.0,1,852
2019-04-04,12:00:00,327.35,26.6,21.7,1024,4.1,74.72,5.0,3,673
2019-04-04,13:00:00,440.7,26.2,21.8,1023,4.3,76.99,5.1,3,711
2019-04-04,14:00:00,449.34,26.0,21.9,1023,4.3,78.29,5.1,2,570
2019-04-04,15:00:00,454.82,25.5,21.9,1023,4.1,80.36,5.1,7,575
2019-04-04,16:00:00,350.51,24.8,21.8,1023,4.0,83.38,5.1,0,376
2019-04-04,17:00:00,428.42,23.9,21.7,1023,3.5,87.4,5.1,3,55
2019-04-04,18:00:00,347.31,23.1,21.4,1024,3.0,90.4,5.1,3,4
2019-04-04,19:00:00,353.04,22.8,21.2,1024,2.7,90.45,5.1,8,0
2019-04-04,20:00:00,341.22,22.5,20.9,1025,2.7,90.45,5.2,7,0
2019-04-04,21:00:00,335.4,22.1,20.5,1026,3.0,90.57,5.2,8,0
2019-04-04,22:00:00,338.79,21.6,20.1,1026,3.0,90.97,5.2,7,0
2019-04-04,23:00:00,336.13,21.3,19.6,1025,2.9,90.16,5.2,7,0
2019-04-05,00:00:00,352.57,21.0,19.3,1025,2.5,89.99,5.1,4,0
2019-04-05,01:00:00,333.81,20.8,19.1,1024,2.2,89.74,4.9,7,0
2019-04-05,02:00:00,288.81,20.7,18.9,1023,2.0,89.66,4.8,7,0
2019-04-05,03:00:00,307.46,20.6,18.9,1023,2.3,90.2,4.7,7,0
2019-04-05,04:00:00,263.42,20.5,18.9,1023,2.7,90.52,4.6,7,0
2019-04-05,05:00:00,254.17,20.4,18.8,1024,3.1,90.33,4.6,7,0
2019-04-05,06:00:00,237.82,21.0,18.9,1024,3.7,88.01,4.5,4,10
2019-04-05,07:00:00,248.76,21.7,19.0,1025,4.1,84.84,4.3,8,196
2019-04-05,08:00:00,307.24,22.6,19.1,1025,4.4,80.73,4.2,3,114
2019-04-05,09:00:00,275.25,23.5,19.2,1024,4.7,76.69,4.0,3,143
2019-04-05,10:00:00,382.75,24.1,19.2,1024,4.9,74.31,3.9,3,189
2019-04-05,11:00:00,280.01,24.4,19.3,1024,4.9,73.1,3.9,3,372
2019-04-05,12:00:00,320.77,24.4,19.2,1023,4.8,72.74,3.9,3,287
2019-04-05,13:00:00,397.25,24.1,19.0,1023,4.7,73.32,3.8,3,654
2019-04-05,14:00:00,310.43,23.6,18.8,1023,4.4,74.59,3.8,3,255
2019-04-05,15:00:00,383.0,22.9,18.6,1022,4.2,76.64,3.7,3,314
2019-04-05,16:00:00,294.03,22.2,18.4,1023,4.0,78.89,3.6,0,408
2019-04-05,17:00:00,372.88,21.5,18.1,1023,3.8,80.95,3.5,0,186
2019-04-05,18:00:00,318.69,21.0,17.9,1023,3.2,82.67,3.4,0,11
2019-04-05,19:00:00,306.59,20.9,17.8,1024,2.8,82.66,3.3,0,0
2019-04-05,20:00:00,380.56,20.9,17.7,1024,2.6,82.04,3.3,0,0
2019-04-05,21:00:00,335.52,21.0,17.7,1024,2.5,81.2,3.2,0,0
2019-04-05,22:00:00,372.01,21.1,17.6,1024,2.4,80.58,3.3,7,0
2019-04-05,23:00:00,371.93,21.1,17.6,1024,2.3,80.64,3.3,3,0
2019-04-06,00:00:00,369.65,21.0,17.7,1023,2.3,81.29,3.2,7,0
2019-04-06,01:00:00,312.72,21.0,17.8,1023,2.3,81.7,3.2,1,0
2019-04-06,02:00:00,307.59,20.9,17.8,1023,2.3,82.61,3.2,7,0
2019-04-06,03:00:00,253.19,20.9,17.9,1022,2.2,82.75,3.2,0,0
2019-04-06,04:00:00,250.07,20.9,17.9,1023,2.1,83.11,3.2,1,0
2019-04-06,05:00:00,246.79,20.9,18.0,1023,2.0,83.46,3.3,0,0
2019-04-06,06:00:00,239.5,21.9,18.6,1023,1.8,81.71,3.3,1,24
2019-04-06,07:00:00,246.3,23.0,18.9,1024,1.8,77.94,3.4,0,215
2019-04-06,08:00:00,238.94,24.0,19.2,1024,1.2,74.53,3.4,0,439
2019-04-06,09:00:00,260.02,25.0,19.5,1024,1.6,71.48,3.4,0,645
2019-04-06,10:00:00,290.59,25.7,19.8,1023,2.1,69.93,3.4,0,806
2019-04-06,11:00:00,307.74,26.1,20.2,1023,2.3,69.79,3.4,0,921
2019-04-06,12:00:00,322.76,26.3,20.3,1022,2.5,69.74,3.5,2,711
2019-04-06,13:00:00,344.9,26.2,20.4,1021,2.5,70.44,3.5,3,217
2019-04-06,14:00:00,326.79,26.1,20.4,1021,2.4,70.92,3.6,3,141
2019-04-06,15:00:00,319.18,25.7,20.4,1020,2.3,72.43,3.6,3,255
2019-04-06,16:00:00,325.26,25.1,20.4,1021,2.2,75.12,3.6,3,132
2019-04-06,17:00:00,336.72,24.3,20.5,1021,1.8,79.16,3.6,3,107
2019-04-06,18:00:00,346.84,23.3,20.5,1021,1.2,84.17,3.5,7,10
2019-04-06,19:00:00,378.62,23.0,20.4,1022,1.1,85.32,3.5,7,0
2019-04-06,20:00:00,370.45,23.1,20.4,1022,1.2,84.82,3.6,1,0
2019-04-06,21:00:00,350.43,23.1,20.5,1023,1.4,85.56,3.7,1,0
2019-04-06,22:00:00,375.21,23.0,20.7,1022,1.6,86.88,3.8,1,0
2019-04-06,23:00:00,357.32,22.9,20.9,1022,1.7,88.24,3.9,1,0
2019-04-07,00:00:00,345.92,22.9,21.0,1022,1.8,88.96,4.0,0,0
2019-04-07,01:00:00,314.57,22.9,21.0,1021,1.8,89.2,4.1,0,0
2019-04-07,02:00:00,309.19,22.7,21.0,1021,1.8,90.08,4.2,1,0
2019-04-07,03:00:00,276.02,22.6,20.9,1021,1.8,89.9,4.2,1,0
2019-04-07,04:00:00,283.82,22.4,20.7,1021,1.7,90.0,4.3,3,0
2019-04-07,05:00:00,248.08,22.4,20.5,1021,1.7,88.83,4.3,3,0
2019-04-07,06:00:00,255.23,23.2,21.0,1022,1.6,87.45,4.3,1,19
2019-04-07,07:00:00,249.88,24.3,20.9,1022,1.9,81.52,4.3,1,200
2019-04-07,08:00:00,275.29,25.4,20.9,1023,2.1,76.01,4.4,3,323
2019-04-07,09:00:00,296.2,26.3,21.1,1023,2.2,73.01,4.4,3,437
2019-04-07,10:00:00,329.79,26.9,21.3,1022,2.7,71.39,4.4,3,386
2019-04-07,11:00:00,314.35,27.2,21.5,1022,3.4,70.86,4.4,2,573
2019-04-07,12:00:00,338.61,27.2,21.6,1022,4.2,71.58,4.4,0,908
2019-04-07,13:00:00,344.2,26.9,21.7,1021,4.9,73.29,4.6,1,860
2019-04-07,14:00:00,395.97,26.4,21.7,1021,4.8,75.6,4.8,2,676
2019-04-07,15:00:00,405.66,25.9,21.7,1021,4.3,77.8,4.9,1,575
2019-04-07,16:00:00,396.5,25.4,21.7,1021,3.5,80.17,4.9,4,143
2019-04-07,17:00:00,408.33,24.8,21.9,1021,2.3,84.06,4.8,3,57
2019-04-07,18:00:00,423.05,24.3,21.8,1021,1.2,86.14,4.7,3,5
2019-04-07,19:00:00,437.32,24.0,21.8,1021,1.1,87.57,4.5,4,0
2019-04-07,20:00:00,428.63,24.0,21.7,1022,1.3,87.03,4.4,3,0
2019-04-07,21:00:00,468.6,23.9,21.7,1022,1.5,87.75,4.4,7,0
2019-04-07,22:00:00,489.13,23.9,21.8,1022,1.7,88.28,4.3,3,0
2019-04-07,23:00:00,481.69,23.9,22.0,1022,1.7,89.07,4.3,0,0
2019-04-08,00:00:00,481.33,24.0,22.1,1022,1.7,89.29,4.2,0,0
2019-04-08,01:00:00,395.16,24.0,22.1,1021,1.6,89.36,4.2,0,0
2019-04-08,02:00:00,365.67,23.9,22.1,1021,1.5,89.83,4.2,1,0
2019-04-08,03:00:00,342.16,23.8,22.0,1021,1.5,89.82,4.1,0,0
2019-04-08,04:00:00,317.18,23.6,21.9,1021,1.4,90.15,4.1,0,0
2019-04-08,05:00:00,311.83,23.5,21.7,1021,1.3,89.88,4.0,0,0
2019-04-08,06:00:00,322.11,24.0,22.1,1022,1.4,89.36,3.9,0,20
2019-04-08,07:00:00,319.11,25.1,22.2,1023,1.5,83.98,3.9,0,203
2019-04-08,08:00:00,386.11,26.0,22.1,1023,1.2,78.92,3.9,0,420
2019-04-08,09:00:00,513.45,26.9,22.0,1024,1.1,74.58,3.9,0,618
2019-04-08,10:00:00,508.65,27.6,22.2,1023,1.3,72.24,3.8,0,775
2019-04-08,11:00:00,520.79,27.9,22.3,1023,1.6,71.8,3.9,1,887
2019-04-08,12:00:00,592.51,28.0,22.5,1023,1.7,71.88,4.0,0,914
2019-04-08,13:00:00,575.42,27.9,22.5,1022,1.9,72.43,4.2,0,870
2019-04-08,14:00:00,569.36,27.7,22.5,1022,2.0,73.51,4.3,0,759
2019-04-08,15:00:00,586.5,27.3,22.6,1021,2.3,75.51,4.4,0,589
2019-04-08,16:00:00,597.74,26.7,22.8,1021,2.7,79.13,4.5,0,384
2019-04-08,17:00:00,550.04,25.9,23.0,1021,2.8,84.22,4.6,0,166
2019-04-08,18:00:00,563.35,25.2,23.1,1021,2.8,88.14,4.6,0,6
2019-04-08,19:00:00,572.74,25.0,23.0,1022,2.8,88.91,4.5,0,0
2019-04-08,20:00:00,585.45,24.8,23.0,1022,2.8,89.91,4.3,0,0
2019-04-08,21:00:00,603.16,24.6,23.0,1022,2.8,91.04,4.2,1,0
2019-04-08,22:00:00,604.84,24.5,22.9,1022,2.8,90.73,4.2,7,0
2019-04-08,23:00:00,607.61,24.3,22.8,1022,2.7,91.35,4.1,7,0
2019-04-09,00:00:00,567.85,24.2,22.8,1022,2.4,91.86,4.2,0,0
2019-04-09,01:00:00,514.01,24.1,22.7,1021,2.2,92.05,4.3,0,0
2019-04-09,02:00:00,460.31,24.0,22.7,1021,1.9,92.48,4.3,0,0
2019-04-09,03:00:00,414.4,24.0,22.7,1021,1.7,92.47,4.4,7,0
2019-04-09,04:00:00,389.67,23.9,22.7,1021,1.5,92.96,4.4,7,0
2019-04-09,05:00:00,373.77,23.9,22.6,1021,1.4,92.7,4.4,7,0
2019-04-09,06:00:00,365.6,24.6,23.0,1022,1.4,90.89,4.5,1,21
2019-04-09,07:00:00,378.63,25.5,23.2,1022,1.7,87.02,4.6,0,202
2019-04-09,08:00:00,453.57,26.4,23.3,1022,1.9,83.01,4.6,7,371
2019-04-09,09:00:00,529.85,27.3,23.3,1022,2.2,78.88,4.8,4,434
2019-04-09,10:00:00,568.59,28.0,23.3,1022,2.5,75.84,4.9,7,684
2019-04-09,11:00:00,575.63,28.4,23.4,1021,2.9,74.33,4.9,0,853
2019-04-09,12:00:00,614.08,28.6,23.5,1020,3.2,73.96,5.0,0,883
2019-04-09,13:00:00,691.14,28.6,23.6,1020,3.5,74.56,4.9,0,845
2019-04-09,14:00:00,632.99,28.5,23.7,1019,3.7,75.39,4.9,1,746
2019-04-09,15:00:00,636.33,28.2,23.8,1018,3.7,77.03,4.8,3,318
2019-04-09,16:00:00,634.67,27.8,23.9,1018,3.5,79.34,4.6,3,177
2019-04-09,17:00:00,598.11,26.9,24.1,1018,2.8,84.9,4.5,3,133
2019-04-09,18:00:00,610.72,25.8,24.1,1019,2.5,90.11,4.3,1,9
2019-04-09,19:00:00,654.43,25.3,24.0,1019,2.5,92.29,4.0,1,0
2019-04-09,20:00:00,693.06,24.9,23.9,1020,2.4,94.44,3.7,0,0
2019-04-09,21:00:00,672.71,24.7,23.9,1020,2.5,95.18,3.4,1,0
2019-04-09,22:00:00,653.25,24.5,23.7,1020,2.6,95.38,3.3,1,0
2019-04-09,23:00:00,684.75,24.3,23.4,1020,2.7,95.01,3.2,0,0
2019-04-10,00:00:00,649.95,24.2,23.1,1019,2.7,93.56,3.1,1,0
2019-04-10,01:00:00,593.55,24.0,22.7,1019,2.8,92.56,3.1,0,0
2019-04-10,02:00:00,516.36,23.8,22.4,1019,2.8,91.75,3.1,0,0
2019-04-10,03:00:00,484.58,23.7,22.0,1018,2.8,90.31,3.2,0,0
2019-04-10,04:00:00,439.02,23.6,21.7,1019,2.9,88.93,3.3,0,0
2019-04-10,05:00:00,423.13,23.7,21.1,1019,3.0,85.61,3.4,0,0
2019-04-10,06:00:00,416.0,24.8,21.2,1020,3.0,80.33,3.5,0,29
2019-04-10,07:00:00,462.74,26.1,21.1,1020,3.5,74.18,3.7,0,218
2019-04-10,08:00:00,509.38,26.9,21.0,1021,4.6,70.25,3.9,0,432
2019-04-10,09:00:00,647.32,27.1,21.0,1022,5.4,69.2,4.1,0,626
2019-04-10,10:00:00,603.22,26.6,20.8,1022,5.8,70.71,4.2,0,778
2019-04-10,11:00:00,596.94,25.8,20.6,1022,6.0,73.19,4.2,0,875
2019-04-10,12:00:00,678.56,25.2,20.3,1021,5.9,74.49,4.2,0,896
2019-04-10,13:00:00,607.47,24.8,20.1,1021,5.6,75.07,4.1,0,850
2019-04-10,14:00:00,636.99,24.3,19.8,1021,5.7,75.9,4.2,1,742
