date,time,TEMPERATURE,DEW_POINT,GHI,PRESSURE,WIND_SPEED,RELATIVE HUMIDITY,PRECIPITABLE WATER,CLOUD_TYPE,OT
2019-01-23,00:00:00,14.3,8.8,0,1032,4.1,69.69,1.4,0,359.32
2019-01-23,01:00:00,14.2,8.8,0,1031,4.1,70.21,1.4,3,308.63
2019-01-23,02:00:00,14.1,8.9,0,1031,4.1,71.05,1.4,3,284.17
2019-01-23,03:00:00,14.1,9.0,0,1031,4.1,71.62,1.4,0,252.0
2019-01-23,04:00:00,14.1,9.2,0,1031,4.0,72.27,1.4,3,263.33
2019-01-23,05:00:00,14.1,9.3,0,1031,4.0,72.97,1.5,3,245.15
2019-01-23,06:00:00,14.1,9.5,0,1032,3.9,74.06,1.5,3,236.47
2019-01-23,07:00:00,15.5,10.3,25,1032,4.0,71.17,1.5,1,264.96
2019-01-23,08:00:00,16.6,10.3,84,1033,4.4,66.33,1.5,3,289.27
2019-01-23,09:00:00,17.3,10.4,398,1033,4.5,64.07,1.6,0,366.18
2019-01-23,10:00:00,17.8,10.7,454,1033,4.4,63.31,1.6,2,430.89
2019-01-23,11:00:00,18.3,11.0,405,1032,4.4,62.52,1.6,3,410.14
2019-01-23,12:00:00,18.6,11.3,179,1031,4.7,62.35,1.7,3,421.73
2019-01-23,13:00:00,18.8,11.4,169,1030,4.9,62.25,1.7,3,427.57
2019-01-23,14:00:00,18.8,11.5,207,1030,5.1,62.65,1.8,3,441.64
2019-01-23,15:00:00,18.5,11.6,128,1030,5.1,64.01,1.9,3,433.72
2019-01-23,16:00:00,18.0,11.7,37,1030,4.7,66.86,1.9,3,414.68
2019-01-23,17:00:00,16.9,11.8,9,1030,4.0,72.1,2.0,3,403.39
2019-01-23,18:00:00,16.6,11.8,0,1031,3.8,73.32,2.0,3,371.87
2019-01-23,19:00:00,16.5,11.8,0,1031,3.8,73.66,2.0,3,368.25
2019-01-23,20:00:00,16.4,11.8,0,1031,3.8,74.16,2.0,3,373.89
2019-01-23,21:00:00,16.4,11.9,0,1031,3.8,74.54,2.0,3,327.75
2019-01-23,22:00:00,16.4,12.0,0,1031,3.8,75.02,2.0,3,338.0
2019-01-23,23:00:00,16.3,12.1,0,1031,3.8,76.01,2.0,3,326.21
2019-01-24,00:00:00,16.3,12.2,0,1030,3.8,76.45,2.0,3,313.46
2019-01-24,01:00:00,16.3,12.3,0,1030,3.8,77.03,2.0,3,295.95
2019-01-24,02:00:00,16.3,12.4,0,1030,3.8,77.64,2.0,3,278.02
2019-01-24,03:00:00,16.4,12.5,0,1030,3.9,77.65,2.0,0,245.48
2019-01-24,04:00:00,16.4,12.6,0,1030,4.0,78.01,2.0,3,234.26
2019-01-24,05:00:00,16.6,12.6,0,1030,4.1,77.48,2.0,3,230.92
2019-01-24,06:00:00,16.6,12.7,0,1031,4.2,77.71,2.0,3,225.51
2019-01-24,07:00:00,17.4,13.1,18,1031,4.4,75.95,1.9,1,248.95
2019-01-24,08:00:00,18.1,13.2,190,1032,4.9,73.17,1.9,2,299.72
2019-01-24,09:00:00,18.7,13.2,383,1032,5.1,70.39,1.9,2,370.75
2019-01-24,10:00:00,19.1,13.2,544,1032,4.9,68.74,1.9,0,393.82
2019-01-24,11:00:00,19.4,13.3,665,1031,4.8,67.63,1.9,1,404.05
2019-01-24,12:00:00,19.6,13.3,705,1030,4.8,66.98,1.9,1,423.47
2019-01-24,13:00:00,19.7,13.3,677,1030,5.0,66.69,1.9,0,445.59
2019-01-24,14:00:00,19.6,13.4,577,1029,5.2,67.2,2.0,0,422.29
2019-01-24,15:00:00,19.3,13.3,426,1029,5.2,68.41,2.0,0,409.95
2019-01-24,16:00:00,18.7,13.4,237,1029,4.8,71.47,2.1,0,409.7
2019-01-24,17:00:00,17.8,13.4,51,1030,4.0,75.64,2.1,1,409.22
2019-01-24,18:00:00,17.5,13.4,0,1030,3.8,76.78,2.1,0,380.1
2019-01-24,19:00:00,17.4,13.4,0,1031,3.6,77.39,2.2,0,346.32
2019-01-24,20:00:00,17.3,13.5,0,1031,3.6,78.14,2.2,0,361.35
2019-01-24,21:00:00,17.2,13.5,0,1031,3.6,78.94,2.2,0,354.37
2019-01-24,22:00:00,17.1,13.6,0,1030,3.5,79.9,2.2,0,351.41
2019-01-24,23:00:00,17.1,13.7,0,1030,3.5,80.45,2.2,0,329.76
2019-01-25,00:00:00,17.2,13.8,0,1030,3.4,80.29,2.3,0,322.21
2019-01-25,01:00:00,17.2,13.8,0,1030,3.3,80.51,2.3,0,304.44
2019-01-25,02:00:00,17.2,13.8,0,1030,3.2,80.64,2.3,0,283.0
2019-01-25,03:00:00,17.3,13.9,0,1030,3.1,80.19,2.3,0,251.36
2019-01-25,04:00:00,17.3,13.9,0,1030,3.0,80.27,2.4,0,245.11
2019-01-25,05:00:00,17.4,13.9,0,1030,2.9,79.79,2.4,1,242.16
2019-01-25,06:00:00,17.3,13.9,0,1031,2.7,80.43,2.4,1,241.86
2019-01-25,07:00:00,18.5,14.7,27,1031,2.5,78.45,2.4,1,270.87
2019-01-25,08:00:00,19.6,14.9,92,1032,2.6,74.3,2.4,4,325.3
2019-01-25,09:00:00,20.3,15.0,398,1032,2.2,71.52,2.4,0,366.25
2019-01-25,10:00:00,20.9,14.9,560,1031,1.9,68.75,2.4,0,393.83
2019-01-25,11:00:00,21.2,14.9,668,1031,2.2,67.43,2.4,0,408.6
2019-01-25,12:00:00,21.2,14.9,709,1030,2.6,67.43,2.4,0,376.73
2019-01-25,13:00:00,21.1,14.9,679,1030,3.2,67.89,2.4,0,397.54
2019-01-25,14:00:00,20.7,14.9,580,1029,3.7,69.4,2.4,0,405.89
2019-01-25,15:00:00,20.0,14.9,426,1030,4.2,72.25,2.4,0,405.8
2019-01-25,16:00:00,19.1,14.8,238,1030,4.2,75.97,2.3,0,403.64
2019-01-25,17:00:00,18.2,14.7,50,1031,3.7,79.95,2.3,0,386.29
2019-01-25,18:00:00,18.0,14.5,0,1032,3.7,80.08,2.3,1,368.81
2019-01-25,19:00:00,17.9,14.4,0,1033,3.8,79.86,2.3,1,341.02
2019-01-25,20:00:00,17.8,14.2,0,1033,4.0,79.57,2.2,0,340.66
2019-01-25,21:00:00,17.8,14.1,0,1033,4.4,78.89,2.2,0,328.77
2019-01-25,22:00:00,17.7,13.8,0,1033,5.0,78.09,2.1,0,308.16
2019-01-25,23:00:00,17.6,13.4,0,1034,5.4,76.64,2.0,3,310.24
2019-01-26,00:00:00,17.3,13.0,0,1034,5.6,75.61,1.9,3,321.17
2019-01-26,01:00:00,16.9,12.4,0,1034,5.8,74.9,1.9,1,287.85
2019-01-26,02:00:00,16.6,12.1,0,1034,5.9,74.52,1.8,1,266.14
2019-01-26,03:00:00,16.3,11.8,0,1034,5.9,74.69,1.8,1,248.92
2019-01-26,04:00:00,16.0,11.6,0,1035,6.0,75.13,1.8,1,238.01
2019-01-26,05:00:00,15.9,11.3,0,1035,6.1,74.24,1.8,4,246.11
2019-01-26,06:00:00,15.7,10.9,0,1036,6.2,73.14,1.8,4,234.62
2019-01-26,07:00:00,15.7,10.6,12,1037,6.3,71.72,1.8,4,246.85
2019-01-26,08:00:00,15.7,10.5,83,1037,6.6,71.16,1.8,3,290.25
2019-01-26,09:00:00,15.8,10.4,319,1037,6.8,70.38,1.8,2,302.89
2019-01-26,10:00:00,15.7,10.4,50,1037,6.9,70.56,1.8,4,304.64
2019-01-26,11:00:00,15.5,10.3,61,1037,7.0,71.22,1.8,4,320.32
2019-01-26,12:00:00,15.4,10.3,65,1036,7.1,71.57,1.8,4,322.9
2019-01-26,13:00:00,15.3,10.2,62,1035,7.2,71.76,1.8,4,344.67
2019-01-26,14:00:00,15.2,10.2,53,1035,7.3,71.95,1.8,4,337.54
2019-01-26,15:00:00,15.0,10.1,42,1035,7.3,72.61,1.8,4,349.98
2019-01-26,16:00:00,14.7,10.1,24,1035,7.2,73.95,1.8,4,338.52
2019-01-26,17:00:00,14.5,10.1,17,1036,7.0,74.91,1.8,4,339.21
2019-01-26,18:00:00,14.5,10.1,0,1036,6.8,74.88,1.9,3,315.91
2019-01-26,19:00:00,14.5,10.1,0,1036,6.7,75.01,1.9,4,302.66
2019-01-26,20:00:00,14.6,10.2,0,1037,6.6,74.87,2.0,4,331.08
2019-01-26,21:00:00,14.6,10.2,0,1036,6.5,74.96,2.0,4,319.97
2019-01-26,22:00:00,14.7,10.3,0,1036,6.3,74.81,2.0,4,304.19
2019-01-26,23:00:00,14.7,10.3,0,1036,6.2,74.79,2.0,4,323.86
2019-01-27,00:00:00,14.6,10.2,0,1036,6.1,75.01,2.0,4,309.51
2019-01-27,01:00:00,14.5,10.2,0,1036,5.8,75.56,2.0,4,290.1
2019-01-27,02:00:00,14.5,10.2,0,1036,5.6,75.51,2.0,4,264.28
2019-01-27,03:00:00,14.4,10.2,0,1036,5.4,75.99,2.0,4,242.43
2019-01-27,04:00:00,14.4,10.3,0,1036,5.2,76.23,2.0,4,252.23
2019-01-27,05:00:00,14.4,10.4,0,1036,5.0,76.72,2.0,4,248.91
2019-01-27,06:00:00,14.5,10.5,0,1037,4.9,77.0,2.0,4,233.83
2019-01-27,07:00:00,15.1,10.8,12,1037,5.2,75.3,2.0,4,263.69
2019-01-27,08:00:00,15.8,10.8,76,1037,5.4,72.11,2.0,3,264.12
2019-01-27,09:00:00,16.4,10.8,83,1037,5.4,69.49,2.0,3,293.01
2019-01-27,10:00:00,16.9,10.9,161,1037,5.3,67.79,2.0,3,301.18
2019-01-27,11:00:00,17.2,11.0,60,1036,5.2,66.93,2.0,3,297.59
2019-01-27,12:00:00,17.4,11.1,203,1035,5.2,66.54,2.0,3,307.05
2019-01-27,13:00:00,17.5,11.2,556,1034,5.3,66.47,2.0,3,317.22
2019-01-27,14:00:00,17.4,11.2,403,1033,5.4,67.09,2.0,3,303.62
2019-01-27,15:00:00,17.2,11.3,237,1033,5.3,68.16,2.0,3,330.53
2019-01-27,16:00:00,16.9,11.4,262,1033,4.9,69.99,2.0,1,322.76
2019-01-27,17:00:00,16.1,11.6,67,1033,4.2,74.62,2.0,1,316.55
2019-01-27,18:00:00,15.8,11.6,0,1033,4.0,76.04,2.0,0,320.67
2019-01-27,19:00:00,15.7,11.6,0,1033,3.9,76.43,2.0,0,312.69
2019-01-27,20:00:00,15.6,11.6,0,1033,3.7,77.22,2.0,0,301.33
2019-01-27,21:00:00,15.6,11.7,0,1033,3.6,77.46,2.0,0,308.17
2019-01-27,22:00:00,15.6,11.7,0,1032,3.6,77.51,2.0,0,302.63
2019-01-27,23:00:00,15.6,11.7,0,1032,3.4,77.59,2.0,0,328.97
2019-01-28,00:00:00,15.6,11.7,0,1032,3.2,77.54,2.0,0,305.46
2019-01-28,01:00:00,15.6,11.7,0,1032,3.0,77.51,2.1,0,270.47
2019-01-28,02:00:00,15.6,11.6,0,1031,2.9,77.3,2.1,0,265.94
2019-01-28,03:00:00,15.6,11.6,0,1031,2.7,77.16,2.1,0,254.89
2019-01-28,04:00:00,15.7,11.6,0,1031,2.6,76.49,2.1,0,235.0
2019-01-28,05:00:00,15.8,11.6,0,1031,2.5,76.12,2.1,0,224.98
2019-01-28,06:00:00,15.9,11.7,0,1032,2.4,76.13,2.1,0,231.2
2019-01-28,07:00:00,17.0,12.5,36,1032,2.3,74.58,2.1,0,243.62
2019-01-28,08:00:00,18.2,12.4,224,1033,2.6,69.0,2.1,0,316.37
2019-01-28,09:00:00,19.1,12.6,424,1033,2.6,66.2,2.1,0,369.12
2019-01-28,10:00:00,19.6,12.9,590,1033,2.9,65.42,2.1,0,377.79
2019-01-28,11:00:00,20.0,13.2,708,1033,3.1,65.08,2.1,0,380.49
2019-01-28,12:00:00,20.2,13.4,753,1032,3.3,65.06,2.1,0,399.17
2019-01-28,13:00:00,20.2,13.5,723,1031,3.5,65.44,2.2,0,423.18
2019-01-28,14:00:00,20.0,13.5,624,1030,3.7,66.15,2.2,0,411.67
2019-01-28,15:00:00,19.7,13.4,387,1030,3.7,67.15,2.2,2,411.08
2019-01-28,16:00:00,19.0,13.6,163,1030,3.3,70.97,2.3,3,391.1
2019-01-28,17:00:00,17.9,13.7,36,1031,2.7,76.68,2.3,3,381.4
2019-01-28,18:00:00,17.7,13.7,0,1031,2.6,77.22,2.3,3,389.92
2019-01-28,19:00:00,17.7,13.7,0,1032,2.5,77.47,2.4,3,367.73
2019-01-28,20:00:00,17.8,13.8,0,1032,2.5,77.29,2.4,3,364.22
2019-01-28,21:00:00,17.8,13.8,0,1032,2.6,77.64,2.4,3,351.41
2019-01-28,22:00:00,17.8,13.9,0,1032,2.7,78.17,2.4,3,345.6
2019-01-28,23:00:00,17.7,14.0,0,1032,2.9,79.1,2.4,3,347.67
2019-01-29,00:00:00,17.6,14.1,0,1031,3.1,79.85,2.4,3,346.01
2019-01-29,01:00:00,17.6,14.2,0,1031,3.2,80.23,2.5,3,332.38
2019-01-29,02:00:00,17.7,14.2,0,1031,3.3,80.01,2.5,3,293.55
2019-01-29,03:00:00,17.7,14.2,0,1031,3.4,79.92,2.5,3,254.9
2019-01-29,04:00:00,17.8,14.2,0,1031,3.5,79.3,2.5,3,270.41
2019-01-29,05:00:00,17.8,14.2,0,1032,3.6,79.55,2.5,3,264.26
2019-01-29,06:00:00,17.8,14.3,0,1032,3.6,79.99,2.5,3,266.42
2019-01-29,07:00:00,18.7,14.8,24,1033,4.0,77.85,2.6,3,260.63
2019-01-29,08:00:00,19.5,14.9,217,1033,4.5,74.54,2.6,1,287.05
2019-01-29,09:00:00,20.1,14.9,318,1033,4.7,71.98,2.6,2,347.56
2019-01-29,10:00:00,20.5,15.0,582,1033,4.6,70.82,2.6,1,352.83
2019-01-29,11:00:00,20.8,15.1,700,1032,4.5,69.9,2.6,1,415.79
2019-01-29,12:00:00,21.1,15.2,742,1031,4.4,69.06,2.7,0,410.28
2019-01-29,13:00:00,21.1,15.3,445,1031,4.4,69.42,2.7,2,414.06
2019-01-29,14:00:00,21.1,15.4,410,1030,4.4,69.81,2.7,2,422.77
2019-01-29,15:00:00,20.9,15.5,281,1030,4.3,71.13,2.8,2,389.94
2019-01-29,16:00:00,20.5,15.7,177,1030,3.8,73.91,2.8,3,411.65
2019-01-29,17:00:00,19.6,15.8,44,1031,3.1,78.76,2.8,3,384.6
2019-01-29,18:00:00,19.3,15.8,0,1031,2.9,80.35,2.8,1,387.29
2019-01-29,19:00:00,19.3,15.9,0,1031,2.7,80.7,2.8,1,371.12
2019-01-29,20:00:00,19.2,16.0,0,1032,2.5,81.83,2.8,3,376.26
2019-01-29,21:00:00,19.2,16.1,0,1032,2.4,82.34,2.8,3,342.42
2019-01-29,22:00:00,19.2,16.2,0,1032,2.4,82.8,2.8,1,331.75
2019-01-29,23:00:00,19.2,16.3,0,1031,2.4,83.12,2.8,3,345.02
2019-01-30,00:00:00,19.2,16.3,0,1031,2.4,83.38,2.9,3,326.32
2019-01-30,01:00:00,19.2,16.3,0,1031,2.3,83.52,2.9,3,306.28
2019-01-30,02:00:00,19.1,16.3,0,1030,2.2,83.93,2.8,0,265.71
2019-01-30,03:00:00,19.1,16.3,0,1030,2.1,83.72,2.8,0,262.68
2019-01-30,04:00:00,19.0,16.2,0,1030,2.0,83.89,2.8,0,253.24
2019-01-30,05:00:00,18.9,16.2,0,1031,2.0,84.37,2.8,0,239.12
2019-01-30,06:00:00,18.9,16.2,0,1031,2.0,84.4,2.8,1,242.64
2019-01-30,07:00:00,20.2,17.0,37,1032,2.1,81.79,2.8,1,243.77
2019-01-30,08:00:00,21.3,17.1,224,1032,2.4,76.9,2.8,0,308.42
2019-01-30,09:00:00,22.2,17.1,299,1033,2.3,72.71,2.8,3,367.85
2019-01-30,10:00:00,22.8,16.9,465,1032,2.2,69.59,2.8,2,414.59
2019-01-30,11:00:00,23.1,16.8,704,1031,2.3,67.85,2.8,0,411.44
2019-01-30,12:00:00,23.2,16.8,745,1030,2.6,67.34,2.8,0,392.42
2019-01-30,13:00:00,23.0,16.9,446,1030,2.8,68.34,2.8,3,392.57
2019-01-30,14:00:00,22.6,16.9,342,1029,2.8,70.26,2.8,3,387.33
2019-01-30,15:00:00,22.0,17.0,241,1029,2.6,73.15,2.8,3,405.55
2019-01-30,16:00:00,21.2,17.2,59,1029,2.1,77.88,2.8,3,375.65
2019-01-30,17:00:00,20.1,17.1,13,1030,1.5,83.1,2.7,3,391.83
2019-01-30,18:00:00,19.9,16.7,0,1030,1.3,82.07,2.7,3,391.53
2019-01-30,19:00:00,20.0,16.6,0,1030,0.9,80.81,2.7,3,363.47
2019-01-30,20:00:00,20.0,16.6,0,1030,1.0,80.64,2.6,3,350.69
2019-01-30,21:00:00,19.9,16.5,0,1029,1.3,80.62,2.6,3,343.23
2019-01-30,22:00:00,20.1,16.4,0,1029,1.5,79.31,2.6,3,344.18
2019-01-30,23:00:00,20.3,16.3,0,1028,1.5,77.95,2.6,3,328.96
2019-01-31,00:00:00,20.3,16.3,0,1028,1.5,77.8,2.5,1,310.27
2019-01-31,01:00:00,20.3,16.3,0,1027,1.6,77.97,2.5,0,300.86
2019-01-31,02:00:00,20.1,16.4,0,1027,1.7,79.32,2.5,0,281.93
2019-01-31,03:00:00,20.0,16.4,0,1026,1.8,79.9,2.5,1,240.47
2019-01-31,04:00:00,19.8,16.3,0,1027,1.8,80.34,2.5,3,252.7
2019-01-31,05:00:00,19.3,16.1,0,1027,1.9,81.68,2.5,3,236.63
2019-01-31,06:00:00,18.9,15.7,0,1028,1.9,81.72,2.5,1,236.72
2019-01-31,07:00:00,20.1,16.1,41,1029,2.3,77.85,2.5,1,248.34
2019-01-31,08:00:00,21.2,15.6,141,1030,2.9,70.39,2.6,3,291.59
2019-01-31,09:00:00,22.1,15.6,203,1030,3.3,66.43,2.7,3,378.74
2019-01-31,10:00:00,23.1,15.8,602,1030,3.7,63.61,2.8,0,393.59
2019-01-31,11:00:00,23.8,16.3,708,1030,4.0,62.96,2.9,0,357.51
2019-01-31,12:00:00,24.1,16.8,746,1029,4.3,63.75,3.0,0,386.59
2019-01-31,13:00:00,24.1,17.1,713,1028,4.5,64.9,3.2,0,433.18
2019-01-31,14:00:00,23.6,17.2,191,1028,4.5,67.45,3.3,3,378.55
2019-01-31,15:00:00,22.4,17.2,38,1029,4.8,72.37,3.4,4,396.26
2019-01-31,16:00:00,20.4,16.5,63,1030,5.5,78.45,3.3,4,390.03
2019-01-31,17:00:00,18.3,15.2,35,1031,6.8,81.9,3.2,4,338.37
2019-01-31,18:00:00,17.1,13.8,0,1033,7.5,80.79,2.9,3,334.7
2019-01-31,19:00:00,16.4,12.9,0,1034,7.6,79.82,2.6,3,333.06
2019-01-31,20:00:00,16.0,12.5,0,1034,7.6,79.66,2.5,3,287.5
2019-01-31,21:00:00,15.8,12.3,0,1035,7.4,79.55,2.3,3,284.58
2019-01-31,22:00:00,15.7,12.2,0,1035,7.2,79.49,2.2,3,280.38
2019-01-31,23:00:00,15.5,12.1,0,1035,7.1,79.98,2.1,3,273.34
2019-02-01,00:00:00,15.3,11.9,0,1035,7.0,80.19,2.1,3,270.67
2019-02-01,01:00:00,15.1,11.7,0,1035,6.9,80.23,2.0,3,248.02
2019-02-01,02:00:00,14.9,11.6,0,1035,6.7,80.48,2.0,3,218.12
2019-02-01,03:00:00,14.8,11.4,0,1034,6.4,80.27,1.9,3,213.89
2019-02-01,04:00:00,14.8,11.3,0,1035,6.1,79.72,1.9,3,214.84
2019-02-01,05:00:00,14.8,11.3,0,1035,6.0,79.49,1.9,3,211.94
2019-02-01,06:00:00,14.8,11.3,0,1035,6.0,79.41,2.0,3,214.97
2019-02-01,07:00:00,14.9,11.3,27,1036,6.1,78.79,2.0,1,244.46
2019-02-01,08:00:00,15.1,11.2,27,1036,6.2,77.44,2.1,3,245.78
2019-02-01,09:00:00,15.3,11.2,69,1037,6.2,76.41,2.2,3,268.98
2019-02-01,10:00:00,15.6,11.2,72,1036,6.0,75.06,2.3,3,290.08
2019-02-01,11:00:00,15.7,11.2,61,1036,5.8,74.63,2.4,3,289.87
2019-02-01,12:00:00,15.9,11.3,66,1035,5.7,73.92,2.4,3,364.45
2019-02-01,13:00:00,16.1,11.3,63,1034,5.5,73.33,2.5,4,378.64
2019-02-01,14:00:00,16.3,11.4,116,1033,5.4,72.84,2.5,3,280.44
2019-02-01,15:00:00,16.4,11.5,138,1033,5.3,73.0,2.6,3,272.33
2019-02-01,16:00:00,16.4,11.8,66,1033,5.1,74.01,2.6,3,285.49
2019-02-01,17:00:00,16.0,12.1,10,1033,4.4,77.59,2.7,4,291.34
2019-02-01,18:00:00,16.0,12.3,0,1033,4.1,78.76,2.7,4,267.83
2019-02-01,19:00:00,16.2,12.6,0,1033,3.9,78.98,2.8,3,252.68
2019-02-01,20:00:00,16.4,12.8,0,1033,3.8,79.37,2.8,3,268.74
2019-02-01,21:00:00,16.5,13.1,0,1033,3.7,80.26,2.8,8,250.29
2019-02-01,22:00:00,16.7,13.4,0,1032,3.7,80.67,2.9,7,245.62
2019-02-01,23:00:00,16.9,13.6,0,1032,3.6,81.07,2.9,7,252.11
2019-02-02,00:00:00,17.1,13.8,0,1031,3.5,81.12,2.9,3,283.97
2019-02-02,01:00:00,17.3,14.0,0,1030,3.3,81.12,2.9,0,265.71
2019-02-02,02:00:00,17.4,14.2,0,1030,3.1,81.65,3.0,3,248.59
2019-02-02,03:00:00,17.6,14.4,0,1029,2.9,81.58,3.0,3,198.68
2019-02-02,04:00:00,17.7,14.6,0,1029,2.8,82.16,3.0,3,189.98
2019-02-02,05:00:00,17.9,14.8,0,1030,2.7,82.29,3.1,3,231.79
2019-02-02,06:00:00,18.1,15.1,0,1030,2.7,82.53,3.1,3,233.81
2019-02-02,07:00:00,19.7,16.0,14,1030,3.0,79.29,3.2,3,244.05
2019-02-02,08:00:00,20.8,16.5,84,1031,3.5,76.23,3.2,3,255.79
2019-02-02,09:00:00,21.7,16.6,270,1031,3.6,72.98,3.2,3,262.45
2019-02-02,10:00:00,22.5,16.8,405,1030,3.5,70.22,3.3,3,283.62
2019-02-02,11:00:00,23.0,17.1,711,1029,3.2,69.25,3.3,0,242.53
2019-02-02,12:00:00,23.2,17.2,752,1028,2.9,69.15,3.3,0,245.83
2019-02-02,13:00:00,23.2,17.3,722,1028,3.2,69.28,3.3,0,291.53
2019-02-02,14:00:00,22.9,17.3,615,1027,3.6,70.5,3.3,0,287.75
2019-02-02,15:00:00,22.4,17.2,329,1027,3.7,72.65,3.3,3,291.29
2019-02-02,16:00:00,21.5,17.4,144,1027,3.5,77.51,3.4,3,287.71
2019-02-02,17:00:00,20.5,17.2,36,1027,3.0,81.41,3.3,3,294.49
2019-02-02,18:00:00,19.8,17.1,0,1028,2.6,84.17,3.3,3,286.42
2019-02-02,19:00:00,19.6,16.9,0,1028,2.4,84.53,3.3,3,219.88
2019-02-02,20:00:00,19.5,16.8,0,1028,2.2,84.52,3.2,1,268.2
2019-02-02,21:00:00,19.5,16.8,0,1028,1.9,84.3,3.2,0,225.92
2019-02-02,22:00:00,19.6,16.8,0,1028,1.8,83.77,3.3,0,229.93
2019-02-02,23:00:00,19.5,16.8,0,1028,1.8,84.57,3.3,0,236.56
2019-02-03,00:00:00,19.5,16.9,0,1028,1.9,85.2,3.4,0,215.42
2019-02-03,01:00:00,19.6,17.1,0,1027,2.0,85.4,3.4,0,211.51
2019-02-03,02:00:00,19.8,17.2,0,1027,2.0,85.09,3.4,0,203.16
2019-02-03,03:00:00,19.9,17.3,0,1027,1.7,85.14,3.4,7,193.79
2019-02-03,04:00:00,20.0,17.4,0,1027,1.6,85.25,3.5,1,220.73
2019-02-03,05:00:00,19.8,17.5,0,1028,1.7,86.7,3.5,1,214.3
2019-02-03,06:00:00,19.7,17.5,0,1028,1.8,87.31,3.5,1,220.75
2019-02-03,07:00:00,20.9,18.1,18,1029,2.0,84.29,3.5,4,199.45
2019-02-03,08:00:00,22.1,18.5,107,1029,2.1,80.01,3.5,4,200.7
2019-02-03,09:00:00,23.5,18.5,430,1029,2.0,73.43,3.5,0,253.14
2019-02-03,10:00:00,24.3,18.4,596,1029,2.1,69.55,3.5,0,276.12
2019-02-03,11:00:00,24.6,18.5,703,1028,2.3,68.71,3.5,0,276.35
2019-02-03,12:00:00,24.5,18.6,738,1027,2.5,69.73,3.7,0,271.02
2019-02-03,13:00:00,24.3,18.8,591,1027,2.5,71.22,3.8,2,274.45
2019-02-03,14:00:00,23.8,18.9,610,1026,2.3,73.88,4.0,0,211.63
2019-02-03,15:00:00,23.1,19.0,452,1026,2.1,77.6,4.2,1,273.39
2019-02-03,16:00:00,22.4,19.2,125,1027,1.6,82.04,4.3,3,274.35
2019-02-03,17:00:00,21.7,19.4,38,1027,1.1,86.89,4.2,3,300.35
2019-02-03,18:00:00,21.4,19.4,0,1028,1.1,88.48,4.1,3,293.39
2019-02-03,19:00:00,21.5,19.5,0,1028,1.4,88.19,4.0,1,274.21
2019-02-03,20:00:00,21.5,19.5,0,1028,1.6,88.63,3.9,3,228.24
2019-02-03,21:00:00,21.5,19.6,0,1028,1.6,89.19,3.9,4,261.46
2019-02-03,22:00:00,21.7,19.8,0,1028,1.5,88.73,4.0,1,264.14
2019-02-03,23:00:00,21.9,19.8,0,1028,1.1,88.08,4.1,3,275.14
2019-02-04,00:00:00,21.8,19.8,0,1028,0.9,88.51,4.3,3,251.02
2019-02-04,01:00:00,21.2,19.5,0,1028,1.0,90.11,4.5,3,252.31
2019-02-04,02:00:00,20.3,18.9,0,1027,1.3,91.87,4.5,3,233.92
2019-02-04,03:00:00,19.6,18.1,0,1028,3.3,91.13,4.5,3,222.88
2019-02-04,04:00:00,18.5,17.1,0,1028,4.7,91.29,4.4,3,223.52
2019-02-04,05:00:00,17.8,16.2,0,1029,5.5,90.07,4.3,3,216.21
2019-02-04,06:00:00,17.5,15.7,0,1031,5.7,89.07,4.2,3,211.6
2019-02-04,07:00:00,17.7,15.7,4,1032,6.0,87.95,4.1,3,233.73
2019-02-04,08:00:00,18.1,15.8,17,1032,6.2,86.23,4.0,3,249.07
2019-02-04,09:00:00,18.5,15.8,57,1033,6.4,84.53,4.0,3,205.34
2019-02-04,10:00:00,18.9,15.9,79,1032,6.5,82.61,4.0,3,310.62
2019-02-04,11:00:00,19.1,15.8,81,1032,6.7,81.41,4.0,3,301.33
2019-02-04,12:00:00,19.0,15.7,92,1031,6.8,81.38,4.1,3,353.62
2019-02-04,13:00:00,18.9,15.7,70,1030,6.7,81.45,4.1,3,335.71
2019-02-04,14:00:00,18.7,15.6,54,1029,6.6,82.01,4.2,4,331.95
2019-02-04,15:00:00,18.5,15.5,43,1029,6.2,82.78,4.2,4,316.44
2019-02-04,16:00:00,18.2,15.5,21,1029,5.8,84.32,4.2,4,220.72
2019-02-04,17:00:00,18.0,15.6,6,1030,5.4,85.86,4.2,3,295.2
2019-02-04,18:00:00,17.9,15.7,0,1030,5.1,86.77,4.2,4,211.98
2019-02-04,19:00:00,18.0,15.7,0,1030,4.9,86.54,4.2,4,268.74
2019-02-04,20:00:00,18.0,15.8,0,1030,4.7,86.93,4.2,4,287.98
2019-02-04,21:00:00,18.1,15.9,0,1030,4.5,86.87,4.2,4,225.83
2019-02-04,22:00:00,18.1,16.0,0,1030,4.3,87.39,4.1,3,255.7
2019-02-04,23:00:00,18.1,16.0,0,1029,4.3,87.82,4.0,3,278.87
2019-02-05,00:00:00,18.2,16.1,0,1028,4.3,87.64,4.0,3,211.5
2019-02-05,01:00:00,18.2,16.2,0,1028,4.3,88.15,4.0,4,236.43
2019-02-05,02:00:00,18.2,16.3,0,1027,4.2,88.41,3.9,4,179.69
2019-02-05,03:00:00,18.2,16.3,0,1027,4.1,88.47,3.9,4,228.53
