,KW_MAE_TRAIN,KW_MAPE_TRAIN,KW_RMSE_TRAIN
841,0.3693,0.5779,0.211
842,0.4,0.6054,0.2226
843,0.4107,0.5434,0.2285
844,0.4231,0.6797,0.2502
845,0.386,0.6057,0.2228
846,0.3689,0.6366,0.2077
847,0.3617,0.4294,0.2048
848,0.4508,0.5051,0.2803
849,0.3846,0.5374,0.2266
850,0.3452,0.8948,0.2027
851,0.318,0.834,0.171
852,0.3844,0.8875,0.2301
853,0.4614,1.0423,0.3376
854,0.4752,1.0114,0.356
855,0.4737,1.137,0.3489
856,0.4948,1.6545,0.4313
857,0.5621,2.0414,0.4803
858,0.5768,2.0467,0.4659
859,0.5791,2.3819,0.448
860,0.6237,2.8348,0.5174
861,0.6337,6.5426,0.5305
862,0.5867,5.8547,0.4392
863,0.6194,6.569,0.4774
864,0.5892,6.0698,0.4229
865,0.5419,5.3724,0.3685
866,0.4528,4.7328,0.2746
867,0.3714,1.9911,0.2021
868,0.3454,3.593,0.1779
869,0.4609,4.9408,0.2832
870,0.6324,6.4479,0.4755
871,0.5864,6.1706,0.4234
872,0.3593,3.181,0.2026
873,0.3412,2.8336,0.1964
874,0.3472,2.6643,0.211
875,0.5022,3.7197,0.33
876,0.4858,3.1997,0.3236
877,0.452,6.2433,0.2842
878,0.4689,7.681,0.299
879,0.4946,9.5142,0.317
880,0.5079,10.1448,0.3375
881,0.5678,12.6814,0.4275
882,0.5917,15.9232,0.4465
883,0.6226,12.3199,0.4822
884,0.6539,15.0945,0.5035
885,0.6749,12.8453,0.537
886,0.7125,16.6167,0.6
887,0.6986,16.7553,0.6098
888,0.7042,13.7381,0.6278
889,0.7104,17.1339,0.6442
890,0.6977,17.043,0.6376
891,0.7017,16.3623,0.6126
892,0.675,15.563,0.5747
893,0.7063,16.0613,0.6005
894,0.7416,17.4566,0.6801
895,0.7658,17.9433,0.7276
896,0.7517,18.1903,0.7153
897,0.7365,17.796,0.7082
898,0.746,18.8022,0.7333
899,0.7368,18.6407,0.7227
900,0.7391,18.6246,0.7031
901,0.7265,11.7721,0.6508
902,0.6148,6.5773,0.4421
903,0.5514,3.9797,0.3662
904,0.5422,4.5413,0.3597
905,0.5853,5.5898,0.4198
906,0.5873,4.1283,0.4174
907,0.5683,4.1116,0.3982
908,0.5678,4.3648,0.425
909,0.6117,4.3801,0.5299
910,0.6409,4.1199,0.5847
911,0.685,5.6126,0.6434
912,0.7327,6.3893,0.7202
913,0.7649,6.4611,0.7553
914,0.8119,7.118,0.796
915,0.8277,7.0345,0.8102
916,0.8239,7.0543,0.8075
917,0.7909,6.6014,0.7543
918,0.7669,6.3009,0.7563
919,0.7463,6.3483,0.7297
920,0.7335,6.2428,0.6792
921,0.7088,6.0807,0.6203
922,0.6722,5.8569,0.5888
923,0.6841,5.858,0.63
924,0.7249,6.0118,0.7048
925,0.7344,6.1179,0.7027
926,0.7104,5.7705,0.655
927,0.6657,3.8952,0.5792
928,0.6738,1.5962,0.5904
929,0.6665,1.0004,0.5822
930,0.6671,0.9971,0.6083
931,0.6352,0.7067,0.5567
932,0.5769,0.6052,0.4581
933,0.5097,0.5438,0.3564
934,0.474,0.486,0.3723
935,0.4659,0.4957,0.3162
936,0.4573,0.4886,0.3048
937,0.4283,0.5083,0.2834
938,0.4147,0.522,0.2801
939,0.4488,0.6127,0.2996
940,0.4912,0.668,0.361
941,0.4867,0.6299,0.3677
942,0.4687,0.6088,0.3566
943,0.4601,0.5926,0.3218
944,0.423,0.5349,0.2566
945,0.3895,0.4824,0.2167
946,0.3272,0.3897,0.1823
947,0.2797,0.4037,0.1348
948,0.3125,0.4819,0.1494
949,0.339,0.5473,0.1804
950,0.3321,0.5311,0.1775
951,0.3382,0.5057,0.1855
952,0.3497,0.5315,0.1898
953,0.3829,0.5756,0.2039
954,0.3868,0.5589,0.2131
955,0.4032,0.6292,0.2344
956,0.4229,0.714,0.2402
957,0.4514,0.7962,0.2739
958,0.4665,0.8459,0.2955
959,0.4438,0.8549,0.2751
960,0.4036,0.8787,0.2218
961,0.3425,0.8024,0.1788
962,0.3218,0.7793,0.1701
963,0.3393,0.7081,0.2017
964,0.3905,0.6859,0.2614
965,0.4545,0.7781,0.3544
966,0.4809,0.7617,0.4216
967,0.5053,0.7605,0.461
968,0.5196,0.7223,0.5062
969,0.5228,0.7101,0.5026
970,0.4976,0.6421,0.4838
971,0.4709,0.7224,0.4616
972,0.4934,0.9509,0.4674
973,0.5238,1.1221,0.4822
974,0.5512,1.2054,0.4966
975,0.5196,1.0986,0.4823
976,0.5119,1.1035,0.4741
977,0.4926,2.1537,0.4663
978,0.4984,1.9946,0.4678
979,0.4965,1.7921,0.4715
980,0.4923,1.6114,0.4693
981,0.476,1.7238,0.4612
982,0.4817,1.3444,0.4617
983,0.4719,0.9789,0.4593
984,0.4714,0.9947,0.4593
985,0.4632,0.9864,0.4576
986,0.4578,0.9573,0.4553
987,0.4577,0.8929,0.4618
988,0.4623,1.0267,0.4713
989,0.4689,1.0025,0.4875
990,0.4779,1.0748,0.5007
991,0.4822,1.3575,0.5198
992,0.6706,3.466,0.6904
993,0.688,3.5311,0.7043
994,0.6308,3.106,0.6296
995,0.5763,4.1665,0.5837
996,0.5451,3.6467,0.5662
997,0.5482,8.8755,0.5708
998,0.5441,10.555,0.5663
999,0.4978,4.1631,0.5458
1000,0.5031,1.3752,0.5471
1001,0.5082,0.9239,0.549
1002,0.5047,0.8754,0.5491
1003,0.518,0.8814,0.5555
1004,0.5172,4.7669,0.5526
1005,0.4903,0.7801,0.5454
1006,0.4956,0.7394,0.551
1007,0.5119,0.7745,0.5552
1008,0.5057,0.7309,0.5486
1009,0.5058,0.6924,0.5492
1010,0.4847,0.7226,0.5396
1011,0.4743,0.6742,0.5244
1012,0.4611,0.6719,0.4962
1013,0.4335,1.3843,0.4592
1014,0.4191,1.4333,0.441
1015,0.4059,1.2951,0.4138
1016,0.4047,1.2171,0.4058
1017,0.4256,1.6907,0.4102
1018,0.4509,1.5785,0.4193
1019,0.4571,0.7886,0.4213
1020,0.4404,0.7334,0.4124
1021,0.4133,0.6354,0.4015
1022,0.427,0.7606,0.4075
1023,0.4945,1.0975,0.444
1024,0.5642,1.4504,0.4961
1025,0.5914,1.9541,0.5266
1026,0.6118,2.4428,0.5579
1027,0.6219,2.5079,0.5656
1028,0.5652,2.0026,0.5034
1029,0.5414,1.5404,0.4767
1030,0.5133,1.0424,0.4497
1031,0.5019,0.9905,0.445
1032,0.503,1.004,0.4481
1033,0.491,1.0,0.4404
1034,0.5075,1.0,0.4493
1035,0.5131,1.0,0.455
1036,0.5239,1.0,0.4743
1037,0.5122,1.0077,0.4834
1038,0.5953,1.6854,0.5763
1039,0.6278,1.716,0.635
1040,0.6382,1.5644,0.6617
1041,0.6481,1.5798,0.6937
1042,0.6916,1.7163,0.7728
1043,0.7672,1.9798,0.8638
1044,0.8052,1.9257,0.9232
1045,0.8051,1.8933,0.9137
1046,0.7953,1.8829,0.8758
1047,0.8085,1.878,0.886
1048,0.7928,1.6654,0.8634
1049,0.7868,1.4115,0.8475
1050,0.7441,1.1645,0.7816
1051,0.7118,1.0428,0.748
1052,0.7097,1.0,0.7487
1053,0.7172,1.0,0.7568
1054,0.7246,1.0,0.7628
1055,0.7299,1.0,0.7653
1056,0.7359,1.0,0.7693
1057,0.7515,1.0,0.7761
1058,0.7494,1.0004,0.7742
1059,0.76,1.0021,0.7887
1060,0.7648,1.0042,0.7983
1061,0.7719,1.0033,0.8187
1062,0.8045,1.0929,0.8528
1063,0.8322,1.1586,0.8865
1064,0.864,1.2166,0.9413
1065,0.8456,1.1676,0.92
1066,0.8088,1.0829,0.8761
1067,0.8225,1.0745,0.9098
1068,0.8321,1.082,0.9243
1069,0.8304,1.0706,0.9229
1070,0.834,1.0704,0.9251
1071,0.8192,1.0569,0.9125
1072,0.7993,0.9962,0.9025
1073,0.7859,0.9437,0.8974
1074,0.7741,0.9327,0.8908
1075,0.7575,0.9238,0.8831
1076,0.7429,0.9845,0.8688
1077,0.7195,1.0,0.853
1078,0.7123,1.0,0.8471
1079,0.7225,1.0,0.8557
1080,0.7372,1.0,0.8728
1081,0.7442,1.0,0.8796
1082,0.7384,1.0,0.8756
1083,0.7053,1.0,0.8477
1084,0.6811,1.0,0.8071
1085,0.6529,1.0,0.7425
1086,0.6266,1.0,0.6739
1087,0.6004,1.0,0.5994
1088,0.5663,0.984,0.5134
1089,0.5235,0.9993,0.4377
1090,0.4912,1.0212,0.3741
1091,0.4813,1.0079,0.3521
1092,0.5076,1.0384,0.4127
1093,0.5788,1.1763,0.5507
1094,0.6336,1.7388,0.6309
1095,0.6592,3.4563,0.6423
1096,0.6654,4.821,0.6139
1097,0.6222,5.3919,0.5153
1098,0.605,5.6494,0.5102
1099,0.6327,6.8756,0.5733
1100,0.5869,6.0419,0.5012
1101,0.5035,0.6591,0.3948
1102,0.4719,0.7217,0.3557
1103,0.4585,0.6827,0.3696
1104,0.4858,0.5282,0.3883
1105,0.4807,0.6279,0.3371
1106,0.4732,0.6378,0.349
1107,0.4952,0.6623,0.3869
1108,0.4674,0.7468,0.3408
1109,0.4029,0.7406,0.2791
1110,0.3928,0.8561,0.2698
1111,0.3488,0.7415,0.2224
1112,0.2853,0.5783,0.1264
1113,0.2298,0.4251,0.0961
1114,0.2546,0.4594,0.1068
1115,0.314,0.5376,0.1432
1116,0.3383,0.5702,0.168
1117,0.3203,0.5681,0.1646
1118,0.3621,0.6792,0.2041
1119,0.4063,0.7402,0.236
1120,0.4818,0.7427,0.2819
1121,0.4706,0.6391,0.2861
1122,0.398,0.6019,0.2774
1123,0.3606,0.6379,0.2652
1124,0.3189,0.5264,0.2556
1125,0.3051,0.4586,0.231
1126,0.2817,0.4323,0.2194
1127,0.2797,0.5323,0.1907
1128,0.3713,0.8117,0.2386
1129,0.4556,0.995,0.3027
1130,0.4673,0.9807,0.3173
1131,0.431,0.7428,0.2909
1132,0.4129,1.0512,0.2775
1133,0.4051,1.0727,0.2687
1134,0.3854,1.2209,0.2537
1135,0.3268,0.8298,0.205
1136,0.3692,0.8576,0.2652
1137,0.403,1.4438,0.294
1138,0.3923,1.3413,0.2432
1139,0.3199,0.9,0.1492
1140,0.314,0.6195,0.1399
1141,0.3273,0.7087,0.1515
1142,0.3314,0.8627,0.1556
1143,0.3159,0.7708,0.1493
1144,0.3853,0.695,0.198
1145,0.4255,0.4563,0.2927
1146,0.458,0.4617,0.3644
1147,0.4733,0.4422,0.4133
1148,0.4256,0.8368,0.3793
1149,0.3528,0.6911,0.361
1150,0.3094,0.6742,0.3628
1151,0.3309,0.8605,0.3464
1152,0.3782,1.2389,0.3412
1153,0.4119,1.6666,0.297
1154,0.4449,1.6331,0.3234
1155,0.4575,1.6175,0.3338
1156,0.3894,0.8252,0.2997
1157,0.3552,0.7969,0.3249
1158,0.3218,0.8764,0.3079
1159,0.4299,0.9969,0.3592
1160,0.5222,1.3625,0.4662
1161,0.417,1.0689,0.3129
1162,0.4048,0.4079,0.2648
1163,0.4312,0.4161,0.2784
1164,0.441,0.4134,0.3401
1165,0.4496,0.4043,0.351
1166,0.465,0.3812,0.3878
1167,0.5355,0.4049,0.5282
1168,0.7297,0.4868,0.8259
1169,0.8935,0.5848,1.1325
1170,0.8852,0.5682,1.2646
1171,0.8872,0.558,1.2923
1172,0.8558,0.5334,1.221
1173,0.8293,0.5291,1.1683
1174,0.794,0.5149,1.1257
1175,0.7106,0.7268,0.9498
1176,0.5761,0.4046,0.6273
1177,0.461,0.3519,0.4684
1178,0.4334,0.4429,0.3888
1179,0.4789,0.9337,0.4374
1180,0.5165,2.0415,0.4932
1181,0.5158,0.5144,0.5216
1182,0.5179,1.2907,0.5173
1183,0.5408,0.6063,0.531
1184,0.6033,0.4525,0.592
1185,0.6319,0.4754,0.5503
1186,0.5367,0.4264,0.4034
1187,0.5272,0.4135,0.3731
1188,0.5035,0.4046,0.3595
1189,0.4749,0.3731,0.3545
1190,0.465,0.3367,0.3759
1191,0.5238,0.3672,0.4788
1192,0.6049,0.4096,0.5914
1193,0.6163,0.4007,0.6477
1194,0.6316,0.4213,0.7739
1195,0.6493,0.4378,0.8637
1196,0.6307,0.4186,0.8357
1197,0.604,0.4038,0.8024
1198,0.5895,0.4309,0.8
1199,0.5702,0.4513,0.7163
1200,0.521,0.4025,0.5485
1201,0.4591,0.3732,0.3745
1202,0.4373,0.366,0.2854
1203,0.4899,0.5598,0.3223
1204,0.5116,0.5445,0.3728
1205,0.4985,0.3885,0.3889
1206,0.5501,0.7517,0.51
1207,0.5676,0.7147,0.5078
1208,0.6073,0.4729,0.5424
1209,0.5912,0.4824,0.4638
1210,0.4931,0.4508,0.3198
1211,0.4361,0.428,0.2532
1212,0.4131,0.4413,0.2344
1213,0.4338,0.4506,0.2632
1214,0.4498,0.4924,0.2944
1215,0.4401,0.6403,0.2928
1216,0.4367,0.8006,0.3022
1217,0.4581,0.8133,0.3448
1218,0.5101,0.7968,0.4392
1219,0.5169,0.9943,0.4471
1220,0.5177,1.9176,0.429
1221,0.5687,2.1679,0.4773
1222,0.5903,2.0895,0.4624
1223,0.5959,2.0765,0.4964
1224,0.5307,1.9465,0.4042
1225,0.4153,1.659,0.2593
1226,0.3388,1.0173,0.1857
1227,0.2926,1.1679,0.1166
1228,0.281,1.2277,0.1043
1229,0.324,1.346,0.1415
1230,0.3747,1.6258,0.1848
1231,0.4277,0.9705,0.2392
1232,0.5221,0.9616,0.3474
1233,0.5019,1.0027,0.3217
1234,0.4737,0.9185,0.2895
1235,0.4084,0.821,0.2404
1236,0.3985,0.9802,0.248
1237,0.434,1.1239,0.2636
1238,0.461,1.0867,0.2814
1239,0.4708,1.0091,0.2897
1240,0.4813,1.0194,0.3023
1241,0.4757,1.043,0.297
1242,0.4709,1.0724,0.2946
1243,0.4689,1.0015,0.2964
1244,0.4883,1.0,0.3076
1245,0.5045,1.0,0.3177
1246,0.5108,1.0,0.322
1247,0.4986,1.0,0.3077
1248,0.4737,1.0,0.2825
1249,0.4558,1.0,0.2631
1250,0.4518,1.0,0.259
1251,0.4775,1.0,0.2805
1252,0.5133,1.0,0.3305
1253,0.5468,1.0,0.3881
1254,0.5836,1.0,0.4651
1255,0.613,1.0,0.5332
1256,0.6379,1.0,0.5871
1257,0.6304,1.0006,0.5733
1258,0.6439,1.1245,0.5708
1259,0.6885,1.4507,0.6145
1260,0.7446,1.7284,0.6863
1261,0.7473,1.7264,0.7064
1262,0.7322,1.5195,0.6937
1263,0.7221,1.4361,0.6825
1264,0.7008,1.3135,0.6567
1265,0.7008,1.3275,0.6539
1266,0.7697,1.643,0.7315
1267,0.7616,1.7188,0.7537
1268,0.7449,1.5932,0.7377
1269,0.6408,1.1588,0.6048
1270,0.5695,0.8434,0.5424
1271,0.5889,0.8567,0.5625
1272,0.6242,0.8979,0.5905
1273,0.6299,0.8612,0.6024
1274,0.6449,0.8255,0.6418
1275,0.6691,0.8244,0.6929
1276,0.6815,0.8202,0.7306
1277,0.7171,1.0027,0.7947
1278,0.7563,1.1117,0.8584
1279,0.8095,1.3369,0.9354
1280,0.858,1.6253,1.0227
1281,0.8392,1.5519,0.995
1282,0.7801,1.2661,0.931
1283,0.7549,0.8501,0.9162
1284,0.7693,0.8943,0.9326
1285,0.7705,0.8895,0.9359
1286,0.7532,0.8263,0.9239
1287,0.7646,0.8296,0.9256
1288,0.7649,0.8265,0.9295
1289,0.7972,0.9271,0.9626
1290,0.7937,0.9054,0.9597
1291,0.7749,0.8934,0.9398
1292,0.7703,0.9634,0.9284
1293,0.796,1.1332,0.9548
1294,0.7959,1.1702,0.9396
1295,0.775,1.1262,0.92
1296,0.7398,1.0196,0.9027
1297,0.7486,0.971,0.9344
1298,0.7137,0.9033,0.8859
1299,0.6827,0.7845,0.8468
1300,0.6774,0.7194,0.8477
1301,0.6749,0.718,0.8347
1302,0.6861,0.8486,0.8313
1303,0.713,0.9725,0.8755
1304,0.7244,0.9656,0.8955
1305,0.7774,1.0151,0.9411
1306,0.7474,1.033,0.9051
1307,0.7179,0.8994,0.8814
1308,0.7225,1.0086,0.8828
1309,0.7185,0.995,0.8891
1310,0.7516,1.0427,0.9212
1311,0.7341,0.9702,0.8965
1312,0.7348,0.8239,0.9028
1313,0.7785,1.0674,0.938
1314,0.8078,1.247,0.9753
1315,0.8275,1.3653,1.0089
1316,0.8214,1.2755,1.0107
1317,0.808,1.2496,0.9843
1318,0.7998,1.211,0.9731
1319,0.7971,1.154,0.9768
1320,0.7791,1.1307,0.9584
1321,0.7169,0.9196,0.8938
1322,0.6797,0.8905,0.8469
1323,0.6949,0.9265,0.8403
1324,0.711,0.8951,0.8234
1325,0.706,0.8517,0.8144
1326,0.6922,0.8652,0.7852
1327,0.6938,0.939,0.7688
1328,0.7055,1.0541,0.77
1329,0.682,1.0368,0.7598
1330,0.6713,0.9047,0.7333
1331,0.6484,0.8554,0.7083
1332,0.6644,0.9128,0.7136
1333,0.6824,0.9378,0.7336
1334,0.7212,0.9412,0.7782
1335,0.6964,0.998,0.7614
1336,0.7084,1.0453,0.7702
1337,0.7377,1.1317,0.8005
1338,0.7654,1.2378,0.8653
1339,0.7914,1.6018,0.9045
1340,0.7643,1.4853,0.8505
1341,0.7244,1.3039,0.8071
1342,0.7161,1.205,0.7956
1343,0.7231,1.1361,0.8123
1344,0.717,1.0626,0.7882
1345,0.6806,0.8066,0.7516
1346,0.6746,0.9217,0.7197
1347,0.6869,0.9567,0.7067
1348,0.7105,0.9093,0.7216
1349,0.7038,0.8657,0.7052
1350,0.6885,0.8861,0.6854
1351,0.6873,1.0406,0.6805
1352,0.6873,1.109,0.6887
1353,0.689,0.9817,0.6987
1354,0.6528,1.0464,0.6712
1355,0.6275,0.9849,0.6521
1356,0.6207,1.0863,0.6503
1357,0.6621,1.6143,0.6851
1358,0.6848,1.4147,0.697
1359,0.6997,1.4138,0.7055
1360,0.6836,1.0989,0.6965
1361,0.7324,1.7462,0.7307
1362,0.7808,1.9157,0.7955
1363,0.7855,2.538,0.8394
1364,0.7776,2.741,0.8506
1365,0.7439,2.6363,0.8006
1366,0.69,2.0893,0.7033
1367,0.6478,1.4902,0.6507
1368,0.6247,1.1659,0.6364
1369,0.5923,0.9717,0.6177
1370,0.5864,0.8865,0.612
1371,0.5894,0.8746,0.6044
1372,0.5915,0.8989,0.5889
1373,0.5789,0.9033,0.5556
1374,0.5568,0.8942,0.5071
1375,0.537,1.051,0.4513
1376,0.5194,1.1832,0.4153
1377,0.5227,0.9122,0.4484
1378,0.552,0.8442,0.5019
1379,0.5835,1.0813,0.5555
1380,0.6335,1.5617,0.6381
1381,0.6893,1.7804,0.7048
1382,0.7079,1.7992,0.7123
1383,0.719,1.7097,0.7226
1384,0.732,1.7394,0.7416
1385,0.7468,2.0685,0.7383
1386,0.7784,2.3059,0.7568
1387,0.7685,1.5505,0.7335
1388,0.7862,1.548,0.7949
1389,0.8072,1.4263,0.8285
1390,0.8269,1.5101,0.8357
1391,0.8126,1.4679,0.7965
1392,0.7775,1.4986,0.7395
1393,0.7697,1.4231,0.7231
1394,0.7658,1.4438,0.7195
1395,0.7564,1.4452,0.7084
1396,0.732,1.3952,0.6688
1397,0.712,1.3236,0.6444
1398,0.7243,1.3657,0.6628
1399,0.7373,1.4131,0.6769
1400,0.745,1.4213,0.6862
1401,0.7619,1.5115,0.702
1402,0.7978,1.791,0.7563
1403,0.7828,1.7543,0.7445
1404,0.7969,1.753,0.7697
1405,0.7925,1.6624,0.7504
1406,0.775,1.6279,0.7226
1407,0.7476,1.5388,0.6891
1408,0.7253,1.5492,0.6613
1409,0.7348,1.6928,0.6657
1410,0.742,1.7067,0.6758
1411,0.7324,1.7593,0.6718
1412,0.7362,1.9036,0.6782
1413,0.7502,2.0591,0.7179
1414,0.7721,2.3224,0.7531
1415,0.7642,2.0802,0.7456
1416,0.7561,1.7279,0.7139
1417,0.7769,1.7331,0.7119
1418,0.7837,1.7351,0.7167
1419,0.7737,1.7231,0.7066
1420,0.7513,1.6585,0.6702
1421,0.7267,1.5832,0.6324
1422,0.711,1.5281,0.609
1423,0.7086,1.5923,0.5943
1424,0.6975,1.5971,0.5643
1425,0.6714,1.6235,0.5163
1426,0.6558,1.66,0.4876
1427,0.6652,1.6077,0.5189
1428,0.697,1.5986,0.5767
1429,0.7177,1.5913,0.6032
1430,0.7084,1.4794,0.5875
1431,0.6889,1.2563,0.5729
1432,0.6867,1.057,0.5737
1433,0.7168,0.9471,0.6129
1434,0.7551,0.9675,0.6672
1435,0.7494,0.9404,0.6685
1436,0.7267,0.8812,0.6651
1437,0.6855,0.7791,0.6139
1438,0.6143,0.682,0.5113
1439,0.545,0.6563,0.4241
1440,0.5197,0.6888,0.3852
1441,0.4928,0.715,0.3385
1442,0.4498,0.6177,0.307
1443,0.4428,0.5357,0.3098
1444,0.4725,0.618,0.3425
1445,0.4428,0.6118,0.2995
1446,0.4006,0.579,0.2596
1447,0.3859,0.5672,0.2411
1448,0.3919,0.6135,0.206
1449,0.3905,0.6068,0.1987
1450,0.3297,0.535,0.1535
1451,0.3114,0.5348,0.1344
1452,0.2992,0.5726,0.1322
1453,0.3139,0.6031,0.1483
1454,0.39,0.6379,0.2006
1455,0.4518,0.6409,0.2655
1456,0.4374,0.6435,0.2438
1457,0.4052,0.6341,0.2271
1458,0.4009,0.6671,0.2426
1459,0.3889,0.7175,0.2225
1460,0.3404,0.8131,0.2157
1461,0.3252,2.2039,0.2199
1462,0.3561,2.4577,0.2204
1463,0.3755,2.7586,0.2224
1464,0.3876,2.902,0.2309
1465,0.3437,2.9378,0.1875
1466,0.3278,2.7018,0.1614
1467,0.3461,1.3045,0.1693
1468,0.3831,2.46,0.1981
1469,0.4022,2.4881,0.2382
1470,0.4438,2.6322,0.2978
1471,0.4915,2.5041,0.3642
1472,0.4998,2.3091,0.3821
1473,0.5063,2.7032,0.3765
1474,0.4771,3.2374,0.3645
1475,0.4851,3.1675,0.3558
1476,0.5121,3.2477,0.3771
1477,0.4995,3.2984,0.3775
1478,0.5751,3.9287,0.4414
1479,0.5957,4.2482,0.4603
1480,0.5118,2.6459,0.3735
1481,0.5113,3.1027,0.3744
1482,0.4934,2.9189,0.3882
1483,0.5393,3.1008,0.4226
1484,0.5493,2.9032,0.4418
1485,0.5487,1.6578,0.4777
1486,0.5235,1.5785,0.4414
1487,0.4965,1.4641,0.39
1488,0.4835,1.327,0.3826
1489,0.458,1.2295,0.3714
1490,0.443,0.9953,0.338
1491,0.3827,0.6195,0.301
1492,0.3765,0.5499,0.2983
1493,0.4149,0.5773,0.3085
1494,0.4094,0.5582,0.2971
1495,0.4102,0.594,0.2832
1496,0.3985,0.7856,0.2692
1497,0.4426,1.2334,0.2974
1498,0.4545,0.6476,0.3114
1499,0.4777,0.6612,0.3306
1500,0.3998,0.6081,0.2508
1501,0.3576,0.6178,0.234
1502,0.3735,0.6341,0.2385
1503,0.3721,0.6206,0.2382
1504,0.3656,0.5605,0.2415
1505,0.3894,0.5742,0.2664
1506,0.3971,0.6341,0.2879
1507,0.4143,0.6956,0.2883
1508,0.41,1.7536,0.2744
1509,0.375,1.7876,0.2694
1510,0.424,2.5692,0.287
1511,0.4594,3.3509,0.3061
1512,0.4765,3.5114,0.3183
1513,0.4599,3.5939,0.3091
1514,0.4175,0.9748,0.2801
1515,0.4381,3.1167,0.2826
1516,0.434,2.853,0.2833
1517,0.4289,2.671,0.2772
1518,0.4704,2.8469,0.3127
1519,0.4678,2.4808,0.312
1520,0.4488,2.6706,0.3086
1521,0.4487,3.0517,0.3234
1522,0.4846,3.0485,0.3511
1523,0.5004,2.81,0.3623
1524,0.5633,3.8271,0.4347
1525,0.5301,3.8664,0.3913
1526,0.4816,3.6004,0.3475
1527,0.4163,2.5353,0.2991
1528,0.4043,1.7234,0.2867
1529,0.4728,2.327,0.3457
1530,0.5285,2.8383,0.3884
1531,0.5457,2.8066,0.4064
1532,0.4938,1.1225,0.3757
1533,0.4717,0.9971,0.3707
1534,0.4771,1.0015,0.4007
1535,0.4917,1.154,0.4122
1536,0.502,1.2181,0.414
1537,0.4795,1.2379,0.3745
1538,0.4346,0.886,0.336
1539,0.4276,1.0685,0.3196
1540,0.427,1.0755,0.3184
1541,0.4404,1.0562,0.334
1542,0.4727,1.2037,0.3611
1543,0.4534,1.0927,0.3346
1544,0.4407,1.1072,0.3307
1545,0.5021,1.158,0.4031
1546,0.489,0.9199,0.4095
1547,0.5289,1.0154,0.4636
1548,0.5863,1.2139,0.5682
1549,0.6369,1.2273,0.6474
1550,0.709,1.3522,0.7603
1551,0.7269,1.28,0.7721
1552,0.7565,1.2467,0.8498
1553,0.8036,1.3353,0.9541
1554,0.8494,1.5472,0.9812
1555,0.8855,1.6156,1.001
1556,0.8987,1.4097,1.0016
1557,0.9099,1.3708,1.0552
1558,0.8731,1.2368,0.9809
1559,0.8513,1.3985,0.8761
1560,0.8425,1.4149,0.8545
1561,0.8579,1.4312,0.8874
1562,0.8989,1.5006,0.9994
1563,0.9042,1.4717,1.0183
1564,0.8744,1.3979,0.941
1565,0.8347,1.2466,0.8549
1566,0.8341,1.2519,0.8578
1567,0.8336,1.2708,0.8537
1568,0.8356,1.2848,0.842
1569,0.8646,1.4056,0.8997
1570,0.8821,1.4306,0.9684
1571,0.9338,1.4463,1.0931
1572,0.9614,1.3591,1.165
1573,0.9905,1.4534,1.2027
1574,0.9883,1.4684,1.181
1575,0.9465,1.4465,1.0815
1576,0.9071,1.3324,1.0209
1577,0.8983,1.3197,1.0032
1578,0.9024,1.4241,0.9824
1579,0.8724,1.4876,0.9354
1580,0.8327,1.4728,0.8831
1581,0.8489,1.4987,0.9621
1582,0.849,1.4939,0.9989
1583,0.878,1.3386,1.0614
1584,0.9205,1.4275,1.1354
1585,0.9668,1.5374,1.2457
1586,1.004,1.5811,1.3709
1587,1.0135,1.7727,1.4015
1588,1.0033,1.7974,1.3442
1589,0.9841,1.6642,1.2516
1590,0.9661,1.5277,1.24
1591,0.9483,1.4885,1.2004
1592,0.9386,1.5273,1.1599
1593,0.911,1.5489,1.1797
1594,0.874,1.5113,1.1797
1595,0.8693,1.5253,1.1798
1596,0.8402,1.5822,1.0313
1597,0.7587,1.4216,0.7849
1598,0.6784,1.2044,0.5753
1599,0.6544,1.0326,0.544
1600,0.6151,0.9262,0.4828
1601,0.6509,0.9545,0.5356
1602,0.682,0.975,0.5827
1603,0.6879,0.9594,0.592
1604,0.6852,0.8862,0.615
1605,0.6353,0.7679,0.5664
1606,0.5836,0.7076,0.4685
1607,0.4714,0.6466,0.3589
1608,0.4282,0.6929,0.29
1609,0.4046,0.8404,0.2441
1610,0.3845,0.8146,0.2343
1611,0.3999,0.6998,0.2503
1612,0.4459,0.7222,0.2916
1613,0.4225,0.6802,0.2701
1614,0.3792,0.6559,0.2406
1615,0.3742,0.7041,0.2435
1616,0.3477,0.6542,0.2162
1617,0.3236,0.4751,0.1873
1618,0.3535,0.5534,0.2133
1619,0.3523,0.5282,0.2351
1620,0.4074,0.6324,0.2738
1621,0.4279,0.6426,0.278
1622,0.4407,0.6478,0.2788
1623,0.4473,0.5367,0.2898
1624,0.4611,0.5355,0.3243
1625,0.5268,0.5968,0.4102
1626,0.6207,0.6971,0.5189
1627,0.6386,0.7057,0.5564
1628,0.5891,0.6607,0.5253
1629,0.5448,0.6061,0.4934
1630,0.5342,0.6246,0.4571
1631,0.5377,0.6743,0.4376
1632,0.5518,0.6988,0.4168
1633,0.5407,0.6605,0.3934
1634,0.5486,0.6021,0.4016
1635,0.5576,0.6057,0.4259
1636,0.5489,0.5964,0.4285
1637,0.5307,0.5997,0.3851
1638,0.532,0.6347,0.3883
1639,0.514,0.6354,0.3804
