date,time,KW,DEW_POINT,PRECIPITABLE WATER,GHI,RELATIVE HUMIDITY,CLOUD_TYPE,OT
2019-01-23,00:00:00,359.32,8.8,1.4,0,69.69,0,14.3
2019-01-23,01:00:00,308.63,8.8,1.4,0,70.21,3,14.2
2019-01-23,02:00:00,284.17,8.9,1.4,0,71.05,3,14.1
2019-01-23,03:00:00,252.0,9.0,1.4,0,71.62,0,14.1
2019-01-23,04:00:00,263.33,9.2,1.4,0,72.27,3,14.1
2019-01-23,05:00:00,245.15,9.3,1.5,0,72.97,3,14.1
2019-01-23,06:00:00,236.47,9.5,1.5,0,74.06,3,14.1
2019-01-23,07:00:00,264.96,10.3,1.5,25,71.17,1,15.5
2019-01-23,08:00:00,289.27,10.3,1.5,84,66.33,3,16.6
2019-01-23,09:00:00,366.18,10.4,1.6,398,64.07,0,17.3
2019-01-23,10:00:00,430.89,10.7,1.6,454,63.31,2,17.8
2019-01-23,11:00:00,410.14,11.0,1.6,405,62.52,3,18.3
2019-01-23,12:00:00,421.73,11.3,1.7,179,62.35,3,18.6
2019-01-23,13:00:00,427.57,11.4,1.7,169,62.25,3,18.8
2019-01-23,14:00:00,441.64,11.5,1.8,207,62.65,3,18.8
2019-01-23,15:00:00,433.72,11.6,1.9,128,64.01,3,18.5
2019-01-23,16:00:00,414.68,11.7,1.9,37,66.86,3,18.0
2019-01-23,17:00:00,403.39,11.8,2.0,9,72.1,3,16.9
2019-01-23,18:00:00,371.87,11.8,2.0,0,73.32,3,16.6
2019-01-23,19:00:00,368.25,11.8,2.0,0,73.66,3,16.5
2019-01-23,20:00:00,373.89,11.8,2.0,0,74.16,3,16.4
2019-01-23,21:00:00,327.75,11.9,2.0,0,74.54,3,16.4
2019-01-23,22:00:00,338.0,12.0,2.0,0,75.02,3,16.4
2019-01-23,23:00:00,326.21,12.1,2.0,0,76.01,3,16.3
2019-01-24,00:00:00,313.46,12.2,2.0,0,76.45,3,16.3
2019-01-24,01:00:00,295.95,12.3,2.0,0,77.03,3,16.3
2019-01-24,02:00:00,278.02,12.4,2.0,0,77.64,3,16.3
2019-01-24,03:00:00,245.48,12.5,2.0,0,77.65,0,16.4
2019-01-24,04:00:00,234.26,12.6,2.0,0,78.01,3,16.4
2019-01-24,05:00:00,230.92,12.6,2.0,0,77.48,3,16.6
2019-01-24,06:00:00,225.51,12.7,2.0,0,77.71,3,16.6
2019-01-24,07:00:00,248.95,13.1,1.9,18,75.95,1,17.4
2019-01-24,08:00:00,299.72,13.2,1.9,190,73.17,2,18.1
2019-01-24,09:00:00,370.75,13.2,1.9,383,70.39,2,18.7
2019-01-24,10:00:00,393.82,13.2,1.9,544,68.74,0,19.1
2019-01-24,11:00:00,404.05,13.3,1.9,665,67.63,1,19.4
2019-01-24,12:00:00,423.47,13.3,1.9,705,66.98,1,19.6
2019-01-24,13:00:00,445.59,13.3,1.9,677,66.69,0,19.7
2019-01-24,14:00:00,422.29,13.4,2.0,577,67.2,0,19.6
2019-01-24,15:00:00,409.95,13.3,2.0,426,68.41,0,19.3
2019-01-24,16:00:00,409.7,13.4,2.1,237,71.47,0,18.7
2019-01-24,17:00:00,409.22,13.4,2.1,51,75.64,1,17.8
2019-01-24,18:00:00,380.1,13.4,2.1,0,76.78,0,17.5
2019-01-24,19:00:00,346.32,13.4,2.2,0,77.39,0,17.4
2019-01-24,20:00:00,361.35,13.5,2.2,0,78.14,0,17.3
2019-01-24,21:00:00,354.37,13.5,2.2,0,78.94,0,17.2
2019-01-24,22:00:00,351.41,13.6,2.2,0,79.9,0,17.1
2019-01-24,23:00:00,329.76,13.7,2.2,0,80.45,0,17.1
2019-01-25,00:00:00,322.21,13.8,2.3,0,80.29,0,17.2
2019-01-25,01:00:00,304.44,13.8,2.3,0,80.51,0,17.2
2019-01-25,02:00:00,283.0,13.8,2.3,0,80.64,0,17.2
2019-01-25,03:00:00,251.36,13.9,2.3,0,80.19,0,17.3
2019-01-25,04:00:00,245.11,13.9,2.4,0,80.27,0,17.3
2019-01-25,05:00:00,242.16,13.9,2.4,0,79.79,1,17.4
2019-01-25,06:00:00,241.86,13.9,2.4,0,80.43,1,17.3
2019-01-25,07:00:00,270.87,14.7,2.4,27,78.45,1,18.5
2019-01-25,08:00:00,325.3,14.9,2.4,92,74.3,4,19.6
2019-01-25,09:00:00,366.25,15.0,2.4,398,71.52,0,20.3
2019-01-25,10:00:00,393.83,14.9,2.4,560,68.75,0,20.9
2019-01-25,11:00:00,408.6,14.9,2.4,668,67.43,0,21.2
2019-01-25,12:00:00,376.73,14.9,2.4,709,67.43,0,21.2
2019-01-25,13:00:00,397.54,14.9,2.4,679,67.89,0,21.1
2019-01-25,14:00:00,405.89,14.9,2.4,580,69.4,0,20.7
2019-01-25,15:00:00,405.8,14.9,2.4,426,72.25,0,20.0
2019-01-25,16:00:00,403.64,14.8,2.3,238,75.97,0,19.1
2019-01-25,17:00:00,386.29,14.7,2.3,50,79.95,0,18.2
2019-01-25,18:00:00,368.81,14.5,2.3,0,80.08,1,18.0
2019-01-25,19:00:00,341.02,14.4,2.3,0,79.86,1,17.9
2019-01-25,20:00:00,340.66,14.2,2.2,0,79.57,0,17.8
2019-01-25,21:00:00,328.77,14.1,2.2,0,78.89,0,17.8
2019-01-25,22:00:00,308.16,13.8,2.1,0,78.09,0,17.7
2019-01-25,23:00:00,310.24,13.4,2.0,0,76.64,3,17.6
2019-01-26,00:00:00,321.17,13.0,1.9,0,75.61,3,17.3
2019-01-26,01:00:00,287.85,12.4,1.9,0,74.9,1,16.9
2019-01-26,02:00:00,266.14,12.1,1.8,0,74.52,1,16.6
2019-01-26,03:00:00,248.92,11.8,1.8,0,74.69,1,16.3
2019-01-26,04:00:00,238.01,11.6,1.8,0,75.13,1,16.0
2019-01-26,05:00:00,246.11,11.3,1.8,0,74.24,4,15.9
2019-01-26,06:00:00,234.62,10.9,1.8,0,73.14,4,15.7
2019-01-26,07:00:00,246.85,10.6,1.8,12,71.72,4,15.7
2019-01-26,08:00:00,290.25,10.5,1.8,83,71.16,3,15.7
2019-01-26,09:00:00,302.89,10.4,1.8,319,70.38,2,15.8
2019-01-26,10:00:00,304.64,10.4,1.8,50,70.56,4,15.7
2019-01-26,11:00:00,320.32,10.3,1.8,61,71.22,4,15.5
2019-01-26,12:00:00,322.9,10.3,1.8,65,71.57,4,15.4
2019-01-26,13:00:00,344.67,10.2,1.8,62,71.76,4,15.3
2019-01-26,14:00:00,337.54,10.2,1.8,53,71.95,4,15.2
2019-01-26,15:00:00,349.98,10.1,1.8,42,72.61,4,15.0
2019-01-26,16:00:00,338.52,10.1,1.8,24,73.95,4,14.7
2019-01-26,17:00:00,339.21,10.1,1.8,17,74.91,4,14.5
2019-01-26,18:00:00,315.91,10.1,1.9,0,74.88,3,14.5
2019-01-26,19:00:00,302.66,10.1,1.9,0,75.01,4,14.5
2019-01-26,20:00:00,331.08,10.2,2.0,0,74.87,4,14.6
2019-01-26,21:00:00,319.97,10.2,2.0,0,74.96,4,14.6
2019-01-26,22:00:00,304.19,10.3,2.0,0,74.81,4,14.7
2019-01-26,23:00:00,323.86,10.3,2.0,0,74.79,4,14.7
2019-01-27,00:00:00,309.51,10.2,2.0,0,75.01,4,14.6
2019-01-27,01:00:00,290.1,10.2,2.0,0,75.56,4,14.5
2019-01-27,02:00:00,264.28,10.2,2.0,0,75.51,4,14.5
2019-01-27,03:00:00,242.43,10.2,2.0,0,75.99,4,14.4
2019-01-27,04:00:00,252.23,10.3,2.0,0,76.23,4,14.4
2019-01-27,05:00:00,248.91,10.4,2.0,0,76.72,4,14.4
2019-01-27,06:00:00,233.83,10.5,2.0,0,77.0,4,14.5
2019-01-27,07:00:00,263.69,10.8,2.0,12,75.3,4,15.1
2019-01-27,08:00:00,264.12,10.8,2.0,76,72.11,3,15.8
2019-01-27,09:00:00,293.01,10.8,2.0,83,69.49,3,16.4
2019-01-27,10:00:00,301.18,10.9,2.0,161,67.79,3,16.9
2019-01-27,11:00:00,297.59,11.0,2.0,60,66.93,3,17.2
2019-01-27,12:00:00,307.05,11.1,2.0,203,66.54,3,17.4
2019-01-27,13:00:00,317.22,11.2,2.0,556,66.47,3,17.5
2019-01-27,14:00:00,303.62,11.2,2.0,403,67.09,3,17.4
2019-01-27,15:00:00,330.53,11.3,2.0,237,68.16,3,17.2
2019-01-27,16:00:00,322.76,11.4,2.0,262,69.99,1,16.9
2019-01-27,17:00:00,316.55,11.6,2.0,67,74.62,1,16.1
2019-01-27,18:00:00,320.67,11.6,2.0,0,76.04,0,15.8
2019-01-27,19:00:00,312.69,11.6,2.0,0,76.43,0,15.7
2019-01-27,20:00:00,301.33,11.6,2.0,0,77.22,0,15.6
2019-01-27,21:00:00,308.17,11.7,2.0,0,77.46,0,15.6
2019-01-27,22:00:00,302.63,11.7,2.0,0,77.51,0,15.6
2019-01-27,23:00:00,328.97,11.7,2.0,0,77.59,0,15.6
2019-01-28,00:00:00,305.46,11.7,2.0,0,77.54,0,15.6
2019-01-28,01:00:00,270.47,11.7,2.1,0,77.51,0,15.6
2019-01-28,02:00:00,265.94,11.6,2.1,0,77.3,0,15.6
2019-01-28,03:00:00,254.89,11.6,2.1,0,77.16,0,15.6
2019-01-28,04:00:00,235.0,11.6,2.1,0,76.49,0,15.7
2019-01-28,05:00:00,224.98,11.6,2.1,0,76.12,0,15.8
2019-01-28,06:00:00,231.2,11.7,2.1,0,76.13,0,15.9
2019-01-28,07:00:00,243.62,12.5,2.1,36,74.58,0,17.0
2019-01-28,08:00:00,316.37,12.4,2.1,224,69.0,0,18.2
2019-01-28,09:00:00,369.12,12.6,2.1,424,66.2,0,19.1
2019-01-28,10:00:00,377.79,12.9,2.1,590,65.42,0,19.6
2019-01-28,11:00:00,380.49,13.2,2.1,708,65.08,0,20.0
2019-01-28,12:00:00,399.17,13.4,2.1,753,65.06,0,20.2
2019-01-28,13:00:00,423.18,13.5,2.2,723,65.44,0,20.2
2019-01-28,14:00:00,411.67,13.5,2.2,624,66.15,0,20.0
2019-01-28,15:00:00,411.08,13.4,2.2,387,67.15,2,19.7
2019-01-28,16:00:00,391.1,13.6,2.3,163,70.97,3,19.0
2019-01-28,17:00:00,381.4,13.7,2.3,36,76.68,3,17.9
2019-01-28,18:00:00,389.92,13.7,2.3,0,77.22,3,17.7
2019-01-28,19:00:00,367.73,13.7,2.4,0,77.47,3,17.7
2019-01-28,20:00:00,364.22,13.8,2.4,0,77.29,3,17.8
2019-01-28,21:00:00,351.41,13.8,2.4,0,77.64,3,17.8
2019-01-28,22:00:00,345.6,13.9,2.4,0,78.17,3,17.8
2019-01-28,23:00:00,347.67,14.0,2.4,0,79.1,3,17.7
2019-01-29,00:00:00,346.01,14.1,2.4,0,79.85,3,17.6
2019-01-29,01:00:00,332.38,14.2,2.5,0,80.23,3,17.6
2019-01-29,02:00:00,293.55,14.2,2.5,0,80.01,3,17.7
2019-01-29,03:00:00,254.9,14.2,2.5,0,79.92,3,17.7
2019-01-29,04:00:00,270.41,14.2,2.5,0,79.3,3,17.8
2019-01-29,05:00:00,264.26,14.2,2.5,0,79.55,3,17.8
2019-01-29,06:00:00,266.42,14.3,2.5,0,79.99,3,17.8
2019-01-29,07:00:00,260.63,14.8,2.6,24,77.85,3,18.7
2019-01-29,08:00:00,287.05,14.9,2.6,217,74.54,1,19.5
2019-01-29,09:00:00,347.56,14.9,2.6,318,71.98,2,20.1
2019-01-29,10:00:00,352.83,15.0,2.6,582,70.82,1,20.5
2019-01-29,11:00:00,415.79,15.1,2.6,700,69.9,1,20.8
2019-01-29,12:00:00,410.28,15.2,2.7,742,69.06,0,21.1
2019-01-29,13:00:00,414.06,15.3,2.7,445,69.42,2,21.1
2019-01-29,14:00:00,422.77,15.4,2.7,410,69.81,2,21.1
2019-01-29,15:00:00,389.94,15.5,2.8,281,71.13,2,20.9
2019-01-29,16:00:00,411.65,15.7,2.8,177,73.91,3,20.5
2019-01-29,17:00:00,384.6,15.8,2.8,44,78.76,3,19.6
2019-01-29,18:00:00,387.29,15.8,2.8,0,80.35,1,19.3
2019-01-29,19:00:00,371.12,15.9,2.8,0,80.7,1,19.3
2019-01-29,20:00:00,376.26,16.0,2.8,0,81.83,3,19.2
2019-01-29,21:00:00,342.42,16.1,2.8,0,82.34,3,19.2
2019-01-29,22:00:00,331.75,16.2,2.8,0,82.8,1,19.2
2019-01-29,23:00:00,345.02,16.3,2.8,0,83.12,3,19.2
2019-01-30,00:00:00,326.32,16.3,2.9,0,83.38,3,19.2
2019-01-30,01:00:00,306.28,16.3,2.9,0,83.52,3,19.2
2019-01-30,02:00:00,265.71,16.3,2.8,0,83.93,0,19.1
2019-01-30,03:00:00,262.68,16.3,2.8,0,83.72,0,19.1
2019-01-30,04:00:00,253.24,16.2,2.8,0,83.89,0,19.0
2019-01-30,05:00:00,239.12,16.2,2.8,0,84.37,0,18.9
2019-01-30,06:00:00,242.64,16.2,2.8,0,84.4,1,18.9
2019-01-30,07:00:00,243.77,17.0,2.8,37,81.79,1,20.2
2019-01-30,08:00:00,308.42,17.1,2.8,224,76.9,0,21.3
2019-01-30,09:00:00,367.85,17.1,2.8,299,72.71,3,22.2
2019-01-30,10:00:00,414.59,16.9,2.8,465,69.59,2,22.8
2019-01-30,11:00:00,411.44,16.8,2.8,704,67.85,0,23.1
2019-01-30,12:00:00,392.42,16.8,2.8,745,67.34,0,23.2
2019-01-30,13:00:00,392.57,16.9,2.8,446,68.34,3,23.0
2019-01-30,14:00:00,387.33,16.9,2.8,342,70.26,3,22.6
2019-01-30,15:00:00,405.55,17.0,2.8,241,73.15,3,22.0
2019-01-30,16:00:00,375.65,17.2,2.8,59,77.88,3,21.2
2019-01-30,17:00:00,391.83,17.1,2.7,13,83.1,3,20.1
2019-01-30,18:00:00,391.53,16.7,2.7,0,82.07,3,19.9
2019-01-30,19:00:00,363.47,16.6,2.7,0,80.81,3,20.0
2019-01-30,20:00:00,350.69,16.6,2.6,0,80.64,3,20.0
2019-01-30,21:00:00,343.23,16.5,2.6,0,80.62,3,19.9
2019-01-30,22:00:00,344.18,16.4,2.6,0,79.31,3,20.1
2019-01-30,23:00:00,328.96,16.3,2.6,0,77.95,3,20.3
2019-01-31,00:00:00,310.27,16.3,2.5,0,77.8,1,20.3
2019-01-31,01:00:00,300.86,16.3,2.5,0,77.97,0,20.3
2019-01-31,02:00:00,281.93,16.4,2.5,0,79.32,0,20.1
2019-01-31,03:00:00,240.47,16.4,2.5,0,79.9,1,20.0
2019-01-31,04:00:00,252.7,16.3,2.5,0,80.34,3,19.8
2019-01-31,05:00:00,236.63,16.1,2.5,0,81.68,3,19.3
2019-01-31,06:00:00,236.72,15.7,2.5,0,81.72,1,18.9
2019-01-31,07:00:00,248.34,16.1,2.5,41,77.85,1,20.1
2019-01-31,08:00:00,291.59,15.6,2.6,141,70.39,3,21.2
2019-01-31,09:00:00,378.74,15.6,2.7,203,66.43,3,22.1
2019-01-31,10:00:00,393.59,15.8,2.8,602,63.61,0,23.1
2019-01-31,11:00:00,357.51,16.3,2.9,708,62.96,0,23.8
2019-01-31,12:00:00,386.59,16.8,3.0,746,63.75,0,24.1
2019-01-31,13:00:00,433.18,17.1,3.2,713,64.9,0,24.1
2019-01-31,14:00:00,378.55,17.2,3.3,191,67.45,3,23.6
2019-01-31,15:00:00,396.26,17.2,3.4,38,72.37,4,22.4
2019-01-31,16:00:00,390.03,16.5,3.3,63,78.45,4,20.4
2019-01-31,17:00:00,338.37,15.2,3.2,35,81.9,4,18.3
2019-01-31,18:00:00,334.7,13.8,2.9,0,80.79,3,17.1
2019-01-31,19:00:00,333.06,12.9,2.6,0,79.82,3,16.4
2019-01-31,20:00:00,287.5,12.5,2.5,0,79.66,3,16.0
2019-01-31,21:00:00,284.58,12.3,2.3,0,79.55,3,15.8
2019-01-31,22:00:00,280.38,12.2,2.2,0,79.49,3,15.7
2019-01-31,23:00:00,273.34,12.1,2.1,0,79.98,3,15.5
2019-02-01,00:00:00,270.67,11.9,2.1,0,80.19,3,15.3
2019-02-01,01:00:00,248.02,11.7,2.0,0,80.23,3,15.1
2019-02-01,02:00:00,218.12,11.6,2.0,0,80.48,3,14.9
2019-02-01,03:00:00,213.89,11.4,1.9,0,80.27,3,14.8
2019-02-01,04:00:00,214.84,11.3,1.9,0,79.72,3,14.8
2019-02-01,05:00:00,211.94,11.3,1.9,0,79.49,3,14.8
2019-02-01,06:00:00,214.97,11.3,2.0,0,79.41,3,14.8
2019-02-01,07:00:00,244.46,11.3,2.0,27,78.79,1,14.9
2019-02-01,08:00:00,245.78,11.2,2.1,27,77.44,3,15.1
2019-02-01,09:00:00,268.98,11.2,2.2,69,76.41,3,15.3
2019-02-01,10:00:00,290.08,11.2,2.3,72,75.06,3,15.6
2019-02-01,11:00:00,289.87,11.2,2.4,61,74.63,3,15.7
2019-02-01,12:00:00,364.45,11.3,2.4,66,73.92,3,15.9
2019-02-01,13:00:00,378.64,11.3,2.5,63,73.33,4,16.1
2019-02-01,14:00:00,280.44,11.4,2.5,116,72.84,3,16.3
2019-02-01,15:00:00,272.33,11.5,2.6,138,73.0,3,16.4
2019-02-01,16:00:00,285.49,11.8,2.6,66,74.01,3,16.4
2019-02-01,17:00:00,291.34,12.1,2.7,10,77.59,4,16.0
2019-02-01,18:00:00,267.83,12.3,2.7,0,78.76,4,16.0
2019-02-01,19:00:00,252.68,12.6,2.8,0,78.98,3,16.2
2019-02-01,20:00:00,268.74,12.8,2.8,0,79.37,3,16.4
2019-02-01,21:00:00,250.29,13.1,2.8,0,80.26,8,16.5
2019-02-01,22:00:00,245.62,13.4,2.9,0,80.67,7,16.7
2019-02-01,23:00:00,252.11,13.6,2.9,0,81.07,7,16.9
2019-02-02,00:00:00,283.97,13.8,2.9,0,81.12,3,17.1
2019-02-02,01:00:00,265.71,14.0,2.9,0,81.12,0,17.3
2019-02-02,02:00:00,248.59,14.2,3.0,0,81.65,3,17.4
2019-02-02,03:00:00,198.68,14.4,3.0,0,81.58,3,17.6
2019-02-02,04:00:00,189.98,14.6,3.0,0,82.16,3,17.7
2019-02-02,05:00:00,231.79,14.8,3.1,0,82.29,3,17.9
2019-02-02,06:00:00,233.81,15.1,3.1,0,82.53,3,18.1
2019-02-02,07:00:00,244.05,16.0,3.2,14,79.29,3,19.7
2019-02-02,08:00:00,255.79,16.5,3.2,84,76.23,3,20.8
2019-02-02,09:00:00,262.45,16.6,3.2,270,72.98,3,21.7
2019-02-02,10:00:00,283.62,16.8,3.3,405,70.22,3,22.5
2019-02-02,11:00:00,242.53,17.1,3.3,711,69.25,0,23.0
2019-02-02,12:00:00,245.83,17.2,3.3,752,69.15,0,23.2
2019-02-02,13:00:00,291.53,17.3,3.3,722,69.28,0,23.2
2019-02-02,14:00:00,287.75,17.3,3.3,615,70.5,0,22.9
2019-02-02,15:00:00,291.29,17.2,3.3,329,72.65,3,22.4
2019-02-02,16:00:00,287.71,17.4,3.4,144,77.51,3,21.5
2019-02-02,17:00:00,294.49,17.2,3.3,36,81.41,3,20.5
2019-02-02,18:00:00,286.42,17.1,3.3,0,84.17,3,19.8
2019-02-02,19:00:00,219.88,16.9,3.3,0,84.53,3,19.6
2019-02-02,20:00:00,268.2,16.8,3.2,0,84.52,1,19.5
2019-02-02,21:00:00,225.92,16.8,3.2,0,84.3,0,19.5
2019-02-02,22:00:00,229.93,16.8,3.3,0,83.77,0,19.6
2019-02-02,23:00:00,236.56,16.8,3.3,0,84.57,0,19.5
2019-02-03,00:00:00,215.42,16.9,3.4,0,85.2,0,19.5
2019-02-03,01:00:00,211.51,17.1,3.4,0,85.4,0,19.6
2019-02-03,02:00:00,203.16,17.2,3.4,0,85.09,0,19.8
2019-02-03,03:00:00,193.79,17.3,3.4,0,85.14,7,19.9
2019-02-03,04:00:00,220.73,17.4,3.5,0,85.25,1,20.0
2019-02-03,05:00:00,214.3,17.5,3.5,0,86.7,1,19.8
2019-02-03,06:00:00,220.75,17.5,3.5,0,87.31,1,19.7
2019-02-03,07:00:00,199.45,18.1,3.5,18,84.29,4,20.9
2019-02-03,08:00:00,200.7,18.5,3.5,107,80.01,4,22.1
2019-02-03,09:00:00,253.14,18.5,3.5,430,73.43,0,23.5
2019-02-03,10:00:00,276.12,18.4,3.5,596,69.55,0,24.3
2019-02-03,11:00:00,276.35,18.5,3.5,703,68.71,0,24.6
2019-02-03,12:00:00,271.02,18.6,3.7,738,69.73,0,24.5
2019-02-03,13:00:00,274.45,18.8,3.8,591,71.22,2,24.3
2019-02-03,14:00:00,211.63,18.9,4.0,610,73.88,0,23.8
2019-02-03,15:00:00,273.39,19.0,4.2,452,77.6,1,23.1
2019-02-03,16:00:00,274.35,19.2,4.3,125,82.04,3,22.4
2019-02-03,17:00:00,300.35,19.4,4.2,38,86.89,3,21.7
2019-02-03,18:00:00,293.39,19.4,4.1,0,88.48,3,21.4
2019-02-03,19:00:00,274.21,19.5,4.0,0,88.19,1,21.5
2019-02-03,20:00:00,228.24,19.5,3.9,0,88.63,3,21.5
2019-02-03,21:00:00,261.46,19.6,3.9,0,89.19,4,21.5
2019-02-03,22:00:00,264.14,19.8,4.0,0,88.73,1,21.7
2019-02-03,23:00:00,275.14,19.8,4.1,0,88.08,3,21.9
2019-02-04,00:00:00,251.02,19.8,4.3,0,88.51,3,21.8
2019-02-04,01:00:00,252.31,19.5,4.5,0,90.11,3,21.2
2019-02-04,02:00:00,233.92,18.9,4.5,0,91.87,3,20.3
2019-02-04,03:00:00,222.88,18.1,4.5,0,91.13,3,19.6
2019-02-04,04:00:00,223.52,17.1,4.4,0,91.29,3,18.5
2019-02-04,05:00:00,216.21,16.2,4.3,0,90.07,3,17.8
2019-02-04,06:00:00,211.6,15.7,4.2,0,89.07,3,17.5
2019-02-04,07:00:00,233.73,15.7,4.1,4,87.95,3,17.7
2019-02-04,08:00:00,249.07,15.8,4.0,17,86.23,3,18.1
2019-02-04,09:00:00,205.34,15.8,4.0,57,84.53,3,18.5
2019-02-04,10:00:00,310.62,15.9,4.0,79,82.61,3,18.9
2019-02-04,11:00:00,301.33,15.8,4.0,81,81.41,3,19.1
2019-02-04,12:00:00,353.62,15.7,4.1,92,81.38,3,19.0
2019-02-04,13:00:00,335.71,15.7,4.1,70,81.45,3,18.9
2019-02-04,14:00:00,331.95,15.6,4.2,54,82.01,4,18.7
2019-02-04,15:00:00,316.44,15.5,4.2,43,82.78,4,18.5
2019-02-04,16:00:00,220.72,15.5,4.2,21,84.32,4,18.2
2019-02-04,17:00:00,295.2,15.6,4.2,6,85.86,3,18.0
2019-02-04,18:00:00,211.98,15.7,4.2,0,86.77,4,17.9
2019-02-04,19:00:00,268.74,15.7,4.2,0,86.54,4,18.0
2019-02-04,20:00:00,287.98,15.8,4.2,0,86.93,4,18.0
2019-02-04,21:00:00,225.83,15.9,4.2,0,86.87,4,18.1
2019-02-04,22:00:00,255.7,16.0,4.1,0,87.39,3,18.1
2019-02-04,23:00:00,278.87,16.0,4.0,0,87.82,3,18.1
2019-02-05,00:00:00,211.5,16.1,4.0,0,87.64,3,18.2
2019-02-05,01:00:00,236.43,16.2,4.0,0,88.15,4,18.2
2019-02-05,02:00:00,179.69,16.3,3.9,0,88.41,4,18.2
2019-02-05,03:00:00,228.53,16.3,3.9,0,88.47,4,18.2
2019-02-05,04:00:00,226.74,16.2,3.7,0,88.75,3,18.1
2019-02-05,05:00:00,181.34,16.2,3.6,0,88.59,3,18.1
2019-02-05,06:00:00,178.52,16.2,3.5,0,88.23,3,18.2
2019-02-05,07:00:00,233.01,16.6,3.4,4,86.22,3,19.0
2019-02-05,08:00:00,254.45,16.9,3.4,17,83.77,3,19.7
2019-02-05,09:00:00,266.02,17.1,3.4,79,81.63,3,20.3
2019-02-05,10:00:00,288.27,17.2,3.4,564,79.71,1,20.8
2019-02-05,11:00:00,212.12,17.2,3.4,304,79.01,3,21.0
2019-02-05,12:00:00,298.79,17.2,3.4,296,79.58,3,20.9
2019-02-05,13:00:00,320.9,17.2,3.4,284,79.81,3,20.8
2019-02-05,14:00:00,205.48,17.1,3.4,603,80.21,1,20.6
2019-02-05,15:00:00,323.85,16.9,3.3,233,81.37,2,20.2
2019-02-05,16:00:00,214.79,16.7,3.2,60,83.8,3,19.5
2019-02-05,17:00:00,292.57,16.4,3.1,77,87.99,1,18.4
2019-02-05,18:00:00,271.26,16.0,2.9,0,88.66,3,17.9
2019-02-05,19:00:00,204.4,15.7,2.8,0,87.79,3,17.8
2019-02-05,20:00:00,283.1,15.6,2.8,0,87.06,0,17.8
2019-02-05,21:00:00,261.08,15.6,2.9,0,87.5,3,17.7
2019-02-05,22:00:00,268.73,15.7,2.9,0,88.15,3,17.7
2019-02-05,23:00:00,268.17,15.9,2.9,0,89.25,3,17.7
2019-02-06,00:00:00,220.5,16.0,2.9,0,89.98,3,17.7
2019-02-06,01:00:00,213.71,16.0,2.9,0,90.55,3,17.6
2019-02-06,02:00:00,233.61,16.0,2.8,0,90.08,1,17.6
2019-02-06,03:00:00,228.0,15.9,2.7,0,89.55,3,17.6
2019-02-06,04:00:00,222.27,15.8,2.5,0,89.21,1,17.6
2019-02-06,05:00:00,187.31,15.7,2.2,0,88.86,1,17.6
2019-02-06,06:00:00,178.41,15.7,2.0,0,87.82,1,17.7
2019-02-06,07:00:00,239.69,16.2,1.9,39,85.36,1,18.7
2019-02-06,08:00:00,212.99,16.3,1.8,233,80.09,0,19.8
2019-02-06,09:00:00,200.81,16.2,1.7,440,75.84,0,20.6
2019-02-06,10:00:00,307.11,16.2,1.7,613,72.22,0,21.4
2019-02-06,11:00:00,220.88,16.5,1.7,743,70.41,0,22.1
2019-02-06,12:00:00,308.88,16.8,1.7,791,69.35,0,22.7
2019-02-06,13:00:00,222.29,17.2,1.8,762,69.7,0,23.0
2019-02-06,14:00:00,216.82,17.5,2.0,664,71.77,0,22.9
2019-02-06,15:00:00,323.31,17.8,2.2,499,74.55,0,22.6
2019-02-06,16:00:00,314.0,18.1,2.5,293,79.24,0,21.9
2019-02-06,17:00:00,306.78,18.3,2.8,87,85.19,0,20.9
2019-02-06,18:00:00,318.23,18.4,3.0,0,87.71,0,20.5
2019-02-06,19:00:00,295.8,18.5,3.0,0,88.67,0,20.4
2019-02-06,20:00:00,289.17,18.5,3.0,0,88.31,0,20.5
2019-02-06,21:00:00,280.55,18.5,3.0,0,88.46,0,20.5
2019-02-06,22:00:00,289.68,18.5,2.9,0,89.52,0,20.3
2019-02-06,23:00:00,267.4,18.5,2.9,0,90.52,0,20.1
2019-02-07,00:00:00,259.41,18.5,2.8,0,90.86,0,20.0
2019-02-07,01:00:00,247.13,18.4,2.8,0,90.85,0,19.9
2019-02-07,02:00:00,238.88,18.2,2.7,0,91.51,1,19.6
2019-02-07,03:00:00,187.23,18.0,2.7,0,92.7,1,19.2
2019-02-07,04:00:00,189.57,17.8,2.6,0,93.57,3,18.9
2019-02-07,05:00:00,218.41,17.7,2.5,0,93.91,3,18.7
2019-02-07,06:00:00,190.85,17.6,2.5,0,92.06,1,18.9
2019-02-07,07:00:00,241.69,18.0,2.4,34,85.28,3,20.6
2019-02-07,08:00:00,201.34,18.3,2.4,245,79.07,0,22.1
2019-02-07,09:00:00,288.34,18.3,2.4,452,71.68,0,23.7
2019-02-07,10:00:00,317.4,18.1,2.4,624,66.58,0,24.7
2019-02-07,11:00:00,238.53,18.0,2.4,745,64.37,0,25.2
2019-02-07,12:00:00,313.91,18.0,2.5,789,63.35,0,25.5
2019-02-07,13:00:00,334.0,18.1,2.5,761,64.05,0,25.4
2019-02-07,14:00:00,328.51,18.4,2.6,661,67.04,0,24.9
2019-02-07,15:00:00,230.82,18.7,2.7,500,72.12,0,24.0
