,GHI_MAE_TRAIN,GHI_MAPE_TRAIN,GHI_RMSE_TRAIN
1289,78.0463,0.6445,17475.6105
1290,88.8909,1.4138,20375.6666
1291,92.8377,1.4577,22392.7534
1292,98.7918,6209956490160812.0,24222.086
1293,101.3134,1.6221687750066176e+16,27694.9295
1294,104.7979,2.0202869388301652e+16,31062.6342
1295,105.3756,1.6256889302024192e+16,32799.6364
1296,107.1711,1.2242888744938154e+16,33862.691
1297,103.998,7595715519141205.0,32428.4116
1298,101.1969,9322892951726762.0,30553.8045
1299,101.6558,9807675932016642.0,29895.765
1300,104.3092,1.0182735382795606e+16,30884.7388
1301,108.7079,1.9622300763204268e+16,33790.0515
1302,112.0311,1.8262902453917012e+16,36986.4414
1303,112.378,1.1655533355685206e+16,38791.3755
1304,104.575,3.000926434632226e+16,34006.728
1305,89.9211,3.1175076668418732e+16,25210.0868
1306,88.6676,3.546709403771426e+16,24387.885
1307,83.3277,3.966455698616047e+16,23762.3694
1308,105.1311,3.4477572227421524e+16,34634.8783
1309,107.1407,3.3932427955710636e+16,36080.4199
1310,89.2807,2.2667467293720576e+16,27173.6129
1311,72.006,8202359606520491.0,20004.5666
1312,73.8239,0.909,21796.5242
1313,72.154,0.6891,19591.6592
1314,70.1203,7763507006494037.0,19454.082
1315,72.1094,1.47288387223552e+16,18064.3454
1316,70.5824,1.0386873030890838e+16,18533.7637
1317,73.5981,1.4680914045610666e+16,18258.1621
1318,76.655,1.442943368883951e+16,19311.7467
1319,75.0328,8187365159862272.0,19485.8925
1320,72.4688,2726833218213205.5,19502.8637
1321,71.5611,0.4366,19275.3471
1322,71.199,3785858694687402.5,20050.1462
1323,76.2291,1.1020218214121472e+16,21321.1878
1324,80.8105,1.4150807707101866e+16,22942.8137
1325,84.1642,2.1995161746320044e+16,21677.5493
1326,81.9804,2.2117962019591508e+16,20971.1268
1327,78.2608,1.840214386199757e+16,19707.4963
1328,85.1497,2.303084729676595e+16,22887.3342
1329,80.7985,1.9368051942096896e+16,21228.0827
1330,84.1756,3.06003162707613e+16,22450.3647
1331,81.9071,2.78508929562269e+16,21690.7044
1332,56.2021,1.3433088607169194e+16,7975.5166
1333,89.9585,4.903090498533239e+16,18882.6983
1334,94.6794,4.6830911067171496e+16,20675.6169
1335,96.6785,4.907995494350848e+16,20953.2725
1336,98.6286,4.223458882250342e+16,21422.618
1337,108.7459,6.989709663902106e+16,24807.0426
1338,103.5426,6.643700918369212e+16,24442.0898
1339,103.3969,5.895387931441015e+16,24292.7284
1340,103.7627,6.52474251739136e+16,24246.9114
1341,107.6746,7.319659932164642e+16,27204.7877
1342,109.5692,7.156515313094929e+16,27685.1514
1343,110.1342,7.0123852300724904e+16,28014.1649
1344,106.8906,6.028623543585997e+16,26145.9291
1345,102.7553,5.312918640149572e+16,24023.0016
1346,99.7969,5.2797632106113704e+16,22650.7955
1347,102.6211,6.161037957983983e+16,23498.4232
1348,107.3237,6.6826741914883416e+16,25784.6436
1349,102.72,5.590234513696358e+16,23954.8482
1350,97.9896,4.355526979118694e+16,22439.9341
1351,97.6694,4.875832918085905e+16,22272.7987
1352,103.6139,5.914954943448132e+16,24789.3565
1353,95.8242,4.601410778754799e+16,22813.8069
1354,95.9054,3.330319788802048e+16,23645.8798
1355,94.8678,2.6482822750055084e+16,23872.9961
1356,102.5961,2.4955409257201664e+16,26010.1168
1357,106.9538,3.0581112800892244e+16,26578.7503
1358,102.5345,2.5953685642499412e+16,25090.7521
1359,95.2808,1.8468276336765612e+16,21649.0889
1360,93.9871,1.6539883265501866e+16,21835.1902
1361,93.467,2.3894192989492564e+16,21052.8508
1362,101.017,4.614095606749594e+16,23442.0049
1363,99.3946,3.3668644486163116e+16,22809.5779
1364,103.1886,3.637357265533884e+16,24676.402
1365,112.9103,4.832119599940676e+16,29185.8368
1366,116.7057,4.697119829978863e+16,31609.3592
1367,120.3681,4.723782271124548e+16,33405.6576
1368,112.8361,3.4825354698817536e+16,30060.0901
1369,110.0074,3.25798874564963e+16,28499.0452
1370,107.179,3.513557553372638e+16,26519.4825
1371,103.783,3.4935069638393856e+16,25203.088
1372,110.886,4.491015587941581e+16,27309.9301
1373,103.7185,3.2501878681326932e+16,24792.3744
1374,97.9685,2.2258514824353108e+16,23125.7427
1375,92.7485,1.4021348802865834e+16,21838.7575
1376,93.7445,2.006789968311091e+16,21420.1281
1377,93.6156,2.681528507310626e+16,20266.019
1378,83.9635,2.871473185436467e+16,17622.7289
1379,68.8462,2.0001320531744084e+16,14534.2403
1380,56.0547,7413987578740736.0,10959.9231
1381,42.5425,0.3282,6024.5222
1382,40.6126,0.3325,5615.7299
1383,40.9009,0.3196,5792.009
1384,47.0977,0.3478,7117.2057
1385,36.0998,0.1074,4149.2749
1386,41.7726,1.2666615901803862e+16,4563.6064
1387,49.053,1.852817538233139e+16,6011.1089
1388,50.5012,1.7694788518150144e+16,6484.4363
1389,55.0636,2.0112998271374676e+16,7773.1515
1390,64.8895,2.181043233960755e+16,11217.2987
1391,64.069,1.8129433481882284e+16,11176.0707
1392,60.1973,1.3140914866924202e+16,9923.4313
1393,48.6308,2478264849268736.0,7341.168
1394,45.5029,3129917330598570.5,6119.8275
1395,45.3645,2966539816927232.0,5455.2303
1396,43.4987,0.1186,5571.8899
1397,42.3576,0.1187,5399.9028
1398,42.5663,0.1187,5397.6161
1399,44.2657,0.1606,5498.8546
1400,42.4889,0.1249,5869.6043
1401,51.9443,0.2464,6735.2595
1402,65.2895,6357318249742336.0,10322.5602
1403,65.7036,1.242993313902319e+16,10839.7551
1404,71.8091,1463220553733461.8,12901.9144
1405,63.8893,0.3202,11068.6713
1406,60.4065,0.3212,10044.2672
1407,62.9241,0.3311,11697.7369
1408,55.5729,0.2561,10359.5365
1409,54.2941,562144736531797.6,8982.9678
1410,50.7655,2660212906743125.5,8487.3118
1411,60.4287,7314028657377280.0,10566.9409
1412,54.8491,5240040489746432.0,8546.6809
1413,56.1612,6207804711545515.0,8949.6859
1414,58.9421,3413924906358101.5,9031.0528
1415,61.9776,1024538410221568.4,10723.2298
1416,53.9912,0.2764,8422.109
1417,51.2013,0.2195,8069.3647
1418,47.5312,0.1669,7423.7899
1419,47.0548,0.1824,7643.8223
1420,48.956,0.2017,8574.3691
1421,49.4648,2072681244874069.2,8670.5996
1422,50.6197,0.1983,8755.2043
1423,49.607,1156215486109013.5,8284.7708
1424,47.5139,1287906431161685.2,8136.8387
1425,41.4307,2144544458713770.8,6419.4986
1426,35.5755,0.1346,5444.2693
1427,37.0415,2822465138982912.0,5496.5336
1428,38.2784,1.2500057070064982e+16,4876.1194
1429,38.7525,1.0550345212799658e+16,4984.0842
1430,49.6859,5263706117461333.0,9307.0301
1431,59.3603,0.2379,11956.8622
1432,56.1179,6404557879203157.0,11570.9741
1433,62.3999,1.128753125200145e+16,13070.6846
1434,60.4486,1.2765636372813142e+16,12183.8321
1435,54.895,1.050693168337169e+16,11743.6099
1436,62.2312,1.1264458687687338e+16,13034.9847
1437,58.2309,7337862146730667.0,12012.4918
1438,55.4233,0.1768,11623.9417
1439,65.2399,0.2292,13202.5635
1440,67.2356,0.2405,13859.6672
1441,71.9955,0.2535,14475.3753
1442,74.4176,0.264,14838.2377
1443,70.957,0.2487,14089.1959
1444,70.8971,0.2423,14044.1439
1445,84.6422,640566633867947.0,17048.2414
1446,87.3611,4954376846180352.0,17427.4608
1447,85.6461,697716587189589.6,16919.8323
1448,80.2441,6457428926616917.0,15894.1596
1449,70.9973,1911742019928064.0,13702.0709
1450,68.1938,983960722429269.4,12855.0448
1451,74.6162,1.2828228362873514e+16,13722.6977
1452,83.5094,1.0497186402577066e+16,17233.2965
1453,85.1881,9459238120194048.0,18357.9584
1454,73.3311,4152808531383637.5,15117.7836
1455,69.2215,0.1698,13229.8818
1456,76.831,9064169132610902.0,14507.1175
1457,77.5148,1.7960631245559126e+16,12765.9158
1458,75.642,3.959305723392819e+16,12251.229
1459,70.6743,2.111606088322253e+16,11640.8056
1460,70.6281,1.4490483785640618e+16,11986.5294
1461,63.5298,1.9826571197371732e+16,9710.9507
1462,65.867,1.923818931093504e+16,9456.0454
1463,64.5089,1.86781685252096e+16,9331.6092
1464,66.43,1.939430278221005e+16,9850.787
1465,67.7993,2.1833867112830292e+16,10404.6264
1466,71.5863,2.9507304360159916e+16,11085.0269
1467,69.0028,2.3248229908174164e+16,10662.6886
1468,64.4119,1.5712371916581546e+16,10103.3573
1469,64.7842,1.4053911813248342e+16,10243.6285
1470,64.3278,6798495858731691.0,10594.4711
1471,67.7175,0.5606,12253.7057
1472,70.4788,0.7408,13332.6297
1473,74.9222,32495588343808.652,14307.0144
1474,81.1242,1255616956508843.2,16200.77
1475,78.0987,1.190821272415983e+16,14401.7884
1476,76.2189,0.9647,15074.9776
1477,74.6277,0.79,14220.3149
1478,69.8115,0.5402,12619.0631
1479,67.8301,0.565,11813.7623
1480,66.728,0.6012,10832.9487
1481,62.8124,0.4987,9512.8966
1482,62.6611,621546371197611.1,9246.4586
1483,67.4592,7154872201773056.0,10016.4081
1484,61.3703,1722691518201856.2,8601.5265
1485,60.0674,1312012203545941.8,8269.2861
1486,62.1613,1031729348695381.4,9240.0469
1487,63.6405,0.2585,9577.8916
1488,60.2336,0.2366,8925.8771
1489,58.479,0.2167,8461.9055
1490,56.6583,0.1981,8051.0619
1491,58.8999,0.2193,8378.9999
1492,59.0475,0.2448,8424.3282
1493,71.6161,9259043967904426.0,12490.2489
1494,70.0675,7178709270265856.0,11687.7066
1495,63.0761,0.2433,9783.1489
1496,57.1209,0.2093,8364.4297
1497,58.0041,7414965399628459.0,8155.3787
1498,52.2857,9768679776452608.0,6484.7971
1499,56.7254,1.866073954792243e+16,7414.7502
1500,47.9629,4649846485024768.0,6250.8891
1501,51.0534,4659609303602517.0,7161.0402
1502,47.3318,5303507937307307.0,7089.5601
1503,44.9249,0.1887,6042.6996
1504,34.0294,0.1311,3591.3497
1505,31.1705,0.1044,3118.0764
1506,35.6843,0.1202,3759.7142
1507,40.8161,4804356859756544.0,4081.0159
1508,44.1319,714893190408874.9,4859.6902
1509,38.8924,1414720798763690.8,4182.8971
1510,33.981,2659297899752106.5,3178.983
1511,32.4931,991340997378048.2,2953.8072
1512,34.2625,4764834212784811.0,2759.737
1513,34.2672,4354489458185557.5,2733.4733
1514,33.8896,7633209151979520.0,2644.5779
1515,30.7061,1.0665063073447936e+16,2378.6816
1516,32.0624,1.1288198403588096e+16,2694.2297
1517,40.125,1.6394707644274006e+16,3734.9795
1518,34.5703,1.0836146653233152e+16,2829.9244
1519,27.4076,0.1246,2355.5085
1520,26.4442,0.0751,2450.2383
1521,36.184,1.3107220848487082e+16,3023.2002
1522,47.2426,1.9646798898746708e+16,5389.8444
1523,51.1641,2.2280686877190828e+16,6607.5061
1524,44.2325,7460191405255339.0,5033.2733
1525,39.691,2627572407992320.0,4826.2817
1526,47.0843,1353337663040170.8,6303.4844
1527,48.1383,0.1414,6998.1247
1528,43.6749,0.1199,6414.3478
1529,49.1664,0.1271,7288.5435
1530,48.0283,5104602991034368.0,6751.2824
1531,56.3604,1.0218071510395562e+16,8138.878
1532,46.3769,4666241091021483.0,6124.405
1533,48.9029,5465760348504064.0,6887.5006
1534,65.0094,7451525592907776.0,10181.9848
1535,70.7356,5440447600831147.0,11606.5193
1536,69.0955,2832599830145706.5,11459.8967
1537,67.8133,491112822560085.6,11253.4217
1538,66.9352,4371341836113237.5,10636.2115
1539,61.7491,7274388972546731.0,9135.4163
1540,58.879,5031988336874837.0,8667.2195
1541,77.3305,1.232674654973679e+16,12559.887
1542,72.0838,9235665029256534.0,11363.922
1543,64.9534,408957569641130.94,10130.4803
1544,61.3768,4998377354472107.0,9236.0953
1545,76.9562,1.3866208857511254e+16,12411.7166
1546,62.805,1.1273581198224042e+16,8273.3115
1547,63.9282,1.4767741104466602e+16,8370.8229
1548,63.516,5712096766110379.0,8783.8974
1549,77.8352,8650945318267563.0,12845.559
1550,72.4296,9010160634691584.0,11621.5068
1551,50.4725,0.1879,6000.5341
1552,46.2738,0.1509,5563.0095
1553,39.7585,0.1257,4493.3446
1554,34.8543,7816961453632171.0,3545.8685
1555,41.0685,1.1300272988312918e+16,4588.823
1556,34.6716,4802836441333760.0,3553.3501
1557,30.8786,3218514273894400.0,2740.6815
1558,32.6919,991076498975402.6,3471.934
1559,32.9554,0.1274,3350.8226
1560,30.7135,0.0922,3231.4404
1561,31.5526,0.0862,3186.6408
1562,32.6087,0.0913,3143.4073
1563,33.9008,0.1029,3130.575
1564,38.0977,0.1342,3554.6264
1565,33.2173,0.1073,3180.7285
1566,32.7991,0.1046,3431.7984
1567,27.4594,0.0608,3023.2028
1568,31.6774,0.0863,3092.7631
1569,38.2283,3190819966855850.5,4165.9209
1570,40.3974,9175774573625344.0,4334.5017
1571,42.6662,1.6212840117436416e+16,4777.1885
1572,50.6091,3790119660158976.0,8240.3505
1573,58.2856,0.1357,11718.0154
1574,56.1566,0.1403,11064.6273
1575,56.3469,0.1131,10517.2284
1576,54.975,0.1159,10512.8599
1577,58.5805,0.1323,11854.2655
1578,61.3421,2083463581313706.8,12683.9542
1579,58.3781,744555710950058.8,12237.8954
1580,58.5654,3229785341820928.0,12859.2752
1581,61.5863,2583385426537130.5,14127.8028
1582,64.9583,0.1071,15396.6269
1583,66.7939,0.1322,14745.9393
1584,67.38,0.1405,15237.7616
1585,68.0635,0.1437,15445.5332
1586,66.4355,0.1449,14693.9881
1587,62.508,0.1299,13015.8646
1588,57.438,0.1085,10865.0912
1589,60.6309,0.1295,11163.6987
1590,51.9045,0.0977,9190.0847
1591,54.7085,0.1029,10568.2516
1592,56.1064,0.1063,11003.3197
1593,53.4768,0.1084,9563.8878
1594,52.0931,0.0981,9389.0223
1595,48.9348,2873112109165226.5,8284.2821
1596,37.6799,0.0713,5109.9307
1597,47.8499,0.1244,7921.7092
1598,53.3401,0.1412,8383.1588
1599,50.5112,0.1424,7799.0561
1600,53.2295,0.1527,8991.7127
1601,54.0331,0.1449,8137.9354
1602,51.5683,0.1369,7375.7324
1603,48.6374,3612462632927232.0,6893.4847
1604,49.6367,0.1665,7098.9849
1605,57.6316,1396591741807274.8,8661.3512
1606,53.0282,0.1244,8503.9019
1607,52.1815,0.149,7973.1945
1608,48.8583,0.1452,7224.946
1609,41.1114,0.1278,6191.4789
1610,37.8949,0.1311,5937.457
1611,32.0633,0.1153,6034.3414
1612,33.9393,0.1124,6298.6853
1613,35.3742,0.1277,6443.1572
1614,41.175,0.1587,5999.6325
1615,42.1811,0.2415,6099.9833
1616,51.6008,0.3754,7829.9695
1617,52.3223,0.3179,7677.0926
1618,50.4574,0.3092,7337.2074
1619,43.59,0.3057,5397.4718
1620,49.7777,0.3502,6915.9409
1621,55.5762,0.291,8409.9256
1622,67.8822,0.3207,12511.6067
1623,75.7294,1498420405600256.2,15955.0131
1624,85.0516,562203210721963.0,18965.206
1625,86.0491,4461646028909226.5,19034.2614
1626,87.7892,1.8892619105610412e+16,18029.4296
1627,77.6831,1.3275341616665942e+16,14575.6773
1628,66.5188,4712770977136641.0,10358.9155
1629,64.3201,4142439764503210.5,9859.6983
1630,74.0471,4279275990898005.5,13033.2984
1631,81.743,3674626199999829.5,15859.7018
1632,78.1189,1165922649068885.8,14913.5374
1633,78.3864,251294957349547.16,15325.2266
1634,78.5366,3625764504556886.0,14977.2998
1635,78.9566,8697591526413653.0,14829.971
1636,87.7919,1.2682704849294678e+16,17731.4455
1637,105.3453,2.1195882649092096e+16,24445.3716
1638,98.8364,1.5866528314425344e+16,22234.6955
1639,83.6586,7348091327173973.0,17350.5839
1640,65.9641,6240208808138069.0,12176.2504
1641,63.4182,1560893836667562.8,11655.0233
1642,69.7081,1019620135796736.4,12665.6932
1643,88.0602,2154441137105579.2,16890.9481
1644,102.8933,8415306232539819.0,22843.6516
1645,94.5297,0.377,21954.8734
1646,90.199,0.2713,19925.7825
1647,80.5284,0.311,16152.1733
1648,72.7734,0.2711,13513.4555
1649,64.4709,0.3506,11236.8196
1650,60.6889,0.3956,10191.997
1651,52.9528,4565756036164267.0,7726.046
1652,45.7008,6947227041792.117,6594.76
1653,47.0506,0.1045,6795.8694
1654,49.9982,0.0973,7618.9153
1655,51.0333,0.1109,8237.4071
1656,56.7324,0.1294,9704.707
1657,57.1415,0.1347,9863.7302
1658,56.7042,0.1489,9222.6308
1659,50.0871,0.1004,7612.4535
1660,47.5671,0.0937,6800.3347
1661,55.8448,6157039629762560.0,6716.4926
1662,63.3475,7427601193413291.0,8654.2136
1663,61.2383,0.1926,9008.655
1664,66.8976,4269415819728213.5,9839.7488
1665,72.593,1.0016409910946474e+16,10666.8207
1666,69.5635,1.3875077114931882e+16,9687.3518
1667,86.1851,2.3003272175069868e+16,18537.9782
1668,72.267,2686422586753024.5,16002.0494
1669,66.1936,0.2772,15073.2081
1670,77.5497,0.3638,18100.7329
1671,79.8983,0.3583,19459.7552
1672,83.0491,0.3982,21063.779
1673,86.7382,0.4256,20860.4212
1674,89.8612,3548717086233941.5,20721.1859
1675,93.5239,1.008526253166865e+16,20668.1461
1676,96.8019,3996523619330731.0,22105.9773
1677,91.6764,3779520038786389.5,20457.0039
1678,84.8766,3574084594739882.5,18284.6528
1679,80.2918,1540017432297472.2,17013.7131
1680,81.0628,0.4475,17833.4703
1681,81.4757,0.4555,18212.4256
1682,82.9216,0.462,18859.3014
1683,84.9861,6385365102013099.0,19391.8267
1684,84.2757,1.3012460985035434e+16,19819.162
1685,81.6544,2.0038597984561836e+16,20672.9618
1686,80.5269,1.4659988964944554e+16,19372.9034
1687,80.4941,3308439793740459.5,18539.7532
1688,79.0587,2550834048357717.5,18543.321
1689,79.9477,8437714508578816.0,18511.7046
1690,85.6265,9448642435874816.0,21166.5578
1691,79.3514,1.5803833245149866e+16,16249.3476
1692,69.0956,2153754658166101.2,13542.91
1693,67.2025,0.2938,12874.3795
1694,50.2065,2783615549177856.0,7491.272
1695,64.5539,0.4109,13463.0976
1696,63.7069,3768690278749525.5,12945.3355
1697,71.5455,5418690012337494.0,14563.9503
1698,76.8564,2.1313335688080044e+16,14617.9856
1699,75.7657,1.8464624182908244e+16,14678.3734
1700,72.7334,1.9013765369080492e+16,13916.9464
1701,70.4693,2.3432213422232916e+16,12699.6844
1702,68.7072,2.190321651810304e+16,12139.3224
1703,66.8748,1.6591304045625344e+16,11804.0855
1704,65.6644,1.7615984458203136e+16,11324.1186
1705,64.3819,1.5867307135161686e+16,10963.7932
1706,66.2188,1.7721214020266666e+16,11349.9555
1707,68.7349,1.7952034152688298e+16,12413.9306
1708,69.9966,1.761263008874496e+16,12470.4678
1709,69.9394,1.9130538818972332e+16,12429.5477
1710,72.3631,1.3099938015608832e+16,13739.3381
1711,71.8505,9454116371693568.0,13938.8006
1712,70.3042,1.8701639089826476e+16,13217.252
1713,84.9061,5142396197841579.0,19122.658
1714,96.2891,1.2651,25331.7484
1715,108.4164,1.5972,30317.2906
1716,119.7799,1.5648,35365.5921
1717,123.0108,1.4452,36443.3431
1718,122.4272,1.227,34179.3619
1719,100.7379,0.8719,24318.6295
1720,105.5668,0.9548,24998.7718
1721,100.9271,0.5014,24728.9291
1722,101.1713,5465443594665984.0,24488.9334
1723,102.1929,1.0371687458187946e+16,24308.9471
1724,95.0947,4097792505719466.5,23113.7021
1725,102.1763,4773107035624789.0,25230.4987
1726,112.551,4012403187165866.5,28600.3465
1727,112.0975,1681944626593792.0,29073.6927
1728,108.8325,0.2068,27907.2704
1729,108.136,0.2053,27289.5643
1730,106.6681,0.202,26553.283
1731,103.465,3205583559021909.5,25137.9157
1732,103.7601,7484285455958016.0,24513.2699
1733,111.9932,1.490727027535599e+16,27512.9144
1734,105.0469,7347425607243093.0,25522.7819
1735,99.4888,0.1782,24047.5182
1736,95.7937,0.1569,24026.4355
1737,92.5825,0.1422,22874.9625
1738,83.373,0.1304,18669.5065
1739,89.8121,4458961316435285.5,21001.4798
1740,88.6624,9460674786754560.0,20440.4201
1741,91.8925,3012575960760320.0,23000.5441
1742,100.4292,0.1753,26755.5966
1743,104.3087,0.1841,27215.8751
1744,98.8539,1387117133430784.2,25101.2454
1745,113.4817,1.0712873217731242e+16,30523.239
1746,118.9109,7503925625574741.0,33090.5574
1747,114.7811,5354584046305281.0,32479.9619
1748,108.4713,4704485627308716.0,30978.0044
1749,118.3114,7624911275163650.0,33759.4577
1750,115.2466,1.2955,34757.7587
1751,106.5022,0.6508,32889.891
1752,103.4695,0.5707,30658.9396
1753,102.2553,0.7905,28179.8419
1754,100.3694,0.9222,25841.7561
1755,93.855,0.8132,22046.0905
1756,90.2012,1.0622,19149.7764
1757,97.4254,1.409,20441.6777
1758,96.9535,1.4242,20630.3572
1759,106.9445,1220954601903446.8,25384.8999
1760,118.44,1.8355,30382.9626
1761,119.305,9056730249254230.0,30604.6887
1762,96.7166,1.3232,23461.296
1763,77.7029,924032685834241.0,19037.0507
1764,78.1152,1.0173,18366.9765
1765,92.3939,233785538904065.2,22501.0303
1766,100.6779,1.2923,25345.0087
1767,95.9211,1.3264,22423.6492
1768,105.1298,1326205996717398.8,24210.0373
1769,114.3708,6058964767386284.0,26737.9226
1770,108.0404,3804768719863809.0,25932.8747
1771,95.3074,1713788587868160.0,24009.8255
1772,96.1548,3875636396075690.5,24324.6192
1773,104.1975,4916793019028821.0,26673.1172
1774,96.2357,0.189,26514.8664
1775,88.6727,0.1833,25177.6983
1776,86.8267,0.1833,23536.4562
1777,87.6613,0.1956,22466.8325
1778,91.4621,0.2186,22159.298
1779,91.1356,0.2288,20871.817
1780,89.2844,0.2285,19570.3902
1781,90.6315,0.2616,19129.4731
1782,81.7962,0.2138,17310.4585
1783,90.1906,0.2326,20383.0126
1784,101.856,0.3,23147.9159
1785,111.6441,5026790710618795.0,25862.6384
1786,98.8874,0.2381,22972.3777
1787,81.7741,5785681009136981.0,17767.7554
1788,90.7153,0.1887,22857.7195
1789,98.8616,0.1867,27741.3692
1790,101.6705,0.1989,28968.7989
1791,100.432,0.2019,27120.5847
1792,110.2164,0.2277,29051.0448
1793,119.7462,2540947212599296.0,32835.3747
1794,120.9161,4013330542187861.5,34835.4548
1795,117.7128,2596234000160085.5,35187.7892
1796,116.5745,5104659183523157.0,35266.2454
1797,122.1938,4639954101600256.0,37682.1601
1798,129.1822,0.1983,41718.4858
1799,134.6954,0.236,43839.9721
1800,132.1741,0.2258,42353.075
1801,128.4266,0.2189,39955.3824
1802,125.8147,0.2187,37712.609
1803,119.6603,0.201,34426.3799
1804,112.9094,0.1689,32000.1507
1805,110.8307,0.1627,31206.577
1806,111.77,0.167,31715.039
1807,115.3976,0.1766,33628.1736
1808,121.017,459028745770325.5,35363.2826
1809,119.7126,2915653223361194.5,34143.8485
1810,99.3387,0.1509,26188.431
1811,90.8163,0.137,22935.2805
1812,89.1674,0.1346,21963.0261
1813,96.8624,0.1703,24039.2328
1814,92.0205,0.1801,21868.7734
1815,84.5665,0.1768,17795.0046
1816,81.5682,0.2044,16589.832
1817,94.2125,3853929989275648.0,21449.8463
1818,95.7881,4953183561099947.0,22392.0789
1819,89.1497,3217978118810282.5,19923.0453
1820,82.4477,1737472469194069.2,18719.2199
1821,90.8811,3080856277090304.0,21111.2007
1822,89.1658,0.1864,21047.1329
1823,84.9641,0.193,19683.3946
1824,84.1591,0.1956,19138.2904
1825,78.1092,0.1853,16665.3402
1826,71.635,0.1828,14038.342
1827,67.9811,0.18,12549.7585
1828,64.6734,0.1617,11748.549
1829,59.5003,0.1759,10594.6643
1830,66.4244,153810966151168.22,12731.3569
1831,65.7634,0.1771,12688.7475
1832,68.6372,0.1595,13332.4006
1833,76.1008,0.1914,14994.5704
1834,81.5002,0.2062,16885.7126
1835,78.9364,0.1784,16262.186
1836,69.4549,0.1787,13220.2339
1837,72.816,0.1994,12746.2969
1838,71.667,0.2031,12445.7175
1839,73.2262,0.2155,13304.671
1840,64.9039,0.1944,11766.4651
1841,66.2074,0.1843,12505.9813
1842,69.7307,3982390313615360.0,13782.0533
1843,62.5438,1601238969876480.0,11207.5049
1844,59.1524,846358560200021.4,10581.9162
1845,65.9193,2364262995460096.0,12288.5654
1846,59.3294,0.156,11311.5228
1847,56.5915,0.1301,11618.5243
1848,56.269,0.1308,11009.7893
1849,59.8311,0.1624,11655.5468
1850,62.3602,0.1893,11734.6845
1851,65.4439,0.2066,12239.7525
1852,64.6912,0.2093,11788.3367
1853,50.3586,0.136,8657.8539
1854,48.2024,0.1406,8008.1125
1855,47.8987,0.1198,8186.8688
1856,51.1438,0.1325,8793.9242
1857,48.3644,0.1355,8161.4988
1858,51.6323,3948556708741120.0,8710.9927
1859,44.2422,6337936493991253.0,6971.8229
1860,35.5635,0.1164,3715.296
1861,45.1777,0.1509,7035.6608
1862,46.4454,0.1769,6639.0732
1863,52.2544,1246767534309376.2,7655.9078
1864,47.4788,982122655383552.2,6616.8391
1865,47.4547,4499895933905578.5,6612.3293
1866,50.3815,1.6923973600848554e+16,7110.7025
1867,49.9246,1.3854174359147862e+16,7277.6825
1868,48.0075,8989241996476416.0,7296.9874
1869,52.8192,1.3851965314301952e+16,7384.4848
1870,53.9788,1.2937284740797782e+16,8047.5244
1871,54.5339,9263895133465258.0,7846.0391
1872,53.8985,1.0235466843772246e+16,7687.2344
1873,53.7531,9125883517687126.0,7273.8286
1874,57.0253,1.4993699333909162e+16,7946.5353
1875,61.7516,2.421721604816896e+16,9087.85
1876,91.1866,5.8901360454314664e+16,16382.2319
1877,87.3739,5.129563121892284e+16,14899.4256
1878,76.1116,3.1787804755929772e+16,11663.8513
1879,66.6296,2.204468701421022e+16,9946.714
1880,61.2411,1.7712661308724566e+16,9098.6734
1881,48.7806,4382623999371946.5,7321.2378
1882,53.0861,0.2411,8741.5156
1883,104.895,1.3608685481754624e+16,23997.8282
1884,100.5886,1.0321003980783616e+16,24649.7657
1885,69.8093,0.1997,15732.0992
1886,66.1853,0.3116,14904.4219
1887,79.2748,0.4732,20024.4958
1888,82.9449,0.4294,22214.7772
1889,89.1067,0.471,23387.9571
1890,99.0432,5369884867297281.0,25240.4051
1891,101.8839,1.1365703951755948e+16,25206.34
1892,105.4617,6221269434018476.0,27236.9909
1893,100.7575,7596107076993024.0,25595.5145
1894,96.3286,5876025646208342.0,24307.9535
1895,93.6886,2525838591393792.5,24094.6985
1896,92.3657,0.7159,24144.6967
1897,92.9334,0.7261,24397.0275
1898,93.9253,0.7331,24535.6973
1899,96.5443,5320294816983723.0,24779.803
1900,96.026,6472452722218325.0,23881.0422
1901,92.2015,1.4895285884944384e+16,21925.5245
1902,93.5857,1.0640060637162154e+16,22723.6853
1903,93.9947,0.8088,24039.5144
1904,107.1222,1.2773,28217.775
1905,102.245,4075784377466881.0,26041.3603
1906,110.0109,518829320262998.75,29288.853
1907,116.7099,1.8747,33742.5988
1908,128.2901,1.190708744272828e+16,39671.0536
1909,109.2482,2348767111370071.0,31180.9266
1910,91.3072,1.471,22508.8581
1911,65.5917,1.1351,11869.3046
1912,66.6735,517539890550102.75,12395.3327
1913,70.0957,7223549444663980.0,12997.3709
1914,61.3586,6306108638844247.0,10673.7856
1915,63.3282,3332512011692714.5,11866.3003
1916,62.6915,6427019126505472.0,11649.9868
1917,62.3141,3366574323575466.5,12006.1109
1918,58.6341,0.2229,11887.6914
1919,58.5663,0.2577,11721.159
1920,54.9703,0.2098,11173.9712
1921,53.6577,0.1738,10813.1408
1922,55.497,0.1924,11081.4018
1923,56.5335,0.1841,11089.6569
1924,57.8424,0.2092,11050.2917
1925,55.9373,0.2208,10401.8872
1926,51.9952,0.2189,9654.8456
1927,54.9674,0.2136,10588.3289
1928,59.7324,0.6691,11457.4774
1929,64.7173,0.7866,13020.831
