date,time,TEMPERATURE,DEW_POINT,PRECIPITABLE WATER,GHI,RELATIVE HUMIDITY,CLOUD_TYPE,OT
2019-01-23,00:00:00,14.3,8.8,1.4,0,69.69,0,359.32
2019-01-23,01:00:00,14.2,8.8,1.4,0,70.21,3,308.63
2019-01-23,02:00:00,14.1,8.9,1.4,0,71.05,3,284.17
2019-01-23,03:00:00,14.1,9.0,1.4,0,71.62,0,252.0
2019-01-23,04:00:00,14.1,9.2,1.4,0,72.27,3,263.33
2019-01-23,05:00:00,14.1,9.3,1.5,0,72.97,3,245.15
2019-01-23,06:00:00,14.1,9.5,1.5,0,74.06,3,236.47
2019-01-23,07:00:00,15.5,10.3,1.5,25,71.17,1,264.96
2019-01-23,08:00:00,16.6,10.3,1.5,84,66.33,3,289.27
2019-01-23,09:00:00,17.3,10.4,1.6,398,64.07,0,366.18
2019-01-23,10:00:00,17.8,10.7,1.6,454,63.31,2,430.89
2019-01-23,11:00:00,18.3,11.0,1.6,405,62.52,3,410.14
2019-01-23,12:00:00,18.6,11.3,1.7,179,62.35,3,421.73
2019-01-23,13:00:00,18.8,11.4,1.7,169,62.25,3,427.57
2019-01-23,14:00:00,18.8,11.5,1.8,207,62.65,3,441.64
2019-01-23,15:00:00,18.5,11.6,1.9,128,64.01,3,433.72
2019-01-23,16:00:00,18.0,11.7,1.9,37,66.86,3,414.68
2019-01-23,17:00:00,16.9,11.8,2.0,9,72.1,3,403.39
2019-01-23,18:00:00,16.6,11.8,2.0,0,73.32,3,371.87
2019-01-23,19:00:00,16.5,11.8,2.0,0,73.66,3,368.25
2019-01-23,20:00:00,16.4,11.8,2.0,0,74.16,3,373.89
2019-01-23,21:00:00,16.4,11.9,2.0,0,74.54,3,327.75
2019-01-23,22:00:00,16.4,12.0,2.0,0,75.02,3,338.0
2019-01-23,23:00:00,16.3,12.1,2.0,0,76.01,3,326.21
2019-01-24,00:00:00,16.3,12.2,2.0,0,76.45,3,313.46
2019-01-24,01:00:00,16.3,12.3,2.0,0,77.03,3,295.95
2019-01-24,02:00:00,16.3,12.4,2.0,0,77.64,3,278.02
2019-01-24,03:00:00,16.4,12.5,2.0,0,77.65,0,245.48
2019-01-24,04:00:00,16.4,12.6,2.0,0,78.01,3,234.26
2019-01-24,05:00:00,16.6,12.6,2.0,0,77.48,3,230.92
2019-01-24,06:00:00,16.6,12.7,2.0,0,77.71,3,225.51
2019-01-24,07:00:00,17.4,13.1,1.9,18,75.95,1,248.95
2019-01-24,08:00:00,18.1,13.2,1.9,190,73.17,2,299.72
2019-01-24,09:00:00,18.7,13.2,1.9,383,70.39,2,370.75
2019-01-24,10:00:00,19.1,13.2,1.9,544,68.74,0,393.82
2019-01-24,11:00:00,19.4,13.3,1.9,665,67.63,1,404.05
2019-01-24,12:00:00,19.6,13.3,1.9,705,66.98,1,423.47
2019-01-24,13:00:00,19.7,13.3,1.9,677,66.69,0,445.59
2019-01-24,14:00:00,19.6,13.4,2.0,577,67.2,0,422.29
2019-01-24,15:00:00,19.3,13.3,2.0,426,68.41,0,409.95
2019-01-24,16:00:00,18.7,13.4,2.1,237,71.47,0,409.7
2019-01-24,17:00:00,17.8,13.4,2.1,51,75.64,1,409.22
2019-01-24,18:00:00,17.5,13.4,2.1,0,76.78,0,380.1
2019-01-24,19:00:00,17.4,13.4,2.2,0,77.39,0,346.32
2019-01-24,20:00:00,17.3,13.5,2.2,0,78.14,0,361.35
2019-01-24,21:00:00,17.2,13.5,2.2,0,78.94,0,354.37
2019-01-24,22:00:00,17.1,13.6,2.2,0,79.9,0,351.41
2019-01-24,23:00:00,17.1,13.7,2.2,0,80.45,0,329.76
2019-01-25,00:00:00,17.2,13.8,2.3,0,80.29,0,322.21
2019-01-25,01:00:00,17.2,13.8,2.3,0,80.51,0,304.44
2019-01-25,02:00:00,17.2,13.8,2.3,0,80.64,0,283.0
2019-01-25,03:00:00,17.3,13.9,2.3,0,80.19,0,251.36
2019-01-25,04:00:00,17.3,13.9,2.4,0,80.27,0,245.11
2019-01-25,05:00:00,17.4,13.9,2.4,0,79.79,1,242.16
2019-01-25,06:00:00,17.3,13.9,2.4,0,80.43,1,241.86
2019-01-25,07:00:00,18.5,14.7,2.4,27,78.45,1,270.87
2019-01-25,08:00:00,19.6,14.9,2.4,92,74.3,4,325.3
2019-01-25,09:00:00,20.3,15.0,2.4,398,71.52,0,366.25
2019-01-25,10:00:00,20.9,14.9,2.4,560,68.75,0,393.83
2019-01-25,11:00:00,21.2,14.9,2.4,668,67.43,0,408.6
2019-01-25,12:00:00,21.2,14.9,2.4,709,67.43,0,376.73
2019-01-25,13:00:00,21.1,14.9,2.4,679,67.89,0,397.54
2019-01-25,14:00:00,20.7,14.9,2.4,580,69.4,0,405.89
2019-01-25,15:00:00,20.0,14.9,2.4,426,72.25,0,405.8
2019-01-25,16:00:00,19.1,14.8,2.3,238,75.97,0,403.64
2019-01-25,17:00:00,18.2,14.7,2.3,50,79.95,0,386.29
2019-01-25,18:00:00,18.0,14.5,2.3,0,80.08,1,368.81
2019-01-25,19:00:00,17.9,14.4,2.3,0,79.86,1,341.02
2019-01-25,20:00:00,17.8,14.2,2.2,0,79.57,0,340.66
2019-01-25,21:00:00,17.8,14.1,2.2,0,78.89,0,328.77
2019-01-25,22:00:00,17.7,13.8,2.1,0,78.09,0,308.16
2019-01-25,23:00:00,17.6,13.4,2.0,0,76.64,3,310.24
2019-01-26,00:00:00,17.3,13.0,1.9,0,75.61,3,321.17
2019-01-26,01:00:00,16.9,12.4,1.9,0,74.9,1,287.85
2019-01-26,02:00:00,16.6,12.1,1.8,0,74.52,1,266.14
2019-01-26,03:00:00,16.3,11.8,1.8,0,74.69,1,248.92
2019-01-26,04:00:00,16.0,11.6,1.8,0,75.13,1,238.01
2019-01-26,05:00:00,15.9,11.3,1.8,0,74.24,4,246.11
2019-01-26,06:00:00,15.7,10.9,1.8,0,73.14,4,234.62
2019-01-26,07:00:00,15.7,10.6,1.8,12,71.72,4,246.85
2019-01-26,08:00:00,15.7,10.5,1.8,83,71.16,3,290.25
2019-01-26,09:00:00,15.8,10.4,1.8,319,70.38,2,302.89
2019-01-26,10:00:00,15.7,10.4,1.8,50,70.56,4,304.64
2019-01-26,11:00:00,15.5,10.3,1.8,61,71.22,4,320.32
2019-01-26,12:00:00,15.4,10.3,1.8,65,71.57,4,322.9
2019-01-26,13:00:00,15.3,10.2,1.8,62,71.76,4,344.67
2019-01-26,14:00:00,15.2,10.2,1.8,53,71.95,4,337.54
2019-01-26,15:00:00,15.0,10.1,1.8,42,72.61,4,349.98
2019-01-26,16:00:00,14.7,10.1,1.8,24,73.95,4,338.52
2019-01-26,17:00:00,14.5,10.1,1.8,17,74.91,4,339.21
2019-01-26,18:00:00,14.5,10.1,1.9,0,74.88,3,315.91
2019-01-26,19:00:00,14.5,10.1,1.9,0,75.01,4,302.66
2019-01-26,20:00:00,14.6,10.2,2.0,0,74.87,4,331.08
2019-01-26,21:00:00,14.6,10.2,2.0,0,74.96,4,319.97
2019-01-26,22:00:00,14.7,10.3,2.0,0,74.81,4,304.19
2019-01-26,23:00:00,14.7,10.3,2.0,0,74.79,4,323.86
2019-01-27,00:00:00,14.6,10.2,2.0,0,75.01,4,309.51
2019-01-27,01:00:00,14.5,10.2,2.0,0,75.56,4,290.1
2019-01-27,02:00:00,14.5,10.2,2.0,0,75.51,4,264.28
2019-01-27,03:00:00,14.4,10.2,2.0,0,75.99,4,242.43
2019-01-27,04:00:00,14.4,10.3,2.0,0,76.23,4,252.23
2019-01-27,05:00:00,14.4,10.4,2.0,0,76.72,4,248.91
2019-01-27,06:00:00,14.5,10.5,2.0,0,77.0,4,233.83
2019-01-27,07:00:00,15.1,10.8,2.0,12,75.3,4,263.69
2019-01-27,08:00:00,15.8,10.8,2.0,76,72.11,3,264.12
2019-01-27,09:00:00,16.4,10.8,2.0,83,69.49,3,293.01
2019-01-27,10:00:00,16.9,10.9,2.0,161,67.79,3,301.18
2019-01-27,11:00:00,17.2,11.0,2.0,60,66.93,3,297.59
2019-01-27,12:00:00,17.4,11.1,2.0,203,66.54,3,307.05
2019-01-27,13:00:00,17.5,11.2,2.0,556,66.47,3,317.22
2019-01-27,14:00:00,17.4,11.2,2.0,403,67.09,3,303.62
2019-01-27,15:00:00,17.2,11.3,2.0,237,68.16,3,330.53
2019-01-27,16:00:00,16.9,11.4,2.0,262,69.99,1,322.76
2019-01-27,17:00:00,16.1,11.6,2.0,67,74.62,1,316.55
2019-01-27,18:00:00,15.8,11.6,2.0,0,76.04,0,320.67
2019-01-27,19:00:00,15.7,11.6,2.0,0,76.43,0,312.69
2019-01-27,20:00:00,15.6,11.6,2.0,0,77.22,0,301.33
2019-01-27,21:00:00,15.6,11.7,2.0,0,77.46,0,308.17
2019-01-27,22:00:00,15.6,11.7,2.0,0,77.51,0,302.63
2019-01-27,23:00:00,15.6,11.7,2.0,0,77.59,0,328.97
2019-01-28,00:00:00,15.6,11.7,2.0,0,77.54,0,305.46
2019-01-28,01:00:00,15.6,11.7,2.1,0,77.51,0,270.47
2019-01-28,02:00:00,15.6,11.6,2.1,0,77.3,0,265.94
2019-01-28,03:00:00,15.6,11.6,2.1,0,77.16,0,254.89
2019-01-28,04:00:00,15.7,11.6,2.1,0,76.49,0,235.0
2019-01-28,05:00:00,15.8,11.6,2.1,0,76.12,0,224.98
2019-01-28,06:00:00,15.9,11.7,2.1,0,76.13,0,231.2
2019-01-28,07:00:00,17.0,12.5,2.1,36,74.58,0,243.62
2019-01-28,08:00:00,18.2,12.4,2.1,224,69.0,0,316.37
2019-01-28,09:00:00,19.1,12.6,2.1,424,66.2,0,369.12
2019-01-28,10:00:00,19.6,12.9,2.1,590,65.42,0,377.79
2019-01-28,11:00:00,20.0,13.2,2.1,708,65.08,0,380.49
2019-01-28,12:00:00,20.2,13.4,2.1,753,65.06,0,399.17
2019-01-28,13:00:00,20.2,13.5,2.2,723,65.44,0,423.18
2019-01-28,14:00:00,20.0,13.5,2.2,624,66.15,0,411.67
2019-01-28,15:00:00,19.7,13.4,2.2,387,67.15,2,411.08
2019-01-28,16:00:00,19.0,13.6,2.3,163,70.97,3,391.1
2019-01-28,17:00:00,17.9,13.7,2.3,36,76.68,3,381.4
2019-01-28,18:00:00,17.7,13.7,2.3,0,77.22,3,389.92
2019-01-28,19:00:00,17.7,13.7,2.4,0,77.47,3,367.73
2019-01-28,20:00:00,17.8,13.8,2.4,0,77.29,3,364.22
2019-01-28,21:00:00,17.8,13.8,2.4,0,77.64,3,351.41
2019-01-28,22:00:00,17.8,13.9,2.4,0,78.17,3,345.6
2019-01-28,23:00:00,17.7,14.0,2.4,0,79.1,3,347.67
2019-01-29,00:00:00,17.6,14.1,2.4,0,79.85,3,346.01
2019-01-29,01:00:00,17.6,14.2,2.5,0,80.23,3,332.38
2019-01-29,02:00:00,17.7,14.2,2.5,0,80.01,3,293.55
2019-01-29,03:00:00,17.7,14.2,2.5,0,79.92,3,254.9
2019-01-29,04:00:00,17.8,14.2,2.5,0,79.3,3,270.41
2019-01-29,05:00:00,17.8,14.2,2.5,0,79.55,3,264.26
2019-01-29,06:00:00,17.8,14.3,2.5,0,79.99,3,266.42
2019-01-29,07:00:00,18.7,14.8,2.6,24,77.85,3,260.63
2019-01-29,08:00:00,19.5,14.9,2.6,217,74.54,1,287.05
2019-01-29,09:00:00,20.1,14.9,2.6,318,71.98,2,347.56
2019-01-29,10:00:00,20.5,15.0,2.6,582,70.82,1,352.83
2019-01-29,11:00:00,20.8,15.1,2.6,700,69.9,1,415.79
2019-01-29,12:00:00,21.1,15.2,2.7,742,69.06,0,410.28
2019-01-29,13:00:00,21.1,15.3,2.7,445,69.42,2,414.06
2019-01-29,14:00:00,21.1,15.4,2.7,410,69.81,2,422.77
2019-01-29,15:00:00,20.9,15.5,2.8,281,71.13,2,389.94
2019-01-29,16:00:00,20.5,15.7,2.8,177,73.91,3,411.65
2019-01-29,17:00:00,19.6,15.8,2.8,44,78.76,3,384.6
2019-01-29,18:00:00,19.3,15.8,2.8,0,80.35,1,387.29
2019-01-29,19:00:00,19.3,15.9,2.8,0,80.7,1,371.12
2019-01-29,20:00:00,19.2,16.0,2.8,0,81.83,3,376.26
2019-01-29,21:00:00,19.2,16.1,2.8,0,82.34,3,342.42
2019-01-29,22:00:00,19.2,16.2,2.8,0,82.8,1,331.75
2019-01-29,23:00:00,19.2,16.3,2.8,0,83.12,3,345.02
2019-01-30,00:00:00,19.2,16.3,2.9,0,83.38,3,326.32
2019-01-30,01:00:00,19.2,16.3,2.9,0,83.52,3,306.28
2019-01-30,02:00:00,19.1,16.3,2.8,0,83.93,0,265.71
2019-01-30,03:00:00,19.1,16.3,2.8,0,83.72,0,262.68
2019-01-30,04:00:00,19.0,16.2,2.8,0,83.89,0,253.24
2019-01-30,05:00:00,18.9,16.2,2.8,0,84.37,0,239.12
2019-01-30,06:00:00,18.9,16.2,2.8,0,84.4,1,242.64
2019-01-30,07:00:00,20.2,17.0,2.8,37,81.79,1,243.77
2019-01-30,08:00:00,21.3,17.1,2.8,224,76.9,0,308.42
2019-01-30,09:00:00,22.2,17.1,2.8,299,72.71,3,367.85
2019-01-30,10:00:00,22.8,16.9,2.8,465,69.59,2,414.59
2019-01-30,11:00:00,23.1,16.8,2.8,704,67.85,0,411.44
2019-01-30,12:00:00,23.2,16.8,2.8,745,67.34,0,392.42
2019-01-30,13:00:00,23.0,16.9,2.8,446,68.34,3,392.57
2019-01-30,14:00:00,22.6,16.9,2.8,342,70.26,3,387.33
2019-01-30,15:00:00,22.0,17.0,2.8,241,73.15,3,405.55
2019-01-30,16:00:00,21.2,17.2,2.8,59,77.88,3,375.65
2019-01-30,17:00:00,20.1,17.1,2.7,13,83.1,3,391.83
2019-01-30,18:00:00,19.9,16.7,2.7,0,82.07,3,391.53
2019-01-30,19:00:00,20.0,16.6,2.7,0,80.81,3,363.47
2019-01-30,20:00:00,20.0,16.6,2.6,0,80.64,3,350.69
2019-01-30,21:00:00,19.9,16.5,2.6,0,80.62,3,343.23
2019-01-30,22:00:00,20.1,16.4,2.6,0,79.31,3,344.18
2019-01-30,23:00:00,20.3,16.3,2.6,0,77.95,3,328.96
2019-01-31,00:00:00,20.3,16.3,2.5,0,77.8,1,310.27
2019-01-31,01:00:00,20.3,16.3,2.5,0,77.97,0,300.86
2019-01-31,02:00:00,20.1,16.4,2.5,0,79.32,0,281.93
2019-01-31,03:00:00,20.0,16.4,2.5,0,79.9,1,240.47
2019-01-31,04:00:00,19.8,16.3,2.5,0,80.34,3,252.7
2019-01-31,05:00:00,19.3,16.1,2.5,0,81.68,3,236.63
2019-01-31,06:00:00,18.9,15.7,2.5,0,81.72,1,236.72
2019-01-31,07:00:00,20.1,16.1,2.5,41,77.85,1,248.34
2019-01-31,08:00:00,21.2,15.6,2.6,141,70.39,3,291.59
2019-01-31,09:00:00,22.1,15.6,2.7,203,66.43,3,378.74
2019-01-31,10:00:00,23.1,15.8,2.8,602,63.61,0,393.59
2019-01-31,11:00:00,23.8,16.3,2.9,708,62.96,0,357.51
2019-01-31,12:00:00,24.1,16.8,3.0,746,63.75,0,386.59
2019-01-31,13:00:00,24.1,17.1,3.2,713,64.9,0,433.18
2019-01-31,14:00:00,23.6,17.2,3.3,191,67.45,3,378.55
2019-01-31,15:00:00,22.4,17.2,3.4,38,72.37,4,396.26
2019-01-31,16:00:00,20.4,16.5,3.3,63,78.45,4,390.03
2019-01-31,17:00:00,18.3,15.2,3.2,35,81.9,4,338.37
2019-01-31,18:00:00,17.1,13.8,2.9,0,80.79,3,334.7
2019-01-31,19:00:00,16.4,12.9,2.6,0,79.82,3,333.06
2019-01-31,20:00:00,16.0,12.5,2.5,0,79.66,3,287.5
2019-01-31,21:00:00,15.8,12.3,2.3,0,79.55,3,284.58
2019-01-31,22:00:00,15.7,12.2,2.2,0,79.49,3,280.38
2019-01-31,23:00:00,15.5,12.1,2.1,0,79.98,3,273.34
2019-02-01,00:00:00,15.3,11.9,2.1,0,80.19,3,270.67
2019-02-01,01:00:00,15.1,11.7,2.0,0,80.23,3,248.02
2019-02-01,02:00:00,14.9,11.6,2.0,0,80.48,3,218.12
2019-02-01,03:00:00,14.8,11.4,1.9,0,80.27,3,213.89
2019-02-01,04:00:00,14.8,11.3,1.9,0,79.72,3,214.84
2019-02-01,05:00:00,14.8,11.3,1.9,0,79.49,3,211.94
2019-02-01,06:00:00,14.8,11.3,2.0,0,79.41,3,214.97
2019-02-01,07:00:00,14.9,11.3,2.0,27,78.79,1,244.46
2019-02-01,08:00:00,15.1,11.2,2.1,27,77.44,3,245.78
2019-02-01,09:00:00,15.3,11.2,2.2,69,76.41,3,268.98
2019-02-01,10:00:00,15.6,11.2,2.3,72,75.06,3,290.08
2019-02-01,11:00:00,15.7,11.2,2.4,61,74.63,3,289.87
2019-02-01,12:00:00,15.9,11.3,2.4,66,73.92,3,364.45
2019-02-01,13:00:00,16.1,11.3,2.5,63,73.33,4,378.64
2019-02-01,14:00:00,16.3,11.4,2.5,116,72.84,3,280.44
2019-02-01,15:00:00,16.4,11.5,2.6,138,73.0,3,272.33
2019-02-01,16:00:00,16.4,11.8,2.6,66,74.01,3,285.49
2019-02-01,17:00:00,16.0,12.1,2.7,10,77.59,4,291.34
2019-02-01,18:00:00,16.0,12.3,2.7,0,78.76,4,267.83
2019-02-01,19:00:00,16.2,12.6,2.8,0,78.98,3,252.68
2019-02-01,20:00:00,16.4,12.8,2.8,0,79.37,3,268.74
2019-02-01,21:00:00,16.5,13.1,2.8,0,80.26,8,250.29
2019-02-01,22:00:00,16.7,13.4,2.9,0,80.67,7,245.62
2019-02-01,23:00:00,16.9,13.6,2.9,0,81.07,7,252.11
2019-02-02,00:00:00,17.1,13.8,2.9,0,81.12,3,283.97
2019-02-02,01:00:00,17.3,14.0,2.9,0,81.12,0,265.71
2019-02-02,02:00:00,17.4,14.2,3.0,0,81.65,3,248.59
2019-02-02,03:00:00,17.6,14.4,3.0,0,81.58,3,198.68
2019-02-02,04:00:00,17.7,14.6,3.0,0,82.16,3,189.98
2019-02-02,05:00:00,17.9,14.8,3.1,0,82.29,3,231.79
2019-02-02,06:00:00,18.1,15.1,3.1,0,82.53,3,233.81
2019-02-02,07:00:00,19.7,16.0,3.2,14,79.29,3,244.05
2019-02-02,08:00:00,20.8,16.5,3.2,84,76.23,3,255.79
2019-02-02,09:00:00,21.7,16.6,3.2,270,72.98,3,262.45
2019-02-02,10:00:00,22.5,16.8,3.3,405,70.22,3,283.62
2019-02-02,11:00:00,23.0,17.1,3.3,711,69.25,0,242.53
2019-02-02,12:00:00,23.2,17.2,3.3,752,69.15,0,245.83
2019-02-02,13:00:00,23.2,17.3,3.3,722,69.28,0,291.53
2019-02-02,14:00:00,22.9,17.3,3.3,615,70.5,0,287.75
2019-02-02,15:00:00,22.4,17.2,3.3,329,72.65,3,291.29
2019-02-02,16:00:00,21.5,17.4,3.4,144,77.51,3,287.71
2019-02-02,17:00:00,20.5,17.2,3.3,36,81.41,3,294.49
2019-02-02,18:00:00,19.8,17.1,3.3,0,84.17,3,286.42
2019-02-02,19:00:00,19.6,16.9,3.3,0,84.53,3,219.88
2019-02-02,20:00:00,19.5,16.8,3.2,0,84.52,1,268.2
2019-02-02,21:00:00,19.5,16.8,3.2,0,84.3,0,225.92
2019-02-02,22:00:00,19.6,16.8,3.3,0,83.77,0,229.93
2019-02-02,23:00:00,19.5,16.8,3.3,0,84.57,0,236.56
2019-02-03,00:00:00,19.5,16.9,3.4,0,85.2,0,215.42
2019-02-03,01:00:00,19.6,17.1,3.4,0,85.4,0,211.51
2019-02-03,02:00:00,19.8,17.2,3.4,0,85.09,0,203.16
2019-02-03,03:00:00,19.9,17.3,3.4,0,85.14,7,193.79
2019-02-03,04:00:00,20.0,17.4,3.5,0,85.25,1,220.73
2019-02-03,05:00:00,19.8,17.5,3.5,0,86.7,1,214.3
2019-02-03,06:00:00,19.7,17.5,3.5,0,87.31,1,220.75
2019-02-03,07:00:00,20.9,18.1,3.5,18,84.29,4,199.45
2019-02-03,08:00:00,22.1,18.5,3.5,107,80.01,4,200.7
2019-02-03,09:00:00,23.5,18.5,3.5,430,73.43,0,253.14
2019-02-03,10:00:00,24.3,18.4,3.5,596,69.55,0,276.12
2019-02-03,11:00:00,24.6,18.5,3.5,703,68.71,0,276.35
2019-02-03,12:00:00,24.5,18.6,3.7,738,69.73,0,271.02
2019-02-03,13:00:00,24.3,18.8,3.8,591,71.22,2,274.45
2019-02-03,14:00:00,23.8,18.9,4.0,610,73.88,0,211.63
2019-02-03,15:00:00,23.1,19.0,4.2,452,77.6,1,273.39
2019-02-03,16:00:00,22.4,19.2,4.3,125,82.04,3,274.35
2019-02-03,17:00:00,21.7,19.4,4.2,38,86.89,3,300.35
2019-02-03,18:00:00,21.4,19.4,4.1,0,88.48,3,293.39
2019-02-03,19:00:00,21.5,19.5,4.0,0,88.19,1,274.21
2019-02-03,20:00:00,21.5,19.5,3.9,0,88.63,3,228.24
2019-02-03,21:00:00,21.5,19.6,3.9,0,89.19,4,261.46
2019-02-03,22:00:00,21.7,19.8,4.0,0,88.73,1,264.14
2019-02-03,23:00:00,21.9,19.8,4.1,0,88.08,3,275.14
2019-02-04,00:00:00,21.8,19.8,4.3,0,88.51,3,251.02
2019-02-04,01:00:00,21.2,19.5,4.5,0,90.11,3,252.31
2019-02-04,02:00:00,20.3,18.9,4.5,0,91.87,3,233.92
2019-02-04,03:00:00,19.6,18.1,4.5,0,91.13,3,222.88
2019-02-04,04:00:00,18.5,17.1,4.4,0,91.29,3,223.52
2019-02-04,05:00:00,17.8,16.2,4.3,0,90.07,3,216.21
2019-02-04,06:00:00,17.5,15.7,4.2,0,89.07,3,211.6
2019-02-04,07:00:00,17.7,15.7,4.1,4,87.95,3,233.73
2019-02-04,08:00:00,18.1,15.8,4.0,17,86.23,3,249.07
2019-02-04,09:00:00,18.5,15.8,4.0,57,84.53,3,205.34
2019-02-04,10:00:00,18.9,15.9,4.0,79,82.61,3,310.62
2019-02-04,11:00:00,19.1,15.8,4.0,81,81.41,3,301.33
2019-02-04,12:00:00,19.0,15.7,4.1,92,81.38,3,353.62
2019-02-04,13:00:00,18.9,15.7,4.1,70,81.45,3,335.71
2019-02-04,14:00:00,18.7,15.6,4.2,54,82.01,4,331.95
2019-02-04,15:00:00,18.5,15.5,4.2,43,82.78,4,316.44
2019-02-04,16:00:00,18.2,15.5,4.2,21,84.32,4,220.72
2019-02-04,17:00:00,18.0,15.6,4.2,6,85.86,3,295.2
2019-02-04,18:00:00,17.9,15.7,4.2,0,86.77,4,211.98
2019-02-04,19:00:00,18.0,15.7,4.2,0,86.54,4,268.74
2019-02-04,20:00:00,18.0,15.8,4.2,0,86.93,4,287.98
2019-02-04,21:00:00,18.1,15.9,4.2,0,86.87,4,225.83
2019-02-04,22:00:00,18.1,16.0,4.1,0,87.39,3,255.7
2019-02-04,23:00:00,18.1,16.0,4.0,0,87.82,3,278.87
2019-02-05,00:00:00,18.2,16.1,4.0,0,87.64,3,211.5
2019-02-05,01:00:00,18.2,16.2,4.0,0,88.15,4,236.43
2019-02-05,02:00:00,18.2,16.3,3.9,0,88.41,4,179.69
2019-02-05,03:00:00,18.2,16.3,3.9,0,88.47,4,228.53
2019-02-05,04:00:00,18.1,16.2,3.7,0,88.75,3,226.74
2019-02-05,05:00:00,18.1,16.2,3.6,0,88.59,3,181.34
2019-02-05,06:00:00,18.2,16.2,3.5,0,88.23,3,178.52
2019-02-05,07:00:00,19.0,16.6,3.4,4,86.22,3,233.01
2019-02-05,08:00:00,19.7,16.9,3.4,17,83.77,3,254.45
2019-02-05,09:00:00,20.3,17.1,3.4,79,81.63,3,266.02
2019-02-05,10:00:00,20.8,17.2,3.4,564,79.71,1,288.27
2019-02-05,11:00:00,21.0,17.2,3.4,304,79.01,3,212.12
2019-02-05,12:00:00,20.9,17.2,3.4,296,79.58,3,298.79
2019-02-05,13:00:00,20.8,17.2,3.4,284,79.81,3,320.9
2019-02-05,14:00:00,20.6,17.1,3.4,603,80.21,1,205.48
2019-02-05,15:00:00,20.2,16.9,3.3,233,81.37,2,323.85
2019-02-05,16:00:00,19.5,16.7,3.2,60,83.8,3,214.79
2019-02-05,17:00:00,18.4,16.4,3.1,77,87.99,1,292.57
2019-02-05,18:00:00,17.9,16.0,2.9,0,88.66,3,271.26
2019-02-05,19:00:00,17.8,15.7,2.8,0,87.79,3,204.4
2019-02-05,20:00:00,17.8,15.6,2.8,0,87.06,0,283.1
2019-02-05,21:00:00,17.7,15.6,2.9,0,87.5,3,261.08
2019-02-05,22:00:00,17.7,15.7,2.9,0,88.15,3,268.73
2019-02-05,23:00:00,17.7,15.9,2.9,0,89.25,3,268.17
2019-02-06,00:00:00,17.7,16.0,2.9,0,89.98,3,220.5
2019-02-06,01:00:00,17.6,16.0,2.9,0,90.55,3,213.71
2019-02-06,02:00:00,17.6,16.0,2.8,0,90.08,1,233.61
2019-02-06,03:00:00,17.6,15.9,2.7,0,89.55,3,228.0
2019-02-06,04:00:00,17.6,15.8,2.5,0,89.21,1,222.27
2019-02-06,05:00:00,17.6,15.7,2.2,0,88.86,1,187.31
2019-02-06,06:00:00,17.7,15.7,2.0,0,87.82,1,178.41
2019-02-06,07:00:00,18.7,16.2,1.9,39,85.36,1,239.69
2019-02-06,08:00:00,19.8,16.3,1.8,233,80.09,0,212.99
2019-02-06,09:00:00,20.6,16.2,1.7,440,75.84,0,200.81
2019-02-06,10:00:00,21.4,16.2,1.7,613,72.22,0,307.11
2019-02-06,11:00:00,22.1,16.5,1.7,743,70.41,0,220.88
2019-02-06,12:00:00,22.7,16.8,1.7,791,69.35,0,308.88
2019-02-06,13:00:00,23.0,17.2,1.8,762,69.7,0,222.29
2019-02-06,14:00:00,22.9,17.5,2.0,664,71.77,0,216.82
2019-02-06,15:00:00,22.6,17.8,2.2,499,74.55,0,323.31
2019-02-06,16:00:00,21.9,18.1,2.5,293,79.24,0,314.0
2019-02-06,17:00:00,20.9,18.3,2.8,87,85.19,0,306.78
2019-02-06,18:00:00,20.5,18.4,3.0,0,87.71,0,318.23
2019-02-06,19:00:00,20.4,18.5,3.0,0,88.67,0,295.8
2019-02-06,20:00:00,20.5,18.5,3.0,0,88.31,0,289.17
2019-02-06,21:00:00,20.5,18.5,3.0,0,88.46,0,280.55
2019-02-06,22:00:00,20.3,18.5,2.9,0,89.52,0,289.68
2019-02-06,23:00:00,20.1,18.5,2.9,0,90.52,0,267.4
2019-02-07,00:00:00,20.0,18.5,2.8,0,90.86,0,259.41
2019-02-07,01:00:00,19.9,18.4,2.8,0,90.85,0,247.13
2019-02-07,02:00:00,19.6,18.2,2.7,0,91.51,1,238.88
2019-02-07,03:00:00,19.2,18.0,2.7,0,92.7,1,187.23
2019-02-07,04:00:00,18.9,17.8,2.6,0,93.57,3,189.57
2019-02-07,05:00:00,18.7,17.7,2.5,0,93.91,3,218.41
2019-02-07,06:00:00,18.9,17.6,2.5,0,92.06,1,190.85
2019-02-07,07:00:00,20.6,18.0,2.4,34,85.28,3,241.69
2019-02-07,08:00:00,22.1,18.3,2.4,245,79.07,0,201.34
2019-02-07,09:00:00,23.7,18.3,2.4,452,71.68,0,288.34
2019-02-07,10:00:00,24.7,18.1,2.4,624,66.58,0,317.4
2019-02-07,11:00:00,25.2,18.0,2.4,745,64.37,0,238.53
2019-02-07,12:00:00,25.5,18.0,2.5,789,63.35,0,313.91
2019-02-07,13:00:00,25.4,18.1,2.5,761,64.05,0,334.0
2019-02-07,14:00:00,24.9,18.4,2.6,661,67.04,0,328.51
2019-02-07,15:00:00,24.0,18.7,2.7,500,72.12,0,230.82
