,KW_MAE_TRAIN,KW_MAPE_TRAIN,KW_RMSE_TRAIN,TEMPERATURE_MAE_TRAIN,TEMPERATURE_MAPE_TRAIN,TEMPERATURE_RMSE_TRAIN,GHI_MAE_TRAIN,GHI_MAPE_TRAIN,GHI_RMSE_TRAIN
0,63.23355435185185,0.12052384259259259,6671.943575833333,0.7309989814814815,0.027313842592592594,1.1507703703703704,87.39311296296297,5205470577087263.0,22437.818494768515
