time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),sun
2019-01-23 00:00:00,10.1,84,7.4,8.2,0.0,5,4,2,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 01:00:00,9.7,84,7.2,7.7,0.0,4,4,1,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 02:00:00,9.6,84,7.0,7.5,0.0,10,10,2,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 03:00:00,9.6,84,7.0,7.5,0.0,29,29,4,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 04:00:00,10.3,81,7.1,8.4,0.0,35,34,6,0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 05:00:00,10.8,78,7.1,9.0,0.0,24,23,8,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 06:00:00,10.7,78,7.1,8.9,0.0,16,14,12,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 07:00:00,11.2,79,7.6,9.5,0.0,16,8,15,0,0.03,0.29,7.9,2.6,5.3,13.6,83.4,1
2019-01-23 08:00:00,14.6,69,9.0,12.8,0.0,16,4,7,0,0.08,0.52,179.8,102.1,77.8,572.6,377.0,1
2019-01-23 09:00:00,16.7,62,9.3,14.2,0.0,8,4,7,0,0.19,0.73,390.0,282.0,108.1,783.5,631.2,1
2019-01-23 10:00:00,17.8,57,9.1,14.6,0.0,64,64,11,0,0.29,0.88,562.4,445.2,117.2,854.7,828.9,1
2019-01-23 11:00:00,18.3,57,9.6,15.5,0.0,100,100,16,0,0.34,0.9,623.4,427.7,195.8,671.8,956.4,1
2019-01-23 12:00:00,17.9,59,9.9,15.0,0.0,96,96,10,0,0.29,0.83,472.2,236.1,236.1,337.6,1005.2,1
2019-01-23 13:00:00,18.1,59,10.0,15.4,0.0,88,88,11,0,0.3,0.86,474.5,166.9,307.5,236.8,971.9,1
2019-01-23 14:00:00,18.0,59,9.8,15.3,0.0,89,89,15,0,0.3,0.85,463.9,222.6,241.3,341.1,858.7,1
2019-01-23 15:00:00,17.2,61,9.7,14.6,0.0,83,82,22,0,0.2,0.76,235.6,25.3,210.3,46.3,673.4,1
2019-01-23 16:00:00,16.7,63,9.6,14.3,0.0,57,56,22,0,0.16,0.7,174.4,71.0,103.4,180.5,428.6,1
2019-01-23 17:00:00,15.8,67,9.6,14.0,0.0,62,62,17,0,0.09,0.6,49.5,22.1,27.5,108.3,141.0,1
2019-01-23 18:00:00,14.8,70,9.3,13.3,0.0,53,52,21,0,0.05,0.51,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 19:00:00,14.2,73,9.5,13.0,0.0,49,42,43,0,0.01,0.43,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 20:00:00,13.0,83,10.1,11.7,0.0,98,29,32,0,0.01,0.26,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 21:00:00,13.6,80,10.1,12.6,0.0,36,26,32,0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 22:00:00,13.8,78,10.0,12.9,0.0,42,23,40,0,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0
2019-01-23 23:00:00,15.0,71,9.9,13.8,0.0,57,29,55,0,0.02,0.49,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 00:00:00,14.6,74,9.9,13.4,0.0,37,26,34,0,0.01,0.44,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 01:00:00,14.1,76,10.0,13.0,0.0,42,17,40,0,0.01,0.38,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 02:00:00,13.3,81,10.2,12.4,0.0,33,21,30,0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 03:00:00,13.8,79,10.2,12.8,0.0,32,23,27,0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 04:00:00,13.3,81,10.2,12.4,0.0,42,41,25,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 05:00:00,12.8,84,10.1,11.8,0.0,39,38,24,0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 06:00:00,12.7,84,10.1,11.7,0.0,73,72,16,0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 07:00:00,13.9,79,10.4,13.0,0.0,80,79,8,0,0.03,0.33,5.3,0.0,5.3,0.0,84.9,1
2019-01-24 08:00:00,15.9,72,10.8,14.5,0.0,90,93,4,0,0.07,0.51,103.5,29.1,74.4,163.1,378.9,1
2019-01-24 09:00:00,16.7,68,10.7,14.8,0.0,91,91,2,0,0.13,0.62,201.1,45.9,155.2,127.1,633.7,1
2019-01-24 10:00:00,17.9,63,10.7,15.3,0.0,100,100,1,0,0.22,0.77,371.9,111.6,260.3,213.4,831.9,1
2019-01-24 11:00:00,18.2,63,11.0,15.7,0.0,100,100,0,0,0.25,0.78,396.8,97.9,299.0,153.2,959.9,1
2019-01-24 12:00:00,18.3,63,11.2,15.9,0.0,100,100,0,0,0.24,0.77,356.3,44.8,311.5,63.8,1009.1,1
2019-01-24 13:00:00,18.7,63,11.6,16.5,0.0,100,100,0,0,0.28,0.8,425.8,151.4,274.4,213.8,976.0,1
2019-01-24 14:00:00,18.4,64,11.4,16.3,0.0,99,99,0,0,0.21,0.77,263.7,29.8,233.9,45.5,863.1,1
2019-01-24 15:00:00,18.7,62,11.3,16.6,0.0,100,100,0,0,0.21,0.82,234.1,29.7,204.4,54.0,677.8,1
2019-01-24 16:00:00,17.6,68,11.6,15.7,0.0,96,96,2,0,0.14,0.65,123.7,27.8,95.9,70.2,432.9,1
2019-01-24 17:00:00,17.0,69,11.3,15.6,0.0,76,76,4,0,0.09,0.6,42.2,7.0,35.3,33.7,145.1,1
2019-01-24 18:00:00,15.7,75,11.2,14.7,0.0,65,65,3,0,0.04,0.45,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 19:00:00,15.6,76,11.4,14.7,0.0,66,66,0,0,0.02,0.42,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 20:00:00,15.7,77,11.7,14.4,0.0,6,25,0,0,0.02,0.41,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 21:00:00,15.2,81,11.9,13.9,0.0,3,3,0,0,0.02,0.33,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 22:00:00,15.0,83,12.2,13.8,0.0,5,5,0,0,0.01,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-24 23:00:00,15.0,84,12.4,13.8,0.0,2,2,0,0,0.01,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 00:00:00,15.2,85,12.7,14.0,0.0,1,1,0,0,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 01:00:00,15.0,88,13.0,14.2,0.0,1,1,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 02:00:00,14.8,89,13.0,14.0,0.0,7,7,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 03:00:00,15.1,89,13.3,14.2,0.0,4,4,0,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 04:00:00,15.3,90,13.6,14.6,0.0,1,1,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 05:00:00,14.9,91,13.4,14.3,0.0,4,4,0,0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 06:00:00,14.9,91,13.4,14.4,0.0,3,3,0,0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 07:00:00,15.2,90,13.6,14.8,0.0,16,16,0,0,0.02,0.17,7.8,0.0,7.8,0.0,86.4,1
2019-01-25 08:00:00,17.3,83,14.5,16.9,0.0,27,10,1,0,0.06,0.33,143.6,61.3,82.3,343.2,381.0,1
2019-01-25 09:00:00,19.3,76,15.1,19.0,0.0,10,7,6,0,0.17,0.53,351.2,227.1,124.1,625.2,636.3,1
2019-01-25 10:00:00,20.9,70,15.1,20.6,0.0,29,27,9,0,0.28,0.75,535.2,397.7,137.5,757.6,835.0,1
2019-01-25 11:00:00,21.0,69,15.0,20.6,0.1,17,14,9,0,0.33,0.78,573.5,390.5,183.0,608.6,963.5,1
2019-01-25 12:00:00,20.9,69,14.9,20.3,0.0,24,22,6,0,0.31,0.77,517.1,304.4,212.8,431.7,1013.0,1
2019-01-25 13:00:00,21.4,66,14.7,21.1,0.0,25,23,7,0,0.36,0.87,559.7,401.5,158.2,564.6,980.3,1
2019-01-25 14:00:00,21.1,68,14.9,21.0,0.2,19,15,16,0,0.34,0.81,513.7,365.5,148.2,554.5,867.5,1
2019-01-25 15:00:00,20.3,68,14.1,19.6,0.0,8,8,1,0,0.28,0.77,403.8,303.3,100.5,548.5,682.2,1
2019-01-25 16:00:00,19.4,69,13.7,18.9,0.0,2,2,1,0,0.2,0.69,244.9,171.3,73.6,428.5,437.2,1
2019-01-25 17:00:00,18.0,76,13.7,18.2,0.0,6,5,2,0,0.08,0.49,71.5,41.3,30.2,196.9,149.2,1
2019-01-25 18:00:00,15.3,88,13.3,15.2,0.0,25,25,2,0,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 19:00:00,15.6,85,13.0,15.5,0.0,49,49,2,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 20:00:00,15.3,88,13.4,15.1,0.0,38,26,2,0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 21:00:00,16.2,83,13.4,16.4,0.0,33,33,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 22:00:00,15.9,84,13.1,16.0,0.0,40,39,1,0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0
2019-01-25 23:00:00,15.6,85,13.0,15.7,0.0,40,39,1,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 00:00:00,15.8,82,12.7,15.7,0.0,36,36,2,0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 01:00:00,15.0,81,11.7,14.5,0.0,28,27,2,0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 02:00:00,14.6,81,11.3,13.9,0.0,43,43,1,0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 03:00:00,14.0,81,10.8,13.4,0.0,58,58,1,0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 04:00:00,13.3,83,10.4,12.3,0.0,53,53,3,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 05:00:00,12.6,83,9.8,11.5,0.0,88,88,11,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 06:00:00,13.5,81,10.2,12.5,0.0,94,94,15,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 07:00:00,13.6,83,10.8,13.2,0.1,100,100,41,0,0.02,0.26,5.2,0.0,5.2,0.0,88.1,1
2019-01-26 08:00:00,14.8,68,8.9,12.8,0.0,92,85,32,0,0.07,0.55,40.2,0.0,40.2,0.0,383.2,1
2019-01-26 09:00:00,15.2,62,7.9,12.4,0.0,36,35,28,0,0.13,0.66,192.3,49.6,142.6,135.9,639.0,1
2019-01-26 10:00:00,15.7,57,7.2,12.3,0.0,57,56,14,0,0.22,0.76,397.7,182.5,215.2,346.2,838.2,1
2019-01-26 11:00:00,15.9,57,7.5,12.6,0.0,99,99,18,0,0.27,0.78,502.2,240.4,261.7,373.3,967.1,1
2019-01-26 12:00:00,15.6,57,7.1,12.2,0.0,95,95,29,0,0.25,0.77,414.4,121.2,293.2,171.2,1017.1,1
2019-01-26 13:00:00,15.2,62,8.0,12.0,0.0,88,87,39,0,0.23,0.65,374.2,44.9,329.2,62.9,984.6,1
2019-01-26 14:00:00,14.2,67,8.1,11.4,0.0,91,91,33,0,0.17,0.54,246.2,54.1,192.1,81.7,871.9,1
2019-01-26 15:00:00,14.4,62,7.2,11.3,0.0,95,95,26,0,0.17,0.62,210.0,43.7,166.2,78.6,686.7,1
2019-01-26 16:00:00,13.9,63,6.9,10.9,0.0,65,65,17,0,0.13,0.59,127.4,22.5,104.8,55.9,441.6,1
2019-01-26 17:00:00,13.2,67,7.1,10.8,0.0,96,96,11,0,0.08,0.51,38.3,7.7,30.6,36.0,153.3,1
2019-01-26 18:00:00,12.9,65,6.4,10.6,0.0,82,82,8,0,0.05,0.52,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 19:00:00,12.9,65,6.6,10.6,0.0,84,84,9,0,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 20:00:00,13.3,66,7.0,11.6,0.0,97,95,11,0,0.02,0.52,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 21:00:00,14.0,61,6.5,11.6,0.0,92,92,8,0,0.04,0.63,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 22:00:00,13.8,61,6.4,11.3,0.0,56,54,17,0,0.04,0.61,0.0,0.0,0.0,0.0,0.0,0
2019-01-26 23:00:00,13.0,65,6.6,10.6,0.0,47,19,46,0,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 00:00:00,12.9,66,6.8,10.7,0.0,82,76,57,0,0.03,0.5,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 01:00:00,13.3,65,6.9,10.7,0.0,83,78,69,0,0.04,0.53,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 02:00:00,13.1,65,6.7,10.5,0.0,77,70,58,0,0.04,0.53,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 03:00:00,12.8,67,6.8,10.8,0.0,91,89,48,0,0.02,0.49,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 04:00:00,12.7,68,6.9,10.7,0.0,89,88,36,0,0.02,0.48,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 05:00:00,12.8,67,6.9,11.0,0.0,82,81,31,0,0.02,0.48,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 06:00:00,12.7,69,7.1,10.7,0.0,70,70,22,0,0.02,0.46,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 07:00:00,12.7,70,7.4,10.8,0.0,52,52,12,0,0.04,0.44,7.7,0.0,7.7,0.0,89.9,1
2019-01-27 08:00:00,15.0,68,9.1,13.6,0.0,47,66,8,0,0.07,0.55,139.6,53.0,86.7,295.9,385.5,1
2019-01-27 09:00:00,16.5,59,8.5,14.4,0.0,31,30,8,0,0.16,0.77,283.9,143.8,140.1,391.9,641.8,1
2019-01-27 10:00:00,17.0,57,8.5,14.0,0.0,97,97,7,0,0.26,0.83,470.8,288.4,182.5,544.6,841.5,1
2019-01-27 11:00:00,17.1,57,8.4,13.9,0.0,91,91,12,0,0.25,0.85,391.5,133.0,258.5,205.6,970.9,1
2019-01-27 12:00:00,16.5,59,8.5,13.5,0.0,95,95,11,0,0.22,0.76,304.4,12.2,292.2,17.2,1021.2,1
2019-01-27 13:00:00,17.6,56,8.7,14.6,0.0,100,100,6,0,0.31,0.89,496.4,231.6,264.8,322.9,988.9,1
2019-01-27 14:00:00,16.6,58,8.2,13.8,0.0,99,99,6,0,0.2,0.8,239.8,11.2,228.6,16.8,876.4,1
2019-01-27 15:00:00,17.0,55,7.9,14.2,0.0,100,100,5,0,0.21,0.87,249.5,61.3,188.2,109.5,691.2,1
2019-01-27 16:00:00,16.2,60,8.3,13.5,0.0,84,84,5,0,0.15,0.75,116.7,25.7,91.1,63.2,445.9,1
2019-01-27 17:00:00,15.4,67,9.2,12.9,0.0,25,25,6,0,0.1,0.59,63.6,19.6,43.9,90.9,157.4,1
2019-01-27 18:00:00,14.2,71,9.1,12.2,0.0,8,7,1,0,0.05,0.46,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 19:00:00,13.2,75,8.9,11.5,0.0,4,4,0,0,0.02,0.38,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 20:00:00,12.8,82,9.7,11.6,0.0,5,1,0,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 21:00:00,12.5,83,9.6,11.3,0.0,1,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 22:00:00,12.3,84,9.7,11.1,0.0,4,4,0,0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0
2019-01-27 23:00:00,12.6,84,10.0,11.3,0.0,0,0,0,0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 00:00:00,12.4,88,10.4,11.2,0.0,0,0,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 01:00:00,12.6,88,10.6,11.4,0.0,1,1,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 02:00:00,12.8,88,10.8,11.6,0.0,0,0,0,0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 03:00:00,12.5,89,10.7,11.5,0.0,1,1,0,0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 04:00:00,12.4,89,10.7,11.5,0.0,6,6,0,0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 05:00:00,12.1,91,10.7,11.3,0.0,2,2,0,0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 06:00:00,11.8,91,10.5,11.0,0.0,2,2,0,0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 07:00:00,12.1,91,10.7,11.4,0.0,1,1,0,0,0.02,0.13,10.3,2.6,7.7,13.7,91.9,1
2019-01-28 08:00:00,15.5,80,12.1,15.0,0.0,1,1,0,0,0.06,0.34,192.0,113.6,78.4,634.1,387.9,1
2019-01-28 09:00:00,18.5,69,12.7,18.0,0.0,0,0,0,0,0.18,0.67,392.7,286.2,106.5,775.7,644.7,1
2019-01-28 10:00:00,20.2,60,12.2,19.2,0.0,4,4,0,0,0.31,0.95,565.3,443.7,121.6,834.3,844.9,1
2019-01-28 11:00:00,21.2,56,12.0,20.5,0.0,10,10,0,0,0.38,1.11,644.7,492.6,152.1,758.4,974.7,1
2019-01-28 12:00:00,20.9,62,13.3,20.8,0.0,7,7,0,0,0.42,0.94,725.0,583.5,141.5,817.4,1025.3,1
2019-01-28 13:00:00,20.5,63,13.1,20.0,0.0,1,1,0,0,0.41,0.91,696.9,562.0,134.9,780.0,993.4,1
2019-01-28 14:00:00,20.5,62,13.0,19.8,0.0,2,2,1,0,0.38,0.91,602.1,482.6,119.5,721.4,880.9,1
2019-01-28 15:00:00,19.9,63,12.6,18.6,0.0,37,36,4,0,0.31,0.86,452.1,347.0,105.1,616.4,695.7,1
2019-01-28 16:00:00,19.4,63,12.3,18.4,0.0,23,22,5,0,0.2,0.83,240.2,150.5,89.7,367.6,450.3,1
2019-01-28 17:00:00,18.3,69,12.4,17.9,0.0,27,15,23,0,0.09,0.66,74.2,40.3,34.0,183.9,161.5,1
2019-01-28 18:00:00,16.3,77,12.3,16.1,0.0,27,9,25,0,0.03,0.42,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 19:00:00,15.4,82,12.3,15.2,0.0,15,6,13,0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 20:00:00,15.4,82,12.3,15.1,0.0,8,3,18,0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 21:00:00,15.4,82,12.4,15.0,0.0,10,3,9,0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 22:00:00,15.3,84,12.7,14.9,0.0,7,3,6,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-28 23:00:00,15.0,88,13.0,14.6,0.0,7,6,5,0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 00:00:00,15.0,88,13.1,14.7,0.0,5,4,4,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 01:00:00,14.8,89,13.0,14.4,0.0,5,4,3,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 02:00:00,14.9,89,13.1,14.4,0.0,6,5,3,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 03:00:00,15.2,88,13.3,14.7,0.0,12,12,2,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 04:00:00,15.3,89,13.5,15.0,0.0,28,28,1,0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 05:00:00,15.7,88,13.7,15.5,0.0,94,94,3,0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 06:00:00,16.1,85,13.7,16.0,0.0,21,20,4,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 07:00:00,15.9,87,13.6,15.8,0.0,4,0,4,0,0.03,0.24,7.6,0.0,7.6,0.0,93.9,1
2019-01-29 08:00:00,17.8,81,14.4,17.6,0.0,7,9,14,0,0.07,0.4,162.8,68.6,94.1,382.5,390.4,1
2019-01-29 09:00:00,19.4,71,14.1,18.2,0.0,11,3,10,0,0.18,0.64,354.1,204.3,149.8,550.6,647.8,1
2019-01-29 10:00:00,20.4,66,13.8,18.7,0.0,43,42,7,0,0.29,0.83,541.6,382.8,158.8,716.5,848.4,1
2019-01-29 11:00:00,20.8,65,13.9,19.1,0.0,84,84,25,0,0.31,0.87,527.7,324.5,203.2,497.4,978.6,1
2019-01-29 12:00:00,21.1,63,13.7,19.5,0.1,98,98,26,0,0.32,0.94,495.9,204.7,291.3,285.5,1029.6,1
2019-01-29 13:00:00,21.0,64,14.0,19.7,0.0,94,94,24,0,0.27,0.88,366.6,87.0,279.6,120.2,997.8,1
2019-01-29 14:00:00,21.0,66,14.3,19.7,0.0,89,89,7,0,0.25,0.86,310.0,38.3,271.7,56.9,885.5,1
2019-01-29 15:00:00,21.3,64,14.1,19.8,0.0,18,18,0,0,0.28,0.92,366.5,176.2,190.3,311.2,700.2,1
2019-01-29 16:00:00,20.5,67,14.3,19.3,0.0,7,7,0,0,0.2,0.79,207.1,111.7,95.3,270.8,454.7,1
2019-01-29 17:00:00,19.5,71,14.2,18.6,0.0,3,3,0,0,0.12,0.65,79.9,46.5,33.3,209.6,165.6,1
2019-01-29 18:00:00,18.1,77,14.0,17.2,0.0,1,1,0,0,0.05,0.48,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 19:00:00,17.4,81,14.1,16.6,0.0,1,1,1,0,0.02,0.38,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 20:00:00,17.9,82,14.7,17.6,0.0,2,3,9,0,0.02,0.37,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 21:00:00,18.2,76,13.9,17.7,0.0,9,3,8,0,0.03,0.5,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 22:00:00,17.9,73,12.9,17.3,0.0,5,3,4,0,0.03,0.56,0.0,0.0,0.0,0.0,0.0,0
2019-01-29 23:00:00,17.5,70,12.1,16.8,0.0,3,2,2,0,0.03,0.59,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 00:00:00,17.2,73,12.2,16.5,0.0,3,3,0,0,0.02,0.54,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 01:00:00,17.4,72,12.4,16.8,0.0,4,4,0,0,0.02,0.55,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 02:00:00,16.2,78,12.3,15.8,0.0,3,3,0,0,0.01,0.41,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 03:00:00,15.0,82,12.0,14.3,0.0,2,2,0,0,0.01,0.3,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 04:00:00,14.9,80,11.5,14.2,0.0,1,1,0,0,0.01,0.34,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 05:00:00,16.9,73,12.0,16.6,0.0,1,1,0,0,0.01,0.52,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 06:00:00,16.5,75,12.0,16.7,0.0,0,0,0,0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 07:00:00,15.5,80,12.0,15.5,0.0,0,0,0,0,0.02,0.36,12.7,2.5,10.1,13.7,96.1,1
2019-01-30 08:00:00,18.4,77,14.3,19.4,0.0,0,0,0,0,0.06,0.49,194.1,116.1,78.0,646.6,393.1,1
2019-01-30 09:00:00,21.2,67,14.8,22.6,0.0,0,0,0,0,0.19,0.83,398.4,295.7,102.7,792.5,650.9,1
2019-01-30 10:00:00,23.0,62,15.3,24.3,0.0,1,0,1,0,0.32,1.07,573.0,457.0,115.9,851.3,852.0,1
2019-01-30 11:00:00,24.2,58,15.5,25.9,0.0,2,0,2,0,0.42,1.25,687.2,567.0,120.2,865.5,982.6,1
2019-01-30 12:00:00,24.9,50,13.8,25.9,0.0,2,0,2,0,0.49,1.57,736.3,613.1,123.2,851.5,1033.9,1
2019-01-30 13:00:00,24.9,51,14.0,25.6,0.0,1,1,1,0,0.49,1.55,696.2,572.0,124.2,786.7,1002.3,1
2019-01-30 14:00:00,24.6,57,15.5,25.4,0.0,6,2,6,0,0.42,1.33,577.3,456.8,120.5,676.0,890.1,1
2019-01-30 15:00:00,24.1,61,16.2,24.7,0.0,11,2,11,0,0.34,1.16,441.4,342.2,99.2,600.8,704.8,1
2019-01-30 16:00:00,22.7,68,16.5,23.3,0.0,21,12,20,0,0.2,0.89,209.8,127.6,82.2,306.8,459.1,1
2019-01-30 17:00:00,21.0,73,16.0,22.0,0.0,28,18,27,0,0.1,0.66,75.9,43.3,32.6,192.4,169.7,1
2019-01-30 18:00:00,18.1,86,15.7,19.1,0.0,20,8,19,0,0.02,0.29,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 19:00:00,17.7,83,14.8,18.9,0.0,9,3,8,0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 20:00:00,18.3,76,14.0,19.1,0.0,5,1,3,0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 21:00:00,16.3,87,14.2,16.7,0.0,1,0,1,0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 22:00:00,15.5,91,14.1,15.8,0.0,0,0,0,0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0
2019-01-30 23:00:00,14.8,93,13.7,15.0,0.0,0,0,0,0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 00:00:00,14.3,90,12.8,14.0,0.0,0,0,0,0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 01:00:00,14.9,83,12.1,14.5,0.0,0,0,0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 02:00:00,14.6,83,11.8,14.4,0.0,0,0,0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 03:00:00,15.4,80,11.9,15.5,0.0,0,0,0,0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 04:00:00,16.0,78,12.1,16.3,0.0,0,0,0,0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 05:00:00,17.0,73,12.1,17.6,0.0,0,0,0,0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0
2019-01-31 06:00:00,17.2,71,11.9,17.3,0.0,0,0,0,0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0
