,TEMPERATURE_MAE_TRAIN,TEMPERATURE_MAPE_TRAIN,TEMPERATURE_RMSE_TRAIN
828,0.1366,0.5069,0.0501
829,0.1688,0.5835,0.069
830,0.1765,0.5919,0.0791
831,0.1564,0.6066,0.0703
832,0.1586,0.5504,0.0656
833,0.108,0.4365,0.0477
834,0.1031,0.4838,0.0381
835,0.1666,0.5492,0.0479
836,0.2188,0.5952,0.0707
837,0.2148,0.5747,0.0651
838,0.1858,0.521,0.0505
839,0.1521,0.4926,0.0333
840,0.1075,0.4427,0.017
841,0.0572,0.3272,0.0055
842,0.0525,0.3916,0.0045
843,0.0565,0.3846,0.0048
844,0.0732,0.4108,0.0089
845,0.0448,0.3493,0.0034
846,0.0794,0.5104,0.0092
847,0.0608,0.5754,0.0056
848,0.1035,0.502,0.0152
849,0.13,1.0629,0.0244
850,0.1478,1.0612,0.0363
851,0.1723,0.9099,0.0576
852,0.1855,0.8949,0.0736
853,0.1979,1.0385,0.0843
854,0.2168,0.9975,0.0984
855,0.2019,0.9996,0.0941
856,0.1692,0.9233,0.0802
857,0.1665,0.9141,0.0773
858,0.1576,0.8422,0.0652
859,0.1311,0.7203,0.0452
860,0.1181,0.6824,0.0323
861,0.1046,0.6225,0.0187
862,0.1099,0.6682,0.0177
863,0.1247,0.9818,0.0227
864,0.1201,1.2736,0.0227
865,0.1275,1.9766,0.0216
866,0.1345,1.9848,0.0272
867,0.1726,1.6619,0.0426
868,0.1822,1.9844,0.048
869,0.1412,1.4304,0.0283
870,0.1485,1.0063,0.0286
871,0.1949,1.4239,0.0449
872,0.3874,0.9167,0.2398
873,0.3614,0.8065,0.2096
874,0.2298,1.2051,0.0739
875,0.1482,1.6067,0.0425
876,0.1544,1.1089,0.0629
877,0.1838,0.9082,0.0907
878,0.2399,0.8783,0.1306
879,0.2411,0.8801,0.1414
880,0.2511,0.9486,0.1537
881,0.2457,0.9427,0.1445
882,0.251,0.8533,0.1322
883,0.2508,0.9388,0.1137
884,0.2477,1.0217,0.0956
885,0.2353,1.1106,0.073
886,0.2093,1.1691,0.0545
887,0.2145,1.4475,0.054
888,0.2252,2.019,0.057
889,0.2406,1.7101,0.0664
890,0.2404,1.601,0.0652
891,0.2396,2.1334,0.0664
892,0.2533,2.4696,0.0809
893,0.2472,2.3942,0.0766
894,0.2399,2.229,0.072
895,0.2693,2.265,0.0938
896,0.2845,2.5067,0.1137
897,0.2617,1.8168,0.0974
898,0.2252,1.8536,0.0596
899,0.2344,1.7217,0.0657
900,0.2295,1.3388,0.0708
901,0.2344,0.9977,0.0985
902,0.2422,0.9381,0.117
903,0.2167,1.0012,0.096
904,0.2309,1.5611,0.0971
905,0.2388,1.7621,0.1019
906,0.2149,1.5821,0.0879
907,0.2026,1.4893,0.0767
908,0.1878,1.4409,0.0603
909,0.1794,1.4252,0.0449
910,0.1627,1.3029,0.0365
911,0.157,1.2549,0.0356
912,0.1402,0.9039,0.0327
913,0.1358,0.7246,0.0278
914,0.1345,0.5488,0.0264
915,0.1366,0.5287,0.0265
916,0.1503,0.5504,0.0306
917,0.1539,0.6038,0.0319
918,0.1128,0.6041,0.0167
919,0.106,0.485,0.0154
920,0.1239,1.6069,0.0236
921,0.13,1.2632,0.0237
922,0.1399,0.5372,0.0272
923,0.1526,1.2389,0.0303
924,0.2001,1.237,0.0519
925,0.2049,0.9529,0.0646
926,0.2027,1.0563,0.0696
927,0.2003,1.1688,0.0724
928,0.183,1.3062,0.0655
929,0.1832,1.4111,0.0615
930,0.146,1.3025,0.0434
931,0.1394,1.5055,0.0379
932,0.1406,1.8737,0.0346
933,0.1521,2.7614,0.0333
934,0.1491,3.035,0.0309
935,0.146,2.7311,0.0336
936,0.1461,3.0816,0.035
937,0.1556,3.3756,0.0347
938,0.1612,3.358,0.0334
939,0.1577,2.9462,0.0317
940,0.1616,2.209,0.0314
941,0.1772,1.7978,0.0393
942,0.17,1.5547,0.0382
943,0.1667,2.4315,0.0361
944,0.1656,1.8711,0.0407
945,0.1852,2.0661,0.0529
946,0.2015,2.8653,0.0616
947,0.2172,3.1198,0.0875
948,0.2625,3.5971,0.1264
949,0.3164,4.4561,0.1732
950,0.2889,2.4731,0.1294
951,0.253,2.2659,0.0858
952,0.2413,2.098,0.0769
953,0.2305,2.0194,0.0686
954,0.2261,1.7566,0.0693
955,0.2383,1.5907,0.0844
956,0.2697,1.5629,0.1113
957,0.3046,1.5202,0.1428
958,0.3335,1.2609,0.1722
959,0.3695,1.2565,0.2062
960,0.4091,1.2032,0.2479
961,0.4544,1.5125,0.2864
962,0.4923,1.6753,0.3216
963,0.5,1.4389,0.3447
964,0.5015,1.0,0.3692
965,0.5253,1.0002,0.3994
966,0.549,1.0071,0.4274
967,0.5658,1.0,0.4448
968,0.581,1.0,0.4573
969,0.5953,1.0278,0.4658
970,0.6114,1.1109,0.4713
971,0.6301,1.2759,0.4778
972,0.6428,1.1141,0.4843
973,0.6518,1.0853,0.4918
974,0.6585,1.0364,0.4978
975,0.6614,1.0014,0.4992
976,0.6712,1.0,0.5078
977,0.6814,1.0,0.5191
978,0.6932,1.0,0.5356
979,0.7033,1.0,0.5526
980,0.7135,1.0,0.5713
981,0.7236,1.0,0.5908
982,0.7355,1.0,0.614
983,0.7473,1.0,0.6382
984,0.7558,1.0,0.6555
985,0.7626,1.0,0.669
986,0.7659,1.0,0.6758
987,0.7642,1.0,0.6726
988,0.7626,1.0,0.6694
989,0.7642,1.0,0.6726
990,0.7676,1.0,0.6788
991,0.771,1.0,0.684
992,0.8032,1.0839,0.7148
993,0.8089,1.0846,0.7212
994,0.8043,1.0449,0.7153
995,0.8073,1.0239,0.7165
996,0.812,1.0249,0.7196
997,0.8078,1.0411,0.7165
998,0.7944,1.0899,0.7063
999,0.7664,1.1356,0.6889
1000,0.7383,1.0,0.6742
1001,0.7107,1.0,0.6551
1002,0.6786,1.0,0.626
1003,0.6465,1.0,0.589
1004,0.6126,1.0,0.546
1005,0.5771,1.0,0.4994
1006,0.5399,1.0,0.4491
1007,0.5027,1.0,0.3957
1008,0.4696,1.0068,0.3474
1009,0.4401,1.0,0.3048
1010,0.4164,1.0,0.2689
1011,0.3944,1.0,0.2401
1012,0.3656,1.0,0.207
1013,0.3318,1.0,0.1695
1014,0.3068,1.0234,0.1365
1015,0.303,1.1371,0.1243
1016,0.2975,1.06,0.1202
1017,0.2972,1.0331,0.1242
1018,0.3004,1.0238,0.1291
1019,0.3086,1.0325,0.1375
1020,0.3121,1.0225,0.1396
1021,0.3282,1.0576,0.152
1022,0.3521,1.1152,0.1725
1023,0.3671,1.0256,0.179
1024,0.3986,1.0339,0.2048
1025,0.4384,1.043,0.2412
1026,0.4698,1.0333,0.2726
1027,0.5082,1.035,0.3218
1028,0.5386,1.0211,0.3639
1029,0.5697,1.0,0.4133
1030,0.6137,1.0,0.4799
1031,0.6577,1.0,0.5501
1032,0.7033,1.0,0.6286
1033,0.7473,1.0,0.7095
1034,0.7879,1.0,0.7875
1035,0.8336,1.0,0.8734
1036,0.886,1.0,0.9635
1037,0.9419,1.0,1.0548
1038,1.0326,1.0788,1.1856
1039,1.0553,1.0711,1.2238
1040,1.094,1.1154,1.2913
1041,1.1152,1.1647,1.3244
1042,1.1142,1.1941,1.3162
1043,1.1216,1.2431,1.3289
1044,1.101,1.2467,1.2956
1045,1.067,1.2066,1.2415
1046,1.0449,1.1922,1.2111
1047,1.0355,1.2087,1.198
1048,0.9989,1.1396,1.151
1049,0.9633,1.07,1.1107
1050,0.9385,1.0,1.0882
1051,0.9351,1.0,1.0811
1052,0.9334,1.0,1.0773
1053,0.9283,1.0,1.0653
1054,0.9216,1.0,1.049
1055,0.9131,1.0,1.0282
1056,0.9013,1.0,0.9983
1057,0.8877,1.0,0.9635
1058,0.8742,1.0,0.9287
1059,0.859,1.0,0.8889
1060,0.8421,1.0,0.8455
1061,0.8251,1.0,0.802
1062,0.8065,1.0,0.7594
1063,0.7829,1.0,0.7255
1064,0.7541,1.0,0.6994
1065,0.7366,1.0,0.6845
1066,0.7361,1.0,0.684
1067,0.7491,1.0,0.6972
1068,0.7706,1.0,0.7199
1069,0.7954,1.0,0.7481
1070,0.8203,1.0,0.7764
1071,0.8367,1.0,0.7944
1072,0.8412,1.0,0.7992
1073,0.8322,1.0,0.7904
1074,0.8063,1.0,0.7652
1075,0.7652,1.0,0.7234
1076,0.7229,1.0,0.6714
1077,0.6806,1.0,0.6193
1078,0.64,1.0,0.5677
1079,0.5994,1.0,0.5161
1080,0.5622,1.0,0.4657
1081,0.5283,1.0,0.4172
1082,0.4979,1.0,0.3711
1083,0.4691,1.0,0.3264
1084,0.4421,1.0,0.2853
1085,0.415,1.0,0.2443
1086,0.3913,1.0,0.2142
1087,0.3739,1.0,0.2064
1088,0.3869,1.0,0.2133
1089,0.4021,1.0,0.2255
1090,0.4106,1.0,0.235
1091,0.4106,1.0,0.235
1092,0.3937,0.9826,0.2101
1093,0.3575,0.9395,0.1655
1094,0.3477,0.9244,0.1584
1095,0.3177,0.8553,0.1406
1096,0.2952,0.9526,0.1306
1097,0.269,1.1935,0.1041
1098,0.2446,1.4185,0.0914
1099,0.2515,0.8858,0.0901
1100,0.2224,0.7485,0.0675
1101,0.2043,0.6235,0.0588
1102,0.2005,0.6075,0.0622
1103,0.1994,0.6199,0.0692
1104,0.2496,0.7554,0.0869
1105,0.2507,0.7743,0.0869
1106,0.2393,0.7767,0.0816
1107,0.2243,0.7721,0.0772
1108,0.1952,0.7483,0.065
1109,0.1413,0.681,0.037
1110,0.0783,0.5654,0.0145
1111,0.0961,0.567,0.0141
1112,0.1068,0.5497,0.0183
1113,0.1253,0.5488,0.0261
1114,0.1338,0.6037,0.0393
1115,0.1307,0.5073,0.0548
1116,0.1413,0.5144,0.0759
1117,0.1525,0.5053,0.0869
1118,0.1775,0.6015,0.0936
1119,0.1895,0.7128,0.0941
1120,0.172,0.5105,0.0785
1121,0.1643,0.5171,0.068
1122,0.1371,0.5354,0.0465
1123,0.1204,0.5721,0.0297
1124,0.1371,0.5754,0.0362
1125,0.1451,0.5611,0.0382
1126,0.1504,0.6683,0.0438
1127,0.1285,0.5681,0.0299
1128,0.146,0.607,0.0373
1129,0.1527,0.5609,0.0432
1130,0.1529,0.5901,0.0393
1131,0.136,0.5736,0.0265
1132,0.1146,0.5008,0.0189
1133,0.151,0.513,0.0362
1134,0.1984,0.6505,0.0664
1135,0.1245,0.7133,0.0207
1136,0.0856,0.5002,0.011
1137,0.1325,1.6923,0.0267
1138,0.1414,1.5795,0.0361
1139,0.1535,1.0842,0.0507
1140,0.1585,0.9206,0.0693
1141,0.1721,0.9658,0.0916
1142,0.1722,0.8413,0.1047
1143,0.1714,0.9859,0.1113
1144,0.1694,0.9863,0.1071
1145,0.1521,0.7075,0.101
1146,0.1434,0.7123,0.0905
1147,0.1281,0.433,0.0652
1148,0.1124,0.446,0.0445
1149,0.1129,0.4052,0.0291
1150,0.1011,0.3937,0.0204
1151,0.0999,0.3532,0.0168
1152,0.0983,0.4938,0.0162
1153,0.0921,0.3201,0.013
1154,0.0783,0.379,0.0096
1155,0.0818,0.5483,0.0095
1156,0.0826,0.5137,0.0106
1157,0.102,0.4416,0.0147
1158,0.0907,0.402,0.0135
1159,0.1833,0.4857,0.0477
1160,0.2152,0.5302,0.0677
1161,0.1791,1.0605,0.0529
1162,0.1878,1.1827,0.06
1163,0.1818,0.8049,0.0673
1164,0.1742,0.7502,0.0665
1165,0.1557,0.7302,0.0671
1166,0.1417,0.6644,0.0669
1167,0.1456,0.8734,0.0719
1168,0.1314,0.7293,0.0646
1169,0.1513,0.6684,0.0696
1170,0.1637,0.6929,0.0779
1171,0.169,0.4548,0.08
1172,0.1464,0.4167,0.0606
1173,0.1555,0.4597,0.0483
1174,0.1464,0.4345,0.0419
1175,0.1388,0.4639,0.0379
1176,0.1329,0.5483,0.0388
1177,0.1271,0.4744,0.0375
1178,0.1391,0.558,0.0358
1179,0.1602,0.6137,0.0388
1180,0.1741,0.5438,0.0391
1181,0.1845,0.5375,0.0456
1182,0.1637,0.4922,0.0364
1183,0.1551,0.4623,0.0358
1184,0.1533,0.4526,0.0404
1185,0.1542,0.4327,0.0385
1186,0.1879,0.4428,0.0614
1187,0.211,0.469,0.0858
1188,0.2192,0.4687,0.1062
1189,0.2096,0.4293,0.1167
1190,0.2081,0.383,0.1238
1191,0.2129,0.3514,0.1407
1192,0.2197,0.35,0.1438
1193,0.245,0.4138,0.1464
1194,0.2459,0.4622,0.1429
1195,0.2212,0.4559,0.1206
1196,0.1992,0.4363,0.0923
1197,0.1907,0.4615,0.0627
1198,0.1603,0.4345,0.0429
1199,0.1391,0.3629,0.0335
1200,0.1234,0.2985,0.0288
1201,0.1135,0.2816,0.0211
1202,0.1269,0.3158,0.0241
1203,0.1528,0.357,0.0369
1204,0.2,0.4612,0.0565
1205,0.2472,0.5272,0.0822
1206,0.2826,0.5584,0.0977
1207,0.2902,0.5501,0.1022
1208,0.2753,0.5256,0.0926
1209,0.267,0.4954,0.0852
1210,0.2542,0.4798,0.0843
1211,0.2307,0.4806,0.0845
1212,0.2504,0.4937,0.1084
1213,0.2598,0.4971,0.1222
1214,0.2569,0.4652,0.1335
1215,0.2376,0.3936,0.1346
1216,0.2252,0.3773,0.1305
1217,0.2259,0.3973,0.1126
1218,0.2432,0.4934,0.1096
1219,0.2305,0.4869,0.1029
1220,0.2316,0.5011,0.0932
1221,0.2165,0.4994,0.066
1222,0.1841,0.4626,0.0475
1223,0.1855,0.4634,0.0498
1224,0.1996,0.4804,0.0593
1225,0.2221,0.5955,0.0712
1226,0.2037,0.9514,0.06
1227,0.1931,0.95,0.0505
1228,0.2178,0.7351,0.0618
1229,0.2422,1.1133,0.0756
1230,0.2529,0.7002,0.0956
1231,0.5372,0.842,0.4526
1232,0.6324,1.0,0.671
1233,0.5962,0.9958,0.6223
1234,0.5404,0.9745,0.5191
1235,0.436,0.9597,0.3342
1236,0.3382,1.0613,0.1938
1237,0.2566,0.8564,0.1153
1238,0.2539,0.9679,0.1094
1239,0.2514,1.0982,0.1042
1240,0.2354,1.1044,0.0899
1241,0.1978,1.0487,0.0611
1242,0.2042,0.8794,0.0579
1243,0.2808,0.9722,0.1108
1244,0.2827,1.0,0.1224
1245,0.2731,1.0,0.1181
1246,0.2686,1.0,0.1159
1247,0.2691,1.0,0.1162
1248,0.273,1.0,0.1176
1249,0.2837,1.0,0.1215
1250,0.3011,1.0,0.1293
1251,0.3163,1.0,0.1394
1252,0.3316,1.0,0.1519
1253,0.3485,1.0,0.1666
1254,0.3671,1.0,0.1834
1255,0.3891,1.0,0.1998
1256,0.3821,0.9911,0.1838
1257,0.3657,1.3806,0.177
1258,0.3793,1.8636,0.213
1259,0.5106,2.9153,0.3332
1260,0.6462,3.7851,0.4837
1261,0.6982,4.2147,0.5577
1262,0.709,4.2606,0.5885
1263,0.7301,4.3025,0.6315
1264,0.7758,4.4971,0.7043
1265,0.8097,4.4121,0.7667
1266,0.7885,4.3574,0.7315
1267,0.8018,2.8075,0.7479
1268,0.8265,2.6063,0.7761
1269,0.9244,2.7189,0.928
1270,0.9962,2.7866,1.0518
1271,1.0393,2.8196,1.1413
1272,1.0495,2.7737,1.1508
1273,0.9959,2.5875,1.0248
1274,0.9025,2.326,0.8353
1275,0.8892,2.3014,0.8104
1276,1.0479,2.7616,1.1456
1277,1.1711,3.1362,1.4498
1278,1.1898,3.2622,1.5044
1279,1.1636,3.3766,1.4457
1280,1.0799,4.5261,1.2671
1281,0.958,4.3323,1.0129
1282,0.8328,2.7063,0.7609
1283,0.7284,3.3733,0.5701
1284,0.6501,3.0765,0.4492
1285,0.5729,2.6712,0.3482
1286,0.5121,2.2433,0.2829
1287,0.5015,2.1582,0.2772
1288,0.4661,1.9986,0.2416
1289,0.3992,1.4831,0.1864
1290,0.3038,1.0153,0.1326
1291,0.3126,0.8002,0.1261
1292,0.3341,0.8573,0.1389
1293,0.2675,0.7752,0.1023
1294,0.2292,0.8906,0.0816
1295,0.2314,1.1349,0.0783
1296,0.2219,1.092,0.0692
1297,0.1857,0.9927,0.0535
1298,0.2338,1.4733,0.0648
1299,0.3039,2.0717,0.1035
1300,0.3453,2.3675,0.1303
1301,0.3793,2.6761,0.1547
1302,0.4054,2.8985,0.1731
1303,0.4146,2.9831,0.1824
1304,0.4341,2.2667,0.1996
1305,0.4186,2.0107,0.188
1306,0.442,2.0938,0.2079
1307,0.4826,2.2653,0.2459
1308,0.5241,2.4412,0.292
1309,0.5618,2.6734,0.3373
1310,0.5445,2.6418,0.3283
1311,0.4644,2.275,0.2468
1312,0.4205,2.104,0.2
1313,0.4218,2.1067,0.1956
1314,0.3873,1.917,0.1645
1315,0.3189,1.3804,0.1121
1316,0.2344,1.0556,0.0627
1317,0.1304,0.6136,0.0233
1318,0.1011,0.5033,0.0161
1319,0.0932,0.5216,0.0148
1320,0.0936,0.5288,0.0135
1321,0.0957,0.7551,0.0144
1322,0.1522,1.3824,0.0288
1323,0.1961,1.4121,0.0481
1324,0.2481,2.1653,0.0751
1325,0.3129,3.1181,0.1118
1326,0.3559,3.7453,0.1422
1327,0.3843,4.0615,0.1654
1328,0.3682,3.6783,0.1518
1329,0.3522,3.3633,0.1374
1330,0.3616,3.1068,0.1432
1331,0.3959,2.9611,0.1799
1332,0.4538,3.6717,0.2406
1333,0.4706,4.1682,0.2798
1334,0.485,4.5949,0.3196
1335,0.4489,3.7122,0.3024
1336,0.4278,3.5894,0.2652
1337,0.3371,2.4971,0.1839
1338,0.2076,1.1535,0.0976
1339,0.1848,0.8671,0.0762
1340,0.2032,0.9913,0.0798
1341,0.2262,1.6852,0.0853
1342,0.2027,1.5743,0.0697
1343,0.2104,0.6961,0.0634
1344,0.2636,0.7925,0.0889
1345,0.2429,0.8545,0.0704
1346,0.1962,0.7147,0.0472
1347,0.1518,0.5815,0.034
1348,0.1196,0.4938,0.0284
1349,0.1077,0.4336,0.027
1350,0.0871,0.2528,0.0161
1351,0.0765,0.1741,0.0119
1352,0.0707,0.1493,0.0103
1353,0.0793,0.1459,0.0189
1354,0.1256,0.2118,0.0359
1355,0.1456,0.2348,0.0544
1356,0.1474,0.2261,0.0698
1357,0.1924,0.3116,0.1044
1358,0.1924,0.2985,0.1157
1359,0.2324,0.3737,0.1342
1360,0.2182,0.3522,0.1292
1361,0.214,0.3417,0.1158
1362,0.2368,0.3761,0.1128
1363,0.2742,0.4438,0.1159
1364,0.2475,0.4093,0.0914
1365,0.2156,0.3645,0.0735
1366,0.1749,0.3085,0.0525
1367,0.1489,0.2716,0.0432
1368,0.1284,0.2401,0.0346
1369,0.106,0.1928,0.0259
1370,0.0856,0.1514,0.0206
1371,0.0766,0.1405,0.0152
1372,0.09,0.161,0.0149
1373,0.0923,0.164,0.0139
1374,0.0973,0.1572,0.0142
1375,0.1061,0.1653,0.0177
1376,0.1221,0.1849,0.0218
1377,0.1393,0.1979,0.0333
1378,0.1725,0.2538,0.0612
1379,0.1678,0.2574,0.0856
1380,0.1863,0.2878,0.1027
1381,0.1745,0.2488,0.1056
1382,0.1637,0.1984,0.1175
1383,0.167,0.1753,0.1335
1384,0.1737,0.1763,0.1365
1385,0.1812,0.2043,0.1292
1386,0.1968,0.2194,0.1185
1387,0.2015,0.2247,0.1077
1388,0.2023,0.2285,0.0937
1389,0.2112,0.2476,0.0795
1390,0.2016,0.2378,0.0645
1391,0.1887,0.2249,0.0569
1392,0.1794,0.2048,0.0507
1393,0.1772,0.1894,0.0506
1394,0.1919,0.1986,0.0579
1395,0.2004,0.2092,0.061
1396,0.2187,0.2288,0.0714
1397,0.2318,0.2341,0.0782
1398,0.2453,0.2509,0.0819
1399,0.2694,0.2753,0.0971
1400,0.2802,0.2822,0.1077
1401,0.279,0.2815,0.1112
1402,0.2634,0.2748,0.1013
1403,0.2581,0.2858,0.0993
1404,0.2385,0.2731,0.1029
1405,0.2048,0.2213,0.1085
1406,0.1888,0.1964,0.1137
1407,0.1747,0.1739,0.1101
1408,0.1422,0.1398,0.0921
1409,0.1304,0.1428,0.0775
1410,0.1223,0.1456,0.0639
1411,0.1223,0.1565,0.0575
1412,0.1322,0.1827,0.0512
1413,0.1492,0.2225,0.0485
1414,0.1559,0.239,0.0494
1415,0.148,0.2218,0.0423
1416,0.145,0.212,0.0378
1417,0.1432,0.2015,0.0346
1418,0.1447,0.1998,0.0334
1419,0.153,0.2069,0.0363
1420,0.1705,0.2226,0.0429
1421,0.1652,0.2135,0.0403
1422,0.1422,0.1808,0.0342
1423,0.1537,0.1901,0.0412
1424,0.1649,0.1925,0.0495
1425,0.1705,0.1932,0.0569
1426,0.1719,0.2034,0.0589
1427,0.1738,0.2119,0.067
1428,0.1758,0.2284,0.0749
1429,0.1522,0.1844,0.0814
1430,0.1399,0.1507,0.0957
1431,0.1387,0.139,0.1056
1432,0.131,0.121,0.1084
1433,0.1119,0.0954,0.0964
1434,0.1109,0.1042,0.0733
1435,0.135,0.1506,0.0624
1436,0.1547,0.1949,0.057
1437,0.1625,0.2265,0.048
1438,0.1847,0.2774,0.0529
1439,0.2092,0.3149,0.0637
1440,0.2345,0.3467,0.0754
1441,0.2731,0.3863,0.0988
1442,0.2786,0.385,0.0987
1443,0.2344,0.3338,0.0735
1444,0.2125,0.305,0.0598
1445,0.1866,0.2746,0.0536
1446,0.17,0.2523,0.0486
1447,0.1548,0.2203,0.0407
1448,0.137,0.1909,0.0333
1449,0.1662,0.231,0.0491
1450,0.2772,0.3772,0.1054
1451,0.2903,0.3918,0.1299
1452,0.2905,0.3817,0.1389
1453,0.2566,0.3325,0.1221
1454,0.2513,0.3241,0.1143
1455,0.2341,0.2903,0.1002
1456,0.2427,0.3127,0.1027
1457,0.2715,0.3676,0.1221
1458,0.3103,0.4317,0.1455
1459,0.3292,0.4722,0.15
1460,0.2932,0.435,0.1289
1461,0.2762,0.4149,0.1143
1462,0.2844,0.418,0.1083
1463,0.283,0.4112,0.1015
1464,0.2805,0.4117,0.1003
1465,0.2456,0.3675,0.0797
1466,0.2127,0.3183,0.0625
1467,0.2351,0.3425,0.0672
1468,0.2348,0.3457,0.0668
1469,0.1955,0.2948,0.0476
1470,0.1996,0.2937,0.0499
1471,0.2039,0.2969,0.0535
1472,0.1899,0.2727,0.0485
1473,0.1542,0.2345,0.0383
1474,0.168,0.2998,0.0511
1475,0.2338,0.3605,0.0951
1476,0.23,0.3487,0.0945
1477,0.2591,0.3662,0.1147
1478,0.2672,0.3818,0.1183
1479,0.2652,0.3898,0.1172
1480,0.259,0.4052,0.1136
1481,0.2685,0.4328,0.1158
1482,0.2752,0.4391,0.1187
1483,0.2709,0.439,0.1117
1484,0.2351,0.395,0.088
1485,0.2154,0.3783,0.0717
1486,0.2206,0.3753,0.0692
1487,0.2173,0.3489,0.0638
1488,0.2163,0.3403,0.0632
1489,0.2034,0.3135,0.0569
1490,0.2061,0.3031,0.0596
1491,0.2257,0.3125,0.0761
1492,0.2211,0.3009,0.0787
1493,0.1965,0.2722,0.0634
1494,0.198,0.2823,0.063
1495,0.2187,0.3484,0.0664
1496,0.179,0.2905,0.0475
1497,0.1604,0.2542,0.0472
1498,0.1987,0.3107,0.0749
1499,0.1879,0.2774,0.0873
1500,0.2179,0.326,0.1071
1501,0.2351,0.3655,0.1141
1502,0.2045,0.2991,0.1038
1503,0.1756,0.2433,0.0911
1504,0.1794,0.2431,0.0831
1505,0.1926,0.2815,0.0789
1506,0.1985,0.2771,0.081
1507,0.1962,0.2875,0.076
1508,0.1699,0.2659,0.0568
1509,0.1633,0.271,0.044
1510,0.1841,0.3117,0.0478
1511,0.1963,0.3316,0.0525
1512,0.2032,0.3559,0.0518
1513,0.1811,0.3202,0.0418
1514,0.1638,0.283,0.0363
1515,0.1902,0.3096,0.0533
1516,0.191,0.3037,0.0571
1517,0.1786,0.3311,0.0481
1518,0.2053,0.3953,0.057
1519,0.2262,0.492,0.0627
1520,0.2265,0.5572,0.0598
1521,0.1322,0.2703,0.028
1522,0.1351,0.2767,0.031
1523,0.1874,0.3689,0.0579
1524,0.2188,0.4059,0.0859
1525,0.2592,0.5072,0.124
1526,0.2555,0.4679,0.1296
1527,0.2081,0.3741,0.1067
1528,0.183,0.3426,0.1013
1529,0.1887,0.3509,0.0991
1530,0.1753,0.3198,0.0876
1531,0.1356,0.2776,0.0786
1532,0.1616,0.3175,0.0759
1533,0.1609,0.3238,0.0527
1534,0.1193,0.2322,0.0295
1535,0.0957,0.1989,0.0209
1536,0.0794,0.1744,0.0154
1537,0.0819,0.1547,0.0153
1538,0.0712,0.1306,0.0123
1539,0.0652,0.1483,0.0096
1540,0.0892,0.1785,0.0146
1541,0.1065,0.2024,0.0173
1542,0.104,0.1802,0.0171
1543,0.0937,0.1628,0.015
1544,0.0876,0.1376,0.0157
1545,0.1916,0.3239,0.0567
1546,0.1935,0.3038,0.0602
1547,0.1987,0.3092,0.0712
1548,0.1896,0.2764,0.079
1549,0.1855,0.2626,0.0838
1550,0.1711,0.2302,0.0911
1551,0.1323,0.1726,0.0901
1552,0.1254,0.1526,0.0937
1553,0.1385,0.1772,0.0969
1554,0.1281,0.1864,0.0862
1555,0.1577,0.2624,0.0832
1556,0.1741,0.2906,0.073
1557,0.1447,0.2429,0.045
1558,0.096,0.1637,0.023
1559,0.0843,0.149,0.0171
1560,0.0882,0.1629,0.0176
1561,0.0912,0.1793,0.0175
1562,0.0994,0.1936,0.0174
1563,0.1021,0.1985,0.0168
1564,0.117,0.218,0.0213
1565,0.1046,0.2055,0.0156
1566,0.1137,0.2392,0.0167
1567,0.1315,0.2802,0.0211
1568,0.1321,0.2487,0.0202
1569,0.1243,0.211,0.0246
1570,0.1053,0.1358,0.0287
1571,0.0987,0.1397,0.0349
1572,0.1091,0.1601,0.0506
1573,0.115,0.1607,0.0617
1574,0.1336,0.179,0.0763
1575,0.155,0.2295,0.0851
1576,0.1751,0.2882,0.0933
1577,0.19,0.3361,0.0983
1578,0.1631,0.2762,0.0833
1579,0.1306,0.2035,0.0652
1580,0.1062,0.1653,0.0439
1581,0.0799,0.1273,0.0286
1582,0.0644,0.1169,0.0182
1583,0.0759,0.1418,0.0165
1584,0.0876,0.1645,0.0162
1585,0.0971,0.21,0.0163
1586,0.1022,0.213,0.0147
1587,0.0994,0.1972,0.0153
1588,0.1164,0.2264,0.0196
1589,0.1083,0.2248,0.0159
1590,0.1029,0.2695,0.0132
1591,0.1279,0.3353,0.0199
1592,0.1379,0.4132,0.0246
1593,0.0981,0.3266,0.0186
1594,0.0768,0.165,0.0245
1595,0.1482,0.3008,0.0493
1596,0.1418,0.2893,0.0625
1597,0.1629,0.3602,0.0762
1598,0.1523,0.3282,0.0785
1599,0.1558,0.3531,0.0806
1600,0.1747,0.4143,0.0844
1601,0.1904,0.4644,0.0865
1602,0.1792,0.4043,0.0856
1603,0.1593,0.3368,0.0797
1604,0.1474,0.298,0.0621
1605,0.1229,0.2517,0.0375
1606,0.0961,0.1836,0.0249
1607,0.0966,0.1952,0.0172
1608,0.1104,0.2769,0.0173
1609,0.1489,0.376,0.0293
1610,0.1712,0.4347,0.0389
1611,0.146,0.7316,0.0312
1612,0.1227,1.0847,0.0235
1613,0.1105,0.835,0.0171
1614,0.1125,1.0002,0.0153
1615,0.1547,1.7069,0.0285
1616,0.1711,2.4803,0.0364
1617,0.1495,1.8146,0.0329
1618,0.1396,0.5798,0.0513
1619,0.1642,0.8326,0.0734
1620,0.1751,0.686,0.099
1621,0.1879,1.1647,0.1191
1622,0.183,1.3008,0.1344
1623,0.1744,1.2315,0.1365
1624,0.1941,0.7925,0.1475
1625,0.214,0.7263,0.1467
1626,0.2063,0.7319,0.1315
1627,0.219,0.7146,0.1222
