,TEMPERATURE_MAE_TRAIN,TEMPERATURE_MAPE_TRAIN,TEMPERATURE_RMSE_TRAIN
1628,0.2341,0.7077,0.1139
1629,0.2212,0.6476,0.0878
1630,0.2058,0.5505,0.0709
1631,0.2002,0.6807,0.0641
1632,0.2244,0.7716,0.0776
1633,0.2506,1.1407,0.0897
1634,0.2406,1.3788,0.0779
1635,0.2038,1.1178,0.0565
1636,0.2037,0.6706,0.0551
1637,0.1934,0.4047,0.0499
1638,0.1521,0.203,0.0341
1639,0.1438,0.163,0.0351
1640,0.1409,0.1763,0.0307
1641,0.2461,0.3646,0.0771
1642,0.2672,0.4065,0.0969
1643,0.2626,0.3842,0.1143
1644,0.2807,0.4091,0.1379
1645,0.2635,0.3706,0.1542
1646,0.2441,0.3601,0.1563
1647,0.2603,0.381,0.1702
1648,0.3062,0.473,0.1862
1649,0.299,0.4807,0.1611
1650,0.2978,0.4868,0.1463
1651,0.2993,0.4857,0.1312
1652,0.2945,0.4743,0.1225
1653,0.2583,0.4312,0.0892
1654,0.2082,0.3375,0.0588
1655,0.1652,0.2575,0.0417
1656,0.14,0.2099,0.0328
1657,0.1228,0.1698,0.0279
1658,0.1026,0.1549,0.0187
1659,0.0872,0.1426,0.0131
1660,0.0941,0.1563,0.0138
1661,0.1202,0.2056,0.0182
1662,0.1157,0.2002,0.0175
1663,0.1207,0.1662,0.0237
1664,0.138,0.2054,0.0277
1665,0.2306,0.3697,0.0633
1666,0.2738,0.4692,0.0933
1667,0.2731,0.4486,0.1092
1668,0.2594,0.4293,0.1165
1669,0.2596,0.4372,0.1174
1670,0.2328,0.3942,0.1145
1671,0.2026,0.3338,0.0999
1672,0.212,0.3595,0.1003
1673,0.1955,0.3542,0.0887
1674,0.1838,0.3509,0.0799
1675,0.1777,0.3744,0.0671
1676,0.167,0.3591,0.0581
1677,0.1503,0.3462,0.0463
1678,0.1251,0.2921,0.0336
1679,0.1201,0.2564,0.0278
1680,0.1148,0.2366,0.0232
1681,0.0971,0.1957,0.0168
1682,0.0844,0.155,0.0131
1683,0.1161,0.1905,0.0225
1684,0.1202,0.1934,0.0234
1685,0.0998,0.216,0.0136
1686,0.0956,0.2189,0.0131
1687,0.0758,0.1947,0.0088
1688,0.0757,0.2332,0.0087
1689,0.1499,0.3866,0.0335
1690,0.214,0.4788,0.0663
1691,0.187,0.4245,0.0703
1692,0.2208,0.5149,0.0982
1693,0.2437,0.573,0.1255
1694,0.2671,0.5939,0.1417
1695,0.287,0.5748,0.1489
1696,0.2544,0.5175,0.1352
1697,0.2133,0.4595,0.1124
1698,0.1883,0.4017,0.0932
1699,0.2268,0.4621,0.0921
1700,0.2463,0.4947,0.0923
1701,0.1952,0.4282,0.0584
1702,0.1516,0.3677,0.0368
1703,0.1303,0.3328,0.0304
1704,0.1311,0.3256,0.0286
1705,0.1231,0.2997,0.0243
1706,0.0842,0.243,0.0139
1707,0.0617,0.1836,0.0091
1708,0.0577,0.2057,0.0068
1709,0.0563,0.3313,0.0061
1710,0.0526,0.413,0.008
1711,0.0851,0.4636,0.0162
1712,0.1259,0.591,0.0249
1713,0.1392,0.7598,0.0361
1714,0.1688,0.808,0.0515
1715,0.1758,0.7316,0.0744
1716,0.1898,0.8131,0.1078
1717,0.2026,0.8273,0.1353
1718,0.1908,0.6785,0.141
1719,0.2086,0.5775,0.1596
1720,0.2377,0.5696,0.1776
1721,0.2395,0.5577,0.1768
1722,0.2576,0.4874,0.1762
1723,0.3212,0.4542,0.2006
1724,0.366,0.5116,0.2226
1725,0.3487,0.5437,0.1825
1726,0.2908,0.5006,0.1268
1727,0.2409,0.5681,0.0869
1728,0.2156,0.5854,0.073
1729,0.2092,0.6245,0.0677
1730,0.188,0.6289,0.0526
1731,0.158,0.5803,0.0371
1732,0.1713,0.5666,0.0417
1733,0.1686,1.3513,0.0447
1734,0.1686,1.4369,0.0448
1735,0.2076,0.6538,0.0606
1736,0.2511,1.8859,0.0941
1737,0.2613,1.6769,0.0982
1738,0.2602,1.5779,0.0991
1739,0.2622,1.4164,0.1133
1740,0.2644,1.3628,0.1374
1741,0.2535,1.4065,0.1527
1742,0.2472,1.5499,0.1667
1743,0.2456,1.4275,0.1667
1744,0.2558,1.6027,0.1695
1745,0.2629,1.7662,0.1655
1746,0.2382,1.8172,0.139
1747,0.2211,1.5357,0.1205
1748,0.2159,1.3468,0.1016
1749,0.2053,1.2295,0.071
1750,0.1835,0.9625,0.0523
1751,0.1814,0.8634,0.0476
1752,0.1823,0.9439,0.0469
1753,0.1967,0.7001,0.0573
1754,0.2114,0.7242,0.0667
1755,0.2206,0.7651,0.0708
1756,0.2202,0.8131,0.0727
1757,0.1981,0.3114,0.0594
1758,0.1793,0.2579,0.0443
1759,0.188,0.2904,0.0455
1760,0.1869,0.2843,0.0459
1761,0.1873,0.2374,0.0562
1762,0.2011,0.2329,0.0744
1763,0.186,0.2424,0.0768
1764,0.1774,0.2305,0.0897
1765,0.1819,0.2347,0.11
1766,0.192,0.2482,0.1246
1767,0.1981,0.2611,0.1251
1768,0.199,0.2897,0.1175
1769,0.1887,0.3251,0.1032
1770,0.1533,0.2676,0.0828
1771,0.1488,0.2502,0.0659
1772,0.1331,0.2281,0.0494
1773,0.1046,0.1813,0.0304
1774,0.0867,0.1423,0.0222
1775,0.0941,0.1549,0.0213
1776,0.1071,0.1768,0.0229
1777,0.1154,0.1785,0.0251
1778,0.1185,0.1767,0.0259
1779,0.1171,0.1749,0.0226
1780,0.1307,0.1886,0.0269
1781,0.0958,0.1503,0.0152
1782,0.083,0.135,0.0126
1783,0.1094,0.1989,0.0172
1784,0.0764,0.1343,0.0104
1785,0.1179,0.1803,0.0243
1786,0.1365,0.2126,0.0377
1787,0.1234,0.1946,0.0496
1788,0.1205,0.193,0.0629
1789,0.1225,0.179,0.0786
1790,0.1197,0.165,0.0866
1791,0.1143,0.1395,0.0899
1792,0.1091,0.1178,0.0859
1793,0.0982,0.1201,0.0729
1794,0.1411,0.1896,0.0664
1795,0.1409,0.233,0.0518
1796,0.1295,0.2424,0.038
1797,0.1242,0.259,0.0263
1798,0.1208,0.2772,0.0267
1799,0.1391,0.3064,0.0279
1800,0.1561,0.3323,0.0318
1801,0.1505,0.3075,0.0279
1802,0.1404,0.2819,0.0241
1803,0.1496,0.2935,0.0291
1804,0.1611,0.317,0.0345
1805,0.1243,0.259,0.0238
1806,0.1398,0.2769,0.0281
1807,0.1538,0.2885,0.0325
1808,0.1593,0.2825,0.0357
1809,0.1496,0.2954,0.0367
1810,0.1485,0.3124,0.0505
1811,0.1687,0.3465,0.0647
1812,0.1739,0.3437,0.0803
1813,0.1664,0.303,0.0851
1814,0.1925,0.3245,0.0938
1815,0.2082,0.3387,0.0977
1816,0.2144,0.374,0.1002
1817,0.236,0.4363,0.1079
1818,0.2682,0.4872,0.1178
1819,0.2711,0.49,0.1143
1820,0.2161,0.4157,0.0824
1821,0.2139,0.4364,0.0701
1822,0.2057,0.4194,0.0633
1823,0.1959,0.3962,0.0612
1824,0.1961,0.3881,0.0628
1825,0.2294,0.416,0.0719
1826,0.2758,0.4609,0.0917
1827,0.2952,0.4753,0.1124
1828,0.2809,0.4535,0.1169
1829,0.2326,0.3792,0.0933
1830,0.2178,0.3427,0.0776
1831,0.2457,0.3612,0.0829
1832,0.2536,0.3667,0.0854
1833,0.2441,0.3725,0.0869
1834,0.2435,0.3924,0.1056
1835,0.2817,0.4446,0.1274
1836,0.3225,0.4939,0.1546
1837,0.3137,0.4748,0.1594
1838,0.2978,0.4444,0.1505
1839,0.296,0.4344,0.1538
1840,0.3183,0.4712,0.1573
1841,0.3489,0.5336,0.1616
1842,0.3411,0.5405,0.1557
1843,0.3227,0.5404,0.1383
1844,0.2962,0.5064,0.1167
1845,0.2841,0.4836,0.1072
1846,0.2784,0.4805,0.1037
1847,0.2749,0.4839,0.1005
1848,0.256,0.4574,0.0895
1849,0.2311,0.4118,0.0722
1850,0.2316,0.4162,0.0729
1851,0.2552,0.4879,0.0922
1852,0.2423,0.4538,0.0925
1853,0.2023,0.3894,0.0669
1854,0.2293,0.462,0.0844
1855,0.2293,0.491,0.0817
1856,0.2212,0.4506,0.0798
1857,0.2008,0.4279,0.0594
1858,0.193,0.427,0.0605
1859,0.1939,0.4263,0.0791
1860,0.2137,0.4594,0.1037
1861,0.1922,0.4085,0.1102
1862,0.1961,0.4265,0.1192
1863,0.1743,0.3928,0.1105
1864,0.1746,0.4013,0.1041
1865,0.1871,0.4235,0.1033
1866,0.2007,0.4587,0.0977
1867,0.2058,0.4543,0.0874
1868,0.1929,0.4173,0.0709
1869,0.1902,0.4331,0.0563
1870,0.1688,0.3927,0.0431
1871,0.1446,0.3226,0.0364
1872,0.1276,0.2439,0.0319
1873,0.1139,0.1729,0.0268
1874,0.0957,0.193,0.0225
1875,0.1101,0.2243,0.0241
1876,0.1257,0.2389,0.0345
1877,0.1549,0.2818,0.0451
1878,0.1367,0.2385,0.0362
1879,0.1827,0.2943,0.0471
1880,0.2953,0.4485,0.1149
1881,0.3559,0.5056,0.1711
1882,0.359,0.508,0.1901
1883,0.3377,0.482,0.1827
1884,0.3385,0.4753,0.188
1885,0.3077,0.4286,0.1693
1886,0.2358,0.3243,0.1372
1887,0.2591,0.3495,0.1475
1888,0.2515,0.3185,0.1496
1889,0.2438,0.3015,0.1435
1890,0.2758,0.3452,0.1447
1891,0.3743,0.4714,0.1925
1892,0.3947,0.4893,0.1926
1893,0.34,0.435,0.1427
1894,0.2722,0.3559,0.0959
1895,0.2297,0.3079,0.0728
1896,0.2109,0.2821,0.0607
1897,0.1987,0.2705,0.0503
1898,0.1684,0.2413,0.0382
1899,0.145,0.2098,0.0325
1900,0.149,0.2126,0.0311
1901,0.1352,0.1828,0.0281
1902,0.1148,0.1515,0.0245
1903,0.1033,0.1286,0.0242
1904,0.1368,0.1593,0.0312
1905,0.1998,0.2311,0.0589
1906,0.169,0.2,0.0505
1907,0.1686,0.2048,0.0607
1908,0.1785,0.2322,0.0707
1909,0.1682,0.216,0.0788
1910,0.1502,0.1783,0.0821
1911,0.1302,0.1398,0.0804
1912,0.1355,0.1381,0.0864
1913,0.1447,0.1665,0.0836
1914,0.1275,0.1443,0.0803
1915,0.1453,0.1651,0.0814
1916,0.1885,0.2209,0.0807
1917,0.2014,0.2523,0.0716
1918,0.1978,0.2488,0.0622
1919,0.2016,0.2376,0.0665
1920,0.2137,0.2387,0.0758
1921,0.2663,0.2933,0.1098
1922,0.3592,0.4234,0.1747
1923,0.3995,0.4845,0.209
1924,0.3629,0.4309,0.1795
1925,0.3,0.3571,0.1276
1926,0.2416,0.3024,0.0841
1927,0.1945,0.2475,0.0582
1928,0.18,0.2234,0.0519
1929,0.168,0.211,0.0492
1930,0.1449,0.1721,0.0483
1931,0.1239,0.1635,0.0491
1932,0.1092,0.1527,0.0525
1933,0.1038,0.1427,0.0609
1934,0.105,0.1343,0.068
1935,0.1204,0.1545,0.0782
1936,0.1343,0.1977,0.0804
1937,0.1567,0.2754,0.0779
1938,0.1642,0.2873,0.0716
1939,0.1335,0.2234,0.0563
1940,0.1134,0.189,0.0416
1941,0.0908,0.1619,0.0253
1942,0.0929,0.172,0.0178
1943,0.1118,0.2037,0.0204
1944,0.1284,0.2476,0.0251
1945,0.1266,0.272,0.023
1946,0.1171,0.2649,0.0198
1947,0.1326,0.2827,0.0242
1948,0.1625,0.3505,0.035
1949,0.1466,0.3928,0.0274
1950,0.1576,0.4564,0.03
1951,0.1892,0.5606,0.0441
1952,0.1549,0.5314,0.0321
1953,0.1133,0.3921,0.0232
1954,0.0862,0.2244,0.0261
1955,0.1223,0.2802,0.0431
1956,0.1422,0.2945,0.055
1957,0.181,0.3846,0.0798
1958,0.2108,0.4609,0.0973
1959,0.2103,0.418,0.1027
1960,0.1902,0.3185,0.1002
1961,0.1615,0.2531,0.0815
1962,0.2063,0.37,0.0827
1963,0.1958,0.3883,0.0656
1964,0.1661,0.3575,0.0481
1965,0.131,0.277,0.0308
1966,0.1216,0.2276,0.0264
1967,0.1492,0.3182,0.0338
1968,0.1712,0.3849,0.042
1969,0.191,0.4519,0.0483
1970,0.1982,0.4744,0.0504
1971,0.1799,0.431,0.0453
1972,0.1566,0.3701,0.0394
1973,0.1395,0.3244,0.0311
1974,0.1375,0.3017,0.0272
1975,0.1489,0.3089,0.0283
1976,0.1524,0.3003,0.0298
1977,0.15,0.2649,0.0352
1978,0.1274,0.1908,0.0382
1979,0.1208,0.1924,0.0473
1980,0.1396,0.2234,0.0681
1981,0.1745,0.2866,0.0946
1982,0.1806,0.2875,0.1087
1983,0.1937,0.3055,0.1269
1984,0.2263,0.3707,0.1412
1985,0.2191,0.3634,0.1268
1986,0.2289,0.3889,0.1167
1987,0.3095,0.5135,0.138
1988,0.3174,0.5225,0.1356
1989,0.2768,0.4645,0.1026
1990,0.2325,0.4011,0.0779
1991,0.2126,0.358,0.069
1992,0.2023,0.3202,0.0591
1993,0.1948,0.3122,0.0548
1994,0.2199,0.3682,0.0634
1995,0.2299,0.3835,0.0676
1996,0.2274,0.3907,0.0634
1997,0.2225,0.4147,0.0589
1998,0.3078,0.5356,0.113
1999,0.4833,0.7491,0.277
2000,0.4976,0.7574,0.2951
2001,0.4617,0.7359,0.2527
2002,0.4528,0.7783,0.2462
2003,0.4351,0.7837,0.2488
2004,0.4192,0.7303,0.2486
2005,0.3867,0.6341,0.2333
2006,0.355,0.5548,0.207
2007,0.338,0.498,0.1961
2008,0.3017,0.4517,0.1764
2009,0.2657,0.4137,0.1556
2010,0.249,0.3787,0.1319
2011,0.2565,0.394,0.1188
2012,0.2686,0.4114,0.1118
2013,0.2352,0.3598,0.0807
2014,0.2055,0.3403,0.0636
2015,0.1797,0.307,0.0515
2016,0.1735,0.283,0.0455
2017,0.1791,0.2577,0.0458
2018,0.1757,0.2319,0.0434
2019,0.174,0.2236,0.0446
2020,0.1852,0.2314,0.0509
2021,0.1847,0.2104,0.0555
2022,0.1894,0.1946,0.06
2023,0.2071,0.2161,0.0715
2024,0.2086,0.2147,0.0775
2025,0.2166,0.2254,0.0823
2026,0.2062,0.2199,0.0754
2027,0.2018,0.2299,0.0772
2028,0.1982,0.2442,0.0989
2029,0.1924,0.2431,0.1102
2030,0.2031,0.2573,0.1228
2031,0.1643,0.2016,0.1107
2032,0.1525,0.1732,0.1065
2033,0.1608,0.1871,0.1031
2034,0.162,0.1983,0.0958
2035,0.1772,0.2138,0.0909
2036,0.1921,0.2342,0.0836
2037,0.1969,0.2488,0.0657
2038,0.1861,0.2408,0.0545
2039,0.1696,0.2222,0.0454
2040,0.16,0.2043,0.0413
2041,0.1536,0.1927,0.0377
2042,0.1506,0.1801,0.0385
2043,0.1693,0.2001,0.0426
2044,0.1973,0.221,0.0552
2045,0.2104,0.226,0.0634
2046,0.2277,0.2475,0.0694
2047,0.2307,0.2512,0.0704
2048,0.2415,0.2668,0.0755
2049,0.2486,0.2751,0.0832
2050,0.2485,0.2818,0.0864
2051,0.2436,0.2889,0.0924
2052,0.2339,0.2867,0.1126
2053,0.2201,0.2695,0.1226
2054,0.2042,0.2412,0.1217
2055,0.18,0.1995,0.1171
2056,0.1594,0.1664,0.1015
2057,0.1633,0.1856,0.0922
2058,0.1736,0.209,0.0828
2059,0.189,0.2359,0.078
2060,0.2056,0.2662,0.0728
2061,0.1822,0.2484,0.0544
2062,0.1511,0.2111,0.0391
2063,0.1397,0.1968,0.0328
2064,0.1297,0.1885,0.0259
2065,0.1177,0.1804,0.0208
2066,0.1131,0.1787,0.0195
2067,0.1319,0.2074,0.0227
2068,0.1517,0.2323,0.0297
2069,0.1725,0.2807,0.0375
2070,0.1834,0.2999,0.0429
2071,0.1812,0.2768,0.0479
2072,0.1825,0.2714,0.053
2073,0.1811,0.2584,0.0557
2074,0.1501,0.2157,0.0476
2075,0.1081,0.1482,0.0437
2076,0.1147,0.1758,0.0523
2077,0.1294,0.1997,0.0677
2078,0.1517,0.2415,0.0758
2079,0.156,0.2571,0.0738
2080,0.1581,0.2804,0.0693
2081,0.1634,0.3074,0.0723
2082,0.1787,0.3307,0.077
2083,0.1577,0.2573,0.0716
2084,0.1424,0.2132,0.0589
2085,0.1359,0.2085,0.0412
2086,0.1332,0.1991,0.0342
2087,0.1444,0.2058,0.0355
2088,0.1694,0.2397,0.0451
2089,0.1867,0.2651,0.0505
2090,0.2048,0.306,0.057
2091,0.223,0.3434,0.0694
2092,0.2298,0.3638,0.077
2093,0.2167,0.3456,0.0706
2094,0.1773,0.2645,0.0565
2095,0.1443,0.2384,0.0359
2096,0.1611,0.2688,0.0428
2097,0.1696,0.2743,0.0511
2098,0.1553,0.2343,0.0603
2099,0.1608,0.2168,0.0786
2100,0.1626,0.2024,0.0888
2101,0.1664,0.2211,0.1044
2102,0.181,0.2959,0.1177
2103,0.2145,0.3701,0.1317
2104,0.2197,0.4086,0.1338
2105,0.1758,0.3337,0.106
2106,0.1567,0.2744,0.0769
2107,0.1481,0.2408,0.0575
2108,0.1445,0.2179,0.0451
2109,0.1354,0.1844,0.0377
2110,0.1327,0.1636,0.0366
2111,0.1685,0.2112,0.0514
2112,0.1828,0.2286,0.0568
2113,0.1986,0.2449,0.0642
2114,0.2198,0.2638,0.0767
2115,0.2494,0.303,0.0938
2116,0.2723,0.3349,0.1072
2117,0.2661,0.3219,0.1071
2118,0.2463,0.2956,0.0913
2119,0.2374,0.2909,0.0808
2120,0.2588,0.3073,0.1002
2121,0.2743,0.3036,0.1212
2122,0.2467,0.2433,0.1266
2123,0.226,0.2156,0.1277
2124,0.2035,0.2181,0.1183
2125,0.192,0.1986,0.1194
2126,0.1693,0.1805,0.1175
2127,0.1514,0.156,0.113
2128,0.139,0.1458,0.1059
2129,0.1406,0.1445,0.093
2130,0.1594,0.1686,0.0823
2131,0.1825,0.2067,0.0799
2132,0.191,0.2323,0.0717
2133,0.1765,0.2287,0.0542
2134,0.1857,0.2569,0.0521
2135,0.2167,0.3075,0.0673
2136,0.2224,0.3186,0.0689
2137,0.2437,0.3489,0.0805
2138,0.2508,0.3474,0.088
2139,0.2515,0.3422,0.093
2140,0.2655,0.3632,0.1049
2141,0.2589,0.3354,0.1084
2142,0.2433,0.3557,0.0852
2143,0.2295,0.3649,0.0744
2144,0.1957,0.333,0.0524
2145,0.1666,0.2664,0.0442
2146,0.1539,0.1956,0.0525
2147,0.1438,0.1801,0.0615
2148,0.1389,0.1912,0.0751
2149,0.1434,0.1977,0.0928
2150,0.1577,0.2167,0.1048
2151,0.1524,0.2033,0.1045
2152,0.1525,0.1845,0.1014
2153,0.1367,0.178,0.0907
2154,0.1473,0.1973,0.0855
2155,0.1397,0.2117,0.071
2156,0.1041,0.1853,0.05
2157,0.0738,0.14,0.0284
2158,0.0871,0.1604,0.0252
2159,0.1018,0.1613,0.0286
