datetime,pred_KW,pred_GHI,pred_OT
2019-08-18 11:00:00,458.89014,575.7992,30.962173
2019-08-18 12:00:00,453.95645,585.4865,30.405516
2019-08-18 13:00:00,475.9382,360.2227,30.32305
2019-08-18 14:00:00,486.85638,342.26126,30.119576
2019-08-18 15:00:00,511.12262,297.07947,29.885687
2019-08-18 16:00:00,506.74338,206.18925,29.61598
2019-08-18 17:00:00,498.50552,114.42463,28.839708
2019-08-18 18:00:00,495.24942,0.0,28.639227
2019-08-18 19:00:00,495.42828,0.0,28.370108
2019-08-18 20:00:00,518.5848,0.0,28.312296
2019-08-18 21:00:00,549.5234,0.0,28.171534
2019-08-18 22:00:00,583.47546,0.0,28.035185
2019-08-18 23:00:00,597.2863,0.0,27.973377
2019-08-19 00:00:00,588.0424,0.0,27.821411
2019-08-19 01:00:00,544.08765,0.0,27.757643
2019-08-19 02:00:00,510.16794,0.0,27.66507
2019-08-19 03:00:00,478.96707,0.0,27.892187
2019-08-19 04:00:00,463.14084,0.0,27.850819
2019-08-19 05:00:00,440.0058,0.0,27.914309
2019-08-19 06:00:00,434.53583,43.65428,28.056479
2019-08-19 07:00:00,435.62357,78.47039,28.423214
2019-08-19 08:00:00,488.3794,252.29594,28.803099
2019-08-19 09:00:00,563.72375,175.6433,28.800493
2019-08-19 10:00:00,650.5189,482.94058,29.350382
2019-08-19 11:00:00,699.26355,574.1968,29.468645
2019-08-19 12:00:00,711.19794,566.74225,29.374815
2019-08-19 13:00:00,711.05396,521.4317,29.159348
2019-08-19 14:00:00,708.9418,481.39392,29.001259
2019-08-19 15:00:00,704.5434,329.84573,28.711254
2019-08-19 16:00:00,683.2263,169.77419,28.452875
2019-08-19 17:00:00,652.02423,14.963075,28.190668
2019-08-19 18:00:00,645.3419,0.0,27.8826
2019-08-19 19:00:00,623.6855,0.0,27.777784
2019-08-19 20:00:00,607.49207,0.0,27.859377
2019-08-19 21:00:00,604.7187,0.0,27.840017
2019-08-19 22:00:00,613.90906,0.0,27.794287
2019-08-19 23:00:00,623.3707,0.0,27.693312
2019-08-20 00:00:00,608.433,0.0,27.607061
2019-08-20 01:00:00,575.5507,0.0,27.586895
2019-08-20 02:00:00,527.11035,0.0,27.226559
2019-08-20 03:00:00,491.27692,0.0,27.142853
2019-08-20 04:00:00,459.8659,0.0,27.100325
2019-08-20 05:00:00,440.1757,0.0,27.27479
2019-08-20 06:00:00,426.4988,51.064392,27.546793
2019-08-20 07:00:00,432.26398,159.17131,28.20683
2019-08-20 08:00:00,483.92035,287.0204,28.81649
2019-08-20 09:00:00,578.3451,553.0864,29.072262
2019-08-20 10:00:00,659.82104,728.3056,29.38861
2019-08-20 11:00:00,661.7015,350.05637,29.656588
2019-08-20 12:00:00,686.60406,403.4514,29.654734
2019-08-20 13:00:00,710.1256,557.2502,29.535812
2019-08-20 14:00:00,712.3191,424.1064,29.170135
2019-08-20 15:00:00,690.9806,208.93477,29.033178
2019-08-20 16:00:00,688.8409,293.23398,29.082817
2019-08-20 17:00:00,677.19574,176.79587,28.531528
2019-08-20 18:00:00,635.47394,0.0,28.21686
2019-08-20 19:00:00,602.1353,0.0,28.144278
2019-08-20 20:00:00,598.25116,0.0,28.071344
2019-08-20 21:00:00,605.6792,0.0,27.958153
2019-08-20 22:00:00,607.4148,0.0,27.773384
2019-08-20 23:00:00,621.37,0.0,27.773895
2019-08-21 00:00:00,610.7945,0.0,27.594862
2019-08-21 01:00:00,556.70087,0.0,27.560047
2019-08-21 02:00:00,511.77234,0.0,27.469597
2019-08-21 03:00:00,475.5312,0.0,27.17919
2019-08-21 04:00:00,444.4766,0.0,27.077515
2019-08-21 05:00:00,421.063,0.0,27.360743
2019-08-21 06:00:00,413.68222,85.57249,27.82809
2019-08-21 07:00:00,432.03375,163.70528,28.476114
2019-08-21 08:00:00,503.23865,476.32584,28.842844
2019-08-21 09:00:00,583.21063,599.5455,28.56765
2019-08-21 10:00:00,644.7051,618.5357,28.749264
2019-08-21 11:00:00,704.54926,665.5789,28.856241
2019-08-21 12:00:00,726.3198,726.8476,28.848837
2019-08-21 13:00:00,710.30945,434.19418,29.04692
2019-08-21 14:00:00,716.6985,507.8153,29.099056
2019-08-21 15:00:00,720.3585,344.0784,28.772255
2019-08-21 16:00:00,703.0959,281.9084,28.996302
2019-08-21 17:00:00,681.02625,208.91136,28.580267
2019-08-21 18:00:00,634.74695,0.0,28.334784
2019-08-21 19:00:00,598.7397,0.0,28.055964
2019-08-21 20:00:00,593.039,0.0,28.270094
2019-08-21 21:00:00,596.41724,0.0,28.210785
2019-08-21 22:00:00,604.669,0.0,28.140419
2019-08-21 23:00:00,622.3903,0.0,27.984749
2019-08-22 00:00:00,618.1324,0.0,27.969671
2019-08-22 01:00:00,575.3285,0.0,28.13986
