datetime,ghi,temperature,kw
2019-08-01 00:00:00,0.0,28.525499908089294,599.2440809435866
2019-08-01 01:00:00,0.0,28.425360858483437,566.3686942468522
2019-08-01 02:00:00,0.0,28.397716257057393,523.9596859138486
2019-08-01 03:00:00,0.0,28.405619681806105,488.0380249233331
2019-08-01 04:00:00,0.0,28.463413506178917,469.4110857707708
2019-08-01 05:00:00,0.0,28.608053050763832,442.661512422594
2019-08-01 06:00:00,86.43984574000534,29.092150134568257,425.8022362586094
2019-08-01 07:00:00,219.8939218985526,29.76683772695602,438.6434375734748
2019-08-01 08:00:00,454.28340967897145,30.330835846141433,482.0283448370983
2019-08-01 09:00:00,703.0463823531577,30.97680441560733,585.7869201606796
2019-08-01 10:00:00,787.7724014409894,31.126424859599148,701.7967747204727
2019-08-01 11:00:00,841.9013249063619,31.081684102880683,747.1581800647057
2019-08-01 12:00:00,859.4221210467335,30.97835441692478,754.537924367207
2019-08-01 13:00:00,799.4542385656448,30.856458002451177,735.6436066568078
2019-08-01 14:00:00,692.4129026656726,30.85239003173858,731.0186506798425
2019-08-01 15:00:00,572.7054248837392,30.820947712859635,734.437651182261
2019-08-01 16:00:00,421.8765809070137,30.5121761129691,739.2516258905948
2019-08-01 17:00:00,209.66330509275343,30.181963212693795,702.1614164564717
2019-08-01 18:00:00,69.31368391644706,29.756578649556552,634.8835597860003
2019-08-01 19:00:00,0.0,29.507520825702624,594.2812081490321
2019-08-01 20:00:00,0.0,29.445279192956495,573.3021361083054
2019-08-01 21:00:00,0.0,29.31189899240904,589.4911564935263
2019-08-01 22:00:00,0.0,29.259461291023808,592.2060459574698
2019-08-01 23:00:00,0.0,29.176049929461183,596.5281860608593
2019-08-02 00:00:00,0.0,29.12117137973297,572.8347494439367
2019-08-02 01:00:00,0.0,29.04427608792314,559.7834414779898
2019-08-02 02:00:00,0.0,28.81947843778338,517.6503545281422
2019-08-02 03:00:00,0.0,28.72324553651145,484.91627722364586
2019-08-02 04:00:00,0.0,28.78958677937618,455.40668145802886
2019-08-02 05:00:00,0.0,28.847544568379107,444.40240243965854
2019-08-02 06:00:00,84.82069380743648,29.39229472308612,426.5251545425711
2019-08-02 07:00:00,258.86318424602723,30.072008696526932,447.0173858047396
2019-08-02 08:00:00,497.5955746128487,30.399917852551972,506.96454190956433
2019-08-02 09:00:00,709.0773769368041,30.52091781718856,566.3100214073065
2019-08-02 10:00:00,831.6277894370828,30.45820324123798,636.2682801988773
2019-08-02 11:00:00,736.6424415929055,30.432931265685713,667.9236983967645
2019-08-02 12:00:00,884.6093983614023,30.446154230358804,671.7135505747292
2019-08-02 13:00:00,749.7042894187332,30.48145853423412,661.2383731913732
2019-08-02 14:00:00,734.7023679758245,30.51892783038125,668.1583897549475
2019-08-02 15:00:00,626.3671189539241,30.61549261583917,668.1614060112992
2019-08-02 16:00:00,487.4491647299928,30.455479286126614,668.4154812522125
2019-08-02 17:00:00,245.25725605634096,30.09592380296928,644.8673461315228
2019-08-02 18:00:00,89.87817644909846,29.558335359644,596.7160219465998
2019-08-02 19:00:00,0.0,29.067414051455316,569.8186594299784
2019-08-02 20:00:00,0.0,28.87565716935241,560.6538014694925
2019-08-02 21:00:00,0.0,28.77758753464604,563.3007438448874
2019-08-02 22:00:00,0.0,28.591475320322008,557.0781700275597
2019-08-02 23:00:00,0.0,28.610583214513372,571.4891516502089
2019-08-03 00:00:00,0.0,28.540572294916945,579.8085965727669
2019-08-03 01:00:00,0.0,28.49180196322339,566.9634696889734
2019-08-03 02:00:00,0.0,28.478062221585432,524.2574335711374
2019-08-03 03:00:00,0.0,28.35739315240339,478.9392621587092
2019-08-03 04:00:00,0.0,28.27728893271191,447.449383206473
2019-08-03 05:00:00,0.0,28.391887026076787,426.85632174729506
2019-08-03 06:00:00,74.15638953321447,28.92908722752413,419.9046640631693
2019-08-03 07:00:00,228.0389266517301,29.59305235704521,431.6402152127496
2019-08-03 08:00:00,510.33348488945734,29.93637451787825,486.6348410294803
2019-08-03 09:00:00,714.0121276629609,30.20005469096702,518.420333434335
2019-08-03 10:00:00,792.9278461042702,30.461737626551265,515.547717050475
2019-08-03 11:00:00,928.2319677257128,30.51551176326337,512.5617951446218
2019-08-03 12:00:00,921.894549040688,30.59774224991201,530.7086098639579
2019-08-03 13:00:00,882.1369404243003,30.412308964508657,546.2904700436924
2019-08-03 14:00:00,772.4955923499815,30.44031181629236,556.3047220569232
2019-08-03 15:00:00,624.756800290065,30.48232433339656,534.7463846373737
2019-08-03 16:00:00,448.6110121252355,30.17208446732077,546.3167162792619
2019-08-03 17:00:00,248.37739007542848,29.83124369281967,547.02401730454
2019-08-03 18:00:00,92.56898605276535,29.406391396773152,511.33272936156703
2019-08-03 19:00:00,0.0,29.179563221837128,500.76449206047016
2019-08-03 20:00:00,0.0,29.057621325717385,501.5984869416944
2019-08-03 21:00:00,0.0,29.04590485817848,505.0973609433458
2019-08-03 22:00:00,0.0,29.06855274049461,520.5497771510488
2019-08-03 23:00:00,0.0,29.07365261725121,544.359541090905
2019-08-04 00:00:00,0.0,29.003033463031905,555.3636870391422
2019-08-04 01:00:00,0.0,29.01865970425334,541.7506272024532
2019-08-04 02:00:00,0.0,29.00500763013621,520.4970019058769
2019-08-04 03:00:00,0.0,28.983012640146228,486.49663291062336
2019-08-04 04:00:00,0.0,28.94144505218907,462.82751486053576
2019-08-04 05:00:00,0.0,29.0711685943021,436.97301558470355
2019-08-04 06:00:00,108.44648037947674,29.516228253898905,426.6519112371911
2019-08-04 07:00:00,227.63831418685575,30.00096537652078,422.5413748238813
2019-08-04 08:00:00,410.40544096997183,30.53005962806322,430.0046649916514
2019-08-04 09:00:00,641.1458970264446,31.10737002732828,454.99925767421905
2019-08-04 10:00:00,828.4972912534952,31.455367899131065,483.8732883055088
2019-08-04 11:00:00,768.1596055853113,31.526538765492703,470.38634568752207
2019-08-04 12:00:00,937.220530504479,31.679342595137356,474.3323519703574
2019-08-04 13:00:00,773.8113054279629,31.54700418794828,478.1643652021783
