LOAD(kW),SG(t)
243.8041488,0.02376567
240.6121561,0
240.4119613,0
259.123611,0
245.8038036,0
246.9315595,0
251.5622261,0
244.3691478,0
224.3525144,0
188.0929107,0
156.7162202,0
153.022391,0
159.5198188,0
145.002432,0
157.15295,0.03863464
169.2040351,0.26374566
193.0472619,0.23961492
209.6642619,0.58886608
199.3970524,0.70367393
225.2758593,0.73775702
216.0835451,0.70904076
214.6482054,0.62952344
232.2655328,0.17519662
225.1475953,0.05485725
241.1649496,0.03148632
249.6914279,0
235.546932,0
254.7165298,0
256.8038959,0
263.7420568,0
272.4931457,0
260.797497,0
208.9801369,0
201.3428203,0
165.5011488,0
157.2702418,0
152.6047065,0
156.1255127,0
175.2248423,0.01833993
226.2441845,0.0348644
226.2763469,0.038313
254.5340357,0.05755464
272.6367173,0.13294224
290.1306568,0.1317735
279.7193304,0.04946032
264.2193401,0.05594085
274.3800238,0.044505
277.2840057,0.02582537
293.4818571,0.07213293
297.7275744,0
289.4153897,0
274.8551432,0
288.5266846,0
286.9804941,0
278.8926443,0
264.2017919,0
227.3434494,0
191.0001191,0
165.179631,0
155.689946,0
163.345372,0
158.8936189,0
176.0912083,0.08532576
213.8705952,0.15524075
222.6648185,0.26787624
219.7723499,0.45331202
229.8664689,0.73921773
247.8625244,0.77760512
235.8849375,0.62996505
240.3289107,0.668177
260.175432,0.52021658
284.6593708,0.33201375
273.4194256,0.05421741
287.3946905,0
317.6663779,0
307.5513006,0
314.6005912,0
316.4693809,0
296.5377895,0
289.4820071,0
235.5226399,0
204.5944554,0
181.6872176,0
173.6368304,0
167.6962062,0
169.2260953,0
184.1498542,0.02816672
214.2233393,0.25051026
230.0411637,0.31782375
253.2385514,0.44275595
266.1959665,0.56382632
291.391256,0.34331157
292.1721548,0.46330823
278.9664929,0.53465254
283.6996161,0.4006998
277.0312524,0.22310034
282.5771071,0.02782272
292.4055119,0
314.8790983,0
317.6503094,0
316.7266064,0
298.0240774,0
306.2969762,0
277.9321914,0
265.1280029,0
219.9696666,0
200.0856518,0
184.1081438,0
187.4185137,0
206.8637322,0
184.7916104,0.08322478
215.854128,0.05205924
260.5995226,0.0658545
281.4390089,0.13031838
287.4325588,0.12332142
309.0917502,0.0631584
335.1923958,0.10650541
342.9050387,0.0794124
343.4518827,0.1902621
351.585744,0.12164915
341.1400946,0.03207456
329.7691518,0
341.2448214,0
326.0965179,0
345.3458839,0
353.2090135,0
349.2362292,0
350.1462917,0
301.3459583,0
280.0546711,0
235.7205357,0
222.880007,0
217.6786905,0
221.5376279,0
217.6966059,0.00538446
234.6524613,0.01253364
261.0669435,0.03038036
281.6415089,0.04735762
330.9655626,0.05095629
351.6616066,0.0652912
354.0976726,0.11101224
357.70125,0.05555944
327.2495863,0.044849
334.6038971,0.05479447
338.1027754,0.04227932
323.6469125,0
312.4119583,0
307.1170714,0
290.8065135,0
327.1912143,0
320.4365144,0
296.2547307,0
262.2615327,0
240.4287381,0
216.8875567,0
197.7532976,0
202.79425,0
216.1285857,0
202.1869297,0.00809604
217.6017032,0.0233103
208.1283304,0.12771473
229.0882708,0.05975194
231.788631,0.18149268
262.9503285,0.05594085
252.6286161,0.07011408
264.9126035,0.14289072
271.6743363,0.0266514
275.1253125,0.0631971
258.7077062,0.02316496
280.3715655,0
259.8692496,0
250.9391828,0
261.599598,0
260.5149405,0
281.5369459,0
267.3902679,0
231.8842861,0
208.2865625,0
185.1461042,0
174.8793987,0
176.2067262,0
162.8342815,0
185.5603929,0.00526578
192.8881667,0.01225672
182.5890145,0.0244412
185.7490364,0.04001494
206.3435796,0.07386755
216.573997,0.1711142
230.337133,0.0782127
216.1645446,0.1265705
222.1044583,0.0264192
225.055686,0.0266127
233.3592678,0.02045252
224.3033991,0
224.3688706,0
252.3420387,0
251.6830596,0
245.3651934,0
259.1795851,0
265.0740852,0
225.278392,0
185.0078185,0
177.4012798,0
160.5566938,0
154.4656356,0
157.2289272,0
169.8813436,0.10024117
213.8541941,0.0132741
219.1608512,0.04149113
203.8493839,0.066048
247.3287117,0.14780304
252.1327352,0.08538037
273.2497668,0.06352992
272.1950298,0.11410179
232.6271369,0.044376
237.6108049,0.0267159
249.6654405,0.00981948
251.5664966,0
277.3579182,0
270.8895396,0
264.677328,0
230.6507709,0
256.6859039,0
229.8573785,0
216.5367381,0
185.7632523,0
154.756994,0
139.9142708,0
145.8384525,0
149.3888006,0
161.3824694,0.00800703
181.4304137,0.0301903
175.476253,0.0620662
184.2709941,0.09216792
180.1643176,0.08942237
192.0988839,0.31607709
214.6470804,0.27079164
270.2753057,0.18318258
216.3334864,0.1061928
204.85425,0.06646725
226.4559724,0.00977218
220.6895179,0
213.1265357,0
209.568372,0
216.9781,0
232.8201935,0
238.3315795,0
218.4008661,0
201.5032777,0
191.8345476,0
156.5279792,0
153.7678827,0
155.9136351,0
159.2063601,0
168.5850184,0.11189589
172.4587552,0.30744441
176.5022252,0.49008648
210.3974089,0.63818364
224.7657619,0.7462564
242.0748937,0.78144631
232.8451964,0.75146284
229.0915766,0.66762273
218.5381997,0.52106411
197.736128,0.33660744
206.2689286,0.1394748
223.3340007,0
218.4733066,0
207.3716362,0
219.1200958,0
203.2232588,0
218.1827917,0
221.6708753,0
211.1375259,0
192.3881012,0
170.4450619,0
179.1038333,0
166.5603631,0
162.6668683,0
167.7661042,0.0087462
167.7864926,0.16726656
161.4324039,0.46493105
160.8231369,0.60481478
189.7991319,0.7021728
200.9714321,0.7330167
209.892622,0.65763555
214.2291726,0.36824125
215.8089334,0.12575995
218.7935469,0.0782901
224.6717202,0.11091291
218.5642262,0
235.5273784,0
219.5294732,0
203.2884851,0
208.3129973,0
207.3950042,0
202.8000766,0
198.5938869,0
192.0222262,0
189.0928624,0
172.984064,0
170.305756,0
156.3805234,0
161.2494668,0.08650224
163.8718542,0.2699325
167.8409286,0.24470268
182.9044774,0.52740618
177.3505697,0.17147196
207.3053095,0.54173808
193.7953631,0.24119775
193.2121905,0.19766412
181.159232,0.26921268
179.337625,0.29263048
186.6862155,0.0124313
201.3485671,0
190.3230265,0
213.5854054,0
208.6718155,0
212.5911762,0
219.0141717,0
219.319997,0
208.4140238,0
185.391957,0
163.0945671,0
161.9855863,0
160.5669575,0
153.7864572,0
150.984375,0.01426224
138.8442389,0.0996912
151.5083149,0.06754956
169.7531602,0.3409728
170.5665573,0.24128848
194.8630387,0.46283652
205.2458113,0.64960659
199.8323852,0.5731126
191.291013,0.1390706
199.9311637,0.28993782
213.6537904,0.0525159
219.1801195,0
225.6205498,0
220.5807143,0
214.2125804,0
217.9405655,0
232.9477748,0
207.2244587,0
199.7276564,0
210.3649717,0
178.6077857,0
170.4746756,0
159.877932,0
165.274866,0
159.6230685,0.05550741
166.6055625,0.04831695
187.4206042,0.043817
177.648881,0.05769654
186.3615566,0.13012617
195.0360929,0.06456278
206.4506951,0.11691098
235.1644829,0.07590489
248.3752322,0.06637308
238.2419703,0.02712655
258.0035239,0.01053672
260.3448021,0
281.6499526,0
274.8775625,0
302.218334,0
296.2071899,0
311.0003405,0
307.6119512,0
261.1637224,0
230.4264545,0
230.7031548,0
207.7348214,0
204.5160548,0
196.899746,0
204.0432286,0.00968231
248.1835923,0.08437632
306.3816982,0.1087728
298.2127679,0.25138617
294.1484018,0.31748706
341.5928536,0.11446256
324.7885976,0.1972754
321.8855242,0.17274906
328.6916964,0.19630575
354.6400516,0.06549975
324.9137394,0.04289852
335.3083303,0
353.1551434,0
369.3744178,0
382.4077573,0
385.2658541,0
398.7018125,0
364.3114711,0
338.7704242,0
297.1131667,0
262.8492619,0
248.0792213,0
236.5684414,0
224.2072173,0
242.0987143,0.00956879
255.862628,0.0260064
291.5641509,0.21802032
307.9133155,0.21162364
304.0719315,0.26244706
354.071472,0.73157749
351.6511166,0.70757016
367.6856233,0.18015624
391.0880202,0.30344154
373.2462491,0.07136624
364.471256,0.12850593
375.4461161,0
429.799041,0
435.1723766,0
409.3636072,0
411.6017768,0
425.3779664,0
398.3212695,0
382.1219512,0
316.410247,0
290.8147381,0
264.6989333,0
260.2237656,0
250.1836518,0
274.7659375,0.11695355
309.0482119,0.13940643
352.8262545,0.19756694
365.0484565,0.44648448
359.0839583,0.51758455
370.4569665,0.5854364
362.889114,0.51283434
377.8265154,0.63897312
371.341247,0.4999395
363.4816901,0.32511053
356.14875,0.13637364
359.9170685,0
358.7518221,0
352.2819226,0
386.2547113,0
362.9361459,0
337.4806488,0
307.3579031,0
277.252994,0
232.1182809,0
221.1103435,0
205.7717973,0
205.1822564,0
215.8360549,0
219.3546774,0.12007793
224.2666464,0.30772606
255.2146378,0.48114506
284.7928304,0.62232352
336.0677767,0.7045335
333.1570712,0.7289317
309.6469536,0.6964968
320.5263928,0.61199535
315.5126905,0.32569404
303.1028028,0.12769151
299.7241184,0.12826814
276.7618541,0
305.1366487,0
295.7801786,0
315.7128423,0
306.5182224,0
301.8148661,0
281.3560863,0
230.5837232,0
233.4457977,0
197.891955,0
190.8317057,0
188.0882278,0
180.1621399,0
194.6328774,0.12156315
237.9281232,0.3043841
231.2231488,0.4775064
253.4873667,0.61570625
268.8291486,0.7064814
273.3110179,0.73632598
290.0801369,0.7051742
259.4287976,0.61881816
268.0487951,0.47994536
273.8353184,0.3110749
292.647494,0.1303932
264.5407444,0
266.8570584,0
299.9087976,0
278.6320148,0
271.0511211,0
278.3635167,0
293.7042797,0
249.7516756,0
225.2665268,0
188.1901766,0
182.6063419,0
171.2679345,0
173.3802738,0
171.5366729,0.12880736
180.9948802,0.04260354
203.7123482,0.10765308
235.3088672,0.24990912
232.2057589,0.0920716
250.1642024,0.1392512
240.5917649,0.11254863
290.4565118,0.05865716
287.612247,0.15980692
277.5288945,0.02819424
281.1274869,0.0106038
273.6294858,0
254.7280804,0
277.0077619,0
305.456964,0
295.8208541,0
283.1813215,0
281.7919078,0
274.6589057,0
235.4906875,0
222.6344285,0
205.1180744,0
209.4017536,0
193.66912,0
203.3536458,0.0624876
201.8478006,0.0945785
233.5833641,0.06061452
232.197372,0.0596367
232.4972531,0.06936072
267.4839703,0.1154894
256.613377,0.10487958
269.1802976,0.1023615
269.7129394,0.10156944
268.9136458,0.0713456
266.2560338,0.01874628
273.3912083,0
275.5606673,0
285.1115598,0
291.8072411,0
299.0817577,0
302.5918125,0
303.1856399,0
296.8404504,0
235.8180197,0
228.5817294,0
204.7134137,0
198.02311,0
184.1875536,0
213.2378555,0.02217725
220.6217232,0.05749315
253.0049583,0.08209947
263.3175232,0.05991276
284.086247,0.1160742
294.0280928,0.06676524
279.691744,0.0578952
261.2745249,0.1927948
277.6209375,0.04732236
282.2278381,0.1254396
298.0702792,0.01142596
287.0444978,0.00087978
304.7188708,0
304.4593334,0
304.9765274,0
317.467448,0
305.3099881,0
265.2963482,0
247.9969851,0
214.8655411,0
195.8479196,0
188.9347679,0
178.8031875,0
174.3368661,0.00175268
189.3645121,0.04720626
236.8800804,0.04990236
249.0511613,0.04658276
260.5055089,0.0590605
280.9154673,0.176386
282.5304465,0.12599301
288.5825387,0.06516736
281.6921143,0.15931801
289.817822,0.1712217
272.0180995,0.10965
278.491214,0.0369327
280.6043363,0.00264966
288.687128,0
317.5207887,0
328.90605,0
312.0969554,0
276.7051994,0
274.0006707,0
248.5717702,0
221.8656131,0
194.7997232,0
184.5884631,0
184.8884952,0
180.4723393,0.00354148
201.8311744,0.14830872
210.050125,0.16900032
250.6732708,0.26767715
255.1211936,0.52389738
286.6808288,0.78696794
292.6118333,0.81321213
279.9221098,0.77398968
314.3260432,0.67670304
278.5744444,0.52512976
307.4056463,0.34056172
306.6671614,0.14663602
307.7817658,0.00352084
340.8198044,0
329.1675065,0
345.259256,0
320.2238006,0
336.01327,0
304.3781072,0
269.3172267,0
231.5350327,0
212.6402137,0
215.7024739,0
201.8652113,0
193.5575804,0.00437095
206.0372381,0.1398446
232.9289107,0.3275697
254.0989012,0.50102052
278.2348244,0.63856032
327.9924171,0.73652378
326.3807863,0.76357809
326.7259315,0.54617654
327.9295097,0.31944012
337.0564167,0.27031004
341.0033274,0.17450174
361.1703541,0.0745147
331.7480178,0.00347612
315.1839965,0
319.1124021,0
316.6696587,0
336.9471723,0
344.4568951,0
341.6980874,0
298.1505834,0
284.1954428,0
242.8265595,0
237.2405833,0
226.8052589,0
213.7748839,0.00347784
232.873628,0.1331022
246.4243006,0.31632176
285.3767214,0.48957693
314.2261911,0.62684798
340.1926803,0.71313436
349.7647696,0.73923794
340.1486746,0.7016654
348.5320771,0.61098528
326.8634762,0.32849334
355.6888651,0.30270495
344.9143373,0.1244506
349.6283,0.00258903
310.2264108,0
331.5040835,0
303.9985911,0
329.7410684,0
337.8283453,0
323.4156369,0
320.8689137,0
277.5640833,0
247.8336488,0
236.8428053,0
225.8807131,0
219.5961934,0.00435375
214.5695892,0.13762881
222.7685893,0.10178444
220.2557595,0.31280436
227.5536018,0.26441603
243.1255268,0.2362291
289.0503125,0.55864568
298.9738702,0.18350508
307.9622972,0.24817364
315.2340694,0.06698153
284.0351249,0.32685375
291.0703184,0.05592064
310.1720986,0.00350708
286.2474532,0
291.3858929,0
304.6387768,0
325.834484,0
332.505803,0
334.4337308,0
313.5958155,0
287.2731339,0
254.2117184,0
235.7479464,0
216.3539167,0
213.7591101,0.00264837
228.7406607,0.00791802
226.7770685,0.0613137
231.5636726,0.34375318
255.1387893,0.47148038
241.6203364,0.5035386
247.4939196,0.60278045
295.7104494,0.42151266
291.1476155,0.37591761
280.519727,0.23921975
294.7359674,0.05403982
294.6637687,0.02446528
293.9831832,0.00175096
309.1011266,0
319.8692081,0
336.1013125,0
352.0004167,0
379.1574792,0
369.6845929,0
310.4610833,0
270.8504254,0
263.4717113,0
242.59118,0
235.6219989,0
224.2739762,0.0017587
230.7748172,0.01317735
278.514763,0.05529069
310.6452956,0.50652452
323.9755399,0.64697972
359.1921088,0.2747657
381.7005184,0.20913695
381.6951327,0.16459024
399.3334613,0.24625154
407.8089673,0.2370762
361.9485774,0.12939087
366.3144329,0.02913207
375.4891636,0.00265353
378.0262952,0
382.309015,0
412.0510328,0
411.606533,0
408.7059643,0
406.5384578,0
355.3658869,0
318.1770795,0
284.3128214,0
270.2198935,0
254.9302697,0
242.0598614,0.00178622
252.1294881,0.01338375
281.031009,0.1024604
331.8954018,0.080109
342.2996548,0.0621866
365.9151202,0.06745152
388.8521361,0.12229974
416.3668482,0.0779504
416.3549643,0.1603298
444.0908839,0.0655492
443.8941548,0.1603298
409.4171488,0.01240722
399.2850135,0.00177332
392.0553942,0
418.8199264,0
446.0432142,0
450.4997104,0
453.1014167,0
436.096706,0
400.219694,0
346.9020744,0
314.4657018,0
295.918747,0
277.2870149,0
284.8269583,0.00616749
287.4204364,0.05786682
316.3036976,0.03844544
374.1226997,0.048762
358.0286556,0.05990373
389.0627701,0.13503204
410.1720476,0.16923424
388.0064047,0.25950715
385.5796131,0.21478242
426.9180298,0.1365594
431.4772667,0.04594464
423.3806725,0.01217846
399.4013723,0.0017458
413.9206053,0
419.5997124,0
449.9466,0
452.4838453,0
458.287129,0
474.6274613,0
418.7197709,0
373.8375952,0
348.0881476,0
339.3480149,0
311.2340328,0
300.6926306,0.00613739
309.160125,0.0647537
304.7883691,0.13281152
351.9303482,0.1831284
340.8078334,0.17153775
377.4643839,0.18615646
405.2985625,0.09747584
388.4811637,0.08982012
389.8856786,0.1064938
439.5546024,0.131064
464.4276128,0.16005546
416.4951577,0.0306418
380.8283124,0.00262773
401.016812,0
402.9572768,0
444.0302679,0
451.2945887,0
466.3751191,0
453.1321756,0
410.3433012,0
373.9956399,0
336.4458572,0
312.4790445,0
293.1624344,0
278.8167322,0.01131416
274.0998661,0.1256976
315.6400226,0.20194434
352.8067768,0.47166786
351.2499139,0.5724633
373.1102,0.7272246
356.3144433,0.57414976
410.6734936,0.60779124
400.1058539,0.487749
407.9772417,0.49326375
409.0331407,0.32368336
427.8725298,0.04756015
384.547003,0.00347268
372.1338119,0
365.2952214,0
370.4814492,0
362.4890564,0
397.2841114,0
394.0694417,0
372.2317488,0
330.8772601,0
313.0551488,0
293.6011851,0
271.9304111,0
253.5862262,0.008772
252.7962559,0.17134124
268.4708185,0.09921648
263.6209652,0.12390235
277.3236726,0.16327143
289.4822659,0.32087976
285.5370887,0.24756046
282.1286726,0.56497098
291.7713721,0.2208351
272.5767923,0.27287542
272.1009137,0.35579232
255.0987345,0.1627593
266.9584835,0.0096492
271.7223309,0
286.4137042,0
304.6609219,0
323.256625,0
325.324247,0
320.3394821,0
310.6732619,0
299.3948423,0
261.4006661,0
250.4033839,0
237.566129,0
228.6494144,0.02095992
230.5261877,0.186749
244.6089167,0.3794277
252.2648737,0.5547
282.2478363,0.69073394
255.1664107,0.78770367
276.1957589,0.60748551
290.1961994,0.18550028
295.7612708,0.12059307
307.0478959,0.21853245
294.4826756,0.11346324
329.1800442,0.09234207
307.4548299,0.0086731
328.7250804,0
331.9648756,0
358.7641197,0
371.7159614,0
367.1050869,0
368.5403422,0
320.0598065,0
290.4471726,0
263.2449465,0
250.89125,0
236.950032,0
235.0163687,0.01648706
250.7160633,0.172602
289.40894,0.27722444
305.86516,0.37337717
348.1189296,0.32880638
353.9459137,0.48735942
399.0810625,0.77229032
393.7455237,0.7325738
393.9675569,0.57729048
378.2092886,0.49227475
365.2207991,0.12273404
380.3924566,0.04906902
368.0709345,0.00431505
390.8443631,0
386.9886369,0
402.0218333,0
430.0152292,0
429.6230583,0
407.0525298,0
370.0696615,0
330.2464751,0
297.1979303,0
273.0250206,0
258.9925029,0
263.1215417,0.017286
263.8068899,0.17449271
306.5472782,0.359394
344.561277,0.52643094
351.1007203,0.6578355
381.2371798,0.75175911
406.0918541,0.7742494
390.2933839,0.7373511
405.6748154,0.64392801
432.2011881,0.50071479
419.4292679,0.32743296
402.2592351,0.14211758
414.8223184,0.00515484
411.8619845,0
397.2314778,0
408.8605029,0
426.3277798,0
423.2141119,0
390.0006459,0
375.0996012,0
329.7075804,0
299.4121994,0
278.4554527,0
264.3623423,0
253.799771,0.01809612
257.4981369,0.1732857
257.5969709,0.31682658
289.8746024,0.36894774
288.4294881,0.5794164
307.9664233,0.72110914
328.0282529,0.74571116
318.0712398,0.7136194
306.1330315,0.6303327
301.3857738,0.26910432
307.3115858,0.15008892
290.9241047,0.11329339
308.1072679,0.00770904
345.0037661,0
325.2439183,0
329.4289152,0
315.2233898,0
328.9210484,0
334.3643601,0
298.7419554,0
245.012622,0
217.2082172,0
224.9764346,0
200.8616577,0
206.2266185,0.02496494
209.4730387,0.18644886
229.3005982,0.36799056
269.1977627,0.53270722
281.192428,0.66372736
316.9420566,0.74949
315.0045982,0.76978944
298.3063393,0.731731
301.1850625,0.64035342
303.7194375,0.32838455
311.2352083,0.32462936
305.6072589,0.04630928
299.8697768,0.00437955
291.7596884,0
278.7434007,0
289.2667233,0
304.2958125,0
285.7245209,0
265.7950476,0
245.5642113,0
221.4613417,0
207.391497,0
195.1653216,0
176.3390142,0
173.0832857,0.0104748
189.5244375,0.17902018
202.9903255,0.1201377
216.0256637,0.1116882
231.1903185,0.51153402
251.0004107,0.5276014
286.0104327,0.3201264
244.8738793,0.14766415
263.0108856,0.05842152
285.7335406,0.08933293
301.561931,0.0305816
294.0944851,0.0131709
280.4591191,0.00351912
270.0974643,0
255.106547,0
279.7521047,0
290.9348512,0
292.1205701,0
250.729,0
247.756978,0
219.3788333,0
206.445994,0
193.0886089,0
187.9381548,0
184.2149702,0.00617953
183.5737512,0.19049688
180.1703413,0.08189952
206.7265161,0.16779159
196.9156512,0.18578408
222.7274077,0.35946882
243.1116845,0.23492577
246.5334316,0.44583217
263.9826785,0.29751227
241.6031488,0.2286998
248.0999613,0.20018951
264.6092901,0.05430642
264.5740809,0.00789867
252.8358572,0
261.5777928,0
270.4239226,0
275.5142143,0
296.266372,0
281.7265595,0
253.934325,0
237.7172143,0
197.4966637,0
188.9659607,0
178.616635,0
174.9968515,0.02436896
183.6258489,0.18811296
170.9574773,0.27271116
199.9379028,0.14863122
189.6204055,0.38650249
196.7272262,0.4201487
230.4643304,0.1796067
233.2496994,0.06335362
234.9518095,0.0583338
250.2279051,0.26574
287.2058985,0.16569792
286.8842767,0.01299675
278.693866,0.0017372
294.1323184,0
296.3815952,0
293.9771072,0
326.7555494,0
320.0877173,0
311.1488334,0
297.0074465,0
252.7613853,0
218.5587167,0
218.7279425,0
204.6581071,0
195.6939702,0.02876313
209.6054673,0.19533825
229.7801816,0.25682481
268.3854613,0.2603693
275.5056994,0.53975922
297.5597202,0.44700951
320.4806548,0.54569408
300.2834314,0.58802758
278.8222056,0.1863792
282.7891994,0.199778
274.9159714,0.2594835
291.1477053,0.1568898
289.4430268,0.00436235
284.5012321,0
274.4885982,0
296.6550363,0
315.187757,0
310.2898264,0
297.2070476,0
255.4952232,0
225.7701738,0
198.7854435,0
195.6132625,0
184.6129316,0
185.3233155,0.00614943
195.5429071,0.0394353
226.0950674,0.11976403
233.1892152,0.06365892
248.1084375,0.12439427
260.4937917,0.1068378
268.7665685,0.16573834
262.036375,0.35317018
279.0119798,0.31427754
288.0990655,0.3740527
275.9008839,0.04968177
262.6722202,0.01835799
282.27068,0.00263031
281.3941983,0
298.3861994,0
312.453131,0
296.8583601,0
294.4649077,0
271.0488958,0
251.9683392,0
218.8019941,0
213.9004077,0
187.8042124,0
169.1537768,0
170.0328869,0.0034916
178.4718958,0.01480275
221.800119,0.04523428
238.2649703,0.19813884
250.7082083,0.05996307
263.2651036,0.17128362
277.6292292,0.0782127
293.2111803,0.12427129
302.3097967,0.264708
291.2465149,0.0593572
306.9277917,0.06822036
290.0630238,0.02364957
303.1696607,0.00526062
295.6861712,0
295.6364881,0
288.009875,0
310.7360982,0
318.6285495,0
306.0317491,0
271.9248821,0
231.5705506,0
206.9220357,0
193.2595119,0
195.3966637,0
179.7792649,0.0149124
203.1863839,0.04720626
231.1775444,0.296055
251.614503,0.5813858
256.1723018,0.71894796
278.5676577,0.83190681
302.7394435,0.47810754
303.481992,0.66796974
314.1737784,0.73047024
302.9226957,0.5782167
295.7653912,0.39144104
287.4679732,0.1902234
268.8957678,0.02179025
283.048228,0
282.2124936,0
308.3229018,0
317.4903309,0
323.4704137,0
290.2893898,0
264.5217452,0
231.3409821,0
204.0209542,0
202.1098974,0
195.362938,0
192.3090268,0.0476784
196.5675237,0.22329685
202.5971631,0.41499128
242.7770365,0.58356203
266.7801339,0.71248936
297.9696517,0.80546138
307.6203477,0.53131875
308.8517411,0.69028932
288.8099659,0.6845256
303.6591393,0.53831872
304.6453422,0.36074248
274.8212708,0.00943162
259.8600372,0.01549548
261.4114256,0
258.7437083,0
252.5869631,0
274.8956756,0
265.5757603,0
279.383753,0
253.8432797,0
225.4273059,0
202.9212262,0
194.7385346,0
191.6944703,0
180.8241786,0.01204
170.6705982,0.0480396
169.1741116,0.14740228
202.6216272,0.16728075
213.9223679,0.53299188
212.1392976,0.5450078
249.9228019,0.74911375
232.2200417,0.36226984
241.0183571,0.20889572
242.2486726,0.1673646
240.0918065,0.0343484
252.3185778,0.04980518
239.1680242,0.0085914
246.3775717,0
229.6175559,0
236.1871498,0
252.2344616,0
243.7254132,0
254.2183491,0
221.6283065,0
220.4733964,0
191.7286782,0
180.6675447,0
192.4271286,0
170.7224048,0.02857866
176.9020121,0.2029084
170.6788929,0.20543723
184.2520506,0.11906184
193.4782381,0.1737071
190.3885952,0.3208875
225.2458147,0.4757692
234.5150566,0.52533487
250.8671637,0.23540436
276.7850238,0.31171173
287.0206131,0.26837246
302.1211778,0.09703423
274.3448304,0.01120795
280.9565899,0
311.6192857,0
314.2934108,0
333.3983136,0
338.000878,0
354.8133173,0
307.2730941,0
263.7104363,0
252.5920477,0
240.3984791,0
229.4579088,0
227.0543214,0.03797244
226.0601935,0.20791188
260.125767,0.39210754
312.0247887,0.15542436
340.9020208,0.20539466
352.0363542,0.34174422
382.4707693,0.51810356
372.6064229,0.53086209
357.3608409,0.15748062
366.7447777,0.24082064
394.0836577,0.2042328
392.3983555,0.0128097
368.801613,0.01027872
389.0169024,0
389.102994,0
380.1470786,0
415.1411458,0
432.7015565,0
421.2943863,0
366.3984453,0
331.0765052,0
309.2821399,0
283.0895213,0
277.0201815,0
254.8229971,0.04195037
256.7510053,0.20699469
319.1689286,0.38477862
330.8020734,0.54328608
351.5845387,0.66311504
386.4555714,0.75869157
397.5809,0.67310265
391.458909,0.67921596
390.4646667,0.1738318
378.803613,0.076239
381.0990127,0.03051108
369.2543209,0.01359488
381.1842768,0.00341592
366.6433738,0
364.1770667,0
367.5092355,0
393.9933731,0
409.5018933,0
399.2742595,0
354.1580596,0
323.1440506,0
299.5578334,0
269.4410178,0
255.9920923,0
245.2784912,0.04355298
251.2633037,0.2083823
288.3055128,0.3888189
326.5327673,0.54753534
361.5898422,0.66900045
395.6439791,0.74786976
403.2707263,0.76727824
413.821253,0.73088433
389.1575279,0.63493112
372.2281947,0.50109792
368.9764584,0.336948
363.557919,0.15732066
351.8527887,0.01360176
352.5877143,0
380.8303226,0
358.4025386,0
394.9151833,0
417.2724769,0
404.216375,0
375.8347239,0
351.7079642,0
335.8060701,0
291.4765297,0
275.0721369,0
266.0528364,0.04867686
280.3726815,0.21655875
306.7673077,0.39797145
359.9950982,0.56073204
388.4409256,0.46332672
432.3220572,0.76057712
415.0152322,0.78362856
436.8249345,0.75014016
438.6564137,0.64833336
432.7485983,0.51704576
429.7701726,0.35211066
424.783503,0.17187401
406.2021221,0.0204336
399.3477142,0
418.7559901,0
445.4229564,0
474.063728,0
447.1707352,0
442.7427262,0
393.815309,0
377.0706548,0
330.7597619,0
310.8865488,0
294.8873535,0
277.8920917,0.05910264
273.6645196,0.23546112
319.632372,0.424195
345.5633524,0.590562
341.2104733,0.6119932
374.1063274,0.6548685
407.6619673,0.75683784
382.9065446,0.78322608
382.5544464,0.68818662
394.0406352,0.54642336
422.6980488,0.28600074
423.425003,0.1527876
385.0391816,0.02133875
354.9461726,0
341.4024972,0
359.3814017,0
368.8080982,0
405.3005804,0
398.7423839,0
363.0405633,0
342.4968006,0
302.1966399,0
284.9420893,0
272.187256,0
266.3307084,0.04564837
266.8186191,0.21650328
276.3805994,0.3961891
291.5844127,0.44169342
320.8448344,0.49526454
326.1954762,0.57127392
316.4318488,0.80549664
344.914394,0.45163674
346.5264256,0.6010884
349.7167321,0.52808128
356.244131,0.35322651
351.3767535,0.16968402
359.2349196,0.01802388
338.606253,0
340.5449774,0
359.1281697,0
365.9139494,0
408.3135922,0
401.2879988,0
391.0181964,0
369.7923368,0
333.9218909,0
314.9663482,0
295.3557054,0
276.4614405,0.03023545
272.8505797,0.13117752
265.5045089,0.2843676
273.3597411,0.33487454
311.2139398,0.20832812
326.0320149,0.20240315
335.1202263,0.31194264
350.2933051,0.23783472
373.2655714,0.58539985
376.2731494,0.47653116
390.1084573,0.2620936
399.3967427,0.16043988
360.2258989,0.0129516
359.5266667,0
379.2884059,0
397.2173184,0
450.0281518,0
457.8520774,0
449.1426897,0
407.8790219,0
370.4653863,0
336.2787589,0
318.2069553,0
293.0840804,0
290.0124732,0.05916198
301.4454726,0.23006763
310.2705339,0.39820623
342.0454799,0.49516306
346.828375,0.13799646
352.3281315,0.60650296
373.5237291,0.59347224
343.2903096,0.2970354
351.5876042,0.38553284
358.9091786,0.2284719
327.5738333,0.35307988
321.463431,0.171656
348.5999828,0.0171914
330.1674629,0
348.0844818,0
350.5851851,0
323.0209583,0
358.1649316,0
330.8071488,0
282.6203869,0
260.1220864,0
235.5363929,0
223.432697,0
213.9337887,0
204.2162738,0.06167232
227.9382946,0.2338727
248.553881,0.4167646
289.91125,0.5785693
280.4182105,0.7009516
296.9375499,0.76649607
