LOAD(kW),SG(t)
239.3161488,0.09641159
250.6801369,0.22343832
252.4113304,0.09421386
248.7591644,0.01337085
271.8976351,0.03927792
261.9991369,0
273.4461309,0
280.7125923,0
277.348625,0
292.6419834,0
265.5206964,0
281.5585417,0
229.1678779,0
207.4453095,0
179.8970941,0
164.5636637,0
166.2488423,0
178.0684345,0
177.5057292,0.02598748
216.4138661,0.10380028
254.9520302,0.267933
271.3616458,0.3519292
264.4941449,0.37241139
311.7482711,0.32733621
294.8835769,0.44620627
294.0974124,0.2618184
289.0096935,0.27895132
301.2956697,0.13522984
278.9651673,0.03829279
287.5686369,0
300.116146,0
290.2955387,0
295.4609405,0
293.8685135,0
288.5935769,0
263.5714702,0
226.7761822,0
191.778919,0
173.8684938,0
159.1117411,0
155.3421518,0
176.8753892,0
186.6961315,0.02109408
243.6437262,0.01139242
263.4825179,0.29008832
290.358991,0.21256792
272.5416072,0.22855489
291.3955982,0.2646607
300.3820595,0.32350663
290.4208912,0.20458368
284.5415268,0.2901124
288.6659234,0.04270889
296.4683992,0.07624158
301.2858205,0
303.8246852,0
314.4636105,0
322.3997821,0
312.3369224,0
290.9858167,0
277.3018974,0
242.0878975,0
212.3637974,0
184.5182692,0
165.5122949,0
160.597318,0
186.2357564,0
190.5884359,0.0368424
221.0271333,0.03577127
272.0122628,0.11171658
275.5560385,0.3234675
267.1877897,0.04056147
286.7355129,0.04585348
291.0350256,0.11361761
298.4653455,0.3109588
305.9601393,0.43125216
307.4056463,0.21605264
318.2586062,0.07959042
285.5774424,0
288.0468154,0
288.5262948,0
302.4692974,0
293.9244635,0
302.8377564,0
298.2299077,0
240.4954488,0
209.0231154,0
194.9442487,0
177.7026385,0
180.5356026,0
190.9625385,0
202.2767385,0.0542531
239.1795256,0.22487538
262.5953077,0.39829266
272.8906795,0.5427804
271.4563333,0.65092325
323.0871667,0.689032
336.3724103,0.45820628
325.6883077,0.57850265
329.6876923,0.44230144
336.5031949,0.03814272
322.1811795,0.09670098
312.2099102,0
277.4426923,0
289.3835257,0
301.1663122,0
317.0064951,0
309.123577,0
274.5233974,0
241.2227282,0
201.4348077,0
187.2866795,0
181.3202923,0
180.0022949,0
174.2266539,0
185.1004103,0.0298979
212.576959,0.22555091
252.004359,0.1627593
273.5594234,0.3194814
280.3803487,0.10192806
287.6071356,0.52367378
284.1398183,0.52019422
250.0666264,0.202014
267.3994222,0.1613274
287.4721388,0.262257
250.2961586,0.0815796
249.0660816,0
272.3377343,0
241.5759684,0
260.4905724,0
257.5612484,0
275.7055407,0
268.6722552,0
235.9508244,0
185.5829662,0
191.7240824,0
165.3757568,0
163.0382923,0
154.4582524,0
167.3956598,0.0053406
199.9052507,0.01064508
193.2476661,0.0212076
225.0882994,0.09075021
234.8763208,0.08278016
244.6337963,0.08025563
246.3561777,0.06453784
219.4575703,0.08245938
232.6973252,0.04982152
232.4094129,0.0339055
241.3580005,0.008944
255.3727264,0
248.7594695,0
246.3303056,0
260.9142074,0
259.137392,0
263.0866783,0
256.9983975,0
232.699595,0
207.8856196,0
180.0337631,0
169.1131584,0
161.2070764,0
155.890928,0
160.6863377,0.0180084
162.9082418,0.05664519
206.6114225,0.12300408
219.7534874,0.12635292
225.1165329,0.06708
245.4109209,0.06347187
250.0950969,0.062608
255.825494,0.089569
264.3514722,0.09055155
271.2364706,0.0134547
279.9068643,0.00538446
275.2699772,0
268.0751751,0
279.2986645,0
290.0751681,0
308.3217938,0
308.558692,0
301.7290932,0
263.5956198,0
230.1621984,0
200.0299454,0
186.1454644,0
181.8172179,0
178.4962468,0
190.6616758,0.0053535
224.3979846,0.01069668
252.4078517,0.05613048
225.7582692,0.0418347
235.5809498,0.0444835
283.6254072,0.15836126
282.9314721,0.04715251
250.2318606,0.07562195
277.295956,0.0863397
285.36443,0.0802251
278.3839958,0.00803025
284.0219939,0
287.8732341,0
290.4869313,0
307.6754825,0
301.3174831,0
311.3320728,0
284.5554885,0
250.5120624,0
222.3504231,0
195.765082,0
181.6036295,0
179.4481228,0
176.9059057,0
179.1173623,0.0621866
205.000661,0.05583249
235.7794092,0.0574652
236.3677651,0.12882456
248.5933435,0.1877595
263.3544638,0.4887552
253.9315514,0.53780831
265.7091561,0.4052922
276.0916374,0.32382612
292.2864904,0.06542192
284.4192986,0.10373922
290.1488814,0
302.8022655,0
296.5834841,0
320.1018726,0
316.7273611,0
314.4372474,0
301.6915314,0
256.5989143,0
224.322484,0
203.5570696,0
201.1234696,0
183.3348093,0
179.9461682,0
192.4621336,0.02130048
206.3915907,0.02034373
231.0716322,0.26987058
276.7860881,0.25312896
281.8443699,0.1201764
301.5372391,0.2585203
303.8862456,0.1561416
290.4105143,0.47526309
297.1800275,0.46145536
283.0838796,0.29057938
303.4849393,0.1063476
294.1338657,0
305.7658818,0
309.7251906,0
308.6220702,0
307.7582934,0
307.0764999,0
295.441261,0
261.9803339,0
229.9848501,0
201.428532,0
193.4944925,0
196.3664706,0
186.6793929,0
196.2695966,0.06817349
228.1966597,0.12535618
278.3247747,0.13434318
290.9714497,0.1492659
314.7443625,0.2762148
320.0612738,0.37170705
320.3133253,0.3587103
339.8126307,0.42324728
348.5409762,0.45907488
348.5359267,0.19892316
333.1764617,0.06926483
318.1491578,0
324.5888123,0
331.4365586,0
328.0814018,0
325.1033985,0
321.3455587,0
304.1626123,0
273.5179053,0
241.0513206,0
215.6013037,0
203.4440749,0
194.2750065,0
183.429576,0
196.8200734,0.06114987
207.7952628,0.2388177
250.5819065,0.28486339
267.3200174,0.22104064
292.9232981,0.12152832
337.6593792,0.1172395
308.9347695,0.1714281
304.8565995,0.13470696
311.5268563,0.08173096
305.030431,0.04719809
322.0121615,0.01516094
298.2845238,0
267.101247,0
247.7665261,0
252.0074888,0
284.509378,0
287.393994,0
261.6348512,0
227.4210873,0
207.1682381,0
184.1730536,0
172.5626339,0
175.014869,0
170.181253,0
179.2615804,0.0709328
207.8110699,0.12535618
225.8094524,0.30132207
224.3442235,0.5772492
239.0819941,0.47026133
236.3047113,0.59153122
242.2863315,0.45517736
246.4460122,0.18904606
228.7990893,0.1318079
232.1357113,0.02366118
