YEAR,MONTH,DAY,HOUR,TEMPERATURE,DEW_POINT,GHI,PRESSURE,WIND_SPEED,RELATIVE HUMIDITY,PRECIPITABLE WATER,CLOUD_TYPE
2019,1,23,0,14.3,8.8,0,1032,4.1,69.69,1.4,0
2019,1,23,1,14.2,8.8,0,1031,4.1,70.21,1.4,3
2019,1,23,2,14.1,8.9,0,1031,4.1,71.05,1.4,3
2019,1,23,3,14.1,9,0,1031,4.1,71.62,1.4,0
2019,1,23,4,14.1,9.2,0,1031,4,72.27,1.4,3
2019,1,23,5,14.1,9.3,0,1031,4,72.97,1.5,3
2019,1,23,6,14.1,9.5,0,1032,3.9,74.06,1.5,3
2019,1,23,7,15.5,10.3,25,1032,4,71.17,1.5,1
2019,1,23,8,16.6,10.3,84,1033,4.4,66.33,1.5,3
2019,1,23,9,17.3,10.4,398,1033,4.5,64.07,1.6,0
2019,1,23,10,17.8,10.7,454,1033,4.4,63.31,1.6,2
2019,1,23,11,18.3,11,405,1032,4.4,62.52,1.6,3
2019,1,23,12,18.6,11.3,179,1031,4.7,62.35,1.7,3
2019,1,23,13,18.8,11.4,169,1030,4.9,62.25,1.7,3
2019,1,23,14,18.8,11.5,207,1030,5.1,62.65,1.8,3
2019,1,23,15,18.5,11.6,128,1030,5.1,64.01,1.9,3
2019,1,23,16,18,11.7,37,1030,4.7,66.86,1.9,3
2019,1,23,17,16.9,11.8,9,1030,4,72.1,2,3
2019,1,23,18,16.6,11.8,0,1031,3.8,73.32,2,3
2019,1,23,19,16.5,11.8,0,1031,3.8,73.66,2,3
2019,1,23,20,16.4,11.8,0,1031,3.8,74.16,2,3
2019,1,23,21,16.4,11.9,0,1031,3.8,74.54,2,3
2019,1,23,22,16.4,12,0,1031,3.8,75.02,2,3
2019,1,23,23,16.3,12.1,0,1031,3.8,76.01,2,3
2019,1,24,0,16.3,12.2,0,1030,3.8,76.45,2,3
2019,1,24,1,16.3,12.3,0,1030,3.8,77.03,2,3
2019,1,24,2,16.3,12.4,0,1030,3.8,77.64,2,3
2019,1,24,3,16.4,12.5,0,1030,3.9,77.65,2,0
2019,1,24,4,16.4,12.6,0,1030,4,78.01,2,3
2019,1,24,5,16.6,12.6,0,1030,4.1,77.48,2,3
2019,1,24,6,16.6,12.7,0,1031,4.2,77.71,2,3
2019,1,24,7,17.4,13.1,18,1031,4.4,75.95,1.9,1
2019,1,24,8,18.1,13.2,190,1032,4.9,73.17,1.9,2
2019,1,24,9,18.7,13.2,383,1032,5.1,70.39,1.9,2
2019,1,24,10,19.1,13.2,544,1032,4.9,68.74,1.9,0
2019,1,24,11,19.4,13.3,665,1031,4.8,67.63,1.9,1
2019,1,24,12,19.6,13.3,705,1030,4.8,66.98,1.9,1
2019,1,24,13,19.7,13.3,677,1030,5,66.69,1.9,0
2019,1,24,14,19.6,13.4,577,1029,5.2,67.2,2,0
2019,1,24,15,19.3,13.3,426,1029,5.2,68.41,2,0
2019,1,24,16,18.7,13.4,237,1029,4.8,71.47,2.1,0
2019,1,24,17,17.8,13.4,51,1030,4,75.64,2.1,1
2019,1,24,18,17.5,13.4,0,1030,3.8,76.78,2.1,0
2019,1,24,19,17.4,13.4,0,1031,3.6,77.39,2.2,0
2019,1,24,20,17.3,13.5,0,1031,3.6,78.14,2.2,0
2019,1,24,21,17.2,13.5,0,1031,3.6,78.94,2.2,0
2019,1,24,22,17.1,13.6,0,1030,3.5,79.9,2.2,0
2019,1,24,23,17.1,13.7,0,1030,3.5,80.45,2.2,0
2019,1,25,0,17.2,13.8,0,1030,3.4,80.29,2.3,0
2019,1,25,1,17.2,13.8,0,1030,3.3,80.51,2.3,0
2019,1,25,2,17.2,13.8,0,1030,3.2,80.64,2.3,0
2019,1,25,3,17.3,13.9,0,1030,3.1,80.19,2.3,0
2019,1,25,4,17.3,13.9,0,1030,3,80.27,2.4,0
2019,1,25,5,17.4,13.9,0,1030,2.9,79.79,2.4,1
2019,1,25,6,17.3,13.9,0,1031,2.7,80.43,2.4,1
2019,1,25,7,18.5,14.7,27,1031,2.5,78.45,2.4,1
2019,1,25,8,19.6,14.9,92,1032,2.6,74.3,2.4,4
2019,1,25,9,20.3,15,398,1032,2.2,71.52,2.4,0
2019,1,25,10,20.9,14.9,560,1031,1.9,68.75,2.4,0
2019,1,25,11,21.2,14.9,668,1031,2.2,67.43,2.4,0
2019,1,25,12,21.2,14.9,709,1030,2.6,67.43,2.4,0
2019,1,25,13,21.1,14.9,679,1030,3.2,67.89,2.4,0
2019,1,25,14,20.7,14.9,580,1029,3.7,69.4,2.4,0
2019,1,25,15,20,14.9,426,1030,4.2,72.25,2.4,0
2019,1,25,16,19.1,14.8,238,1030,4.2,75.97,2.3,0
2019,1,25,17,18.2,14.7,50,1031,3.7,79.95,2.3,0
2019,1,25,18,18,14.5,0,1032,3.7,80.08,2.3,1
2019,1,25,19,17.9,14.4,0,1033,3.8,79.86,2.3,1
2019,1,25,20,17.8,14.2,0,1033,4,79.57,2.2,0
2019,1,25,21,17.8,14.1,0,1033,4.4,78.89,2.2,0
2019,1,25,22,17.7,13.8,0,1033,5,78.09,2.1,0
2019,1,25,23,17.6,13.4,0,1034,5.4,76.64,2,3
2019,1,26,0,17.3,13,0,1034,5.6,75.61,1.9,3
2019,1,26,1,16.9,12.4,0,1034,5.8,74.9,1.9,1
2019,1,26,2,16.6,12.1,0,1034,5.9,74.52,1.8,1
2019,1,26,3,16.3,11.8,0,1034,5.9,74.69,1.8,1
2019,1,26,4,16,11.6,0,1035,6,75.13,1.8,1
2019,1,26,5,15.9,11.3,0,1035,6.1,74.24,1.8,4
2019,1,26,6,15.7,10.9,0,1036,6.2,73.14,1.8,4
2019,1,26,7,15.7,10.6,12,1037,6.3,71.72,1.8,4
2019,1,26,8,15.7,10.5,83,1037,6.6,71.16,1.8,3
2019,1,26,9,15.8,10.4,319,1037,6.8,70.38,1.8,2
2019,1,26,10,15.7,10.4,50,1037,6.9,70.56,1.8,4
2019,1,26,11,15.5,10.3,61,1037,7,71.22,1.8,4
2019,1,26,12,15.4,10.3,65,1036,7.1,71.57,1.8,4
2019,1,26,13,15.3,10.2,62,1035,7.2,71.76,1.8,4
2019,1,26,14,15.2,10.2,53,1035,7.3,71.95,1.8,4
2019,1,26,15,15,10.1,42,1035,7.3,72.61,1.8,4
2019,1,26,16,14.7,10.1,24,1035,7.2,73.95,1.8,4
2019,1,26,17,14.5,10.1,17,1036,7,74.91,1.8,4
2019,1,26,18,14.5,10.1,0,1036,6.8,74.88,1.9,3
2019,1,26,19,14.5,10.1,0,1036,6.7,75.01,1.9,4
2019,1,26,20,14.6,10.2,0,1037,6.6,74.87,2,4
2019,1,26,21,14.6,10.2,0,1036,6.5,74.96,2,4
2019,1,26,22,14.7,10.3,0,1036,6.3,74.81,2,4
2019,1,26,23,14.7,10.3,0,1036,6.2,74.79,2,4
2019,1,27,0,14.6,10.2,0,1036,6.1,75.01,2,4
2019,1,27,1,14.5,10.2,0,1036,5.8,75.56,2,4
2019,1,27,2,14.5,10.2,0,1036,5.6,75.51,2,4
2019,1,27,3,14.4,10.2,0,1036,5.4,75.99,2,4
2019,1,27,4,14.4,10.3,0,1036,5.2,76.23,2,4
2019,1,27,5,14.4,10.4,0,1036,5,76.72,2,4
2019,1,27,6,14.5,10.5,0,1037,4.9,77,2,4
2019,1,27,7,15.1,10.8,12,1037,5.2,75.3,2,4
2019,1,27,8,15.8,10.8,76,1037,5.4,72.11,2,3
2019,1,27,9,16.4,10.8,83,1037,5.4,69.49,2,3
2019,1,27,10,16.9,10.9,161,1037,5.3,67.79,2,3
2019,1,27,11,17.2,11,60,1036,5.2,66.93,2,3
2019,1,27,12,17.4,11.1,203,1035,5.2,66.54,2,3
2019,1,27,13,17.5,11.2,556,1034,5.3,66.47,2,3
2019,1,27,14,17.4,11.2,403,1033,5.4,67.09,2,3
2019,1,27,15,17.2,11.3,237,1033,5.3,68.16,2,3
2019,1,27,16,16.9,11.4,262,1033,4.9,69.99,2,1
2019,1,27,17,16.1,11.6,67,1033,4.2,74.62,2,1
2019,1,27,18,15.8,11.6,0,1033,4,76.04,2,0
2019,1,27,19,15.7,11.6,0,1033,3.9,76.43,2,0
2019,1,27,20,15.6,11.6,0,1033,3.7,77.22,2,0
2019,1,27,21,15.6,11.7,0,1033,3.6,77.46,2,0
2019,1,27,22,15.6,11.7,0,1032,3.6,77.51,2,0
2019,1,27,23,15.6,11.7,0,1032,3.4,77.59,2,0
2019,1,28,0,15.6,11.7,0,1032,3.2,77.54,2,0
2019,1,28,1,15.6,11.7,0,1032,3,77.51,2.1,0
2019,1,28,2,15.6,11.6,0,1031,2.9,77.3,2.1,0
2019,1,28,3,15.6,11.6,0,1031,2.7,77.16,2.1,0
2019,1,28,4,15.7,11.6,0,1031,2.6,76.49,2.1,0
2019,1,28,5,15.8,11.6,0,1031,2.5,76.12,2.1,0
2019,1,28,6,15.9,11.7,0,1032,2.4,76.13,2.1,0
2019,1,28,7,17,12.5,36,1032,2.3,74.58,2.1,0
2019,1,28,8,18.2,12.4,224,1033,2.6,69,2.1,0
2019,1,28,9,19.1,12.6,424,1033,2.6,66.2,2.1,0
2019,1,28,10,19.6,12.9,590,1033,2.9,65.42,2.1,0
2019,1,28,11,20,13.2,708,1033,3.1,65.08,2.1,0
2019,1,28,12,20.2,13.4,753,1032,3.3,65.06,2.1,0
2019,1,28,13,20.2,13.5,723,1031,3.5,65.44,2.2,0
2019,1,28,14,20,13.5,624,1030,3.7,66.15,2.2,0
2019,1,28,15,19.7,13.4,387,1030,3.7,67.15,2.2,2
2019,1,28,16,19,13.6,163,1030,3.3,70.97,2.3,3
2019,1,28,17,17.9,13.7,36,1031,2.7,76.68,2.3,3
2019,1,28,18,17.7,13.7,0,1031,2.6,77.22,2.3,3
2019,1,28,19,17.7,13.7,0,1032,2.5,77.47,2.4,3
2019,1,28,20,17.8,13.8,0,1032,2.5,77.29,2.4,3
2019,1,28,21,17.8,13.8,0,1032,2.6,77.64,2.4,3
2019,1,28,22,17.8,13.9,0,1032,2.7,78.17,2.4,3
2019,1,28,23,17.7,14,0,1032,2.9,79.1,2.4,3
2019,1,29,0,17.6,14.1,0,1031,3.1,79.85,2.4,3
2019,1,29,1,17.6,14.2,0,1031,3.2,80.23,2.5,3
2019,1,29,2,17.7,14.2,0,1031,3.3,80.01,2.5,3
2019,1,29,3,17.7,14.2,0,1031,3.4,79.92,2.5,3
2019,1,29,4,17.8,14.2,0,1031,3.5,79.3,2.5,3
2019,1,29,5,17.8,14.2,0,1032,3.6,79.55,2.5,3
2019,1,29,6,17.8,14.3,0,1032,3.6,79.99,2.5,3
2019,1,29,7,18.7,14.8,24,1033,4,77.85,2.6,3
2019,1,29,8,19.5,14.9,217,1033,4.5,74.54,2.6,1
2019,1,29,9,20.1,14.9,318,1033,4.7,71.98,2.6,2
2019,1,29,10,20.5,15,582,1033,4.6,70.82,2.6,1
2019,1,29,11,20.8,15.1,700,1032,4.5,69.9,2.6,1
2019,1,29,12,21.1,15.2,742,1031,4.4,69.06,2.7,0
2019,1,29,13,21.1,15.3,445,1031,4.4,69.42,2.7,2
2019,1,29,14,21.1,15.4,410,1030,4.4,69.81,2.7,2
2019,1,29,15,20.9,15.5,281,1030,4.3,71.13,2.8,2
2019,1,29,16,20.5,15.7,177,1030,3.8,73.91,2.8,3
2019,1,29,17,19.6,15.8,44,1031,3.1,78.76,2.8,3
2019,1,29,18,19.3,15.8,0,1031,2.9,80.35,2.8,1
2019,1,29,19,19.3,15.9,0,1031,2.7,80.7,2.8,1
2019,1,29,20,19.2,16,0,1032,2.5,81.83,2.8,3
2019,1,29,21,19.2,16.1,0,1032,2.4,82.34,2.8,3
2019,1,29,22,19.2,16.2,0,1032,2.4,82.8,2.8,1
2019,1,29,23,19.2,16.3,0,1031,2.4,83.12,2.8,3
2019,1,30,0,19.2,16.3,0,1031,2.4,83.38,2.9,3
2019,1,30,1,19.2,16.3,0,1031,2.3,83.52,2.9,3
2019,1,30,2,19.1,16.3,0,1030,2.2,83.93,2.8,0
2019,1,30,3,19.1,16.3,0,1030,2.1,83.72,2.8,0
2019,1,30,4,19,16.2,0,1030,2,83.89,2.8,0
2019,1,30,5,18.9,16.2,0,1031,2,84.37,2.8,0
2019,1,30,6,18.9,16.2,0,1031,2,84.4,2.8,1
2019,1,30,7,20.2,17,37,1032,2.1,81.79,2.8,1
2019,1,30,8,21.3,17.1,224,1032,2.4,76.9,2.8,0
2019,1,30,9,22.2,17.1,299,1033,2.3,72.71,2.8,3
2019,1,30,10,22.8,16.9,465,1032,2.2,69.59,2.8,2
2019,1,30,11,23.1,16.8,704,1031,2.3,67.85,2.8,0
2019,1,30,12,23.2,16.8,745,1030,2.6,67.34,2.8,0
2019,1,30,13,23,16.9,446,1030,2.8,68.34,2.8,3
2019,1,30,14,22.6,16.9,342,1029,2.8,70.26,2.8,3
2019,1,30,15,22,17,241,1029,2.6,73.15,2.8,3
2019,1,30,16,21.2,17.2,59,1029,2.1,77.88,2.8,3
2019,1,30,17,20.1,17.1,13,1030,1.5,83.1,2.7,3
2019,1,30,18,19.9,16.7,0,1030,1.3,82.07,2.7,3
2019,1,30,19,20,16.6,0,1030,0.9,80.81,2.7,3
2019,1,30,20,20,16.6,0,1030,1,80.64,2.6,3
2019,1,30,21,19.9,16.5,0,1029,1.3,80.62,2.6,3
2019,1,30,22,20.1,16.4,0,1029,1.5,79.31,2.6,3
2019,1,30,23,20.3,16.3,0,1028,1.5,77.95,2.6,3
2019,1,31,0,20.3,16.3,0,1028,1.5,77.8,2.5,1
2019,1,31,1,20.3,16.3,0,1027,1.6,77.97,2.5,0
2019,1,31,2,20.1,16.4,0,1027,1.7,79.32,2.5,0
2019,1,31,3,20,16.4,0,1026,1.8,79.9,2.5,1
2019,1,31,4,19.8,16.3,0,1027,1.8,80.34,2.5,3
2019,1,31,5,19.3,16.1,0,1027,1.9,81.68,2.5,3
2019,1,31,6,18.9,15.7,0,1028,1.9,81.72,2.5,1
2019,1,31,7,20.1,16.1,41,1029,2.3,77.85,2.5,1
2019,1,31,8,21.2,15.6,141,1030,2.9,70.39,2.6,3
2019,1,31,9,22.1,15.6,203,1030,3.3,66.43,2.7,3
2019,1,31,10,23.1,15.8,602,1030,3.7,63.61,2.8,0
2019,1,31,11,23.8,16.3,708,1030,4,62.96,2.9,0
2019,1,31,12,24.1,16.8,746,1029,4.3,63.75,3,0
2019,1,31,13,24.1,17.1,713,1028,4.5,64.9,3.2,0
2019,1,31,14,23.6,17.2,191,1028,4.5,67.45,3.3,3
2019,1,31,15,22.4,17.2,38,1029,4.8,72.37,3.4,4
2019,1,31,16,20.4,16.5,63,1030,5.5,78.45,3.3,4
2019,1,31,17,18.3,15.2,35,1031,6.8,81.9,3.2,4
2019,1,31,18,17.1,13.8,0,1033,7.5,80.79,2.9,3
2019,1,31,19,16.4,12.9,0,1034,7.6,79.82,2.6,3
2019,1,31,20,16,12.5,0,1034,7.6,79.66,2.5,3
2019,1,31,21,15.8,12.3,0,1035,7.4,79.55,2.3,3
2019,1,31,22,15.7,12.2,0,1035,7.2,79.49,2.2,3
2019,1,31,23,15.5,12.1,0,1035,7.1,79.98,2.1,3
2019,2,1,0,15.3,11.9,0,1035,7,80.19,2.1,3
2019,2,1,1,15.1,11.7,0,1035,6.9,80.23,2,3
2019,2,1,2,14.9,11.6,0,1035,6.7,80.48,2,3
2019,2,1,3,14.8,11.4,0,1034,6.4,80.27,1.9,3
2019,2,1,4,14.8,11.3,0,1035,6.1,79.72,1.9,3
2019,2,1,5,14.8,11.3,0,1035,6,79.49,1.9,3
2019,2,1,6,14.8,11.3,0,1035,6,79.41,2,3
2019,2,1,7,14.9,11.3,27,1036,6.1,78.79,2,1
2019,2,1,8,15.1,11.2,27,1036,6.2,77.44,2.1,3
2019,2,1,9,15.3,11.2,69,1037,6.2,76.41,2.2,3
2019,2,1,10,15.6,11.2,72,1036,6,75.06,2.3,3
2019,2,1,11,15.7,11.2,61,1036,5.8,74.63,2.4,3
2019,2,1,12,15.9,11.3,66,1035,5.7,73.92,2.4,3
2019,2,1,13,16.1,11.3,63,1034,5.5,73.33,2.5,4
2019,2,1,14,16.3,11.4,116,1033,5.4,72.84,2.5,3
2019,2,1,15,16.4,11.5,138,1033,5.3,73,2.6,3
2019,2,1,16,16.4,11.8,66,1033,5.1,74.01,2.6,3
2019,2,1,17,16,12.1,10,1033,4.4,77.59,2.7,4
2019,2,1,18,16,12.3,0,1033,4.1,78.76,2.7,4
2019,2,1,19,16.2,12.6,0,1033,3.9,78.98,2.8,3
2019,2,1,20,16.4,12.8,0,1033,3.8,79.37,2.8,3
2019,2,1,21,16.5,13.1,0,1033,3.7,80.26,2.8,8
2019,2,1,22,16.7,13.4,0,1032,3.7,80.67,2.9,7
2019,2,1,23,16.9,13.6,0,1032,3.6,81.07,2.9,7
2019,2,2,0,17.1,13.8,0,1031,3.5,81.12,2.9,3
2019,2,2,1,17.3,14,0,1030,3.3,81.12,2.9,0
2019,2,2,2,17.4,14.2,0,1030,3.1,81.65,3,3
2019,2,2,3,17.6,14.4,0,1029,2.9,81.58,3,3
2019,2,2,4,17.7,14.6,0,1029,2.8,82.16,3,3
2019,2,2,5,17.9,14.8,0,1030,2.7,82.29,3.1,3
2019,2,2,6,18.1,15.1,0,1030,2.7,82.53,3.1,3
2019,2,2,7,19.7,16,14,1030,3,79.29,3.2,3
2019,2,2,8,20.8,16.5,84,1031,3.5,76.23,3.2,3
2019,2,2,9,21.7,16.6,270,1031,3.6,72.98,3.2,3
2019,2,2,10,22.5,16.8,405,1030,3.5,70.22,3.3,3
2019,2,2,11,23,17.1,711,1029,3.2,69.25,3.3,0
2019,2,2,12,23.2,17.2,752,1028,2.9,69.15,3.3,0
2019,2,2,13,23.2,17.3,722,1028,3.2,69.28,3.3,0
2019,2,2,14,22.9,17.3,615,1027,3.6,70.5,3.3,0
2019,2,2,15,22.4,17.2,329,1027,3.7,72.65,3.3,3
2019,2,2,16,21.5,17.4,144,1027,3.5,77.51,3.4,3
2019,2,2,17,20.5,17.2,36,1027,3,81.41,3.3,3
2019,2,2,18,19.8,17.1,0,1028,2.6,84.17,3.3,3
2019,2,2,19,19.6,16.9,0,1028,2.4,84.53,3.3,3
2019,2,2,20,19.5,16.8,0,1028,2.2,84.52,3.2,1
2019,2,2,21,19.5,16.8,0,1028,1.9,84.3,3.2,0
2019,2,2,22,19.6,16.8,0,1028,1.8,83.77,3.3,0
2019,2,2,23,19.5,16.8,0,1028,1.8,84.57,3.3,0
2019,2,3,0,19.5,16.9,0,1028,1.9,85.2,3.4,0
2019,2,3,1,19.6,17.1,0,1027,2,85.4,3.4,0
2019,2,3,2,19.8,17.2,0,1027,2,85.09,3.4,0
2019,2,3,3,19.9,17.3,0,1027,1.7,85.14,3.4,7
2019,2,3,4,20,17.4,0,1027,1.6,85.25,3.5,1
2019,2,3,5,19.8,17.5,0,1028,1.7,86.7,3.5,1
2019,2,3,6,19.7,17.5,0,1028,1.8,87.31,3.5,1
2019,2,3,7,20.9,18.1,18,1029,2,84.29,3.5,4
2019,2,3,8,22.1,18.5,107,1029,2.1,80.01,3.5,4
2019,2,3,9,23.5,18.5,430,1029,2,73.43,3.5,0
2019,2,3,10,24.3,18.4,596,1029,2.1,69.55,3.5,0
2019,2,3,11,24.6,18.5,703,1028,2.3,68.71,3.5,0
2019,2,3,12,24.5,18.6,738,1027,2.5,69.73,3.7,0
2019,2,3,13,24.3,18.8,591,1027,2.5,71.22,3.8,2
2019,2,3,14,23.8,18.9,610,1026,2.3,73.88,4,0
2019,2,3,15,23.1,19,452,1026,2.1,77.6,4.2,1
2019,2,3,16,22.4,19.2,125,1027,1.6,82.04,4.3,3
2019,2,3,17,21.7,19.4,38,1027,1.1,86.89,4.2,3
2019,2,3,18,21.4,19.4,0,1028,1.1,88.48,4.1,3
2019,2,3,19,21.5,19.5,0,1028,1.4,88.19,4,1
2019,2,3,20,21.5,19.5,0,1028,1.6,88.63,3.9,3
2019,2,3,21,21.5,19.6,0,1028,1.6,89.19,3.9,4
2019,2,3,22,21.7,19.8,0,1028,1.5,88.73,4,1
2019,2,3,23,21.9,19.8,0,1028,1.1,88.08,4.1,3
2019,2,4,0,21.8,19.8,0,1028,0.9,88.51,4.3,3
2019,2,4,1,21.2,19.5,0,1028,1,90.11,4.5,3
2019,2,4,2,20.3,18.9,0,1027,1.3,91.87,4.5,3
2019,2,4,3,19.6,18.1,0,1028,3.3,91.13,4.5,3
2019,2,4,4,18.5,17.1,0,1028,4.7,91.29,4.4,3
2019,2,4,5,17.8,16.2,0,1029,5.5,90.07,4.3,3
2019,2,4,6,17.5,15.7,0,1031,5.7,89.07,4.2,3
2019,2,4,7,17.7,15.7,4,1032,6,87.95,4.1,3
2019,2,4,8,18.1,15.8,17,1032,6.2,86.23,4,3
2019,2,4,9,18.5,15.8,57,1033,6.4,84.53,4,3
2019,2,4,10,18.9,15.9,79,1032,6.5,82.61,4,3
2019,2,4,11,19.1,15.8,81,1032,6.7,81.41,4,3
2019,2,4,12,19,15.7,92,1031,6.8,81.38,4.1,3
2019,2,4,13,18.9,15.7,70,1030,6.7,81.45,4.1,3
2019,2,4,14,18.7,15.6,54,1029,6.6,82.01,4.2,4
2019,2,4,15,18.5,15.5,43,1029,6.2,82.78,4.2,4
2019,2,4,16,18.2,15.5,21,1029,5.8,84.32,4.2,4
2019,2,4,17,18,15.6,6,1030,5.4,85.86,4.2,3
2019,2,4,18,17.9,15.7,0,1030,5.1,86.77,4.2,4
2019,2,4,19,18,15.7,0,1030,4.9,86.54,4.2,4
2019,2,4,20,18,15.8,0,1030,4.7,86.93,4.2,4
2019,2,4,21,18.1,15.9,0,1030,4.5,86.87,4.2,4
2019,2,4,22,18.1,16,0,1030,4.3,87.39,4.1,3
2019,2,4,23,18.1,16,0,1029,4.3,87.82,4,3
2019,2,5,0,18.2,16.1,0,1028,4.3,87.64,4,3
2019,2,5,1,18.2,16.2,0,1028,4.3,88.15,4,4
2019,2,5,2,18.2,16.3,0,1027,4.2,88.41,3.9,4
2019,2,5,3,18.2,16.3,0,1027,4.1,88.47,3.9,4
2019,2,5,4,18.1,16.2,0,1027,3.9,88.75,3.7,3
2019,2,5,5,18.1,16.2,0,1028,3.7,88.59,3.6,3
2019,2,5,6,18.2,16.2,0,1028,3.4,88.23,3.5,3
2019,2,5,7,19,16.6,4,1028,3.7,86.22,3.4,3
2019,2,5,8,19.7,16.9,17,1028,3.6,83.77,3.4,3
2019,2,5,9,20.3,17.1,79,1028,3.5,81.63,3.4,3
2019,2,5,10,20.8,17.2,564,1028,3.6,79.71,3.4,1
2019,2,5,11,21,17.2,304,1027,3.6,79.01,3.4,3
2019,2,5,12,20.9,17.2,296,1026,3.5,79.58,3.4,3
2019,2,5,13,20.8,17.2,284,1025,3.4,79.81,3.4,3
2019,2,5,14,20.6,17.1,603,1024,3.2,80.21,3.4,1
2019,2,5,15,20.2,16.9,233,1024,2.9,81.37,3.3,2
2019,2,5,16,19.5,16.7,60,1024,2.7,83.8,3.2,3
2019,2,5,17,18.4,16.4,77,1025,1.9,87.99,3.1,1
2019,2,5,18,17.9,16,0,1025,1.5,88.66,2.9,3
2019,2,5,19,17.8,15.7,0,1026,1.2,87.79,2.8,3
2019,2,5,20,17.8,15.6,0,1026,1.2,87.06,2.8,0
2019,2,5,21,17.7,15.6,0,1026,1.5,87.5,2.9,3
2019,2,5,22,17.7,15.7,0,1026,1.9,88.15,2.9,3
2019,2,5,23,17.7,15.9,0,1026,2.6,89.25,2.9,3
2019,2,6,0,17.7,16,0,1026,3,89.98,2.9,3
2019,2,6,1,17.6,16,0,1026,3,90.55,2.9,3
2019,2,6,2,17.6,16,0,1025,2.8,90.08,2.8,1
2019,2,6,3,17.6,15.9,0,1025,2.7,89.55,2.7,3
2019,2,6,4,17.6,15.8,0,1026,2.6,89.21,2.5,1
2019,2,6,5,17.6,15.7,0,1026,2.4,88.86,2.2,1
2019,2,6,6,17.7,15.7,0,1026,2.2,87.82,2,1
2019,2,6,7,18.7,16.2,39,1026,2.3,85.36,1.9,1
2019,2,6,8,19.8,16.3,233,1027,2.4,80.09,1.8,0
2019,2,6,9,20.6,16.2,440,1027,2.5,75.84,1.7,0
2019,2,6,10,21.4,16.2,613,1026,2.5,72.22,1.7,0
2019,2,6,11,22.1,16.5,743,1025,2.8,70.41,1.7,0
2019,2,6,12,22.7,16.8,791,1024,3.3,69.35,1.7,0
2019,2,6,13,23,17.2,762,1023,3.7,69.7,1.8,0
2019,2,6,14,22.9,17.5,664,1023,3.9,71.77,2,0
2019,2,6,15,22.6,17.8,499,1023,3.9,74.55,2.2,0
2019,2,6,16,21.9,18.1,293,1023,3.6,79.24,2.5,0
2019,2,6,17,20.9,18.3,87,1024,2.9,85.19,2.8,0
2019,2,6,18,20.5,18.4,0,1024,2.5,87.71,3,0
2019,2,6,19,20.4,18.5,0,1024,2.1,88.67,3,0
2019,2,6,20,20.5,18.5,0,1024,1.7,88.31,3,0
2019,2,6,21,20.5,18.5,0,1024,1.6,88.46,3,0
2019,2,6,22,20.3,18.5,0,1024,1.7,89.52,2.9,0
2019,2,6,23,20.1,18.5,0,1024,1.8,90.52,2.9,0
2019,2,7,0,20,18.5,0,1024,1.9,90.86,2.8,0
2019,2,7,1,19.9,18.4,0,1024,1.7,90.85,2.8,0
2019,2,7,2,19.6,18.2,0,1025,1.8,91.51,2.7,1
2019,2,7,3,19.2,18,0,1025,2,92.7,2.7,1
2019,2,7,4,18.9,17.8,0,1025,2.2,93.57,2.6,3
2019,2,7,5,18.7,17.7,0,1025,2.2,93.91,2.5,3
2019,2,7,6,18.9,17.6,0,1026,2,92.06,2.5,1
2019,2,7,7,20.6,18,34,1026,2.2,85.28,2.4,3
2019,2,7,8,22.1,18.3,245,1026,2.2,79.07,2.4,0
2019,2,7,9,23.7,18.3,452,1026,2.4,71.68,2.4,0
2019,2,7,10,24.7,18.1,624,1026,2.4,66.58,2.4,0
2019,2,7,11,25.2,18,745,1025,2.3,64.37,2.4,0
2019,2,7,12,25.5,18,789,1024,2.2,63.35,2.5,0
2019,2,7,13,25.4,18.1,761,1023,2.1,64.05,2.5,0
2019,2,7,14,24.9,18.4,661,1023,2.1,67.04,2.6,0
2019,2,7,15,24,18.7,500,1023,2.1,72.12,2.7,0
2019,2,7,16,22.8,19,297,1024,1.9,79.38,2.8,0
2019,2,7,17,21.1,19.2,23,1025,2,88.7,2.9,3
2019,2,7,18,20.2,18.8,0,1026,3.4,91.9,3,3
2019,2,7,19,19.7,18.2,0,1026,4.9,91.22,3.1,3
2019,2,7,20,18.9,17.3,0,1027,6,90.63,3.1,3
2019,2,7,21,18.3,16.5,0,1027,6.2,89.28,3.1,3
2019,2,7,22,18,16.1,0,1028,5.7,88.49,3.1,3
2019,2,7,23,17.9,16,0,1028,5.3,88.39,3.1,3
2019,2,8,0,17.9,15.9,0,1028,5.1,88.13,3.1,3
2019,2,8,1,17.9,15.9,0,1027,4.9,87.91,3,3
2019,2,8,2,17.9,15.9,0,1027,4.9,87.93,2.9,3
2019,2,8,3,17.9,15.9,0,1027,4.9,87.85,2.8,3
2019,2,8,4,17.8,15.8,0,1027,4.8,88.05,2.8,3
2019,2,8,5,17.7,15.7,0,1028,4.7,88.07,2.8,3
2019,2,8,6,17.6,15.6,0,1028,4.5,88.18,2.9,3
2019,2,8,7,17.9,15.7,18,1029,4.8,86.88,2.9,3
2019,2,8,8,18.3,15.7,93,1029,4.9,84.79,2.9,3
2019,2,8,9,18.5,15.7,36,1030,5,83.58,2.9,3
2019,2,8,10,18.7,15.5,69,1030,5.2,81.73,3,3
