time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2023-01-01T00:00,18.3,88,16.2,17.5,0.00,100,70,100,0,51.4,3.2,48.1,12.3,368.2
2023-01-01T01:00,19.0,84,16.3,18.3,0.00,99,52,99,0,79.1,0.0,79.1,0.0,610.0
2023-01-01T02:00,20.1,80,16.5,19.4,0.00,100,83,100,0,198.7,41.5,157.2,74.0,794.2
2023-01-01T03:00,20.0,81,16.7,19.5,0.00,100,74,100,0,125.0,0.0,125.0,0.0,908.4
2023-01-01T04:00,19.7,83,16.7,19.3,0.10,100,96,100,0,117.4,3.0,114.4,4.5,944.8
2023-01-01T05:00,19.5,85,16.8,19.1,0.00,100,81,100,0,119.2,0.0,119.2,0.0,900.8
2023-01-01T06:00,19.4,85,16.8,19.3,0.10,100,88,100,0,107.8,1.8,105.9,3.3,779.6
2023-01-01T07:00,19.4,85,16.9,19.2,0.10,96,89,62,0,88.8,0.0,88.8,0.0,589.3
2023-01-01T08:00,19.3,86,16.8,18.8,0.00,100,64,100,0,81.7,3.6,78.0,15.0,342.9
2023-01-01T09:00,18.9,85,16.4,18.5,0.00,100,67,100,0,8.2,0.6,7.6,6.5,57.1
2023-01-01T10:00,18.9,84,16.1,18.4,0.00,87,82,33,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T11:00,18.7,85,16.0,18.0,0.00,85,55,68,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T12:00,18.6,89,16.8,18.2,0.00,98,93,73,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T13:00,18.8,88,16.8,18.4,0.00,100,86,99,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T14:00,18.7,88,16.7,18.2,0.10,77,24,70,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T15:00,18.4,88,16.3,17.9,0.00,100,70,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T16:00,18.3,88,16.2,18.1,0.00,100,45,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T17:00,18.3,88,16.2,18.0,0.00,100,78,99,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T18:00,18.1,88,16.1,17.8,0.00,94,69,80,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T19:00,18.1,89,16.2,18.2,0.00,100,54,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T20:00,18.1,90,16.4,18.5,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T21:00,18.0,90,16.4,18.1,0.00,100,23,100,3,0.0,0.0,0.0,0.0,0.0
2023-01-01T22:00,17.9,90,16.2,18.3,0.00,100,39,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-01T23:00,18.1,90,16.4,18.5,0.00,100,99,94,0,2.6,0.0,2.6,0.0,84.1
2023-01-02T00:00,18.1,92,16.8,18.4,0.00,100,95,100,0,45.0,0.0,45.0,0.0,367.4
2023-01-02T01:00,18.7,91,17.1,19.0,0.60,100,0,100,0,49.5,2.5,47.0,5.7,609.6
2023-01-02T02:00,18.6,90,17.0,18.7,1.10,100,38,100,0,60.6,3.4,57.3,6.0,794.5
2023-01-02T03:00,18.8,90,17.1,19.2,1.00,100,57,100,0,95.4,1.1,94.3,1.6,909.4
2023-01-02T04:00,18.7,90,17.0,19.0,0.80,100,46,100,0,90.1,2.0,88.1,3.0,946.4
2023-01-02T05:00,18.9,88,16.9,18.8,0.40,100,16,100,0,122.2,1.0,121.2,1.5,903.0
2023-01-02T06:00,18.3,91,16.8,18.2,0.50,100,96,100,0,63.6,0.0,63.6,0.0,782.3
2023-01-02T07:00,18.5,89,16.7,18.2,0.10,91,88,43,0,97.5,12.8,84.7,30.6,592.3
2023-01-02T08:00,18.5,88,16.5,18.0,0.10,100,100,50,0,100.2,21.9,78.2,89.7,346.1
2023-01-02T09:00,17.9,89,16.0,17.2,0.10,100,100,69,0,7.0,0.0,7.0,0.0,60.5
2023-01-02T10:00,18.1,88,16.1,17.9,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T11:00,17.9,91,16.4,17.8,0.60,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T12:00,18.1,90,16.4,18.0,0.90,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T13:00,17.8,88,15.8,17.4,0.50,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T14:00,17.3,89,15.5,17.0,0.50,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T15:00,17.1,89,15.3,16.7,0.30,100,100,86,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T16:00,16.9,89,15.0,16.5,0.20,100,100,94,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T17:00,16.8,88,14.9,16.6,0.20,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T18:00,16.9,86,14.6,16.5,0.10,100,84,99,0,0.0,0.0,0.0,0.0,0.0
2023-01-02T19:00,16.7,87,14.6,16.8,0.00,100,93,100,17,0.0,0.0,0.0,0.0,0.0
2023-01-02T20:00,16.7,87,14.6,17.2,0.00,100,100,100,78,0.0,0.0,0.0,0.0,0.0
2023-01-02T21:00,16.6,89,14.8,17.4,0.00,100,99,66,50,0.0,0.0,0.0,0.0,0.0
2023-01-02T22:00,16.8,88,14.9,17.4,0.00,100,100,23,50,0.0,0.0,0.0,0.0,0.0
2023-01-02T23:00,16.8,89,15.0,17.5,0.00,100,100,8,68,5.3,0.0,5.3,0.0,82.9
2023-01-03T00:00,17.1,88,15.1,17.3,0.10,100,100,16,72,58.0,3.2,54.8,12.4,366.6
2023-01-03T01:00,17.7,86,15.3,17.8,0.10,100,100,100,6,109.0,2.5,106.5,5.7,609.5
2023-01-03T02:00,17.4,86,15.0,17.2,0.10,100,100,91,4,80.9,1.1,79.8,2.0,795.0
2023-01-03T03:00,18.0,83,15.1,17.1,0.00,100,100,99,0,248.0,38.2,209.9,59.3,910.5
2023-01-03T04:00,18.0,82,14.9,17.3,0.10,100,100,99,0,277.5,39.5,238.0,58.9,948.1
2023-01-03T05:00,17.7,79,14.1,16.7,0.00,100,100,38,0,227.9,6.8,221.1,10.6,905.4
2023-01-03T06:00,17.5,77,13.5,16.2,0.10,100,100,96,0,220.4,53.5,166.9,96.4,785.1
2023-01-03T07:00,16.7,81,13.3,15.6,0.10,100,100,97,0,71.9,0.9,71.1,2.0,595.5
2023-01-03T08:00,16.4,82,13.3,15.4,0.00,100,100,68,0,41.1,0.7,40.3,3.0,349.5
2023-01-03T09:00,16.0,82,12.9,14.9,0.00,100,100,95,0,7.3,0.0,7.3,0.0,63.9
2023-01-03T10:00,15.5,85,12.9,14.6,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T11:00,15.6,84,12.9,14.7,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T12:00,15.5,84,12.7,14.2,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T13:00,15.5,84,12.7,14.1,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T14:00,15.5,83,12.7,14.3,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T15:00,15.2,85,12.7,14.0,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T16:00,15.2,85,12.7,14.1,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T17:00,14.9,86,12.7,13.8,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T18:00,15.0,86,12.7,13.8,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T19:00,14.8,87,12.7,13.7,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T20:00,15.0,85,12.5,13.8,0.10,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T21:00,14.8,87,12.7,13.8,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T22:00,15.2,85,12.7,14.1,0.00,100,100,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-03T23:00,15.2,85,12.7,13.8,0.00,100,58,100,0,2.7,0.0,2.7,0.0,81.9
2023-01-04T00:00,15.6,85,13.1,14.2,0.10,100,89,100,0,50.1,3.2,46.9,12.5,366.0
2023-01-04T01:00,16.2,84,13.5,14.7,0.00,94,61,84,0,110.3,0.0,110.3,0.0,609.4
2023-01-04T02:00,16.8,81,13.6,14.9,0.00,100,97,98,0,184.3,13.5,170.8,24.0,795.5
2023-01-04T03:00,16.5,82,13.5,14.8,0.00,100,100,100,0,119.8,2.1,117.7,3.3,911.7
2023-01-04T04:00,16.4,84,13.7,14.9,0.10,100,92,97,0,81.1,0.0,81.1,0.0,950.0
2023-01-04T05:00,17.9,76,13.6,15.5,0.10,97,86,83,0,345.4,80.5,264.9,125.5,907.8
2023-01-04T06:00,18.1,74,13.4,15.8,0.00,93,87,47,0,258.3,32.3,226.0,58.0,788.1
2023-01-04T07:00,17.6,78,13.7,15.4,0.00,93,91,25,0,186.8,20.6,166.2,48.6,598.8
2023-01-04T08:00,17.4,79,13.7,15.5,0.00,96,96,19,0,95.6,9.6,86.0,38.3,353.0
2023-01-04T09:00,16.9,81,13.6,15.4,0.00,62,57,16,0,22.2,4.7,17.4,54.5,67.4
2023-01-04T10:00,16.5,83,13.6,15.2,0.00,94,94,14,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T11:00,16.5,83,13.5,15.4,0.00,99,99,16,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T12:00,17.1,83,14.2,16.5,0.00,48,41,20,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T13:00,16.8,87,14.5,16.5,0.00,100,79,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T14:00,17.5,86,15.0,17.2,0.00,100,77,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T15:00,17.7,86,15.4,17.7,0.00,69,46,44,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T16:00,17.0,91,15.5,17.1,0.00,58,51,15,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T17:00,17.0,91,15.6,17.2,0.00,35,29,8,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T18:00,16.5,94,15.5,17.0,0.00,22,21,1,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T19:00,16.1,95,15.3,16.8,0.00,35,23,9,8,0.0,0.0,0.0,0.0,0.0
2023-01-04T20:00,16.1,96,15.4,17.0,0.00,100,86,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T21:00,17.0,94,16.1,18.0,0.00,100,32,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-04T22:00,16.2,97,15.7,17.4,0.00,65,43,8,33,0.0,0.0,0.0,0.0,0.0
2023-01-04T23:00,16.5,96,15.9,17.9,0.00,98,97,9,14,5.3,0.0,5.3,0.0,80.9
2023-01-05T00:00,18.5,89,16.7,19.4,0.00,47,2,2,0,103.6,8.1,95.5,31.3,365.4
2023-01-05T01:00,20.2,83,17.2,20.7,0.00,77,77,0,2,293.8,148.8,145.1,345.3,609.4
2023-01-05T02:00,20.8,81,17.4,21.4,0.10,68,68,0,0,336.2,102.3,233.9,181.8,796.2
2023-01-05T03:00,21.5,79,17.7,21.9,0.10,31,27,6,0,352.1,143.2,208.9,221.8,913.0
2023-01-05T04:00,21.9,77,17.6,22.2,0.10,44,43,1,0,569.6,392.3,177.4,582.9,952.0
2023-01-05T05:00,21.0,81,17.7,21.2,0.10,59,55,10,0,444.6,231.0,213.5,359.0,910.4
2023-01-05T06:00,20.7,82,17.6,21.0,0.10,87,83,21,0,287.1,96.0,191.1,171.7,791.1
2023-01-05T07:00,20.9,79,17.2,21.4,0.00,52,50,3,0,223.9,63.5,160.4,149.1,602.2
2023-01-05T08:00,20.3,82,17.2,20.9,0.00,80,80,2,0,128.3,48.7,79.6,193.1,356.6
2023-01-05T09:00,19.6,85,17.1,20.8,0.00,59,59,1,0,22.6,6.2,16.4,71.5,71.0
2023-01-05T10:00,18.8,89,17.0,20.3,0.00,82,82,1,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T11:00,18.2,92,17.0,19.9,0.00,42,42,1,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T12:00,18.5,92,17.2,20.2,0.00,90,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T13:00,18.7,93,17.5,20.9,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T14:00,18.4,94,17.4,20.5,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T15:00,18.2,95,17.3,20.2,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T16:00,18.3,93,17.2,20.6,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T17:00,18.2,94,17.2,20.7,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T18:00,18.2,93,17.1,20.4,0.10,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T19:00,18.1,94,17.1,20.1,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T20:00,18.1,94,17.1,20.3,0.00,100,100,0,18,0.0,0.0,0.0,0.0,0.0
2023-01-05T21:00,17.8,95,17.0,19.8,0.00,97,97,0,1,0.0,0.0,0.0,0.0,0.0
2023-01-05T22:00,17.4,94,16.5,19.0,0.00,100,100,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05T23:00,17.2,94,16.3,18.7,0.00,100,100,0,0,5.4,0.0,5.4,0.0,80.0
2023-01-06T00:00,18.6,92,17.2,20.6,0.00,100,100,3,0,77.8,0.0,77.8,0.0,365.0
2023-01-06T01:00,19.1,86,16.7,20.2,0.00,100,100,2,16,83.1,0.0,83.1,0.0,609.6
2023-01-06T02:00,19.4,83,16.3,20.2,0.00,100,100,1,9,177.7,0.0,177.7,0.0,797.0
2023-01-06T03:00,19.8,78,15.9,20.4,0.10,100,100,0,4,247.2,13.8,233.4,21.3,914.5
2023-01-06T04:00,19.7,78,15.8,20.0,0.00,100,100,2,0,243.3,7.1,236.2,10.5,954.1
2023-01-06T05:00,20.0,77,15.7,19.9,0.00,100,100,4,0,341.8,87.4,254.4,135.4,913.1
2023-01-06T06:00,19.2,77,15.1,18.9,0.00,100,100,7,3,236.4,35.1,201.3,62.5,794.3
2023-01-06T07:00,18.6,76,14.3,18.1,0.00,85,85,7,1,132.2,22.3,109.9,52.1,605.7
2023-01-06T08:00,18.2,76,13.8,17.8,0.00,100,100,8,0,108.7,26.6,82.1,104.5,360.2
2023-01-06T09:00,17.2,79,13.6,17.6,0.00,64,62,3,2,26.1,9.8,16.3,112.8,74.6
2023-01-06T10:00,15.7,88,13.6,15.8,0.00,13,10,1,1,0.0,0.0,0.0,0.0,0.0
2023-01-06T11:00,17.0,78,13.0,17.2,0.00,27,20,1,8,0.0,0.0,0.0,0.0,0.0
2023-01-06T12:00,15.6,88,13.6,15.7,0.00,3,2,0,2,0.0,0.0,0.0,0.0,0.0
2023-01-06T13:00,14.8,89,13.1,14.8,0.00,8,8,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T14:00,13.7,91,12.3,13.2,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T15:00,13.6,91,12.1,13.1,0.00,49,39,0,17,0.0,0.0,0.0,0.0,0.0
2023-01-06T16:00,14.7,87,12.5,14.4,0.00,17,17,0,1,0.0,0.0,0.0,0.0,0.0
2023-01-06T17:00,14.8,85,12.4,14.5,0.00,24,23,0,1,0.0,0.0,0.0,0.0,0.0
2023-01-06T18:00,13.7,89,11.8,13.0,0.00,42,39,2,4,0.0,0.0,0.0,0.0,0.0
2023-01-06T19:00,13.6,87,11.5,12.7,0.00,9,6,5,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T20:00,13.8,82,10.9,12.9,0.00,8,6,2,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T21:00,13.8,81,10.6,12.9,0.00,6,3,4,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T22:00,14.1,79,10.5,13.2,0.00,21,21,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-06T23:00,14.6,77,10.7,13.5,0.00,15,15,0,0,8.1,0.0,8.1,0.0,79.2
2023-01-07T00:00,16.7,72,11.6,15.2,0.00,7,17,8,2,165.7,84.5,81.2,327.6,364.7
2023-01-07T01:00,17.9,65,11.3,15.5,0.00,54,53,28,0,335.1,214.7,120.4,498.0,609.9
2023-01-07T02:00,18.4,62,11.0,15.7,0.00,12,9,4,0,450.0,283.5,166.5,502.6,797.9
2023-01-07T03:00,19.2,57,10.6,16.1,0.00,39,35,6,0,615.5,461.6,153.9,712.8,916.1
2023-01-07T04:00,18.9,59,10.7,15.9,0.00,56,52,9,0,471.6,234.3,237.3,346.5,956.3
2023-01-07T05:00,19.1,58,10.5,15.9,0.00,100,100,21,0,472.1,264.2,207.9,408.1,915.9
2023-01-07T06:00,17.8,65,11.2,14.9,0.00,100,100,31,0,303.1,127.5,175.6,226.2,797.5
2023-01-07T07:00,17.8,64,10.8,14.9,0.00,100,100,26,0,269.9,103.1,166.8,239.5,609.3
2023-01-07T08:00,17.3,66,10.8,14.8,0.00,85,78,30,4,162.4,62.3,100.1,242.1,364.0
2023-01-07T09:00,16.4,66,10.0,14.2,0.00,51,27,34,6,32.9,15.0,17.8,172.6,78.3
2023-01-07T10:00,15.9,66,9.5,13.7,0.00,58,17,51,0,0.0,0.0,0.0,0.0,0.0
2023-01-07T11:00,15.9,66,9.6,13.6,0.00,81,45,45,38,0.0,0.0,0.0,0.0,0.0
2023-01-07T12:00,16.0,68,10.1,13.8,0.00,68,33,39,75,0.0,0.0,0.0,0.0,0.0
2023-01-07T13:00,16.4,66,10.0,14.0,0.00,73,44,36,30,0.0,0.0,0.0,0.0,0.0
2023-01-07T14:00,16.3,66,9.8,14.0,0.00,40,25,28,0,0.0,0.0,0.0,0.0,0.0
2023-01-07T15:00,16.1,67,9.9,13.9,0.00,40,34,17,1,0.0,0.0,0.0,0.0,0.0
2023-01-07T16:00,16.0,69,10.4,13.9,0.00,63,30,7,47,0.0,0.0,0.0,0.0,0.0
2023-01-07T17:00,16.0,71,10.7,13.9,0.00,73,22,4,65,0.0,0.0,0.0,0.0,0.0
2023-01-07T18:00,16.3,70,10.9,14.1,0.00,38,13,5,29,0.0,0.0,0.0,0.0,0.0
2023-01-07T19:00,16.3,71,11.0,14.2,0.00,6,5,0,1,0.0,0.0,0.0,0.0,0.0
2023-01-07T20:00,16.3,72,11.2,14.3,0.00,45,10,0,39,0.0,0.0,0.0,0.0,0.0
2023-01-07T21:00,16.1,73,11.3,14.4,0.00,62,9,15,58,0.0,0.0,0.0,0.0,0.0
2023-01-07T22:00,15.9,75,11.4,14.4,0.00,16,16,0,0,0.0,0.0,0.0,0.0,0.0
2023-01-07T23:00,15.9,76,11.7,14.5,0.00,16,16,0,0,8.1,2.7,5.4,30.9,78.5
2023-01-08T00:00,17.7,73,12.9,16.5,0.00,24,0,1,0,180.6,102.5,78.1,397.7,364.5
2023-01-08T01:00,19.9,67,13.7,18.6,0.00,8,5,3,0,381.2,288.1,93.1,667.7,610.3
2023-01-08T02:00,21.0,64,13.9,19.2,0.00,8,8,0,0,545.8,441.1,104.7,781.0,799.0
2023-01-08T03:00,21.7,63,14.3,19.9,0.00,28,17,12,11,596.5,454.3,142.2,700.2,917.8
2023-01-08T04:00,22.1,62,14.6,20.7,0.00,16,13,0,4,625.9,464.6,161.3,685.6,958.7
2023-01-08T05:00,22.3,63,14.9,21.4,0.00,7,3,0,4,638.4,524.8,113.7,807.9,918.8
2023-01-08T06:00,22.2,64,15.0,21.0,0.00,5,5,0,0,552.9,448.4,104.5,792.1,800.9
2023-01-08T07:00,21.6,66,14.9,20.2,0.00,3,3,0,0,406.1,322.7,83.5,744.6,612.9
2023-01-08T08:00,20.7,70,14.9,19.7,0.00,8,2,0,6,222.3,164.3,58.0,632.1,367.8
2023-01-08T09:00,19.3,73,14.3,18.4,0.00,55,7,27,50,39.7,23.1,16.6,264.8,82.1
2023-01-08T10:00,18.5,75,13.9,17.6,0.00,68,6,66,8,0.0,0.0,0.0,0.0,0.0
2023-01-08T11:00,18.0,77,13.8,17.3,0.00,100,8,100,99,0.0,0.0,0.0,0.0,0.0
2023-01-08T12:00,18.7,74,14.0,18.3,0.00,47,2,18,38,0.0,0.0,0.0,0.0,0.0
2023-01-08T13:00,18.5,76,14.1,18.4,0.00,98,1,83,92,0.0,0.0,0.0,0.0,0.0
2023-01-08T14:00,18.9,75,14.3,18.9,0.00,100,2,95,100,0.0,0.0,0.0,0.0,0.0
2023-01-08T15:00,19.1,75,14.5,18.6,0.00,100,6,100,100,0.0,0.0,0.0,0.0,0.0
2023-01-08T16:00,19.3,75,14.7,19.2,0.00,84,3,81,33,0.0,0.0,0.0,0.0,0.0
2023-01-08T17:00,19.0,76,14.7,18.9,0.00,95,2,34,92,0.0,0.0,0.0,0.0,0.0
2023-01-08T18:00,18.0,80,14.6,18.3,0.00,98,2,84,97,0.0,0.0,0.0,0.0,0.0
2023-01-08T19:00,17.4,84,14.6,17.9,0.00,100,0,65,100,0.0,0.0,0.0,0.0,0.0
2023-01-08T20:00,17.7,83,14.8,18.3,0.00,100,1,100,85,0.0,0.0,0.0,0.0,0.0
2023-01-08T21:00,17.8,84,15.1,18.6,0.00,40,1,39,0,0.0,0.0,0.0,0.0,0.0
2023-01-08T22:00,18.5,79,14.7,19.2,0.00,27,0,10,22,0.0,0.0,0.0,0.0,0.0
2023-01-08T23:00,17.6,82,14.5,18.6,0.00,95,0,48,92,8.1,2.7,5.4,31.0,77.9
2023-01-09T00:00,18.4,86,16.1,20.0,0.00,100,0,37,0,140.1,60.3,79.8,233.9,364.4
2023-01-09T01:00,21.3,77,17.1,23.3,0.00,100,0,100,0,310.5,180.1,130.4,417.1,610.8
2023-01-09T02:00,21.4,77,17.1,22.8,0.00,100,0,100,0,175.6,0.0,175.6,0.0,800.1
2023-01-09T03:00,20.9,78,17.0,22.1,0.00,79,0,79,0,192.2,0.0,192.2,0.0,919.6
2023-01-09T04:00,21.4,76,17.1,23.1,0.00,90,0,90,0,383.6,178.6,205.0,262.8,961.1
2023-01-09T05:00,21.9,70,16.2,23.6,0.00,69,0,69,0,295.5,42.8,252.8,65.6,921.8
2023-01-09T06:00,23.6,63,16.2,25.7,0.00,6,0,6,0,454.2,284.9,169.3,501.1,804.3
2023-01-09T07:00,23.6,64,16.4,24.8,0.00,34,0,34,0,388.5,289.4,99.1,663.8,616.6
2023-01-09T08:00,21.6,78,17.6,22.8,0.00,56,2,55,0,185.7,113.3,72.3,431.4,371.6
2023-01-09T09:00,19.8,91,18.4,22.5,0.00,28,10,20,0,28.9,11.9,17.1,136.3,85.9
2023-01-09T10:00,18.7,94,17.7,20.8,0.00,100,9,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T11:00,19.6,89,17.7,22.1,0.00,100,0,100,2,0.0,0.0,0.0,0.0,0.0
2023-01-09T12:00,18.3,94,17.3,20.2,0.00,90,8,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T13:00,18.9,91,17.4,20.3,0.00,95,9,95,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T14:00,19.3,90,17.5,20.5,0.20,100,5,100,12,0.0,0.0,0.0,0.0,0.0
2023-01-09T15:00,19.4,89,17.5,20.3,0.10,100,6,100,17,0.0,0.0,0.0,0.0,0.0
2023-01-09T16:00,19.4,89,17.5,20.1,0.20,100,22,100,65,0.0,0.0,0.0,0.0,0.0
2023-01-09T17:00,19.4,90,17.8,20.0,0.40,100,48,100,92,0.0,0.0,0.0,0.0,0.0
2023-01-09T18:00,19.4,90,17.7,19.7,0.50,100,94,97,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T19:00,19.1,89,17.3,19.2,0.20,84,71,50,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T20:00,18.9,89,17.0,19.0,0.10,100,53,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T21:00,19.0,89,17.2,19.2,0.10,90,56,82,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T22:00,19.0,89,17.1,19.0,0.00,100,58,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-09T23:00,18.8,88,16.8,18.7,0.00,93,63,91,0,2.7,0.0,2.7,0.0,77.5
2023-01-10T00:00,19.0,90,17.3,19.7,0.00,100,15,22,0,78.3,19.6,58.7,75.9,364.5
2023-01-10T01:00,20.3,84,17.5,20.5,0.00,35,27,13,0,305.7,162.8,142.9,376.5,611.4
2023-01-10T02:00,21.2,78,17.3,21.2,0.00,31,23,16,0,414.3,254.5,159.9,449.1,801.4
2023-01-10T03:00,21.8,74,16.9,21.6,0.00,65,53,28,0,449.2,235.8,213.5,361.8,921.6
2023-01-10T04:00,22.0,73,16.9,21.7,0.00,42,29,18,0,470.0,269.0,201.0,394.8,963.7
2023-01-10T05:00,22.3,69,16.3,21.9,0.00,83,42,70,41,439.6,263.5,176.0,403.0,924.9
2023-01-10T06:00,21.7,72,16.4,21.3,0.00,68,29,55,0,270.3,113.9,156.4,199.3,807.8
2023-01-10T07:00,21.5,72,16.2,21.2,0.00,100,27,100,99,214.7,65.5,149.2,149.4,620.4
2023-01-10T08:00,20.7,75,16.1,20.7,0.00,100,15,100,100,62.1,0.0,62.1,0.0,375.5
2023-01-10T09:00,20.0,78,16.1,20.4,0.00,100,18,100,98,8.0,0.0,8.0,0.0,89.7
2023-01-10T10:00,19.5,82,16.3,19.8,0.10,100,7,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T11:00,19.2,84,16.4,19.6,0.20,100,10,100,100,0.0,0.0,0.0,0.0,0.0
2023-01-10T12:00,18.8,88,16.9,19.1,0.10,100,6,94,23,0.0,0.0,0.0,0.0,0.0
2023-01-10T13:00,18.7,90,17.0,19.2,0.00,100,19,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T14:00,18.5,91,17.0,19.0,0.00,100,47,100,21,0.0,0.0,0.0,0.0,0.0
2023-01-10T15:00,18.7,90,17.0,19.3,0.00,100,10,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T16:00,18.7,89,16.8,19.2,0.00,100,10,100,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T17:00,19.0,86,16.6,19.1,0.00,98,16,97,33,0.0,0.0,0.0,0.0,0.0
2023-01-10T18:00,18.9,87,16.6,19.3,0.00,93,12,72,72,0.0,0.0,0.0,0.0,0.0
2023-01-10T19:00,18.7,87,16.4,19.4,0.00,100,12,98,100,0.0,0.0,0.0,0.0,0.0
2023-01-10T20:00,18.5,88,16.5,19.6,0.00,56,15,48,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T21:00,17.6,92,16.2,18.9,0.00,37,10,30,0,0.0,0.0,0.0,0.0,0.0
2023-01-10T22:00,16.5,93,15.4,17.5,0.00,51,24,41,1,0.0,0.0,0.0,0.0,0.0
2023-01-10T23:00,16.4,95,15.5,17.3,0.00,100,3,100,8,5.4,0.0,5.4,0.0,77.1
2023-01-11T00:00,18.9,90,17.2,20.1,0.10,100,28,100,77,66.9,6.5,60.4,25.3,364.7
2023-01-11T01:00,20.5,84,17.7,21.5,0.20,100,43,100,28,157.9,9.9,147.9,23.0,612.2
