Year,Month,Day,Hour,Minute,GHI,Temperature,,,,,,,,
2019,1,1,0,0,0,16.3,,,,,,,,
2019,1,1,1,0,0,16.2,,,,,,,,
2019,1,1,2,0,0,16.1,,,,,,,,
2019,1,1,3,0,0,16,,,,,,,,
2019,1,1,4,0,0,15.9,,,,,,,,
2019,1,1,5,0,0,16,,,,,,,,
2019,1,1,6,0,0,16.1,,,,,,,,
2019,1,1,7,0,3,16.4,,,,,,,,
2019,1,1,8,0,21,18.4,,,,,,,,
2019,1,1,9,0,31,18.7,,,,,,,,
2019,1,1,10,0,190,18.8,,,,,,,,
2019,1,1,11,0,145,18.8,,,,,,,,
2019,1,1,12,0,150,18.6,,,,,,,,
2019,1,1,13,0,441,18.4,,,,,,,,
2019,1,1,14,0,283,18.2,,,,,,,,
2019,1,1,15,0,105,18,,,,,,,,
2019,1,1,16,0,49,17.8,,,,,,,,
2019,1,1,17,0,6,17.7,,,,,,,,
2019,1,1,18,0,0,17.7,,,,,,,,
2019,1,1,19,0,0,17.7,,,,,,,,
2019,1,1,20,0,0,17.7,,,,,,,,
2019,1,1,21,0,0,17.7,,,,,,,,
2019,1,1,22,0,0,17.7,,,,,,,,
2019,1,1,23,0,0,17.8,,,,,,,,
2019,1,2,0,0,0,17.8,,,,,,,,
2019,1,2,1,0,0,17.8,,,,,,,,
2019,1,2,2,0,0,17.8,,,,,,,,
2019,1,2,3,0,0,17.7,,,,,,,,
2019,1,2,4,0,0,17.7,,,,,,,,
2019,1,2,5,0,0,17.7,,,,,,,,
2019,1,2,6,0,0,17.7,,,,,,,,
2019,1,2,7,0,6,17.9,,,,,,,,
2019,1,2,8,0,34,18.2,,,,,,,,
2019,1,2,9,0,17,18.5,,,,,,,,
2019,1,2,10,0,63,18.7,,,,,,,,
2019,1,2,11,0,100,18.8,,,,,,,,
2019,1,2,12,0,316,18.9,,,,,,,,
2019,1,2,13,0,172,19.1,,,,,,,,
2019,1,2,14,0,138,19.1,,,,,,,,
2019,1,2,15,0,39,19,,,,,,,,
2019,1,2,16,0,14,18.9,,,,,,,,
2019,1,2,17,0,3,18.8,,,,,,,,
2019,1,2,18,0,0,18.8,,,,,,,,
2019,1,2,19,0,0,18.9,,,,,,,,
2019,1,2,20,0,0,19,,,,,,,,
2019,1,2,21,0,0,19,,,,,,,,
2019,1,2,22,0,0,19,,,,,,,,
2019,1,2,23,0,0,19,,,,,,,,
2019,1,3,0,0,0,19,,,,,,,,
2019,1,3,1,0,0,19,,,,,,,,
2019,1,3,2,0,0,18.9,,,,,,,,
2019,1,3,3,0,0,18.8,,,,,,,,
2019,1,3,4,0,0,18.8,,,,,,,,
2019,1,3,5,0,0,18.7,,,,,,,,
2019,1,3,6,0,0,18.7,,,,,,,,
2019,1,3,7,0,3,18.9,,,,,,,,
2019,1,3,8,0,14,19.1,,,,,,,,
2019,1,3,9,0,45,19.4,,,,,,,,
2019,1,3,10,0,90,19.6,,,,,,,,
2019,1,3,11,0,142,19.8,,,,,,,,
2019,1,3,12,0,210,19.9,,,,,,,,
2019,1,3,13,0,121,20,,,,,,,,
2019,1,3,14,0,191,20.1,,,,,,,,
2019,1,3,15,0,91,20.1,,,,,,,,
2019,1,3,16,0,27,20.1,,,,,,,,
2019,1,3,17,0,4,20.1,,,,,,,,
2019,1,3,18,0,0,20.2,,,,,,,,
2019,1,3,19,0,0,20.4,,,,,,,,
2019,1,3,20,0,0,20.6,,,,,,,,
2019,1,3,21,0,0,20.7,,,,,,,,
2019,1,3,22,0,0,20.9,,,,,,,,
2019,1,3,23,0,0,21.1,,,,,,,,
2019,1,4,0,0,0,21.3,,,,,,,,
2019,1,4,1,0,0,21.4,,,,,,,,
2019,1,4,2,0,0,21.6,,,,,,,,
2019,1,4,3,0,0,21.7,,,,,,,,
2019,1,4,4,0,0,21.9,,,,,,,,
2019,1,4,5,0,0,22,,,,,,,,
2019,1,4,6,0,0,22.1,,,,,,,,
2019,1,4,7,0,27,22.6,,,,,,,,
2019,1,4,8,0,191,23.2,,,,,,,,
2019,1,4,9,0,373,24,,,,,,,,
2019,1,4,10,0,524,24.8,,,,,,,,
2019,1,4,11,0,623,25.6,,,,,,,,
2019,1,4,12,0,654,25.8,,,,,,,,
2019,1,4,13,0,337,25.7,,,,,,,,
2019,1,4,14,0,180,25.2,,,,,,,,
2019,1,4,15,0,136,24.5,,,,,,,,
2019,1,4,16,0,187,23.5,,,,,,,,
2019,1,4,17,0,8,22.6,,,,,,,,
2019,1,4,18,0,0,22.1,,,,,,,,
2019,1,4,19,0,0,21.6,,,,,,,,
2019,1,4,20,0,0,21.1,,,,,,,,
2019,1,4,21,0,0,20.6,,,,,,,,
2019,1,4,22,0,0,20.2,,,,,,,,
2019,1,4,23,0,0,19.8,,,,,,,,
2019,1,5,0,0,0,19.6,,,,,,,,
2019,1,5,1,0,0,19.4,,,,,,,,
2019,1,5,2,0,0,19.3,,,,,,,,
2019,1,5,3,0,0,19.2,,,,,,,,
2019,1,5,4,0,0,19.1,,,,,,,,
2019,1,5,5,0,0,19,,,,,,,,
2019,1,5,6,0,0,18.9,,,,,,,,
2019,1,5,7,0,11,19.5,,,,,,,,
2019,1,5,8,0,72,20.1,,,,,,,,
2019,1,5,9,0,87,20.6,,,,,,,,
2019,1,5,10,0,57,20.9,,,,,,,,
2019,1,5,11,0,165,21,,,,,,,,
2019,1,5,12,0,208,20.9,,,,,,,,
2019,1,5,13,0,187,20.8,,,,,,,,
2019,1,5,14,0,109,20.4,,,,,,,,
2019,1,5,15,0,126,20,,,,,,,,
2019,1,5,16,0,178,19.5,,,,,,,,
2019,1,5,17,0,14,19.1,,,,,,,,
2019,1,5,18,0,0,19.1,,,,,,,,
2019,1,5,19,0,0,19.1,,,,,,,,
2019,1,5,20,0,0,19.1,,,,,,,,
2019,1,5,21,0,0,19.1,,,,,,,,
2019,1,5,22,0,0,19.1,,,,,,,,
2019,1,5,23,0,0,19,,,,,,,,
2019,1,6,0,0,0,18.8,,,,,,,,
2019,1,6,1,0,0,18.6,,,,,,,,
2019,1,6,2,0,0,18.3,,,,,,,,
2019,1,6,3,0,0,18.1,,,,,,,,
2019,1,6,4,0,0,18,,,,,,,,
2019,1,6,5,0,0,18.1,,,,,,,,
2019,1,6,6,0,0,18.1,,,,,,,,
2019,1,6,7,0,5,18.4,,,,,,,,
2019,1,6,8,0,25,18.7,,,,,,,,
2019,1,6,9,0,42,19.1,,,,,,,,
2019,1,6,10,0,61,19.5,,,,,,,,
2019,1,6,11,0,95,19.6,,,,,,,,
2019,1,6,12,0,170,19.6,,,,,,,,
2019,1,6,13,0,107,19.6,,,,,,,,
2019,1,6,14,0,72,19.7,,,,,,,,
2019,1,6,15,0,122,19.6,,,,,,,,
2019,1,6,16,0,61,19.3,,,,,,,,
2019,1,6,17,0,8,19.1,,,,,,,,
2019,1,6,18,0,0,19.1,,,,,,,,
2019,1,6,19,0,0,19.2,,,,,,,,
2019,1,6,20,0,0,19.3,,,,,,,,
2019,1,6,21,0,0,19.3,,,,,,,,
2019,1,6,22,0,0,19.3,,,,,,,,
2019,1,6,23,0,0,19.4,,,,,,,,
2019,1,7,0,0,0,19.4,,,,,,,,
2019,1,7,1,0,0,19.4,,,,,,,,
2019,1,7,2,0,0,19.3,,,,,,,,
2019,1,7,3,0,0,19.2,,,,,,,,
2019,1,7,4,0,0,19.2,,,,,,,,
2019,1,7,5,0,0,19.3,,,,,,,,
2019,1,7,6,0,0,19.3,,,,,,,,
2019,1,7,7,0,16,19.8,,,,,,,,
2019,1,7,8,0,190,20.6,,,,,,,,
2019,1,7,9,0,339,21.2,,,,,,,,
2019,1,7,10,0,399,21.8,,,,,,,,
2019,1,7,11,0,289,22.2,,,,,,,,
2019,1,7,12,0,596,22.5,,,,,,,,
2019,1,7,13,0,137,22.6,,,,,,,,
2019,1,7,14,0,200,22.6,,,,,,,,
2019,1,7,15,0,127,22.5,,,,,,,,
2019,1,7,16,0,189,22.1,,,,,,,,
2019,1,7,17,0,13,21.4,,,,,,,,
2019,1,7,18,0,0,21.3,,,,,,,,
2019,1,7,19,0,0,21.4,,,,,,,,
2019,1,7,20,0,0,21.4,,,,,,,,
2019,1,7,21,0,0,21.4,,,,,,,,
2019,1,7,22,0,0,21.3,,,,,,,,
2019,1,7,23,0,0,20.9,,,,,,,,
2019,1,8,0,0,0,20.8,,,,,,,,
2019,1,8,1,0,0,20.5,,,,,,,,
2019,1,8,2,0,0,20.3,,,,,,,,
2019,1,8,3,0,0,20.1,,,,,,,,
2019,1,8,4,0,0,19.9,,,,,,,,
2019,1,8,5,0,0,19.8,,,,,,,,
2019,1,8,6,0,0,19.7,,,,,,,,
2019,1,8,7,0,21,19.9,,,,,,,,
2019,1,8,8,0,182,20.2,,,,,,,,
2019,1,8,9,0,82,20.5,,,,,,,,
2019,1,8,10,0,160,20.7,,,,,,,,
2019,1,8,11,0,108,20.8,,,,,,,,
2019,1,8,12,0,285,20.7,,,,,,,,
2019,1,8,13,0,319,20.6,,,,,,,,
2019,1,8,14,0,285,20.5,,,,,,,,
2019,1,8,15,0,183,20.3,,,,,,,,
2019,1,8,16,0,49,20.1,,,,,,,,
2019,1,8,17,0,8,19.9,,,,,,,,
2019,1,8,18,0,0,19.9,,,,,,,,
2019,1,8,19,0,0,19.9,,,,,,,,
2019,1,8,20,0,0,19.8,,,,,,,,
2019,1,8,21,0,0,19.6,,,,,,,,
2019,1,8,22,0,0,19.5,,,,,,,,
2019,1,8,23,0,0,19.3,,,,,,,,
2019,1,9,0,0,0,19.1,,,,,,,,
2019,1,9,1,0,0,18.9,,,,,,,,
2019,1,9,2,0,0,18.8,,,,,,,,
2019,1,9,3,0,0,18.7,,,,,,,,
2019,1,9,4,0,0,18.6,,,,,,,,
2019,1,9,5,0,0,18.6,,,,,,,,
2019,1,9,6,0,0,18.6,,,,,,,,
2019,1,9,7,0,23,18.9,,,,,,,,
2019,1,9,8,0,188,19.3,,,,,,,,
2019,1,9,9,0,271,19.8,,,,,,,,
2019,1,9,10,0,262,20.2,,,,,,,,
2019,1,9,11,0,616,20.6,,,,,,,,
2019,1,9,12,0,304,20.8,,,,,,,,
2019,1,9,13,0,422,20.8,,,,,,,,
2019,1,9,14,0,336,20.8,,,,,,,,
2019,1,9,15,0,269,20.7,,,,,,,,
2019,1,9,16,0,108,20.3,,,,,,,,
2019,1,9,17,0,16,20,,,,,,,,
2019,1,9,18,0,0,20,,,,,,,,
2019,1,9,19,0,0,20.1,,,,,,,,
2019,1,9,20,0,0,20.2,,,,,,,,
2019,1,9,21,0,0,20.3,,,,,,,,
2019,1,9,22,0,0,20.3,,,,,,,,
2019,1,9,23,0,0,20.3,,,,,,,,
2019,1,10,0,0,0,20.4,,,,,,,,
2019,1,10,1,0,0,20.5,,,,,,,,
2019,1,10,2,0,0,20.5,,,,,,,,
2019,1,10,3,0,0,20.6,,,,,,,,
2019,1,10,4,0,0,20.6,,,,,,,,
2019,1,10,5,0,0,20.7,,,,,,,,
2019,1,10,6,0,0,20.8,,,,,,,,
2019,1,10,7,0,21,21.7,,,,,,,,
2019,1,10,8,0,181,22.4,,,,,,,,
2019,1,10,9,0,360,23,,,,,,,,
2019,1,10,10,0,247,23.4,,,,,,,,
2019,1,10,11,0,638,23.7,,,,,,,,
2019,1,10,12,0,668,23.6,,,,,,,,
2019,1,10,13,0,634,23.4,,,,,,,,
2019,1,10,14,0,536,23.1,,,,,,,,
2019,1,10,15,0,380,22.7,,,,,,,,
2019,1,10,16,0,202,22.3,,,,,,,,
2019,1,10,17,0,29,21.9,,,,,,,,
2019,1,10,18,0,0,21.8,,,,,,,,
2019,1,10,19,0,0,21.7,,,,,,,,
2019,1,10,20,0,0,21.6,,,,,,,,
2019,1,10,21,0,0,21.4,,,,,,,,
2019,1,10,22,0,0,21.3,,,,,,,,
2019,1,10,23,0,0,21.2,,,,,,,,
2019,1,11,0,0,0,21.1,,,,,,,,
2019,1,11,1,0,0,21.1,,,,,,,,
2019,1,11,2,0,0,21.1,,,,,,,,
2019,1,11,3,0,0,21.1,,,,,,,,
2019,1,11,4,0,0,21,,,,,,,,
2019,1,11,5,0,0,21,,,,,,,,
2019,1,11,6,0,0,21,,,,,,,,
2019,1,11,7,0,11,21.7,,,,,,,,
2019,1,11,8,0,75,22.3,,,,,,,,
2019,1,11,9,0,156,22.8,,,,,,,,
2019,1,11,10,0,228,23.2,,,,,,,,
2019,1,11,11,0,632,23.4,,,,,,,,
2019,1,11,12,0,665,23.5,,,,,,,,
2019,1,11,13,0,270,23.4,,,,,,,,
2019,1,11,14,0,203,23.1,,,,,,,,
2019,1,11,15,0,213,22.5,,,,,,,,
2019,1,11,16,0,93,21.8,,,,,,,,
2019,1,11,17,0,18,21,,,,,,,,
2019,1,11,18,0,0,20.7,,,,,,,,
2019,1,11,19,0,0,20.6,,,,,,,,
2019,1,11,20,0,0,20.5,,,,,,,,
2019,1,11,21,0,0,20.3,,,,,,,,
2019,1,11,22,0,0,20.2,,,,,,,,
2019,1,11,23,0,0,19.9,,,,,,,,
2019,1,12,0,0,0,19.5,,,,,,,,
2019,1,12,1,0,0,19.3,,,,,,,,
2019,1,12,2,0,0,19.2,,,,,,,,
2019,1,12,3,0,0,19.2,,,,,,,,
2019,1,12,4,0,0,19.1,,,,,,,,
2019,1,12,5,0,0,18.9,,,,,,,,
2019,1,12,6,0,0,18.8,,,,,,,,
2019,1,12,7,0,19,19.4,,,,,,,,
2019,1,12,8,0,14,19.9,,,,,,,,
2019,1,12,9,0,30,20.3,,,,,,,,
2019,1,12,10,0,508,20.6,,,,,,,,
2019,1,12,11,0,298,20.6,,,,,,,,
2019,1,12,12,0,58,20.4,,,,,,,,
2019,1,12,13,0,138,20.1,,,,,,,,
2019,1,12,14,0,75,19.8,,,,,,,,
2019,1,12,15,0,31,19.5,,,,,,,,
2019,1,12,16,0,37,19.1,,,,,,,,
2019,1,12,17,0,7,18.8,,,,,,,,
2019,1,12,18,0,0,18.8,,,,,,,,
2019,1,12,19,0,0,18.8,,,,,,,,
2019,1,12,20,0,0,18.7,,,,,,,,
2019,1,12,21,0,0,18.8,,,,,,,,
2019,1,12,22,0,0,18.8,,,,,,,,
2019,1,12,23,0,0,18.8,,,,,,,,
2019,1,13,0,0,0,18.8,,,,,,,,
2019,1,13,1,0,0,18.7,,,,,,,,
2019,1,13,2,0,0,18.5,,,,,,,,
2019,1,13,3,0,0,18.4,,,,,,,,
2019,1,13,4,0,0,18.2,,,,,,,,
2019,1,13,5,0,0,18.1,,,,,,,,
2019,1,13,6,0,0,18.1,,,,,,,,
2019,1,13,7,0,15,18.3,,,,,,,,
2019,1,13,8,0,175,18.6,,,,,,,,
2019,1,13,9,0,219,18.9,,,,,,,,
2019,1,13,10,0,359,19.2,,,,,,,,
2019,1,13,11,0,277,19.4,,,,,,,,
2019,1,13,12,0,139,19.5,,,,,,,,
2019,1,13,13,0,92,19.4,,,,,,,,
2019,1,13,14,0,95,19.2,,,,,,,,
2019,1,13,15,0,114,18.9,,,,,,,,
2019,1,13,16,0,25,18.6,,,,,,,,
2019,1,13,17,0,5,18.4,,,,,,,,
2019,1,13,18,0,0,18.4,,,,,,,,
2019,1,13,19,0,0,18.5,,,,,,,,
2019,1,13,20,0,0,18.5,,,,,,,,
2019,1,13,21,0,0,18.5,,,,,,,,
2019,1,13,22,0,0,18.5,,,,,,,,
2019,1,13,23,0,0,18.5,,,,,,,,
2019,1,14,0,0,0,18.4,,,,,,,,
2019,1,14,1,0,0,18.3,,,,,,,,
2019,1,14,2,0,0,18.2,,,,,,,,
2019,1,14,3,0,0,18.1,,,,,,,,
2019,1,14,4,0,0,18.1,,,,,,,,
2019,1,14,5,0,0,18.1,,,,,,,,
2019,1,14,6,0,0,18.2,,,,,,,,
2019,1,14,7,0,6,18.8,,,,,,,,
2019,1,14,8,0,38,19.5,,,,,,,,
2019,1,14,9,0,40,20.2,,,,,,,,
2019,1,14,10,0,97,20.8,,,,,,,,
2019,1,14,11,0,651,21.2,,,,,,,,
2019,1,14,12,0,525,21.4,,,,,,,,
2019,1,14,13,0,652,21.6,,,,,,,,
2019,1,14,14,0,326,21.6,,,,,,,,
2019,1,14,15,0,195,21.5,,,,,,,,
2019,1,14,16,0,127,21,,,,,,,,
2019,1,14,17,0,22,20.2,,,,,,,,
2019,1,14,18,0,0,20.1,,,,,,,,
2019,1,14,19,0,0,20.1,,,,,,,,
2019,1,14,20,0,0,20.1,,,,,,,,
2019,1,14,21,0,0,20.1,,,,,,,,
2019,1,14,22,0,0,20.1,,,,,,,,
2019,1,14,23,0,0,20.1,,,,,,,,
2019,1,15,0,0,0,20.2,,,,,,,,
2019,1,15,1,0,0,20.2,,,,,,,,
2019,1,15,2,0,0,20.2,,,,,,,,
2019,1,15,3,0,0,20.1,,,,,,,,
2019,1,15,4,0,0,20.1,,,,,,,,
2019,1,15,5,0,0,20.1,,,,,,,,
2019,1,15,6,0,0,20.1,,,,,,,,
2019,1,15,7,0,5,20.7,,,,,,,,
2019,1,15,8,0,30,21.2,,,,,,,,
2019,1,15,9,0,68,21.4,,,,,,,,
2019,1,15,10,0,91,21.6,,,,,,,,
2019,1,15,11,0,158,21.6,,,,,,,,
2019,1,15,12,0,241,21.4,,,,,,,,
2019,1,15,13,0,91,21.2,,,,,,,,
2019,1,15,14,0,110,20.9,,,,,,,,
2019,1,15,15,0,149,20.6,,,,,,,,
2019,1,15,16,0,84,20.2,,,,,,,,
2019,1,15,17,0,15,19.9,,,,,,,,
2019,1,15,18,0,0,19.8,,,,,,,,
2019,1,15,19,0,0,19.6,,,,,,,,
2019,1,15,20,0,0,19.5,,,,,,,,
2019,1,15,21,0,0,19.3,,,,,,,,
2019,1,15,22,0,0,19.1,,,,,,,,
2019,1,15,23,0,0,18.8,,,,,,,,
2019,1,16,0,0,0,18.6,,,,,,,,
2019,1,16,1,0,0,18.3,,,,,,,,
2019,1,16,2,0,0,18.1,,,,,,,,
2019,1,16,3,0,0,17.9,,,,,,,,
2019,1,16,4,0,0,17.7,,,,,,,,
2019,1,16,5,0,0,17.6,,,,,,,,
2019,1,16,6,0,0,17.5,,,,,,,,
2019,1,16,7,0,3,17.5,,,,,,,,
2019,1,16,8,0,14,17.7,,,,,,,,
2019,1,16,9,0,149,17.8,,,,,,,,
2019,1,16,10,0,34,18,,,,,,,,
2019,1,16,11,0,116,18,,,,,,,,
2019,1,16,12,0,145,18,,,,,,,,
2019,1,16,13,0,57,18,,,,,,,,
2019,1,16,14,0,48,17.9,,,,,,,,
2019,1,16,15,0,33,17.8,,,,,,,,
2019,1,16,16,0,16,17.7,,,,,,,,
2019,1,16,17,0,4,17.5,,,,,,,,
2019,1,16,18,0,0,17.5,,,,,,,,
2019,1,16,19,0,0,17.4,,,,,,,,
2019,1,16,20,0,0,17.3,,,,,,,,
2019,1,16,21,0,0,17.2,,,,,,,,
2019,1,16,22,0,0,17.1,,,,,,,,
2019,1,16,23,0,0,17,,,,,,,,
2019,1,17,0,0,0,16.9,,,,,,,,
2019,1,17,1,0,0,16.9,,,,,,,,
2019,1,17,2,0,0,16.8,,,,,,,,
2019,1,17,3,0,0,16.6,,,,,,,,
2019,1,17,4,0,0,16.5,,,,,,,,
2019,1,17,5,0,0,16.4,,,,,,,,
2019,1,17,6,0,0,16.3,,,,,,,,
2019,1,17,7,0,3,16.4,,,,,,,,
2019,1,17,8,0,14,16.5,,,,,,,,
2019,1,17,9,0,39,16.7,,,,,,,,
2019,1,17,10,0,75,16.8,,,,,,,,
2019,1,17,11,0,57,16.9,,,,,,,,
2019,1,17,12,0,124,16.9,,,,,,,,
2019,1,17,13,0,72,17,,,,,,,,
2019,1,17,14,0,48,17,,,,,,,,
2019,1,17,15,0,34,17,,,,,,,,
2019,1,17,16,0,17,16.8,,,,,,,,
2019,1,17,17,0,4,16.5,,,,,,,,
2019,1,17,18,0,0,16.5,,,,,,,,
2019,1,17,19,0,0,16.5,,,,,,,,
2019,1,17,20,0,0,16.5,,,,,,,,
2019,1,17,21,0,0,16.5,,,,,,,,
2019,1,17,22,0,0,16.5,,,,,,,,
2019,1,17,23,0,0,16.4,,,,,,,,
2019,1,18,0,0,0,16.3,,,,,,,,
2019,1,18,1,0,0,16.2,,,,,,,,
2019,1,18,2,0,0,16.1,,,,,,,,
2019,1,18,3,0,0,16.1,,,,,,,,
2019,1,18,4,0,0,16.1,,,,,,,,
2019,1,18,5,0,0,16.1,,,,,,,,
2019,1,18,6,0,0,16.3,,,,,,,,
2019,1,18,7,0,27,16.9,,,,,,,,
2019,1,18,8,0,161,17.7,,,,,,,,
2019,1,18,9,0,226,18.4,,,,,,,,
2019,1,18,10,0,568,18.9,,,,,,,,
2019,1,18,11,0,671,19.4,,,,,,,,
2019,1,18,12,0,594,19.8,,,,,,,,
2019,1,18,13,0,689,20.1,,,,,,,,
2019,1,18,14,0,603,20.2,,,,,,,,
2019,1,18,15,0,316,20.1,,,,,,,,
2019,1,18,16,0,149,19.5,,,,,,,,
2019,1,18,17,0,28,18.5,,,,,,,,
2019,1,18,18,0,0,18.3,,,,,,,,
2019,1,18,19,0,0,18.3,,,,,,,,
2019,1,18,20,0,0,18.3,,,,,,,,
2019,1,18,21,0,0,18.3,,,,,,,,
2019,1,18,22,0,0,18.4,,,,,,,,
2019,1,18,23,0,0,18.3,,,,,,,,
2019,1,19,0,0,0,18.3,,,,,,,,
2019,1,19,1,0,0,18.3,,,,,,,,
2019,1,19,2,0,0,18.3,,,,,,,,
2019,1,19,3,0,0,18.3,,,,,,,,
2019,1,19,4,0,0,18.3,,,,,,,,
2019,1,19,5,0,0,18.3,,,,,,,,
2019,1,19,6,0,0,18.2,,,,,,,,
2019,1,19,7,0,31,19.6,,,,,,,,
2019,1,19,8,0,210,20.9,,,,,,,,
2019,1,19,9,0,403,21.8,,,,,,,,
2019,1,19,10,0,561,22.4,,,,,,,,
2019,1,19,11,0,672,22.6,,,,,,,,
2019,1,19,12,0,542,22.6,,,,,,,,
2019,1,19,13,0,373,22.5,,,,,,,,
2019,1,19,14,0,126,22.2,,,,,,,,
2019,1,19,15,0,182,21.7,,,,,,,,
2019,1,19,16,0,22,21,,,,,,,,
2019,1,19,17,0,5,20.1,,,,,,,,
2019,1,19,18,0,0,20.1,,,,,,,,
2019,1,19,19,0,0,20.3,,,,,,,,
2019,1,19,20,0,0,20.4,,,,,,,,
2019,1,19,21,0,0,20.5,,,,,,,,
2019,1,19,22,0,0,20.6,,,,,,,,
2019,1,19,23,0,0,20.7,,,,,,,,
2019,1,20,0,0,0,21,,,,,,,,
2019,1,20,1,0,0,20.9,,,,,,,,
2019,1,20,2,0,0,20.5,,,,,,,,
2019,1,20,3,0,0,19.9,,,,,,,,
2019,1,20,4,0,0,19.4,,,,,,,,
2019,1,20,5,0,0,19.2,,,,,,,,
2019,1,20,6,0,0,19.1,,,,,,,,
2019,1,20,7,0,19,19.6,,,,,,,,
2019,1,20,8,0,137,19.9,,,,,,,,
2019,1,20,9,0,202,20,,,,,,,,
2019,1,20,10,0,161,19.9,,,,,,,,
2019,1,20,11,0,250,19.7,,,,,,,,
2019,1,20,12,0,166,19.5,,,,,,,,
2019,1,20,13,0,111,19.3,,,,,,,,
2019,1,20,14,0,101,19.1,,,,,,,,
2019,1,20,15,0,38,18.9,,,,,,,,
2019,1,20,16,0,16,18.6,,,,,,,,
2019,1,20,17,0,6,18.4,,,,,,,,
2019,1,20,18,0,0,18.1,,,,,,,,
2019,1,20,19,0,0,17.8,,,,,,,,
2019,1,20,20,0,0,17.4,,,,,,,,
2019,1,20,21,0,0,17.1,,,,,,,,
2019,1,20,22,0,0,16.7,,,,,,,,
2019,1,20,23,0,0,16.5,,,,,,,,
2019,1,21,0,0,0,16.3,,,,,,,,
2019,1,21,1,0,0,16.1,,,,,,,,
2019,1,21,2,0,0,16,,,,,,,,
2019,1,21,3,0,0,15.9,,,,,,,,
2019,1,21,4,0,0,16,,,,,,,,
2019,1,21,5,0,0,16,,,,,,,,
2019,1,21,6,0,0,16.1,,,,,,,,
2019,1,21,7,0,4,16.2,,,,,,,,
2019,1,21,8,0,9,16.4,,,,,,,,
2019,1,21,9,0,137,16.6,,,,,,,,
2019,1,21,10,0,47,16.7,,,,,,,,
2019,1,21,11,0,58,16.8,,,,,,,,
2019,1,21,12,0,137,16.9,,,,,,,,
2019,1,21,13,0,73,17,,,,,,,,
2019,1,21,14,0,53,16.9,,,,,,,,
2019,1,21,15,0,73,16.9,,,,,,,,
2019,1,21,16,0,22,16.6,,,,,,,,
2019,1,21,17,0,6,16.4,,,,,,,,
2019,1,21,18,0,0,16.3,,,,,,,,
2019,1,21,19,0,0,16.2,,,,,,,,
2019,1,21,20,0,0,16.2,,,,,,,,
2019,1,21,21,0,0,16.3,,,,,,,,
2019,1,21,22,0,0,16.3,,,,,,,,
2019,1,21,23,0,0,16.3,,,,,,,,
2019,1,22,0,0,0,16.4,,,,,,,,
2019,1,22,1,0,0,16.4,,,,,,,,
2019,1,22,2,0,0,16.3,,,,,,,,
2019,1,22,3,0,0,16.3,,,,,,,,
2019,1,22,4,0,0,16.2,,,,,,,,
2019,1,22,5,0,0,16,,,,,,,,
2019,1,22,6,0,0,15.8,,,,,,,,
2019,1,22,7,0,5,15.8,,,,,,,,
2019,1,22,8,0,26,15.9,,,,,,,,
2019,1,22,9,0,96,16,,,,,,,,
2019,1,22,10,0,49,16,,,,,,,,
2019,1,22,11,0,59,16,,,,,,,,
2019,1,22,12,0,63,16,,,,,,,,
2019,1,22,13,0,60,16.1,,,,,,,,
2019,1,22,14,0,51,16,,,,,,,,
2019,1,22,15,0,42,15.9,,,,,,,,
2019,1,22,16,0,32,15.7,,,,,,,,
2019,1,22,17,0,8,15.2,,,,,,,,
2019,1,22,18,0,0,15.1,,,,,,,,
2019,1,22,19,0,0,14.9,,,,,,,,
2019,1,22,20,0,0,14.8,,,,,,,,
2019,1,22,21,0,0,14.7,,,,,,,,
2019,1,22,22,0,0,14.4,,,,,,,,
2019,1,22,23,0,0,14.3,,,WINTER,,,,,
2019,1,23,0,0,0,14.3,,1,14.3,1,0,1,223.4491421,223449.1421
2019,1,23,1,0,0,14.2,,2,14.2,2,0,2,203.3116776,203311.6776
2019,1,23,2,0,0,14.1,,3,14.1,3,0,3,180.198849,180198.849
2019,1,23,3,0,0,14.1,,4,14.1,4,0,4,146.232528,146232.528
2019,1,23,4,0,0,14.1,,5,14.1,5,0,5,168.7479324,168747.9324
2019,1,23,5,0,0,14.1,,6,14.1,6,0,6,146.3714715,146371.4715
2019,1,23,6,0,0,14.1,,7,14.1,7,0,7,141.7335867,141733.5867
2019,1,23,7,0,25,15.5,,8,15.5,8,0.025,8,157.0665127,157066.5127
2019,1,23,8,0,84,16.6,,9,16.6,9,0.084,9,173.9253125,173925.3125
2019,1,23,9,0,398,17.3,,10,17.3,10,0.398,10,225.460794,225460.794
2019,1,23,10,0,454,17.8,,11,17.8,11,0.454,11,233.2287917,233228.7917
2019,1,23,11,0,405,18.3,,12,18.3,12,0.405,12,225.9085089,225908.5089
2019,1,23,12,0,179,18.6,,13,18.6,13,0.179,13,233.5997562,233599.7562
2019,1,23,13,0,169,18.8,,14,18.8,14,0.169,14,219.7793929,219779.3929
2019,1,23,14,0,207,18.8,,15,18.8,15,0.207,15,235.4612028,235461.2028
2019,1,23,15,0,128,18.5,,16,18.5,16,0.128,16,242.2159775,242215.9775
2019,1,23,16,0,37,18,,17,18,17,0.037,17,234.557122,234557.122
2019,1,23,17,0,9,16.9,,18,16.9,18,0.009,18,248.8037432,248803.7432
2019,1,23,18,0,0,16.6,,19,16.6,19,0,19,215.2393409,215239.3409
2019,1,23,19,0,0,16.5,,20,16.5,20,0,20,209.0132087,209013.2087
