date,time,TEMPERATURE,DEW_POINT,PRECIPITABLE WATER,GHI,PRESSURE,OT
2019-04-24,14:00:00,30.2,23.5,4.3,774,1018,703.25
2019-04-24,15:00:00,29.8,23.7,4.2,616,1017,712.66
2019-04-24,16:00:00,29.1,24.1,4.1,418,1017,699.81
2019-04-24,17:00:00,28.1,24.7,4.1,203,1017,678.86
2019-04-24,18:00:00,27.0,24.8,4.1,24,1017,690.59
2019-04-24,19:00:00,26.6,24.7,4.0,0,1018,690.54
2019-04-24,20:00:00,26.4,24.7,4.1,0,1018,657.41
2019-04-24,21:00:00,26.3,24.7,4.1,0,1019,711.09
2019-04-24,22:00:00,26.2,24.6,4.2,0,1019,735.01
2019-04-24,23:00:00,26.2,24.4,4.2,0,1018,756.43
2019-04-25,00:00:00,26.1,24.1,4.1,0,1018,756.65
2019-04-25,01:00:00,25.9,23.6,4.1,0,1017,686.29
2019-04-25,02:00:00,25.8,23.3,4.0,0,1017,607.44
2019-04-25,03:00:00,25.5,22.9,3.9,0,1017,565.01
2019-04-25,04:00:00,25.2,22.6,3.8,0,1017,547.12
2019-04-25,05:00:00,25.0,22.4,3.7,0,1017,501.46
2019-04-25,06:00:00,25.8,23.1,3.6,69,1018,486.89
2019-04-25,07:00:00,26.6,22.6,3.6,276,1018,507.2
2019-04-25,08:00:00,27.7,22.3,3.6,500,1018,516.39
2019-04-25,09:00:00,28.8,22.0,3.6,700,1019,659.35
2019-04-25,10:00:00,29.5,22.0,3.6,728,1019,601.59
2019-04-25,11:00:00,30.0,22.0,3.5,781,1018,691.83
2019-04-25,12:00:00,30.3,22.1,3.5,904,1018,656.69
2019-04-25,13:00:00,30.4,22.1,3.5,936,1017,744.62
2019-04-25,14:00:00,30.3,22.2,3.6,822,1016,670.33
2019-04-25,15:00:00,29.8,22.5,3.7,651,1016,771.53
2019-04-25,16:00:00,28.8,23.1,3.8,339,1017,728.09
2019-04-25,17:00:00,27.6,23.8,4.1,180,1017,699.63
2019-04-25,18:00:00,26.5,23.9,4.5,25,1018,629.22
2019-04-25,19:00:00,26.1,23.8,4.7,0,1019,656.55
2019-04-25,20:00:00,26.0,23.7,5.0,0,1020,674.23
2019-04-25,21:00:00,25.9,23.6,5.1,0,1020,690.32
2019-04-25,22:00:00,25.8,23.6,5.0,0,1020,728.42
2019-04-25,23:00:00,25.5,23.4,4.8,0,1020,780.51
2019-04-26,00:00:00,25.2,23.3,4.7,0,1020,747.1
2019-04-26,01:00:00,24.8,23.2,4.7,0,1020,673.16
2019-04-26,02:00:00,24.5,22.9,4.6,0,1020,617.39
2019-04-26,03:00:00,24.4,22.6,4.5,0,1021,551.09
2019-04-26,04:00:00,24.3,22.4,4.4,0,1021,515.46
2019-04-26,05:00:00,24.2,22.4,4.3,0,1021,491.04
2019-04-26,06:00:00,24.7,22.6,4.2,53,1022,462.01
2019-04-26,07:00:00,25.2,22.7,4.2,252,1022,461.92
2019-04-26,08:00:00,26.0,22.9,4.2,463,1022,511.33
2019-04-26,09:00:00,26.7,23.1,4.2,518,1022,572.4
2019-04-26,10:00:00,27.1,23.3,4.3,582,1023,589.6
2019-04-26,11:00:00,27.3,23.4,4.4,672,1022,649.2
2019-04-26,12:00:00,27.4,23.5,4.5,948,1022,607.24
2019-04-26,13:00:00,27.2,23.5,4.5,531,1022,675.76
2019-04-26,14:00:00,27.0,23.5,4.6,706,1021,706.99
2019-04-26,15:00:00,26.6,23.5,4.6,619,1021,707.67
2019-04-26,16:00:00,26.1,23.5,4.8,413,1021,694.04
2019-04-26,17:00:00,25.7,23.5,4.9,198,1022,725.88
2019-04-26,18:00:00,25.4,23.7,4.9,21,1023,625.55
2019-04-26,19:00:00,25.4,23.7,5.1,0,1024,599.5
2019-04-26,20:00:00,25.4,23.6,5.3,0,1024,608.3
2019-04-26,21:00:00,25.3,23.5,5.3,0,1025,602.67
2019-04-26,22:00:00,25.2,23.2,5.4,0,1024,606.23
2019-04-26,23:00:00,25.1,23.0,5.4,0,1024,654.89
2019-04-27,00:00:00,24.9,22.9,5.4,0,1024,637.18
2019-04-27,01:00:00,24.8,22.7,5.3,0,1023,602.54
2019-04-27,02:00:00,24.7,22.5,5.3,0,1024,541.02
2019-04-27,03:00:00,24.5,22.2,5.4,0,1024,515.79
2019-04-27,04:00:00,24.3,22.0,5.4,0,1024,476.56
2019-04-27,05:00:00,24.1,21.8,5.5,0,1025,448.12
2019-04-27,06:00:00,24.1,21.6,5.6,35,1025,426.21
2019-04-27,07:00:00,24.3,21.5,5.6,152,1026,415.6
2019-04-27,08:00:00,24.6,21.5,5.6,330,1026,457.95
2019-04-27,09:00:00,24.8,21.5,5.7,389,1026,449.91
2019-04-27,10:00:00,24.8,21.5,5.8,242,1026,462.35
2019-04-27,11:00:00,24.7,21.6,5.9,235,1025,485.59
2019-04-27,12:00:00,24.6,21.7,6.0,362,1025,503.14
2019-04-27,13:00:00,24.6,21.8,6.0,276,1024,497.6
2019-04-27,14:00:00,24.5,22.0,6.0,679,1023,508.15
2019-04-27,15:00:00,24.6,22.2,6.0,553,1023,489.9
2019-04-27,16:00:00,24.5,22.4,6.0,304,1023,457.79
2019-04-27,17:00:00,24.4,22.4,6.0,186,1023,471.83
2019-04-27,18:00:00,24.2,22.5,6.0,15,1024,478.32
2019-04-27,19:00:00,24.2,22.6,6.0,0,1024,461.69
2019-04-27,20:00:00,24.3,22.7,6.0,0,1024,470.45
2019-04-27,21:00:00,24.4,22.8,6.0,0,1024,504.95
2019-04-27,22:00:00,24.6,23.0,6.2,0,1024,524.86
2019-04-27,23:00:00,24.8,23.2,6.3,0,1024,540.9
2019-04-28,00:00:00,24.9,23.4,6.4,0,1023,523.81
2019-04-28,01:00:00,25.0,23.6,6.4,0,1023,508.17
2019-04-28,02:00:00,25.1,23.7,6.3,0,1023,485.78
2019-04-28,03:00:00,25.1,23.7,6.2,0,1023,425.88
2019-04-28,04:00:00,25.0,23.6,6.0,0,1023,414.75
2019-04-28,05:00:00,25.0,23.5,5.8,0,1023,396.9
2019-04-28,06:00:00,25.6,23.9,5.7,69,1023,383.93
2019-04-28,07:00:00,26.1,24.1,5.6,269,1024,390.63
2019-04-28,08:00:00,26.7,24.2,5.6,467,1025,416.85
2019-04-28,09:00:00,26.8,24.1,5.6,581,1025,426.3
2019-04-28,10:00:00,26.9,24.1,5.6,162,1025,480.14
2019-04-28,11:00:00,26.9,23.8,5.6,712,1024,454.3
2019-04-28,12:00:00,26.7,23.7,5.6,696,1023,473.49
2019-04-28,13:00:00,26.5,23.5,5.6,348,1023,468.97
2019-04-28,14:00:00,26.2,23.3,5.6,451,1022,509.25
2019-04-28,15:00:00,26.0,23.2,5.6,267,1022,518.0
2019-04-28,16:00:00,25.7,23.0,5.6,412,1022,493.22
2019-04-28,17:00:00,25.4,22.9,5.6,200,1022,506.42
2019-04-28,18:00:00,25.1,22.9,5.6,20,1023,503.38
2019-04-28,19:00:00,24.9,22.8,5.5,0,1023,528.42
2019-04-28,20:00:00,24.9,22.8,5.5,0,1023,529.45
2019-04-28,21:00:00,24.8,22.9,5.4,0,1023,570.39
2019-04-28,22:00:00,24.8,23.0,5.3,0,1023,588.41
2019-04-28,23:00:00,24.8,23.2,5.3,0,1022,592.71
2019-04-29,00:00:00,24.8,23.4,5.3,0,1022,589.35
2019-04-29,01:00:00,25.0,23.6,5.2,0,1021,517.22
2019-04-29,02:00:00,25.2,23.7,5.3,0,1021,474.11
2019-04-29,03:00:00,25.1,23.6,5.3,0,1021,435.72
2019-04-29,04:00:00,24.9,23.5,5.2,0,1021,420.27
2019-04-29,05:00:00,24.9,23.5,5.2,0,1022,387.48
2019-04-29,06:00:00,25.8,24.0,5.1,72,1022,384.28
2019-04-29,07:00:00,26.5,24.1,5.1,274,1022,422.53
2019-04-29,08:00:00,27.2,24.0,5.1,490,1023,498.83
2019-04-29,09:00:00,28.0,23.8,5.0,683,1022,531.18
2019-04-29,10:00:00,28.6,23.9,5.0,830,1022,601.6
2019-04-29,11:00:00,28.9,23.9,5.1,909,1021,634.99
2019-04-29,12:00:00,29.2,23.8,5.1,931,1021,691.93
2019-04-29,13:00:00,29.2,23.7,5.2,618,1020,684.77
2019-04-29,14:00:00,29.1,23.6,5.2,364,1019,692.08
2019-04-29,15:00:00,28.7,23.6,5.2,125,1019,672.66
2019-04-29,16:00:00,28.2,23.7,5.2,404,1019,648.02
2019-04-29,17:00:00,27.6,23.9,5.1,69,1019,658.89
2019-04-29,18:00:00,26.9,24.1,5.0,19,1019,600.27
2019-04-29,19:00:00,26.6,24.1,5.0,0,1020,645.32
2019-04-29,20:00:00,26.6,24.0,5.0,0,1020,617.03
2019-04-29,21:00:00,26.5,24.1,5.0,0,1020,660.65
2019-04-29,22:00:00,26.5,24.2,5.0,0,1020,691.22
2019-04-29,23:00:00,26.3,24.3,5.1,0,1019,703.62
2019-04-30,00:00:00,26.2,24.3,5.2,0,1019,683.13
2019-04-30,01:00:00,26.1,24.4,5.2,0,1018,609.02
2019-04-30,02:00:00,26.0,24.3,5.2,0,1017,550.84
2019-04-30,03:00:00,25.9,24.3,5.1,0,1017,503.29
2019-04-30,04:00:00,25.8,24.3,5.1,0,1017,469.22
2019-04-30,05:00:00,25.7,24.3,5.1,0,1017,440.44
2019-04-30,06:00:00,26.6,24.9,5.0,71,1018,448.69
2019-04-30,07:00:00,27.4,25.1,5.0,271,1018,463.08
2019-04-30,08:00:00,28.2,25.0,5.0,485,1019,533.02
2019-04-30,09:00:00,28.8,24.9,5.0,675,1019,601.7
2019-04-30,10:00:00,29.2,24.9,5.1,819,1019,629.79
2019-04-30,11:00:00,29.4,24.7,5.1,918,1018,684.67
2019-04-30,12:00:00,29.5,24.5,5.2,543,1017,715.92
2019-04-30,13:00:00,29.2,24.4,5.3,509,1016,719.21
2019-04-30,14:00:00,28.7,24.5,5.5,153,1016,711.61
2019-04-30,15:00:00,28.1,24.5,5.5,74,1016,722.96
2019-04-30,16:00:00,27.4,24.5,5.5,87,1016,695.82
2019-04-30,17:00:00,26.7,24.6,5.5,126,1016,675.63
2019-04-30,18:00:00,25.9,24.4,5.5,18,1017,687.91
2019-04-30,19:00:00,25.4,24.0,5.5,0,1017,674.28
2019-04-30,20:00:00,25.0,23.6,5.4,0,1018,645.39
2019-04-30,21:00:00,24.7,23.2,5.3,0,1018,653.55
2019-04-30,22:00:00,24.5,22.9,5.4,0,1017,711.59
2019-04-30,23:00:00,24.2,22.6,5.6,0,1017,700.98
2019-05-01,00:00:00,24.0,22.4,5.7,0,1017,662.52
2019-05-01,01:00:00,23.9,22.1,5.9,0,1016,617.67
2019-05-01,02:00:00,23.8,21.9,5.9,0,1016,545.42
2019-05-01,03:00:00,23.8,21.7,6.0,0,1016,489.62
2019-05-01,04:00:00,23.7,21.6,6.0,0,1016,463.03
2019-05-01,05:00:00,23.3,21.7,6.1,0,1016,439.59
2019-05-01,06:00:00,23.0,21.4,6.1,26,1017,418.39
2019-05-01,07:00:00,22.5,20.7,5.8,22,1019,427.33
2019-05-01,08:00:00,22.1,20.0,5.4,43,1020,443.53
2019-05-01,09:00:00,22.1,19.5,5.2,61,1021,487.45
2019-05-01,10:00:00,22.4,19.4,5.1,73,1022,543.31
2019-05-01,11:00:00,22.7,19.2,5.0,118,1021,554.74
2019-05-01,12:00:00,22.7,19.0,5.0,185,1021,599.31
2019-05-01,13:00:00,22.5,18.7,5.1,210,1021,589.12
2019-05-01,14:00:00,22.2,18.6,5.1,119,1021,580.8
2019-05-01,15:00:00,22.0,18.5,5.1,55,1020,572.62
2019-05-01,16:00:00,22.0,18.6,5.0,75,1021,544.16
2019-05-01,17:00:00,22.0,18.6,4.9,16,1021,522.24
2019-05-01,18:00:00,22.0,18.8,4.8,4,1022,524.86
2019-05-01,19:00:00,22.1,18.9,4.6,0,1022,550.25
2019-05-01,20:00:00,22.3,19.0,4.4,0,1023,528.21
2019-05-01,21:00:00,22.4,18.9,4.3,0,1023,529.42
2019-05-01,22:00:00,22.5,18.8,4.1,0,1024,516.42
2019-05-01,23:00:00,22.6,18.6,4.0,0,1024,524.3
2019-05-02,00:00:00,22.5,18.4,4.0,0,1023,519.41
2019-05-02,01:00:00,22.5,18.1,3.9,0,1023,464.66
2019-05-02,02:00:00,22.5,17.9,3.9,0,1022,400.73
2019-05-02,03:00:00,22.5,17.8,4.0,0,1022,361.4
2019-05-02,04:00:00,22.6,17.8,4.1,0,1023,360.97
2019-05-02,05:00:00,22.6,18.0,4.2,0,1024,333.73
2019-05-02,06:00:00,22.9,18.3,4.4,6,1024,393.49
2019-05-02,07:00:00,23.2,18.6,4.5,15,1025,386.56
2019-05-02,08:00:00,23.4,18.5,4.6,26,1025,426.36
2019-05-02,09:00:00,23.4,18.3,4.6,62,1026,481.67
2019-05-02,10:00:00,23.4,18.2,4.7,71,1025,507.51
2019-05-02,11:00:00,23.5,18.2,4.7,75,1025,590.18
2019-05-02,12:00:00,23.6,18.3,4.7,124,1024,538.15
2019-05-02,13:00:00,23.5,18.3,4.8,259,1023,577.62
2019-05-02,14:00:00,23.0,18.4,4.9,137,1024,556.6
2019-05-02,15:00:00,22.3,18.5,4.8,131,1024,600.09
2019-05-02,16:00:00,21.9,18.7,4.8,107,1024,544.54
2019-05-02,17:00:00,21.8,18.6,4.8,20,1024,542.74
2019-05-02,18:00:00,21.7,18.4,4.7,4,1024,520.66
2019-05-02,19:00:00,21.7,18.3,4.7,0,1025,507.65
2019-05-02,20:00:00,21.8,18.1,4.6,0,1025,480.68
2019-05-02,21:00:00,21.7,18.1,4.6,0,1026,471.61
2019-05-02,22:00:00,21.7,18.0,4.5,0,1026,499.31
2019-05-02,23:00:00,21.6,18.0,4.5,0,1025,469.12
2019-05-03,00:00:00,21.6,18.0,4.4,0,1025,438.07
2019-05-03,01:00:00,21.7,18.0,4.4,0,1024,409.59
2019-05-03,02:00:00,21.6,18.0,4.5,0,1024,360.46
2019-05-03,03:00:00,21.6,17.8,4.5,0,1024,337.64
2019-05-03,04:00:00,21.5,17.7,4.4,0,1024,318.73
2019-05-03,05:00:00,21.5,17.6,4.3,0,1025,299.17
2019-05-03,06:00:00,22.1,17.8,4.2,82,1025,291.21
2019-05-03,07:00:00,22.6,17.7,4.0,87,1026,322.25
2019-05-03,08:00:00,23.1,17.6,3.9,132,1027,358.98
2019-05-03,09:00:00,23.7,17.6,3.7,446,1027,443.41
2019-05-03,10:00:00,24.4,17.8,3.6,761,1027,454.16
2019-05-03,11:00:00,24.9,17.9,3.5,616,1026,468.41
2019-05-03,12:00:00,25.1,17.9,3.4,806,1026,501.72
2019-05-03,13:00:00,25.1,17.6,3.2,937,1025,463.94
2019-05-03,14:00:00,25.0,17.4,3.1,825,1025,475.98
2019-05-03,15:00:00,24.7,17.1,2.9,660,1025,504.89
2019-05-03,16:00:00,24.4,17.0,2.8,331,1025,525.21
2019-05-03,17:00:00,23.8,17.2,2.7,228,1025,481.29
2019-05-03,18:00:00,23.0,17.3,2.6,36,1026,454.24
2019-05-03,19:00:00,22.8,17.3,2.6,0,1026,441.61
2019-05-03,20:00:00,22.8,17.4,2.5,0,1026,420.8
2019-05-03,21:00:00,22.8,17.5,2.5,0,1027,455.77
2019-05-03,22:00:00,22.8,17.6,2.6,0,1027,471.65
2019-05-03,23:00:00,22.8,17.7,2.7,0,1026,476.25
2019-05-04,00:00:00,22.8,17.8,2.9,0,1026,414.86
2019-05-04,01:00:00,22.8,17.8,3.1,0,1025,395.28
2019-05-04,02:00:00,22.8,17.9,3.3,0,1025,353.9
2019-05-04,03:00:00,22.9,18.0,3.5,0,1024,335.16
2019-05-04,04:00:00,23.0,18.1,3.7,0,1025,315.18
2019-05-04,05:00:00,23.1,18.3,3.9,0,1025,312.21
2019-05-04,06:00:00,24.0,18.9,4.0,18,1025,308.11
2019-05-04,07:00:00,24.5,19.1,4.2,63,1025,304.98
2019-05-04,08:00:00,24.9,19.2,4.4,185,1026,328.03
2019-05-04,09:00:00,25.3,19.1,4.4,167,1026,371.54
2019-05-04,10:00:00,25.5,19.1,4.3,257,1025,357.29
2019-05-04,11:00:00,25.7,19.1,4.4,233,1025,387.96
2019-05-04,12:00:00,25.8,19.2,4.4,356,1024,412.38
2019-05-04,13:00:00,25.7,19.2,4.4,74,1024,414.34
2019-05-04,14:00:00,25.6,19.2,4.5,69,1023,443.06
2019-05-04,15:00:00,25.6,19.3,4.5,149,1023,422.0
2019-05-04,16:00:00,25.4,19.3,4.5,306,1022,451.06
2019-05-04,17:00:00,24.9,19.5,4.6,109,1023,450.15
2019-05-04,18:00:00,24.5,19.5,4.6,21,1023,439.6
2019-05-04,19:00:00,24.3,19.4,4.6,0,1023,427.1
2019-05-04,20:00:00,24.2,19.2,4.5,0,1023,434.44
2019-05-04,21:00:00,24.1,19.1,4.5,0,1024,441.8
2019-05-04,22:00:00,24.1,19.1,4.5,0,1024,450.12
2019-05-04,23:00:00,24.1,19.0,4.5,0,1023,469.78
2019-05-05,00:00:00,24.0,18.9,4.6,0,1023,444.36
2019-05-05,01:00:00,23.9,18.8,4.6,0,1022,399.85
2019-05-05,02:00:00,23.9,18.7,4.6,0,1022,378.59
2019-05-05,03:00:00,23.9,18.7,4.6,0,1022,320.68
2019-05-05,04:00:00,23.9,18.7,4.5,0,1022,304.45
2019-05-05,05:00:00,24.0,18.8,4.5,0,1022,293.4
2019-05-05,06:00:00,24.8,19.4,4.4,83,1022,293.72
2019-05-05,07:00:00,25.6,19.4,4.3,286,1023,307.08
2019-05-05,08:00:00,26.2,19.3,4.3,502,1023,309.83
2019-05-05,09:00:00,26.5,19.4,4.2,547,1023,339.76
2019-05-05,10:00:00,26.9,19.6,4.1,694,1022,332.38
2019-05-05,11:00:00,27.4,19.8,4.1,830,1021,360.37
2019-05-05,12:00:00,27.7,19.9,4.2,814,1021,420.18
2019-05-05,13:00:00,27.6,20.0,4.2,651,1020,425.74
2019-05-05,14:00:00,27.3,19.8,4.4,455,1019,421.2
2019-05-05,15:00:00,26.6,19.7,4.5,531,1019,440.9
2019-05-05,16:00:00,26.0,19.8,4.7,88,1020,461.17
2019-05-05,17:00:00,25.4,20.0,4.9,33,1020,457.98
2019-05-05,18:00:00,24.9,19.9,5.0,9,1021,488.79
2019-05-05,19:00:00,24.7,19.8,5.1,0,1022,486.84
2019-05-05,20:00:00,24.5,19.7,5.1,0,1022,492.52
2019-05-05,21:00:00,24.3,19.6,5.1,0,1022,485.13
2019-05-05,22:00:00,24.1,19.5,5.1,0,1022,524.4
2019-05-05,23:00:00,23.9,19.4,5.1,0,1022,523.0
2019-05-06,00:00:00,23.6,19.2,5.1,0,1021,481.5
2019-05-06,01:00:00,23.4,19.1,5.1,0,1021,446.31
2019-05-06,02:00:00,23.3,19.1,5.2,0,1020,393.37
2019-05-06,03:00:00,23.3,19.2,5.2,0,1020,348.69
2019-05-06,04:00:00,23.3,19.3,5.2,0,1021,347.98
2019-05-06,05:00:00,23.3,19.4,5.2,0,1021,328.49
2019-05-06,06:00:00,23.7,19.8,5.3,8,1022,315.76
2019-05-06,07:00:00,24.1,19.9,5.3,25,1022,350.55
2019-05-06,08:00:00,24.3,19.9,5.3,102,1023,391.23
2019-05-06,09:00:00,24.4,19.9,5.3,121,1023,449.45
2019-05-06,10:00:00,24.7,19.9,5.3,142,1023,467.89
2019-05-06,11:00:00,25.0,20.0,5.4,124,1022,516.02
2019-05-06,12:00:00,25.1,20.0,5.4,97,1021,563.07
2019-05-06,13:00:00,24.9,20.1,5.5,73,1021,544.89
2019-05-06,14:00:00,24.6,20.1,5.6,105,1020,517.61
2019-05-06,15:00:00,24.1,20.1,5.6,56,1020,531.81
2019-05-06,16:00:00,23.5,20.1,5.6,139,1020,485.74
2019-05-06,17:00:00,23.2,20.1,5.6,132,1021,514.22
2019-05-06,18:00:00,22.9,20.1,5.6,11,1021,499.05
2019-05-06,19:00:00,22.7,19.9,5.6,0,1022,492.93
2019-05-06,20:00:00,22.6,19.6,5.6,0,1022,480.3
2019-05-06,21:00:00,22.5,19.4,5.5,0,1022,496.48
2019-05-06,22:00:00,22.4,19.3,5.5,0,1022,504.26
2019-05-06,23:00:00,22.3,19.3,5.3,0,1022,497.24
2019-05-07,00:00:00,22.3,19.3,5.2,0,1021,477.27
2019-05-07,01:00:00,22.3,19.3,5.2,0,1021,409.2
2019-05-07,02:00:00,22.2,19.2,5.1,0,1021,371.72
2019-05-07,03:00:00,22.1,19.2,5.1,0,1021,335.73
2019-05-07,04:00:00,21.9,19.0,5.0,0,1021,323.55
2019-05-07,05:00:00,21.7,18.8,5.0,0,1022,316.27
2019-05-07,06:00:00,21.6,18.5,4.9,7,1023,315.12
2019-05-07,07:00:00,21.7,18.2,4.8,44,1023,330.88
2019-05-07,08:00:00,21.8,18.0,4.7,54,1023,395.39
2019-05-07,09:00:00,22.1,17.8,4.5,185,1024,437.63
2019-05-07,10:00:00,22.3,17.7,4.3,106,1023,480.91
2019-05-07,11:00:00,22.4,17.6,4.2,92,1023,512.24
2019-05-07,12:00:00,22.6,17.5,4.2,175,1023,514.07
2019-05-07,13:00:00,22.7,17.5,4.3,190,1022,534.7
2019-05-07,14:00:00,22.7,17.5,4.3,202,1022,516.69
2019-05-07,15:00:00,22.6,17.5,4.3,71,1022,511.75
2019-05-07,16:00:00,22.3,17.4,4.3,53,1022,507.4
2019-05-07,17:00:00,21.9,17.4,4.3,35,1022,478.57
2019-05-07,18:00:00,21.5,17.4,4.3,7,1022,489.58
2019-05-07,19:00:00,21.5,17.6,4.3,0,1023,478.37
2019-05-07,20:00:00,21.5,17.7,4.4,0,1023,497.8
2019-05-07,21:00:00,21.6,17.9,4.5,0,1023,510.49
2019-05-07,22:00:00,21.6,18.1,4.6,0,1023,500.0
2019-05-07,23:00:00,21.7,18.3,4.7,0,1023,474.22
2019-05-08,00:00:00,21.8,18.5,4.8,0,1022,446.54
2019-05-08,01:00:00,21.9,18.8,4.9,0,1021,398.59
2019-05-08,02:00:00,22.1,19.0,4.9,0,1021,359.68
2019-05-08,03:00:00,22.2,19.2,5.0,0,1021,350.22
2019-05-08,04:00:00,22.3,19.5,5.2,0,1021,314.29
2019-05-08,05:00:00,22.4,19.7,5.3,0,1021,286.7
2019-05-08,06:00:00,22.9,20.1,5.5,7,1021,290.51
2019-05-08,07:00:00,23.0,20.3,5.6,30,1021,311.83
2019-05-08,08:00:00,23.1,20.4,5.7,47,1021,380.77
2019-05-08,09:00:00,23.1,20.4,5.7,61,1021,432.99
2019-05-08,10:00:00,23.3,20.4,5.7,70,1021,452.13
2019-05-08,11:00:00,23.5,20.5,5.7,645,1021,490.35
2019-05-08,12:00:00,23.8,20.6,5.7,82,1020,503.44
2019-05-08,13:00:00,24.1,20.7,5.7,123,1019,528.87
2019-05-08,14:00:00,24.1,20.8,5.7,201,1019,559.75
2019-05-08,15:00:00,23.9,20.8,5.6,96,1019,542.78
2019-05-08,16:00:00,23.6,20.8,5.5,317,1019,530.11
2019-05-08,17:00:00,23.3,20.8,5.4,64,1019,507.49
2019-05-08,18:00:00,23.0,20.8,5.3,19,1019,515.08
2019-05-08,19:00:00,23.0,20.8,5.3,0,1020,504.24
2019-05-08,20:00:00,23.0,20.8,5.4,0,1020,504.63
2019-05-08,21:00:00,23.0,20.9,5.6,0,1021,490.04
2019-05-08,22:00:00,23.0,20.9,5.7,0,1020,506.7
2019-05-08,23:00:00,23.0,21.0,5.7,0,1020,512.02
2019-05-09,00:00:00,23.0,21.0,5.8,0,1020,486.32
2019-05-09,01:00:00,23.0,21.1,5.8,0,1019,441.8
2019-05-09,02:00:00,23.0,21.1,5.7,0,1019,374.67
2019-05-09,03:00:00,23.0,21.1,5.7,0,1019,346.36
2019-05-09,04:00:00,23.1,21.1,5.7,0,1019,323.11
2019-05-09,05:00:00,23.1,21.1,5.8,0,1019,323.15
2019-05-09,06:00:00,23.5,21.4,5.9,21,1020,313.36
2019-05-09,07:00:00,23.7,21.5,5.9,23,1020,342.62
2019-05-09,08:00:00,24.1,21.5,5.9,71,1020,406.88
2019-05-09,09:00:00,24.4,21.6,5.9,61,1020,461.67
2019-05-09,10:00:00,24.6,21.6,5.9,139,1020,489.5
2019-05-09,11:00:00,24.7,21.6,5.8,271,1020,511.41
2019-05-09,12:00:00,24.6,21.6,5.8,251,1019,526.19
2019-05-09,13:00:00,24.3,21.4,5.9,236,1018,566.99
2019-05-09,14:00:00,23.9,21.3,5.9,398,1018,573.96
2019-05-09,15:00:00,23.6,21.1,6.0,126,1018,564.67
2019-05-09,16:00:00,23.2,21.0,6.1,50,1018,527.54
2019-05-09,17:00:00,23.0,20.9,6.1,43,1019,511.59
2019-05-09,18:00:00,22.8,20.9,6.0,11,1019,494.16
2019-05-09,19:00:00,22.8,21.0,6.0,0,1020,493.5
2019-05-09,20:00:00,22.9,21.1,5.9,0,1020,496.86
2019-05-09,21:00:00,23.0,21.1,5.8,0,1021,510.17
2019-05-09,22:00:00,23.0,21.2,5.8,0,1021,494.05
2019-05-09,23:00:00,23.0,21.3,5.7,0,1020,516.69
2019-05-10,00:00:00,23.0,21.3,5.8,0,1020,474.15
2019-05-10,01:00:00,23.0,21.3,5.9,0,1019,427.61
2019-05-10,02:00:00,23.1,21.3,5.9,0,1019,379.21
2019-05-10,03:00:00,23.1,21.3,5.8,0,1019,348.63
2019-05-10,04:00:00,23.0,21.3,5.8,0,1019,330.65
2019-05-10,05:00:00,23.1,21.3,5.7,0,1019,317.59
2019-05-10,06:00:00,23.6,21.5,5.6,21,1020,312.14
2019-05-10,07:00:00,24.0,21.6,5.5,122,1020,335.26
2019-05-10,08:00:00,24.3,21.6,5.4,238,1021,368.69
2019-05-10,09:00:00,24.5,21.7,5.5,505,1021,429.78
2019-05-10,10:00:00,24.7,21.7,5.4,225,1021,478.13
2019-05-10,11:00:00,25.1,21.7,5.4,143,1021,514.51
2019-05-10,12:00:00,25.3,21.8,5.4,461,1021,513.75
2019-05-10,13:00:00,25.4,21.7,5.4,356,1020,539.73
2019-05-10,14:00:00,25.3,21.5,5.3,272,1020,516.05
2019-05-10,15:00:00,25.1,21.3,5.2,262,1020,533.86
2019-05-10,16:00:00,24.8,21.1,5.1,97,1020,526.95
2019-05-10,17:00:00,24.4,20.9,5.0,73,1020,476.42
2019-05-10,18:00:00,24.0,20.8,4.9,36,1021,448.46
2019-05-10,19:00:00,23.8,20.8,4.9,0,1021,435.32
2019-05-10,20:00:00,23.8,20.8,4.9,0,1021,436.09
2019-05-10,21:00:00,23.8,20.9,4.9,0,1022,436.94
2019-05-10,22:00:00,23.9,21.0,4.9,0,1022,462.02
2019-05-10,23:00:00,23.9,21.1,5.0,0,1021,437.27
2019-05-11,00:00:00,23.9,21.3,5.0,0,1021,456.03
2019-05-11,01:00:00,23.9,21.5,5.0,0,1021,416.53
2019-05-11,02:00:00,23.9,21.7,5.0,0,1020,369.66
2019-05-11,03:00:00,23.9,21.8,5.0,0,1021,341.73
2019-05-11,04:00:00,24.0,21.9,5.0,0,1021,322.26
2019-05-11,05:00:00,24.2,22.1,5.0,0,1021,312.74
2019-05-11,06:00:00,25.1,22.7,5.0,96,1022,303.18
2019-05-11,07:00:00,25.7,22.9,5.1,177,1022,294.4
2019-05-11,08:00:00,26.3,23.0,5.2,451,1022,310.87
2019-05-11,09:00:00,26.8,23.0,5.2,424,1022,348.94
2019-05-11,10:00:00,27.1,23.1,5.3,418,1022,372.35
2019-05-11,11:00:00,27.3,23.2,5.3,552,1022,383.0
2019-05-11,12:00:00,27.3,23.2,5.3,633,1022,413.95
2019-05-11,13:00:00,27.1,23.1,5.3,332,1021,418.59
2019-05-11,14:00:00,26.9,23.0,5.2,439,1021,429.64
2019-05-11,15:00:00,26.5,22.8,5.2,282,1020,433.93
