timestamp,TEMPERATURE_true,TEMPERATURE_pred
2019-08-16 07:00:00,28.9,28.71881
2019-08-16 08:00:00,29.3,29.37418
2019-08-16 09:00:00,30.0,29.734312
2019-08-16 10:00:00,30.7,30.563486
2019-08-16 11:00:00,31.1,31.161541
2019-08-16 12:00:00,31.3,31.29585
2019-08-16 13:00:00,31.4,31.39746
2019-08-16 14:00:00,31.4,31.37792
2019-08-16 15:00:00,31.2,31.265903
2019-08-16 16:00:00,30.9,30.92732
2019-08-16 17:00:00,30.7,30.523401
2019-08-16 18:00:00,30.3,30.30442
2019-08-16 19:00:00,29.8,29.856367
2019-08-16 20:00:00,29.6,29.435
2019-08-16 21:00:00,29.4,29.382067
2019-08-16 22:00:00,29.2,29.254879
2019-08-16 23:00:00,29.0,29.077887
2019-08-17 00:00:00,28.8,28.878227
2019-08-17 01:00:00,28.7,28.635706
2019-08-17 02:00:00,28.6,28.534315
2019-08-17 03:00:00,28.5,28.456308
2019-08-17 04:00:00,28.5,28.41644
2019-08-17 05:00:00,28.5,28.5467
2019-08-17 06:00:00,28.6,28.659882
2019-08-17 07:00:00,29.2,28.882032
2019-08-17 08:00:00,29.7,29.783453
2019-08-17 09:00:00,30.4,30.186003
2019-08-17 10:00:00,31.0,30.957443
2019-08-17 11:00:00,31.4,31.41988
2019-08-17 12:00:00,31.6,31.65941
2019-08-17 13:00:00,31.7,31.741236
2019-08-17 14:00:00,31.7,31.733814
2019-08-17 15:00:00,31.5,31.592054
2019-08-17 16:00:00,31.2,31.204836
2019-08-17 17:00:00,30.8,30.808933
2019-08-17 18:00:00,30.2,30.334702
2019-08-17 19:00:00,29.6,29.751451
2019-08-17 20:00:00,29.3,29.31595
2019-08-17 21:00:00,29.1,29.156128
2019-08-17 22:00:00,29.0,29.02295
2019-08-17 23:00:00,28.8,28.928286
2019-08-18 00:00:00,28.5,28.70812
2019-08-18 01:00:00,28.3,28.37964
2019-08-18 02:00:00,28.1,28.157675
2019-08-18 03:00:00,27.9,27.961487
2019-08-18 04:00:00,27.8,27.80614
2019-08-18 05:00:00,27.7,27.818918
2019-08-18 06:00:00,27.8,27.849852
2019-08-18 07:00:00,28.5,28.149769
2019-08-18 08:00:00,29.2,29.234837
2019-08-18 09:00:00,30.2,29.878574
2019-08-18 10:00:00,30.7,30.964659
2019-08-18 11:00:00,30.7,31.090126
2019-08-18 12:00:00,30.6,30.85316
2019-08-18 13:00:00,30.3,30.657394
2019-08-18 14:00:00,30.1,30.175734
2019-08-18 15:00:00,29.9,29.937422
2019-08-18 16:00:00,29.6,29.676643
2019-08-18 17:00:00,29.2,29.323736
2019-08-18 18:00:00,28.9,28.904434
2019-08-18 19:00:00,28.5,28.716158
2019-08-18 20:00:00,28.3,28.341951
2019-08-18 21:00:00,28.1,28.230473
2019-08-18 22:00:00,28.0,28.038153
2019-08-18 23:00:00,27.9,27.946232
2019-08-19 00:00:00,27.8,27.829626
2019-08-19 01:00:00,27.7,27.713144
2019-08-19 02:00:00,27.6,27.611103
2019-08-19 03:00:00,27.6,27.530863
2019-08-19 04:00:00,27.6,27.629927
2019-08-19 05:00:00,27.6,27.732218
2019-08-19 06:00:00,27.6,27.819244
2019-08-19 07:00:00,27.9,27.87154
2019-08-19 08:00:00,28.2,28.378235
2019-08-19 09:00:00,28.6,28.609869
2019-08-19 10:00:00,28.9,29.007235
2019-08-19 11:00:00,29.0,29.136608
2019-08-19 12:00:00,29.0,29.088875
2019-08-19 13:00:00,28.9,29.043156
2019-08-19 14:00:00,28.8,28.870916
2019-08-19 15:00:00,28.6,28.735098
2019-08-19 16:00:00,28.5,28.453424
2019-08-19 17:00:00,28.3,28.373762
2019-08-19 18:00:00,28.1,28.127716
2019-08-19 19:00:00,27.9,27.943127
2019-08-19 20:00:00,27.9,27.767765
2019-08-19 21:00:00,27.9,27.847328
2019-08-19 22:00:00,27.9,27.853994
2019-08-19 23:00:00,27.8,27.845911
2019-08-20 00:00:00,27.7,27.71129
2019-08-20 01:00:00,27.6,27.60015
2019-08-20 02:00:00,27.4,27.504175
2019-08-20 03:00:00,27.3,27.295649
2019-08-20 04:00:00,27.2,27.28603
2019-08-20 05:00:00,27.2,27.282425
2019-08-20 06:00:00,27.2,27.417854
2019-08-20 07:00:00,27.8,27.46423
2019-08-20 08:00:00,28.3,28.468573
2019-08-20 09:00:00,28.8,28.780703
2019-08-20 10:00:00,29.2,29.234465
2019-08-20 11:00:00,29.4,29.529337
2019-08-20 12:00:00,29.6,29.58636
2019-08-20 13:00:00,29.5,29.669085
2019-08-20 14:00:00,29.3,29.334606
2019-08-20 15:00:00,29.2,29.125113
2019-08-20 16:00:00,29.0,29.042496
2019-08-20 17:00:00,28.7,28.715584
2019-08-20 18:00:00,28.5,28.378355
2019-08-20 19:00:00,28.2,28.29152
2019-08-20 20:00:00,28.0,28.01435
2019-08-20 21:00:00,28.0,27.887108
2019-08-20 22:00:00,27.9,27.953697
2019-08-20 23:00:00,27.9,27.82939
2019-08-21 00:00:00,27.7,27.832151
2019-08-21 01:00:00,27.6,27.583128
2019-08-21 02:00:00,27.5,27.496346
2019-08-21 03:00:00,27.3,27.431332
2019-08-21 04:00:00,27.3,27.259836
2019-08-21 05:00:00,27.2,27.426456
2019-08-21 06:00:00,27.3,27.375404
2019-08-21 07:00:00,27.9,27.643118
2019-08-21 08:00:00,28.3,28.570534
2019-08-21 09:00:00,28.4,28.736544
2019-08-21 10:00:00,28.6,28.604239
2019-08-21 11:00:00,28.7,28.890442
2019-08-21 12:00:00,28.8,28.882977
2019-08-21 13:00:00,28.8,28.958076
2019-08-21 14:00:00,28.9,28.86823
2019-08-21 15:00:00,28.8,28.893845
2019-08-21 16:00:00,28.8,28.660702
2019-08-21 17:00:00,28.7,28.638947
2019-08-21 18:00:00,28.5,28.447577
2019-08-21 19:00:00,28.2,28.24197
2019-08-21 20:00:00,28.3,27.994036
2019-08-21 21:00:00,28.3,28.242153
2019-08-21 22:00:00,28.3,28.238314
2019-08-21 23:00:00,28.2,28.224724
2019-08-22 00:00:00,28.2,28.093664
2019-08-22 01:00:00,28.2,28.084002
2019-08-22 02:00:00,28.2,28.084585
2019-08-22 03:00:00,28.1,28.108908
2019-08-22 04:00:00,28.1,28.046133
2019-08-22 05:00:00,28.1,28.164839
2019-08-22 06:00:00,28.1,28.269516
2019-08-22 07:00:00,28.7,28.334358
2019-08-22 08:00:00,29.6,29.28704
2019-08-22 09:00:00,30.1,30.265278
2019-08-22 10:00:00,30.5,30.44248
2019-08-22 11:00:00,30.9,30.780207
2019-08-22 12:00:00,31.0,31.12784
2019-08-22 13:00:00,31.1,31.034002
2019-08-22 14:00:00,31.0,31.092192
2019-08-22 15:00:00,30.7,30.813326
2019-08-22 16:00:00,30.3,30.343105
2019-08-22 17:00:00,29.8,29.82977
2019-08-22 18:00:00,29.4,29.244696
2019-08-22 19:00:00,28.9,28.95289
2019-08-22 20:00:00,28.8,28.608208
2019-08-22 21:00:00,28.8,28.697048
2019-08-22 22:00:00,28.7,28.773218
2019-08-22 23:00:00,28.7,28.675703
2019-08-23 00:00:00,28.6,28.657164
2019-08-23 01:00:00,28.4,28.528233
2019-08-23 02:00:00,28.1,28.302835
2019-08-23 03:00:00,28.0,27.999416
2019-08-23 04:00:00,28.0,28.01122
2019-08-23 05:00:00,28.0,28.147322
2019-08-23 06:00:00,28.0,28.250267
2019-08-23 07:00:00,28.9,28.298414
2019-08-23 08:00:00,29.5,29.713406
2019-08-23 09:00:00,30.0,30.018902
2019-08-23 10:00:00,30.5,30.450243
2019-08-23 11:00:00,30.8,30.914515
2019-08-23 12:00:00,30.9,31.044836
2019-08-23 13:00:00,31.0,31.0125
2019-08-23 14:00:00,30.9,31.038874
2019-08-23 15:00:00,30.7,30.747517
2019-08-23 16:00:00,30.4,30.439207
2019-08-23 17:00:00,30.0,29.96315
2019-08-23 18:00:00,29.6,29.546583
2019-08-23 19:00:00,29.2,29.212057
2019-08-23 20:00:00,29.0,28.943153
2019-08-23 21:00:00,29.0,28.872023
2019-08-23 22:00:00,29.0,28.925695
2019-08-23 23:00:00,28.9,28.931568
2019-08-24 00:00:00,28.8,28.811083
2019-08-24 01:00:00,28.7,28.674799
2019-08-24 02:00:00,28.6,28.555773
2019-08-24 03:00:00,28.5,28.469603
2019-08-24 04:00:00,28.6,28.425465
2019-08-24 05:00:00,28.6,28.67868
2019-08-24 06:00:00,28.7,28.767542
2019-08-24 07:00:00,28.9,28.989729
2019-08-24 08:00:00,29.1,29.282766
2019-08-24 09:00:00,29.4,29.479197
2019-08-24 10:00:00,29.8,29.833052
2019-08-24 11:00:00,30.0,30.26141
2019-08-24 12:00:00,30.1,30.310177
2019-08-24 13:00:00,30.2,30.276766
2019-08-24 14:00:00,30.1,30.30668
2019-08-24 15:00:00,30.0,30.068758
2019-08-24 16:00:00,29.8,29.903328
2019-08-24 17:00:00,29.6,29.59967
2019-08-24 18:00:00,29.4,29.388384
2019-08-24 19:00:00,29.2,29.21194
2019-08-24 20:00:00,29.1,29.062366
2019-08-24 21:00:00,29.1,29.009533
2019-08-24 22:00:00,29.0,29.02607
2019-08-24 23:00:00,29.0,28.906015
2019-08-25 00:00:00,29.0,28.88676
2019-08-25 01:00:00,29.0,28.866184
2019-08-25 02:00:00,28.9,28.860247
2019-08-25 03:00:00,28.9,28.765398
2019-08-25 04:00:00,28.9,28.834251
2019-08-25 05:00:00,28.7,28.92198
2019-08-25 06:00:00,28.5,28.745256
2019-08-25 07:00:00,28.9,28.607271
2019-08-25 08:00:00,29.4,29.35187
2019-08-25 09:00:00,30.1,29.891678
2019-08-25 10:00:00,30.7,30.64146
2019-08-25 11:00:00,31.0,31.116999
2019-08-25 12:00:00,31.0,31.235044
2019-08-25 13:00:00,30.8,31.05919
2019-08-25 14:00:00,30.8,30.724815
2019-08-25 15:00:00,30.7,30.785254
2019-08-25 16:00:00,30.5,30.535551
2019-08-25 17:00:00,30.1,30.263794
2019-08-25 18:00:00,29.7,29.765614
2019-08-25 19:00:00,29.3,29.410578
2019-08-25 20:00:00,29.1,29.109304
2019-08-25 21:00:00,29.0,29.007616
2019-08-25 22:00:00,28.9,28.93815
2019-08-25 23:00:00,28.9,28.825516
2019-08-26 00:00:00,28.8,28.803501
2019-08-26 01:00:00,28.7,28.6698
2019-08-26 02:00:00,28.6,28.55222
2019-08-26 03:00:00,28.5,28.459404
2019-08-26 04:00:00,28.4,28.402918
2019-08-26 05:00:00,28.3,28.390448
2019-08-26 06:00:00,28.2,28.395452
2019-08-26 07:00:00,28.7,28.387476
2019-08-26 08:00:00,29.3,29.240322
2019-08-26 09:00:00,29.9,29.870235
2019-08-26 10:00:00,30.2,30.393482
2019-08-26 11:00:00,30.3,30.465273
2019-08-26 12:00:00,30.4,30.458986
2019-08-26 13:00:00,30.6,30.532322
2019-08-26 14:00:00,30.8,30.737421
2019-08-26 15:00:00,30.7,30.787968
2019-08-26 16:00:00,30.5,30.430386
2019-08-26 17:00:00,30.1,30.153114
2019-08-26 18:00:00,29.7,29.6533
2019-08-26 19:00:00,29.3,29.290398
2019-08-26 20:00:00,29.1,29.00618
2019-08-26 21:00:00,29.0,28.930231
2019-08-26 22:00:00,28.9,28.881828
2019-08-26 23:00:00,28.8,28.787066
2019-08-27 00:00:00,28.6,28.668545
2019-08-27 01:00:00,28.4,28.441526
2019-08-27 02:00:00,28.3,28.222174
